theta,Omega_M3_N16,Omega_M4_N14,Omega_M5_N15,Omega_M6_N14
0.07231920199501246,0.5164618872675605,0.25003367677118116,0.12619928661122662,0.06681712272968561
0.07481296758104738,0.5165729232665899,0.25006307019216584,0.12621143801229576,0.06682812474692625
0.0773067331670823,0.5167447403287094,0.25005886682500544,0.12621689371603187,0.06682743820916243
0.0798004987531172,0.516882318995914,0.25005315415458435,0.12621776134947593,0.06682619270231265
0.08229426433915212,0.5174068650706037,0.25004592286185595,0.1262557162582397,0.066824261295445
0.08478802992518703,0.5177131010265973,0.25003717195050035,0.12626850139596124,0.0668215387696461
0.08728179551122195,0.518081325331066,0.25005931677780024,0.12629511108661903,0.06682932713985877
0.08977556109725686,0.5185694054115947,0.2500475601930363,0.12632457822042162,0.06682512607054178
0.09226932668329177,0.5193059490994568,0.2500342685164956,0.12637090764383932,0.06682005564467462
0.09476309226932668,0.5202887216186985,0.25005202516829084,0.1264561725561516,0.06682522809362701
0.09725685785536159,0.5208194368973116,0.2500356968016262,0.12649370465768847,0.0668181163027138
0.09975062344139651,0.5212931068452613,0.2500505213181056,0.12652933396534619,0.06682154957063718
0.10224438902743142,0.521425763890351,0.2500639007484428,0.126544091977969,0.06682428017804894
0.10473815461346633,0.5216041204456673,0.25004301158011594,0.12655293917812435,0.06681501273440395
0.10723192019950124,0.5219072790298112,0.25005342788888,0.12657706873844,0.06681642195024359
0.10972568578553615,0.5217137071134642,0.2500623836177347,0.12656848824494785,0.06681728806342388
0.11221945137157106,0.5217605870981613,0.25003688285398357,0.12656306395613007,0.06680625130530726
0.11471321695760599,0.5216878019048153,0.250042844456668,0.12655870882232648,0.06680616029720333
0.1172069825436409,0.521935640203647,0.25004732998253887,0.12657291998015532,0.06680552338248276
0.11970074812967581,0.5222654854560019,0.2500503342664149,0.12659074571191534,0.06680410320013669
0.12219451371571072,0.5220984333087851,0.2500518521428076,0.12658063571035405,0.0668021176138519
0.12468827930174563,0.5219492319368033,0.2500518784460425,0.12656792743210907,0.06679971049874842
0.12718204488778054,0.5215229317198936,0.2500504080103815,0.12653784744097882,0.06679694529645813
0.12967581047381546,0.5214568696052573,0.2500474356701462,0.12653323512478562,0.06679384372133115
0.13216957605985036,0.5214436261090309,0.25004295625984274,0.12652960669686608,0.06679013814437373
0.13466334164588528,0.5211881755502337,0.2500369646142872,0.1265066832606992,0.06678599280424537
0.1371571072319202,0.5212580638346642,0.25006302107491696,0.1265177380660622,0.06679306826564523
0.1396508728179551,0.5213757614958714,0.2500540469315559,0.1265168528204983,0.06678792124159733
0.14214463840399003,0.5219579592850657,0.2500435450559965,0.1265561853236697,0.06678207524588956
0.14463840399002492,0.5224808254374899,0.25006524817586356,0.12659591255682934,0.06678703144269782
0.14713216957605985,0.5226174247292306,0.25005173279732623,0.1265944966912809,0.06677951076129343
0.14962593516209477,0.5227107279020143,0.25003667419270803,0.1265989182322401,0.06677136961588756
0.15211970074812967,0.5225367011537169,0.2500539820230539,0.12658705613266566,0.0667745330440281
0.1546134663341646,0.5226479670090733,0.2500358789292284,0.1265869116552707,0.06676541877893867
0.15710723192019949,0.5226191730769785,0.25005024682352084,0.1265921071292174,0.06676748654530495
0.1596009975062344,0.5222830231395239,0.25006317034653835,0.12656905909950494,0.06676915203088453
0.16209476309226933,0.5222356148963571,0.25004049048952115,0.12655737750693755,0.06675855109751419
0.16458852867830423,0.5221543158261617,0.2500504430576673,0.12655645430284754,0.06675935840193896
0.16708229426433915,0.522462467065304,0.2500589357843342,0.12657264901022142,0.06675962033687424
0.16957605985037405,0.5229225637374517,0.25006595881703303,0.12660717253431342,0.06675906184624841
0.17206982543640897,0.5230062821511215,0.2500371234235671,0.1266023258358869,0.06674583561101413
0.1745635910224439,0.5231778153353437,0.2500411388600293,0.1266135746373633,0.06674399897866012
0.1770573566084788,0.5231570055154272,0.25004366908024644,0.1266080113937595,0.06674159295607
0.17955112219451372,0.5233259725733392,0.25004471367227604,0.12661906649693225,0.06673863140162994
0.18204488778054861,0.5238299462234347,0.250044262700632,0.1266534637255922,0.06673488398626268
0.18453865336658354,0.5240940940071152,0.25004231578618047,0.12666445207949845,0.0667303891474845
0.18703241895261846,0.5246304609502354,0.25003886296041583,0.12669813604976943,0.06672516677390625
0.18952618453865336,0.5251994978727674,0.2500687081516621,0.12674107400336387,0.06673125588096684
0.19201995012468828,0.5260311934175376,0.2500622950030075,0.12679876446830568,0.06672425179789855
0.19451371571072318,0.5270737439214931,0.2500543604198917,0.126881512457019,0.06671612221640438
0.1970074812967581,0.5277163732512193,0.2500449041076519,0.12693096831434492,0.06670691787723125
0.19950124688279303,0.5282960007505925,0.250068964223704,0.12697522272472378,0.06670916180981173
0.20199501246882792,0.5284785170498075,0.25005650138819613,0.12698014657462323,0.06669824145679397
0.20448877805486285,0.5287517902297342,0.25004250135375783,0.12699788282476165,0.0666866296924983
0.20698254364089774,0.529193969696349,0.2500621839708937,0.12703544514017345,0.06668665314293153
0.20947630922693267,0.5291840365929221,0.2500451463911834,0.12703487284534387,0.06667355503759499
0.21197007481296756,0.5289965084125099,0.2500619055838916,0.12702233139557484,0.0666724292827131
0.2144638403990025,0.5289850881950604,0.2500418147674019,0.12701994984906426,0.06665826652600312
0.2169576059850374,0.5290212194962722,0.25005562988052454,0.12701987597063535,0.06665607520720479
0.2194513715710723,0.5295741916764519,0.2500679963262052,0.12706372870763152,0.06665322158139846
0.22194513715710723,0.5295979088413464,0.250043310520469,0.12706087950396686,0.06663702546765453
0.22443890274314213,0.5292139351557489,0.2500527018812488,0.12704700474432304,0.06663291245921776
0.22693266832917705,0.5289918075081126,0.2500606290792567,0.127030068810356,0.06662841299729412
0.22942643391521197,0.5284251979576591,0.2500670869499581,0.12700133195212426,0.06662363322225119
0.23192019950124687,0.5282686766537117,0.2500362279790373,0.12698207599366537,0.06660594414495713
0.2344139650872818,0.5281140214358337,0.25003966944345535,0.12697448774450307,0.06660027866971914
0.2369077306733167,0.5276931974307345,0.2500416260825785,0.12694889966516323,0.06659424709570894
0.23940149625935161,0.5276101053639675,0.25004209273097977,0.12694338667124017,0.06658787982960529
0.24189526184538654,0.5274553149741436,0.25004106422313227,0.1269302870881097,0.06658100761222924
0.24438902743142144,0.5276919281796705,0.25003853539353244,0.12693938694504814,0.06657356588264847
0.24688279301745636,0.5283411877056268,0.2500707169663197,0.1269894007029309,0.06657803394925262
0.24937655860349126,0.5283419337349194,0.250065234250134,0.12698732494575496,0.0665690093020497
0.25187032418952615,0.5281273186562317,0.2500582357139111,0.12696666621843933,0.06655951511790201
0.2543640897755611,0.5275967543534676,0.25004971619272526,0.126942556936741,0.06654956392974505
0.256857855361596,0.5270187038320804,0.25003967052230053,0.12690125656687565,0.06653941139049217
0.2593516209476309,0.5270018968822076,0.2500646259899791,0.1269027146505199,0.06654176255072321
0.26184538653366585,0.5263448330408453,0.2500515747791485,0.12686436006484758,0.0665308401540694
0.2643391521197007,0.5254024715952114,0.25003698192445944,0.1268037463617088,0.06651979857866093
0.26683291770573564,0.5249735709596238,0.25005756143676494,0.1267770106973201,0.06652147455860108
0.26932668329177056,0.5244135393127582,0.250039932036452,0.1267422924948711,0.06651008808352983
0.2718204488778055,0.5242937232707386,0.25005759454478244,0.12673236974046304,0.06651125759825868
0.2743142144638404,0.524543946090087,0.25007381920973026,0.12675303606693847,0.06651179101407845
0.2768079800498753,0.5241158853648366,0.2500516273651165,0.12672163992252333,0.06649891569832503
0.2793017456359102,0.5237928871898786,0.25006490406140824,0.12669929792026624,0.06649870551890848
0.2817955112219451,0.5230540803895347,0.25003962402222835,0.1266511982660395,0.06648521467169288
0.28428927680798005,0.5226263966922168,0.2500499266060599,0.12662971880208557,0.0664845031867456
0.286783042394015,0.5227504146705498,0.250058770999957,0.12663433430321389,0.06648342069187241
0.28927680798004984,0.5225570743904995,0.25006614650533315,0.12662126338808624,0.06648177594210908
0.29177057356608477,0.5222149231254969,0.2500720535109437,0.1266050005697952,0.06647973832076096
0.2942643391521197,0.5223792561359595,0.25003905588481434,0.1266039590824475,0.06646420066165648
0.2967581047381546,0.5225877431725544,0.25004193706667366,0.1266164086604344,0.06646106791273465
0.29925187032418954,0.5231562232945369,0.25004333427937736,0.12665099415140743,0.06645720221722509
0.3017456359102244,0.5239504201453596,0.25004323672650375,0.12670712981077284,0.06645234971402637
0.30423940149625933,0.5242510458952375,0.2500416448929072,0.1267237231758114,0.0664466279475838
0.30673316708229426,0.524483160082021,0.2500385479431141,0.12673054788013158,0.06644024708395987
0.3092269326683292,0.5243266708182119,0.2500717615778536,0.12672925571518173,0.0664464380560874
0.3117206982543641,0.5241368779276154,0.2500657123980613,0.12671085826655662,0.06643899976957968
0.31421446384039897,0.5243823792555105,0.25005814257408215,0.12671909051718705,0.06643104587539739
0.3167082294264339,0.5240375288788428,0.25004905269009253,0.12670320366736865,0.06642247428464446
0.3192019950124688,0.5234970587767572,0.25003843181319024,0.12666328674453342,0.06641359416792321
0.32169576059850374,0.5233016689804091,0.2500644234035297,0.12665446263122226,0.06641775087187064
0.32418952618453867,0.5228731610538395,0.2500507986828991,0.12662724177967022,0.06640824234139862
0.32668329177057354,0.5227470531244115,0.2500739060161841,0.12661991385373694,0.06641168591482707
0.32917705735660846,0.5231424734717577,0.2500572509561918,0.1266407627839919,0.06640115004968278
0.3316708229426434,0.5229237850094774,0.2500390449087004,0.12661725503315727,0.0663899920987376
0.3341645885286783,0.5222713161951434,0.2500577531681734,0.1265795957779485,0.06639192097338698
0.33665835411471323,0.521929980071621,0.2500750299980115,0.12656643922739963,0.06639356226770504
0.3391521197007481,0.5211903493315948,0.2500522580922729,0.12651584021694462,0.0663816344308167
0.341645885286783,0.5208159789162417,0.25006658866793663,0.12649072762585892,0.06638294628486524
0.34413965087281795,0.5207547739297527,0.25004073034455954,0.12648181422439356,0.06637031229878702
0.34663341645885287,0.5202603676419157,0.2500520940096521,0.12645928479478577,0.06637077231163319
0.3491271820448878,0.5199830664392715,0.2500620004222168,0.1264388337308971,0.0663710049584364
0.35162094763092266,0.5197903350723235,0.25007044441844295,0.1264324054669882,0.0663707748059298
0.3541147132169576,0.5198758374903829,0.2500774208337738,0.12644114417706598,0.06637009855105748
0.3566084788029925,0.5205215297156582,0.2500438429395763,0.12647478862854367,0.06635520189145061
0.35910224438902744,0.5209366856981064,0.25004780076922456,0.12650187799752466,0.06635291918538629
0.36159600997506236,0.521016965694375,0.2500502755192343,0.12650367652225727,0.06634994513475556
0.36408977556109723,0.5211591953670557,0.25005126202405253,0.12651191366446293,0.0663464273817439
0.36658354114713215,0.5208113906620776,0.2500507551179839,0.12648734632204828,0.06634236411997549
0.3690773067331671,0.5206882274201937,0.25004874963531326,0.12647475180659018,0.06633792511782428
0.371571072319202,0.520944023885367,0.2500452404104297,0.1264847554068224,0.0663329640250439
0.3740648379052369,0.5206746141922206,0.2500402222779512,0.12646393804033781,0.06632738671323256
0.3765586034912718,0.520334632385802,0.25007331506335373,0.12645079297302858,0.06633518317019245
0.3790523690773067,0.52031995878185,0.2500653315403524,0.12644189990816634,0.0663288847506198
0.38154613466334164,0.5200673546484291,0.25005582361145096,0.12642731006083568,0.06632209151643512
0.38403990024937656,0.5202194418730367,0.2500447861126066,0.1264316119889469,0.06631479520818362
0.3865336658354115,0.5208621180957129,0.25007211051601363,0.12648293987132597,0.06632060303107785
0.38902743142144636,0.5211708398223683,0.25005806628370225,0.12649652986403742,0.06631172671237709
0.3915211970074813,0.5212004289510694,0.2500424769868064,0.12648847001335492,0.06630217018032397
0.3940149625935162,0.521477851219608,0.2500654441918779,0.12650680789494068,0.06630591714560234
0.39650872817955113,0.5215166779841702,0.2500468171751506,0.126499842205804,0.06629510871084061
0.39900249376558605,0.5216796671786147,0.2500668721016901,0.12650938628794284,0.06629767769504749
0.4014962593516209,0.5223183661910686,0.2500451866893855,0.1265509298769078,0.06628548686265771
0.40399002493765584,0.5227594872518462,0.25006231514013916,0.1265757795676497,0.06628647443986263
0.40648379052369077,0.5231049146083533,0.250078003287092,0.1265988875018408,0.06628671080285857
0.4089775561097257,0.5237981795991496,0.2500517254806699,0.12663979593798846,0.06627200287006683
0.41147132169576056,0.5244964223697414,0.25006445618925627,0.12668226790182194,0.06627049701838068
0.4139650872817955,0.525396811057436,0.25007573106675096,0.1267485946218213,0.06626801611061685
0.4164588528678304,0.5265456047149567,0.2500448143706085,0.12683775455035845,0.0662501203305702
0.41895261845386533,0.5274624595640437,0.25005310084392157,0.126906229441111,0.06624532992482375
0.42144638403990026,0.5281135246625143,0.25005991595462557,0.1269487033839009,0.0662395278979728
0.4239401496259351,0.5287853254328413,0.2500652612081805,0.12698909250505325,0.06623278321398407
0.42643391521197005,0.5291894416618653,0.25006912474578774,0.12700623946829082,0.06622517350808672
0.428927680798005,0.5296007267933854,0.2500715081183126,0.1270297363849068,0.06621676880918446
0.4314214463840399,0.5302470585218174,0.2500723994198826,0.12707383814819878,0.06620749540233443
0.4339152119700748,0.5304297804166681,0.2500718002475723,0.12707911357162865,0.06619737944705766
0.4364089775561097,0.5304608163925654,0.2500696986486004,0.12707257758080967,0.06618661243039335
0.4389027431421446,0.5307363515417294,0.2500660962670656,0.1270836979532705,0.06617522818948522
0.44139650872817954,0.5307467085087318,0.2500609811034487,0.12708048980616832,0.06616314673381525
0.44389027431421446,0.5310546797452843,0.2500543548496983,0.12709111000169995,0.06615040371361956
0.4463840399002494,0.5317244455592423,0.2500462054597349,0.12712748224791778,0.0661368243281681
0.44887780548628425,0.5318646527613368,0.25007819354368244,0.12714373745951735,0.06613712564718277
0.4513715710723192,0.531753619167733,0.2500670638892508,0.12712978017736193,0.0661220616908909
0.4538653366583541,0.5317399807074358,0.2500543955651791,0.12712528789453703,0.066106505130271
0.456359102244389,0.5312581180335428,0.25008206615041595,0.1270975984090188,0.06610526074396156
0.45885286783042395,0.5309319027137513,0.25006638659737107,0.12706129554964152,0.06608884780617715
0.4613466334164588,0.5311747288707821,0.2500491528445789,0.12706808129779376,0.06607195666784399
0.46384039900249374,0.5310693024431077,0.2500724594363641,0.12705829316627354,0.06606924344573395
0.46633416458852867,0.5307584423904065,0.2500521834933753,0.12703256028322898,0.06605116625991785
0.4688279301745636,0.5306962062542162,0.250072579817129,0.12702364747443354,0.06604762770279185
0.4713216957605985,0.530639420044424,0.2500492339207272,0.12700928676377995,0.06602852821000166
0.4738154613466334,0.5307809211481873,0.25006669929965225,0.12700970116634924,0.06602384496602283
0.4763092269326683,0.5312878288269183,0.2500827288045306,0.12704050520741564,0.06601846566394627
0.47880299251870323,0.5318687629752636,0.25005478371711937,0.12707534922514685,0.06599707163754068
0.48129675810473815,0.5318997115008399,0.2500678512919234,0.12707137437889865,0.06598998193381529
0.4837905236907731,0.5316144105152733,0.2500794674991802,0.12705619920124062,0.06598238942430044
0.48628428927680795,0.5314298412917765,0.25004686950287525,0.12703215822807293,0.06595914654492252
0.48877805486284287,0.5308825665145884,0.2500554927666149,0.12700184595138142,0.06595075215982067
0.4912718204488778,0.5303664678739498,0.2500626491653871,0.12696863578842554,0.0659420855415208
0.4937655860349127,0.530380869326329,0.2500683335343665,0.12695681957056723,0.06593296121611175
0.49625935162094764,0.5297458459157003,0.2500725407082031,0.12691544188968754,0.0659234362984372
0.4987531172069825,0.5288115486127689,0.2500752655211416,0.12686135492100414,0.0659137663720607
0.5012468827930174,0.5283921312373097,0.25007650280714255,0.12682936140907164,0.06590398962917597
0.5037406483790523,0.5275665312625064,0.250076247400003,0.12677772745296176,0.06589392553884033
0.5062344139650873,0.5272707620410938,0.25007449413347993,0.12674933664445018,0.0658836435064645
0.5087281795511222,0.5275770562326169,0.2500712378414132,0.126758314533432,0.06587289852223453
0.5112219451371571,0.5274726060598856,0.2500664733578512,0.12674061680283524,0.0658613983198931
0.513715710723192,0.527031359101466,0.2500601955171756,0.12671532244432124,0.06584945800549705
0.5162094763092269,0.5265871207157546,0.2500523991542291,0.12667344245970868,0.06583727849140524
0.5187032418952618,0.5260627542024255,0.2500868082193615,0.126650778119113,0.06584006184179249
0.5211970074812967,0.5253729867894537,0.250076034028459,0.12659661159866717,0.06582736130227132
0.5236907730673317,0.5249544400388049,0.25006372581687436,0.12656868124168946,0.06581443066714847
0.5261845386533666,0.525098420089759,0.25004987842163967,0.1265604919638994,0.06580095883713728
0.5286783042394014,0.5248667650453777,0.25007851458839037,0.12654330576900286,0.06580238156787341
0.5311720698254364,0.5244043319221151,0.25006164801743347,0.1265076264049778,0.06578801840854699
0.5336658354114713,0.5245517625749226,0.25008741182537764,0.12651356197728,0.0657886725647044
0.5361596009975063,0.5244650325007981,0.25006750542370626,0.12648465411308352,0.06577326836767046
0.5386533665835411,0.524845000291035,0.25004603401740116,0.12649420642976308,0.06575720968976284
0.541147132169576,0.5256540120122571,0.25006740150745865,0.12654264294160525,0.06575582761105137
0.543640897755611,0.5261367021726225,0.25008735087638007,0.1265768284097276,0.06575346993453106
0.5461346633416458,0.5262803880990264,0.25006130280133826,0.126574532989531,0.06573472853562776
0.5486284289276808,0.5262377965651599,0.25007830997329733,0.1265574038447459,0.06573105335334253
0.5511221945137157,0.526114017426154,0.25004916006381445,0.12654028342707563,0.06571111954440391
0.5536159600997506,0.5256669660842244,0.2500632123268035,0.12651439457564267,0.06570653586006192
0.5561097256857855,0.525247523975887,0.2500758126910019,0.1264746663916501,0.06570163299376727
0.5586034912718204,0.5252962192163968,0.2500869640329836,0.1264798704074226,0.06569625719173428
0.5610972568578554,0.5245692701817125,0.2500516231157886,0.1264221332364644,0.06567471470896007
0.5635910224438903,0.5237029930371981,0.25005977017449005,0.12637260408212211,0.06566880008438827
0.5660847880299251,0.523196817596547,0.25006645275457196,0.12633855242182251,0.06566284906913598
0.5685785536159601,0.5223073403376247,0.2500716575396608,0.12627229412435806,0.0656566318214525
0.571072319201995,0.5217466369992168,0.25007538754378184,0.12623513448595572,0.06565032146939755
0.57356608478803,0.521673572882808,0.25007762939315437,0.12621452274065104,0.06564370774279821
0.5760598503740648,0.5217820894746984,0.250078386157943,0.12621365553488373,0.06563645873464463
0.5785536159600997,0.5211782267667467,0.25007764440705066,0.1261694525310385,0.06562882850344329
0.5810473815461347,0.5199994282826059,0.25007540726766286,0.12610020552508477,0.06562110017515779
0.5835411471321695,0.5193971777593369,0.25007166125146274,0.1260531779048009,0.06561333150044318
0.5860349127182045,0.5180115128273693,0.25006640954354914,0.1259812390672791,0.0656055604970792
0.5885286783042394,0.5169974008763532,0.25005963859848823,0.1259109921330449,0.06559794488975253
0.5910224438902743,0.5166814034122509,0.2500513516601958,0.12587867068653058,0.06559032169900125
0.5935162094763092,0.5160463120620753,0.250087591772965,0.1258464424548894,0.0655981441270484
0.5960099750623441,0.515205860317817,0.2500763233320279,0.12578017486031892,0.0655900414988715
0.5985037406483791,0.5141541685020132,0.25006352344331434,0.1257231640801449,0.06558198051474025
0.600997506234414,0.5137921977780858,0.25004917841808894,0.1256841691489945,0.06557374620920785
0.6034912718204488,0.5133129297210536,0.2500796628097687,0.12565231093361906,0.06558115261802379
0.6059850374064838,0.5131846475630449,0.25006230347289865,0.125638390707808,0.06557236792735684
0.6084788029925187,0.5137093888769847,0.2500899204779592,0.12566614164781859,0.06557891705943658
0.6109725685785536,0.513810610609352,0.2500695175453805,0.12565665760056016,0.06556872939652474
0.6134663341645885,0.5135198754920145,0.2500475522704584,0.12562176217131227,0.06555801959971667
0.6159600997506234,0.5130608828142524,0.2500707879695531,0.12558516218907162,0.06556301516478295
0.6184538653366584,0.5126691075886121,0.2500926082079059,0.12556784887639744,0.06556767510604239
0.6209476309226932,0.5119001014527942,0.25006606469693354,0.1255115730349778,0.06555621687264564
0.6234413965087282,0.5111410347673973,0.25008495554548615,0.12546155895302122,0.06556068471369755
0.6259351620947631,0.5110761105380566,0.2500553151804858,0.12544096069580532,0.06554888990312796
0.6284289276807979,0.5103139239287844,0.2500712559854913,0.1253919355082087,0.06555274125583033
0.6309226932668329,0.5093642771517474,0.2500857555116705,0.12534318544776002,0.06555655392957778
0.6334164588528678,0.5084508161168625,0.25005145933382256,0.12527367474555287,0.06554439815979861
0.6359102244389028,0.5079947823253593,0.2500629777991669,0.12524501282911354,0.06554813796672954
0.6384039900249376,0.5073061619069873,0.2500730394895474,0.12519946794691356,0.06555180951559227
0.6408977556109725,0.5069326893914444,0.2500816392409909,0.12517689817995103,0.06555528155842857
0.6433915211970075,0.5072721199363427,0.2500887718887661,0.12519663402576256,0.06555833787197787
0.6458852867830424,0.5071950997783532,0.2500944322675002,0.12518581165526835,0.06556072263463018
0.6483790523690773,0.5068195889031216,0.25005077691458594,0.1251469438951763,0.0655465482242303
0.6508728179551122,0.506359223849668,0.2500533942441175,0.12511151040127566,0.06554829604340766
0.6533665835411471,0.5060927153468842,0.2500545238045925,0.12509050144197437,0.06554968966654652
0.655860349127182,0.5055592565512819,0.2500541604302559,0.12505176475618068,0.06555088616995249
0.6583541147132169,0.5051494929351513,0.2500522989553212,0.1250242501395819,0.06555185466788016
0.6608478802992519,0.5053785949380372,0.25004893421409424,0.12503327142658593,0.06555244996524343
0.6633416458852868,0.5053647622935309,0.25009239741477657,0.12503833945516865,0.06556868269000658
0.6658354114713216,0.5053191939659397,0.25008609365041307,0.12502255758418732,0.06556819007916316
0.6683291770573566,0.5051674271666239,0.2500782711196972,0.12500228877722266,0.06556727066923491
0.6708229426433915,0.5055315476096159,0.2500689246575337,0.12502544723067385,0.06556578167083864
0.6733167082294265,0.5057362513820979,0.25005804909954765,0.12502345300589424,0.0655636238136261
0.6758104738154613,0.506287504734459,0.2500944001323082,0.12506102600288624,0.06557719785794311
0.6783042394014962,0.5071905149733915,0.25008053389726703,0.12511620357080355,0.06557347699884472
0.6807980049875312,0.5080226234843712,0.25006512306902223,0.1251737757415904,0.06556867442611534
0.683291770573566,0.5085916044062683,0.2500971723182544,0.1252072474042783,0.0655795536680233
0.685785536159601,0.5088152425935321,0.250078739792573,0.12519955775598246,0.06557306278501061
0.6882793017456359,0.509247570715211,0.25005874718111587,0.12521939223096087,0.06556584472966508
0.6907730673316708,0.5091529829240676,0.25008645773777605,0.1252115501785148,0.06557468030233166
0.6932668329177057,0.5091703693084538,0.25006341244554237,0.12519970531779606,0.06556630761075277
0.6957605985037406,0.5093061521103568,0.25008822590355956,0.12519632382318585,0.06557417745590761
0.6982543640897756,0.5095726722141622,0.2500621072470313,0.12520805029869228,0.06556456946350823
0.7007481296758105,0.5093045696170554,0.25008401269849767,0.12518544152810393,0.06557127692828582
0.7032418952618453,0.5088687331760547,0.2500548000318934,0.12514727494728922,0.06556080237955753
0.7057356608478803,0.5087188752779104,0.25007376698453,0.12513869109961578,0.06556695622065715
0.7082294264339152,0.5083863772421384,0.2500913082898499,0.1251129078389707,0.06557267205376266
0.7107231920199502,0.5081365258068354,0.2500574573114856,0.12508037403982408,0.06556119134130496
0.713216957605985,0.5080406595896403,0.25007202906557635,0.12507185956406044,0.06556621692213711
0.7157107231920199,0.5085223134384487,0.25008515973047457,0.12509240371245386,0.06557067035089818
0.7182044887780549,0.5083840353076443,0.2500968341132035,0.12508573717374352,0.06557444619661044
0.7206982543640897,0.5079626358587985,0.2500567540062053,0.12504887355106734,0.06556083231184356
0.7231920199501247,0.5072643338273424,0.2500654275300461,0.12500928318815094,0.06556407856658783
0.7256857855361596,0.5069134603391738,0.2500726292200772,0.12498502664663931,0.06556707361033003
0.7281795511221945,0.5058854168988818,0.25007836408120654,0.12491701728501453,0.06556997101141897
0.7306733167082294,0.5051991453416543,0.2500826167427447,0.12487211072042477,0.06557284439610513
0.7331670822942643,0.5049660347859507,0.2500853922792224,0.12485061161738532,0.0655756103914716
0.7356608478802993,0.5048880278491205,0.2500866752484481,0.12483849903530224,0.06557790622861136
0.7381546134663342,0.5043055722198997,0.25008647079554713,0.12480178453393846,0.06557995215156479
0.740648379052369,0.5035183664693881,0.2500847634068203,0.12475129773218015,0.06558185239896715
0.743142144638404,0.5032174475164997,0.2500815582989709,0.12472822519764054,0.06558367007316887
0.7456359102244389,0.5028519572561395,0.2500768398867921,0.12469643178619881,0.0655850976792318
0.7481296758104738,0.502657284011798,0.2500706134595601,0.12468772999814122,0.06558627237540712
0.7506234413965087,0.5026725815667554,0.2500628633605658,0.12467449818343594,0.06558699841214921
0.7531172069825436,0.5032957741962268,0.2500535949526656,0.12470529310421352,0.06558706419007532
0.7556109725685786,0.5033873844304061,0.2500943264714894,0.1247169399858431,0.06560363452639946
0.7581047381546134,0.5032621581166741,0.2500820779909657,0.12469577072427826,0.06560244139123655
0.7605985037406484,0.5027245937723696,0.25006829575759126,0.12466494684373672,0.06560095729253772
0.7630922693266833,0.5024829585687262,0.2500529639348392,0.12463925148164252,0.06559917276594114
0.7655860349127181,0.5015499791785546,0.2500879735445682,0.12459260831796745,0.06561456110799113
0.7680798004987531,0.5008284863989163,0.25006963098560847,0.12455122975037444,0.06561259992372176
0.770573566084788,0.5002929532253723,0.2501017952845503,0.12451840475131405,0.0656279452004334
0.773067331670823,0.500170174371415,0.25008041053257335,0.12449219097064916,0.06562557232346913
