x,polynomial,up_atom_sum,residual
0.26300000000000001,-5.7070298423170005,-5.7070298422107548,1.0624567892136838e-10
0.26400000000000001,-5.7022268907519997,-5.702226883909618,6.8423817722873537e-09
0.26500000000000001,-5.697424598125,-5.697424594833735,3.2912650382854736e-09
0.26600000000000001,-5.6926229573920004,-5.692622955425886,1.9661143824123428e-09
0.26700000000000002,-5.6878219614369998,-5.6878219518865398,9.550459978413528e-09
0.26800000000000002,-5.6830216030719996,-5.6830216018668018,1.2051977194005303e-09
0.26900000000000002,-5.6782218750369999,-5.6782218702917984,4.7452015650151225e-09
0.27000000000000002,-5.6734227700000002,-5.6734227645805486,5.4194515541894361e-09
0.27100000000000002,-5.6686242805570002,-5.6686242796703237,8.8667650999241232e-10
0.27200000000000002,-5.6638263992319997,-5.6638263902279107,9.0040890299292187e-09
0.27300000000000002,-5.6590291184770001,-5.6590291161121842,2.3648158986588896e-09
0.27400000000000002,-5.6542324306719998,-5.6542324276078109,3.064188902612841e-09
0.27500000000000002,-5.6494363281249997,-5.6494363203929829,7.7320168045957871e-09
0.27600000000000002,-5.6446408030719999,-5.6446408028463022,2.2569768276525792e-10
0.27700000000000002,-5.6398458476769999,-5.6398458407966325,6.8803673869410886e-09
0.27800000000000002,-5.6350514540320003,-5.6350514504497333,3.5822669275376029e-09
0.27900000000000003,-5.6302576141570002,-5.6302576122004426,1.9565575826163695e-09
0.28000000000000003,-5.6254643199999999,-5.625464309902088,1.0097911840034612e-08
0.28100000000000003,-5.6206715634369999,-5.620671562048094,1.3889058791960451e-09
0.28200000000000003,-5.6158793362720001,-5.6158793315398912,4.7321089269303229e-09
0.28300000000000003,-5.6110876302369999,-5.6110876243643268,5.8726730145508554e-09
0.28400000000000003,-5.6062964369920003,-5.6062964361734933,8.1850703992358831e-10
0.28500000000000003,-5.6015057481249997,-5.6015057390399683,9.0850313938517502e-09
0.28600000000000003,-5.5967155551519996,-5.5967155525412391,2.6107604966796316e-09
0.28700000000000003,-5.5919258495169997,-5.5919258464148367,3.1021629709471199e-09
0.28800000000000003,-5.5871366225920003,-5.5871366143506425,8.2413578184059588e-09
0.28899999999999998,-5.5823478656770007,-5.5823478653198624,3.5713831891825976e-10
0.28999999999999998,-5.57755957,-5.5775595630868855,6.9131145252754322e-09
0.29099999999999998,-5.5727717267169998,-5.5727717227503222,3.9666776530111747e-09
0.29199999999999998,-5.5679843269119997,-5.5679843249737893,1.938210481000624e-09
0.29299999999999998,-5.5631973615970001,-5.563197350936079,1.0660921034855164e-08
0.29399999999999998,-5.5584108217120001,-5.5584108201272251,1.5847749779140941e-09
0.29499999999999998,-5.5536246981250006,-5.5536246934118276,4.7131729630223163e-09
0.29599999999999999,-5.5488389816320005,-5.5488389752912184,6.3407821215832882e-09
0.29699999999999999,-5.5440536629570003,-5.544053662218845,7.3815531465015738e-10
0.29799999999999999,-5.5392687327520003,-5.53926872359024,9.1617602393512243e-09
0.29899999999999999,-5.5344841815969996,-5.5344841787268368,2.8701627741156699e-09
0.29999999999999999,-5.5297000000000001,-5.5296999968654692,3.1345308570962516e-09
0.30099999999999999,-5.5249161783969996,-5.5249161696308215,8.7661780057146643e-09
