a,exact_lambda4,first_term,absolute_error
1.0005,-0.0005998500000186955,-0.0005999999999999339,1.4999998123840005e-07
1.009244787322769,-0.011042467302907994,-0.011093744787322812,5.12774844148179e-05
1.0179895746455379,-0.02139334555684415,-0.021587489574645423,0.0001941440178012746
1.026734361968307,-0.03165254790378564,-0.0320812343619683,0.000428686458182663
1.0354791492910758,-0.04182017591320162,-0.04257497914929091,0.0007548032360892923
1.0442239366138448,-0.05189636786427537,-0.05306872393661379,0.0011723560723384194
1.052968723936614,-0.06188129707593534,-0.06356246872393667,0.0016811716480013283
1.0617135112593827,-0.0717751702844019,-0.07405621351125928,0.0022810432268573766
1.0704582985821518,-0.08157822606785857,-0.08454995829858215,0.002971732230723584
1.0792030859049206,-0.09129073331778616,-0.09504370308590478,0.003752969768118619
1.0879478732276897,-0.10091298975644991,-0.10553744787322765,0.004624458116777738
1.0966926605504588,-0.11044532049995737,-0.11603119266055052,0.0055858721605931555
1.1054374478732276,-0.11988807666627359,-0.12652493744787313,0.006636860781599543
1.1141822351959967,-0.1292416340275223,-0.137018682235196,0.007777048207673692
1.1229270225187657,-0.1385063917058693,-0.1475124270225189,0.009006035316649619
1.1316718098415346,-0.14768277091224938,-0.1580061718098415,0.010323400897592122
1.1404165971643037,-0.1567712137271684,-0.16849991659716437,0.011728702869995972
1.1491613844870725,-0.16577218192278023,-0.178993661384487,0.013221479461706764
1.1579061718098416,-0.1746861558254285,-0.18948740617180987,0.014801250346381356
1.1666509591326104,-0.18351363321780917,-0.1999811509591325,0.016467517741323323
1.1753957464553795,-0.1922551282799099,-0.21047489574645536,0.018219767466545467
1.1841405337781485,-0.2009111705678563,-0.22096864053377824,0.020057469965921948
1.1928853211009174,-0.2094823040297966,-0.23146238532110086,0.02198008129130427
1.2016301084236864,-0.21796908605794532,-0.24195613010842373,0.023987044050478412
1.2103748957464555,-0.22637208657589813,-0.2524498748957466,0.02607778831984847
1.2191196830692244,-0.2346918871603383,-0.26294361968306923,0.028251732522730943
1.2278644703919934,-0.24292908019624648,-0.2734373644703921,0.030508284274145592
1.2366092577147623,-0.2510842680647288,-0.2839311092577147,0.03284684119298592
1.2453540450375313,-0.2591580623625902,-0.2944248540450376,0.035266791682447396
1.2540988323603002,-0.26715108315277164,-0.3049185988323602,0.03776751567958858
1.2628436196830692,-0.27506395824479185,-0.31541234361968307,0.040348385374891216
1.2715884070058383,-0.2828973225043277,-0.32590608840700597,0.04300876590267827
1.2803331943286071,-0.2906518171910904,-0.3363998331943286,0.04574801600323819
1.2890779816513762,-0.29832808932415517,-0.34689357798165144,0.04856548865749627
1.2978227689741453,-0.305926791073917,-0.35738732276897434,0.05146053169505732
1.3065675562969141,-0.31344857917985935,-0.36788106755629696,0.054432488376437604
1.3153123436196832,-0.3208941143933326,-0.3783748123436198,0.05748069795028721
1.3240571309424523,-0.3282640609445526,-0.3888685571309427,0.06060449618639008
1.332801918265221,-0.3355590860330478,-0.39936230191826533,0.06380321588521753
1.3415467055879902,-0.34277985934079347,-0.4098560467055882,0.0670761873647947
