base_a,generation,gap_index,left,right,length,exact_polynomial_degree
2.6,0,0,-0.14423076923076925,0.14423076923076925,0.2884615384615385,0
2.6,1,0,-0.44008875739644965,-0.3291420118343195,0.11094674556213013,1
2.6,1,1,0.3291420118343195,0.44008875739644965,0.11094674556213013,1
2.6,2,0,-0.5538802913063268,-0.5112084660901229,0.04267182521620383,2
2.6,2,1,-0.25802230314064634,-0.21535047792444245,0.042671825216203885,2
2.6,2,2,0.21535047792444245,0.25802230314064634,0.042671825216203885,2
2.6,2,3,0.5112084660901229,0.5538802913063268,0.04267182521620383,2
2.6,3,0,-0.5976462658870487,-0.581234025419278,0.016412240467770678,3
2.6,3,1,-0.48385473197717166,-0.4674424915094009,0.016412240467770733,3
2.6,3,2,-0.3017882777213683,-0.28537603725359756,0.016412240467770733,3
2.6,3,3,-0.18799674381149117,-0.17158450334372047,0.016412240467770706,3
2.6,3,4,0.17158450334372047,0.18799674381149117,0.016412240467770706,3
2.6,3,5,0.28537603725359756,0.3017882777213683,0.016412240467770733,3
2.6,3,6,0.4674424915094009,0.48385473197717166,0.016412240467770733,3
2.6,3,7,0.581234025419278,0.5976462658870487,0.016412240467770678,3
2.6,4,0,-0.6144793330334802,-0.6081669328535685,0.006312400179911748,4
2.6,4,1,-0.5707133584527584,-0.5644009582728464,0.00631240017991197,4
2.6,4,2,-0.5006877991236032,-0.49437539894369137,0.0063124001799118035,4
2.6,4,3,-0.45692182454288116,-0.45060942436296936,0.0063124001799118035,4
2.6,4,4,-0.3186213448677998,-0.312308944687888,0.0063124001799118035,4
2.6,4,5,-0.27485537028707785,-0.26854297010716605,0.0063124001799118035,4
2.6,4,6,-0.20482981095792274,-0.19851741077801088,0.006312400179911859,4
2.6,4,7,-0.16106383637720076,-0.15475143619728896,0.0063124001799118035,4
2.6,4,8,0.15475143619728896,0.16106383637720076,0.0063124001799118035,4
2.6,4,9,0.19851741077801088,0.20482981095792274,0.006312400179911859,4
2.6,4,10,0.26854297010716605,0.27485537028707785,0.0063124001799118035,4
2.6,4,11,0.312308944687888,0.3186213448677998,0.0063124001799118035,4
2.6,4,12,0.45060942436296936,0.45692182454288116,0.0063124001799118035,4
2.6,4,13,0.49437539894369137,0.5006877991236032,0.0063124001799118035,4
2.6,4,14,0.5644009582728464,0.5707133584527584,0.00631240017991197,4
2.6,4,15,0.6081669328535685,0.6144793330334802,0.006312400179911748,4
2.6,5,0,-0.6209535896282615,-0.6185257434052186,0.0024278462230429287,5
2.6,5,1,-0.6041205224818301,-0.6016926762587871,0.0024278462230430398,5
2.6,5,2,-0.5771876150475397,-0.5747597688244966,0.0024278462230430398,5
2.6,5,3,-0.5603545479011082,-0.5579267016780651,0.0024278462230430398,5
2.6,5,4,-0.5071620557183846,-0.5047342094953415,0.0024278462230430398,5
2.6,5,5,-0.49032898857195306,-0.48790114234890997,0.0024278462230430953,5
2.6,5,6,-0.46339608113766256,-0.4609682349146196,0.0024278462230429843,5
2.6,5,7,-0.44656301399123105,-0.44413516776818807,0.0024278462230429843,5
2.6,5,8,-0.32509560146258115,-0.32266775523953817,0.0024278462230429843,5
2.6,5,9,-0.30826253431614964,-0.30583468809310665,0.0024278462230429843,5
2.6,5,10,-0.28132962688185925,-0.2789017806588162,0.0024278462230430398,5
2.6,5,11,-0.2644965597354277,-0.2620687135123847,0.0024278462230429843,5
2.6,5,12,-0.2113040675527041,-0.20887622132966108,0.002427846223043012,5
2.6,5,13,-0.19447100040627252,-0.19204315418322954,0.0024278462230429843,5
2.6,5,14,-0.16753809297198213,-0.16511024674893907,0.0024278462230430675,5
2.6,5,15,-0.15070502582555056,-0.1482771796025076,0.0024278462230429565,5
2.6,5,16,0.1482771796025076,0.15070502582555056,0.0024278462230429565,5
2.6,5,17,0.16511024674893907,0.16753809297198213,0.0024278462230430675,5
2.6,5,18,0.19204315418322954,0.19447100040627252,0.0024278462230429843,5
2.6,5,19,0.20887622132966108,0.2113040675527041,0.002427846223043012,5
2.6,5,20,0.2620687135123847,0.2644965597354277,0.0024278462230429843,5
2.6,5,21,0.2789017806588162,0.28132962688185925,0.0024278462230430398,5
2.6,5,22,0.30583468809310665,0.30826253431614964,0.0024278462230429843,5
2.6,5,23,0.32266775523953817,0.32509560146258115,0.0024278462230429843,5
2.6,5,24,0.44413516776818807,0.44656301399123105,0.0024278462230429843,5
2.6,5,25,0.4609682349146196,0.46339608113766256,0.0024278462230429843,5
2.6,5,26,0.48790114234890997,0.49032898857195306,0.0024278462230430953,5
2.6,5,27,0.5047342094953415,0.5071620557183846,0.0024278462230430398,5
2.6,5,28,0.5579267016780651,0.5603545479011082,0.0024278462230430398,5
2.6,5,29,0.5747597688244966,0.5771876150475397,0.0024278462230430398,5
2.6,5,30,0.6016926762587871,0.6041205224818301,0.0024278462230430398,5
2.6,5,31,0.6185257434052186,0.6209535896282615,0.0024278462230429287,5
2.6,6,0,-0.6234436883185621,-0.6225099013096995,0.0009337870088625966,6
2.6,6,1,-0.6169694317237808,-0.6160356447149181,0.0009337870088627076,6
2.6,6,2,-0.6066106211721306,-0.605676834163268,0.0009337870088625966,6
2.6,6,3,-0.6001363645773493,-0.5992025775684866,0.0009337870088627076,6
2.6,6,4,-0.5796777137378403,-0.5787439267289775,0.0009337870088628186,6
2.6,6,5,-0.5732034571430589,-0.572269670134196,0.0009337870088628186,6
2.6,6,6,-0.5628446465914086,-0.5619108595825459,0.0009337870088627076,6
2.6,6,7,-0.5563703899966274,-0.5554366029877645,0.0009337870088628186,6
2.6,6,8,-0.509652154408685,-0.5087183673998223,0.0009337870088627076,6
2.6,6,9,-0.5031778978139037,-0.502244110805041,0.0009337870088625966,6
2.6,6,10,-0.49281908726225354,-0.4918853002533908,0.0009337870088627631,6
2.6,6,11,-0.48634483066747214,-0.4854110436586095,0.0009337870088626521,6
2.6,6,12,-0.4658861798279631,-0.4649523928191004,0.0009337870088627076,6
2.6,6,13,-0.4594119232331817,-0.458478136224319,0.0009337870088627076,6
2.6,6,14,-0.44905311268153153,-0.4481193256726689,0.0009337870088626521,6
2.6,6,15,-0.4425788560867502,-0.4416450690778875,0.0009337870088627076,6
2.6,6,16,-0.3275857001528817,-0.326651913144019,0.0009337870088627076,6
2.6,6,17,-0.32111144355810034,-0.32017765654923763,0.0009337870088627076,6
2.6,6,18,-0.3107526330064502,-0.30981884599758747,0.0009337870088627076,6
2.6,6,19,-0.30427837641166877,-0.3033445894028061,0.0009337870088626521,6
2.6,6,20,-0.28381972557215973,-0.2828859385632971,0.0009337870088626521,6
2.6,6,21,-0.2773454689773784,-0.2764116819685157,0.0009337870088627076,6
2.6,6,22,-0.2669866584257282,-0.2660528714168655,0.0009337870088627076,6
2.6,6,23,-0.26051240183094687,-0.25957861482208416,0.0009337870088627076,6
2.6,6,24,-0.2137941662430046,-0.2128603792341419,0.0009337870088627076,6
2.6,6,25,-0.20731990964822322,-0.20638612263936057,0.0009337870088626521,6
2.6,6,26,-0.1969610990965731,-0.19602731208771035,0.0009337870088627631,6
2.6,6,27,-0.1904868425017917,-0.189553055492929,0.0009337870088627076,6
2.6,6,28,-0.17002819166228264,-0.16909440465341993,0.0009337870088627076,6
2.6,6,29,-0.1635539350675013,-0.1626201480586386,0.0009337870088627076,6
2.6,6,30,-0.15319512451585113,-0.15226133750698842,0.0009337870088627076,6
2.6,6,31,-0.14672086792106975,-0.1457870809122071,0.0009337870088626521,6
2.6,6,32,0.1457870809122071,0.14672086792106975,0.0009337870088626521,6
2.6,6,33,0.15226133750698842,0.15319512451585113,0.0009337870088627076,6
2.6,6,34,0.1626201480586386,0.1635539350675013,0.0009337870088627076,6
2.6,6,35,0.16909440465341993,0.17002819166228264,0.0009337870088627076,6
2.6,6,36,0.189553055492929,0.1904868425017917,0.0009337870088627076,6
2.6,6,37,0.19602731208771035,0.1969610990965731,0.0009337870088627631,6
