base_a,generation,gap_index,left,right,length,exact_polynomial_degree
2.6,6,38,0.20638612263936057,0.20731990964822322,0.0009337870088626521,6
2.6,6,39,0.2128603792341419,0.2137941662430046,0.0009337870088627076,6
2.6,6,40,0.25957861482208416,0.26051240183094687,0.0009337870088627076,6
2.6,6,41,0.2660528714168655,0.2669866584257282,0.0009337870088627076,6
2.6,6,42,0.2764116819685157,0.2773454689773784,0.0009337870088627076,6
2.6,6,43,0.2828859385632971,0.28381972557215973,0.0009337870088626521,6
2.6,6,44,0.3033445894028061,0.30427837641166877,0.0009337870088626521,6
2.6,6,45,0.30981884599758747,0.3107526330064502,0.0009337870088627076,6
2.6,6,46,0.32017765654923763,0.32111144355810034,0.0009337870088627076,6
2.6,6,47,0.326651913144019,0.3275857001528817,0.0009337870088627076,6
2.6,6,48,0.4416450690778875,0.4425788560867502,0.0009337870088627076,6
2.6,6,49,0.4481193256726689,0.44905311268153153,0.0009337870088626521,6
2.6,6,50,0.458478136224319,0.4594119232331817,0.0009337870088627076,6
2.6,6,51,0.4649523928191004,0.4658861798279631,0.0009337870088627076,6
2.6,6,52,0.4854110436586095,0.48634483066747214,0.0009337870088626521,6
2.6,6,53,0.4918853002533908,0.49281908726225354,0.0009337870088627631,6
2.6,6,54,0.502244110805041,0.5031778978139037,0.0009337870088625966,6
2.6,6,55,0.5087183673998223,0.509652154408685,0.0009337870088627076,6
2.6,6,56,0.5554366029877645,0.5563703899966274,0.0009337870088628186,6
2.6,6,57,0.5619108595825459,0.5628446465914086,0.0009337870088627076,6
2.6,6,58,0.572269670134196,0.5732034571430589,0.0009337870088628186,6
2.6,6,59,0.5787439267289775,0.5796777137378403,0.0009337870088628186,6
2.6,6,60,0.5992025775684866,0.6001363645773493,0.0009337870088627076,6
2.6,6,61,0.605676834163268,0.6066106211721306,0.0009337870088625966,6
2.6,6,62,0.6160356447149181,0.6169694317237808,0.0009337870088627076,6
2.6,6,63,0.6225099013096995,0.6234436883185621,0.0009337870088625966,6
2.6,7,0,-0.6244014185840623,-0.6240422697344998,0.00035914884956245174,7
2.6,7,1,-0.6219113198937618,-0.6215521710441992,0.00035914884956256277,7
2.6,7,2,-0.617927161989281,-0.6175680131397185,0.00035914884956245174,7
2.6,7,3,-0.6154370632989804,-0.615077914449418,0.00035914884956245174,7
2.6,7,4,-0.6075683514376308,-0.6072092025880682,0.00035914884956256277,7
2.6,7,5,-0.6050782527473303,-0.6047191038977677,0.00035914884956256277,7
2.6,7,6,-0.6010940948428494,-0.6007349459932869,0.00035914884956245174,7
2.6,7,7,-0.5986039961525489,-0.5982448473029863,0.00035914884956256277,7
2.6,7,8,-0.5806354440033403,-0.5802762951537778,0.00035914884956256277,7
2.6,7,9,-0.5781453453130398,-0.5777861964634773,0.00035914884956256277,7
2.6,7,10,-0.574161187408559,-0.5738020385589964,0.0003591488495626738,7
2.6,7,11,-0.5716710887182584,-0.5713119398686959,0.00035914884956256277,7
2.6,7,12,-0.5638023768569088,-0.5634432280073463,0.00035914884956256277,7
2.6,7,13,-0.5613122781666083,-0.5609531293170457,0.0003591488495626738,7
2.6,7,14,-0.5573281202621275,-0.556968971412565,0.00035914884956256277,7
2.6,7,15,-0.5548380215718269,-0.5544788727222644,0.00035914884956256277,7
2.6,7,16,-0.5106098846741852,-0.5102507358246227,0.00035914884956256277,7
2.6,7,17,-0.5081197859838847,-0.5077606371343222,0.00035914884956256277,7
2.6,7,18,-0.5041356280794039,-0.5037764792298414,0.00035914884956256277,7
2.6,7,19,-0.5016455293891033,-0.5012863805395408,0.00035914884956256277,7
2.6,7,20,-0.4937768175277537,-0.4934176686781912,0.00035914884956250726,7
2.6,7,21,-0.49128671883745323,-0.4909275699878906,0.0003591488495626183,7
2.6,7,22,-0.4873025609329724,-0.4869434120834098,0.0003591488495626183,7
2.6,7,23,-0.4848124622426718,-0.4844533133931093,0.00035914884956250726,7
2.6,7,24,-0.46684391009346327,-0.4664847612439007,0.00035914884956256277,7
2.6,7,25,-0.4643538114031628,-0.4639946625536002,0.00035914884956256277,7
2.6,7,26,-0.460369653498682,-0.4600105046491193,0.0003591488495626738,7
2.6,7,27,-0.45787955480838144,-0.4575204059588188,0.0003591488495626183,7
2.6,7,28,-0.45001084294703175,-0.4496516940974692,0.00035914884956256277,7
2.6,7,29,-0.4475207442567312,-0.4471615954071687,0.00035914884956250726,7
2.6,7,30,-0.4435365863522504,-0.4431774375026878,0.0003591488495626183,7
2.6,7,31,-0.4410464876619499,-0.4406873388123873,0.0003591488495626183,7
2.6,7,32,-0.3285434304183819,-0.3281842815688193,0.0003591488495626183,7
2.6,7,33,-0.3260533317280814,-0.32569418287851876,0.0003591488495626183,7
2.6,7,34,-0.32206917382360056,-0.32171002497403794,0.0003591488495626183,7
2.6,7,35,-0.31957907513330003,-0.3192199262837374,0.0003591488495626183,7
2.6,7,36,-0.3117103632719504,-0.3113512144223878,0.0003591488495626183,7
2.6,7,37,-0.30922026458164986,-0.30886111573208724,0.0003591488495626183,7
2.6,7,38,-0.305236106677169,-0.30487695782760643,0.00035914884956256277,7
2.6,7,39,-0.30274600798686846,-0.3023868591373059,0.00035914884956256277,7
2.6,7,40,-0.2847774558376599,-0.2844183069880974,0.00035914884956250726,7
2.6,7,41,-0.2822873571473594,-0.28192820829779686,0.00035914884956256277,7
2.6,7,42,-0.2783031992428786,-0.277944050393316,0.0003591488495626183,7
2.6,7,43,-0.275813100552578,-0.27545395170301545,0.00035914884956256277,7
2.6,7,44,-0.2679443886912284,-0.2675852398416658,0.00035914884956256277,7
2.6,7,45,-0.2654542900009279,-0.2650951411513653,0.0003591488495626183,7
2.6,7,46,-0.2614701320964471,-0.2611109832468845,0.0003591488495626183,7
2.6,7,47,-0.25898003340614656,-0.25862088455658394,0.0003591488495626183,7
2.6,7,48,-0.21475189650850482,-0.21439274765894223,0.0003591488495625905,7
2.6,7,49,-0.21226179781820428,-0.2119026489686417,0.0003591488495625905,7
2.6,7,50,-0.20827763991372347,-0.20791849106416088,0.0003591488495625905,7
2.6,7,51,-0.2057875412234229,-0.20542839237386035,0.00035914884956256277,7
2.6,7,52,-0.19791882936207328,-0.19755968051251072,0.00035914884956256277,7
2.6,7,53,-0.1954287306717728,-0.19506958182221018,0.0003591488495626183,7
2.6,7,54,-0.1914445727672919,-0.19108542391772937,0.000359148849562535,7
2.6,7,55,-0.1889544740769914,-0.1885953252274288,0.0003591488495625905,7
2.6,7,56,-0.17098592192778286,-0.17062677307822025,0.0003591488495626183,7
2.6,7,57,-0.16849582323748233,-0.16813667438791974,0.0003591488495625905,7
2.6,7,58,-0.16451166533300152,-0.1641525164834389,0.0003591488495626183,7
2.6,7,59,-0.16202156664270098,-0.16166241779313836,0.0003591488495626183,7
2.6,7,60,-0.1541528547813513,-0.15379370593178873,0.00035914884956256277,7
2.6,7,61,-0.15166275609105076,-0.15130360724148822,0.000359148849562535,7
2.6,7,62,-0.14767859818656995,-0.14731944933700736,0.0003591488495625905,7
2.6,7,63,-0.1451884994962694,-0.14482935064670688,0.000359148849562535,7
2.6,7,64,0.14482935064670688,0.1451884994962694,0.000359148849562535,7
2.6,7,65,0.14731944933700736,0.14767859818656995,0.0003591488495625905,7
2.6,7,66,0.15130360724148822,0.15166275609105076,0.000359148849562535,7
2.6,7,67,0.15379370593178873,0.1541528547813513,0.00035914884956256277,7
2.6,7,68,0.16166241779313836,0.16202156664270098,0.0003591488495626183,7
2.6,7,69,0.1641525164834389,0.16451166533300152,0.0003591488495626183,7
2.6,7,70,0.16813667438791974,0.16849582323748233,0.0003591488495625905,7
2.6,7,71,0.17062677307822025,0.17098592192778286,0.0003591488495626183,7
2.6,7,72,0.1885953252274288,0.1889544740769914,0.0003591488495625905,7
2.6,7,73,0.19108542391772937,0.1914445727672919,0.000359148849562535,7
2.6,7,74,0.19506958182221018,0.1954287306717728,0.0003591488495626183,7
2.6,7,75,0.19755968051251072,0.19791882936207328,0.00035914884956256277,7
2.6,7,76,0.20542839237386035,0.2057875412234229,0.00035914884956256277,7
2.6,7,77,0.20791849106416088,0.20827763991372347,0.0003591488495625905,7
2.6,7,78,0.2119026489686417,0.21226179781820428,0.0003591488495625905,7
2.6,7,79,0.21439274765894223,0.21475189650850482,0.0003591488495625905,7
2.6,7,80,0.25862088455658394,0.25898003340614656,0.0003591488495626183,7
2.6,7,81,0.2611109832468845,0.2614701320964471,0.0003591488495626183,7
2.6,7,82,0.2650951411513653,0.2654542900009279,0.0003591488495626183,7
2.6,7,83,0.2675852398416658,0.2679443886912284,0.00035914884956256277,7
2.6,7,84,0.27545395170301545,0.275813100552578,0.00035914884956256277,7
2.6,7,85,0.277944050393316,0.2783031992428786,0.0003591488495626183,7
2.6,7,86,0.28192820829779686,0.2822873571473594,0.00035914884956256277,7
2.6,7,87,0.2844183069880974,0.2847774558376599,0.00035914884956250726,7
2.6,7,88,0.3023868591373059,0.30274600798686846,0.00035914884956256277,7
2.6,7,89,0.30487695782760643,0.305236106677169,0.00035914884956256277,7
2.6,7,90,0.30886111573208724,0.30922026458164986,0.0003591488495626183,7
2.6,7,91,0.3113512144223878,0.3117103632719504,0.0003591488495626183,7
2.6,7,92,0.3192199262837374,0.31957907513330003,0.0003591488495626183,7
2.6,7,93,0.32171002497403794,0.32206917382360056,0.0003591488495626183,7
2.6,7,94,0.32569418287851876,0.3260533317280814,0.0003591488495626183,7
2.6,7,95,0.3281842815688193,0.3285434304183819,0.0003591488495626183,7
2.6,7,96,0.4406873388123873,0.4410464876619499,0.0003591488495626183,7
2.6,7,97,0.4431774375026878,0.4435365863522504,0.0003591488495626183,7
2.6,7,98,0.4471615954071687,0.4475207442567312,0.00035914884956250726,7
2.6,7,99,0.4496516940974692,0.45001084294703175,0.00035914884956256277,7
2.6,7,100,0.4575204059588188,0.45787955480838144,0.0003591488495626183,7
2.6,7,101,0.4600105046491193,0.460369653498682,0.0003591488495626738,7
2.6,7,102,0.4639946625536002,0.4643538114031628,0.00035914884956256277,7
2.6,7,103,0.4664847612439007,0.46684391009346327,0.00035914884956256277,7
2.6,7,104,0.4844533133931093,0.4848124622426718,0.00035914884956250726,7
2.6,7,105,0.4869434120834098,0.4873025609329724,0.0003591488495626183,7
2.6,7,106,0.4909275699878906,0.49128671883745323,0.0003591488495626183,7
2.6,7,107,0.4934176686781912,0.4937768175277537,0.00035914884956250726,7
2.6,7,108,0.5012863805395408,0.5016455293891033,0.00035914884956256277,7
2.6,7,109,0.5037764792298414,0.5041356280794039,0.00035914884956256277,7
2.6,7,110,0.5077606371343222,0.5081197859838847,0.00035914884956256277,7
2.6,7,111,0.5102507358246227,0.5106098846741852,0.00035914884956256277,7
2.6,7,112,0.5544788727222644,0.5548380215718269,0.00035914884956256277,7
2.6,7,113,0.556968971412565,0.5573281202621275,0.00035914884956256277,7
2.6,7,114,0.5609531293170457,0.5613122781666083,0.0003591488495626738,7
2.6,7,115,0.5634432280073463,0.5638023768569088,0.00035914884956256277,7
2.6,7,116,0.5713119398686959,0.5716710887182584,0.00035914884956256277,7
2.6,7,117,0.5738020385589964,0.574161187408559,0.0003591488495626738,7
2.6,7,118,0.5777861964634773,0.5781453453130398,0.00035914884956256277,7
2.6,7,119,0.5802762951537778,0.5806354440033403,0.00035914884956256277,7
2.6,7,120,0.5982448473029863,0.5986039961525489,0.00035914884956256277,7
2.6,7,121,0.6007349459932869,0.6010940948428494,0.00035914884956245174,7
2.6,7,122,0.6047191038977677,0.6050782527473303,0.00035914884956256277,7
2.6,7,123,0.6072092025880682,0.6075683514376308,0.00035914884956256277,7
2.6,7,124,0.615077914449418,0.6154370632989804,0.00035914884956245174,7
2.6,7,125,0.6175680131397185,0.617927161989281,0.00035914884956245174,7
2.6,7,126,0.6215521710441992,0.6219113198937618,0.00035914884956256277,7
2.6,7,127,0.6240422697344998,0.6244014185840623,0.00035914884956245174,7
2.6,8,0,-0.6247697763784855,-0.6246316422055769,0.00013813417290864383,8
2.6,8,1,-0.6238120461129852,-0.6236739119400766,0.00013813417290864383,8
2.6,8,2,-0.6222796776881849,-0.6221415435152764,0.0001381341729085328,8
2.6,8,3,-0.6213219474226848,-0.6211838132497761,0.00013813417290864383,8
2.6,8,4,-0.6182955197837041,-0.6181573856107955,0.00013813417290864383,8
2.6,8,5,-0.617337789518204,-0.6171996553452953,0.00013813417290864383,8
2.6,8,6,-0.6158054210934036,-0.615667286920495,0.00013813417290864383,8
2.6,8,7,-0.6148476908279034,-0.6147095566549947,0.00013813417290864383,8
2.6,8,8,-0.607936709232054,-0.6077985750591454,0.00013813417290864383,8
2.6,8,9,-0.6069789789665537,-0.6068408447936451,0.00013813417290864383,8
2.6,8,10,-0.6054466105417534,-0.6053084763688448,0.00013813417290864383,8
2.6,8,11,-0.6044888802762531,-0.6043507461033446,0.0001381341729085328,8
2.6,8,12,-0.6014624526372726,-0.601324318464364,0.00013813417290864383,8
2.6,8,13,-0.6005047223717724,-0.6003665881988637,0.00013813417290875485,8
2.6,8,14,-0.598972353946972,-0.5988342197740635,0.0001381341729085328,8
2.6,8,15,-0.5980146236814718,-0.5978764895085632,0.00013813417290864383,8
2.6,8,16,-0.5810038017977635,-0.5808656676248548,0.00013813417290864383,8
2.6,8,17,-0.5800460715322634,-0.5799079373593546,0.00013813417290875485,8
2.6,8,18,-0.578513703107463,-0.5783755689345543,0.00013813417290864383,8
2.6,8,19,-0.5775559728419628,-0.577417838669054,0.00013813417290875485,8
2.6,8,20,-0.5745295452029822,-0.5743914110300735,0.00013813417290864383,8
2.6,8,21,-0.573571814937482,-0.5734336807645732,0.00013813417290875485,8
2.6,8,22,-0.5720394465126817,-0.5719013123397729,0.00013813417290875485,8
2.6,8,23,-0.5710817162471815,-0.5709435820742728,0.00013813417290875485,8
2.6,8,24,-0.5641707346513319,-0.5640326004784233,0.00013813417290864383,8
2.6,8,25,-0.5632130043858319,-0.5630748702129231,0.00013813417290875485,8
2.6,8,26,-0.5616806359610315,-0.5615425017881228,0.00013813417290864383,8
2.6,8,27,-0.5607229056955313,-0.5605847715226225,0.00013813417290875485,8
2.6,8,28,-0.5576964780565506,-0.5575583438836419,0.00013813417290875485,8
2.6,8,29,-0.5567387477910505,-0.5566006136181418,0.00013813417290864383,8
2.6,8,30,-0.5552063793662502,-0.5550682451933414,0.00013813417290875485,8
2.6,8,31,-0.55424864910075,-0.5541105149278412,0.00013813417290875485,8
2.6,8,32,-0.5109782424686083,-0.5108401082956997,0.00013813417290864383,8
2.6,8,33,-0.5100205122031082,-0.5098823780301995,0.00013813417290864383,8
2.6,8,34,-0.5084881437783079,-0.5083500096053992,0.00013813417290864383,8
2.6,8,35,-0.5075304135128077,-0.5073922793398989,0.00013813417290875485,8
2.6,8,36,-0.504503985873827,-0.5043658517009184,0.00013813417290864383,8
2.6,8,37,-0.5035462556083268,-0.5034081214354181,0.00013813417290864383,8
2.6,8,38,-0.5020138871835265,-0.5018757530106178,0.00013813417290864383,8
2.6,8,39,-0.5010561569180263,-0.5009180227451177,0.00013813417290864383,8
2.6,8,40,-0.4941451753221769,-0.49400704114926824,0.00013813417290864383,8
2.6,8,41,-0.49318744505667667,-0.493049310883768,0.00013813417290864383,8
2.6,8,42,-0.49165507663187635,-0.49151694245896765,0.00013813417290869934,8
2.6,8,43,-0.4906973463663762,-0.4905592121934675,0.00013813417290869934,8
2.6,8,44,-0.48767091872739554,-0.48753278455448684,0.00013813417290869934,8
2.6,8,45,-0.48671318846189526,-0.4865750542889867,0.00013813417290858832,8
2.6,8,46,-0.48518082003709506,-0.48504268586418636,0.00013813417290869934,8
2.6,8,47,-0.4842230897715948,-0.48408495559868614,0.00013813417290864383,8
2.6,8,48,-0.4672122678878865,-0.46707413371497775,0.00013813417290875485,8
2.6,8,49,-0.4662545376223862,-0.4661164034494776,0.00013813417290864383,8
2.6,8,50,-0.4647221691975859,-0.46458403502467727,0.00013813417290864383,8
2.6,8,51,-0.46376443893208574,-0.4636263047591771,0.00013813417290864383,8
2.6,8,52,-0.4607380112931051,-0.46059987712019645,0.00013813417290864383,8
2.6,8,53,-0.45978028102760493,-0.4596421468546962,0.00013813417290875485,8
2.6,8,54,-0.4582479126028046,-0.45810977842989586,0.00013813417290875485,8
2.6,8,55,-0.45729018233730434,-0.4571520481643957,0.00013813417290864383,8
2.6,8,56,-0.450379200741455,-0.45024106656854623,0.00013813417290875485,8
2.6,8,57,-0.4494214704759547,-0.44928333630304607,0.00013813417290864383,8
2.6,8,58,-0.4478891020511544,-0.44775096787824575,0.00013813417290864383,8
2.6,8,59,-0.4469313717856542,-0.4467932376127455,0.00013813417290869934,8
2.6,8,60,-0.4439049441466736,-0.44376680997376483,0.00013813417290875485,8
2.6,8,61,-0.44294721388117336,-0.44280907970826466,0.00013813417290869934,8
2.6,8,62,-0.44141484545637305,-0.44127671128346435,0.00013813417290869934,8
2.6,8,63,-0.4404571151908728,-0.4403189810179642,0.00013813417290864383,8
2.6,8,64,-0.32891178821280503,-0.32877365403989633,0.00013813417290869934,8
2.6,8,65,-0.32795405794730487,-0.32781592377439617,0.00013813417290869934,8
2.6,8,66,-0.32642168952250455,-0.32628355534959586,0.00013813417290869934,8
2.6,8,67,-0.32546395925700433,-0.32532582508409563,0.00013813417290869934,8
2.6,8,68,-0.3224375316180237,-0.322299397445115,0.00013813417290869934,8
2.6,8,69,-0.3214798013525235,-0.32134166717961477,0.00013813417290875485,8
2.6,8,70,-0.31994743292772315,-0.31980929875481445,0.00013813417290869934,8
2.6,8,71,-0.318989702662223,-0.3188515684893143,0.00013813417290869934,8
2.6,8,72,-0.3120787210663735,-0.3119405868934648,0.00013813417290869934,8
2.6,8,73,-0.31112099080087335,-0.31098285662796465,0.00013813417290869934,8
2.6,8,74,-0.30958862237607304,-0.3094504882031643,0.00013813417290875485,8
2.6,8,75,-0.3086308921105728,-0.3084927579376641,0.00013813417290869934,8
2.6,8,76,-0.3056044644715922,-0.3054663302986835,0.00013813417290869934,8
2.6,8,77,-0.30464673420609195,-0.30450860003318325,0.00013813417290869934,8
2.6,8,78,-0.30311436578129164,-0.30297623160838294,0.00013813417290869934,8
2.6,8,79,-0.3021566355157914,-0.3020185013428828,0.00013813417290864383,8
2.6,8,80,-0.2851458136320831,-0.28500767945917443,0.00013813417290864383,8
2.6,8,81,-0.28418808336658286,-0.2840499491936742,0.00013813417290864383,8
2.6,8,82,-0.28265571494178254,-0.2825175807688739,0.00013813417290864383,8
2.6,8,83,-0.2816979846762824,-0.2815598505033737,0.00013813417290869934,8
2.6,8,84,-0.27867155703730173,-0.2785334228643931,0.00013813417290864383,8
2.6,8,85,-0.27771382677180156,-0.2775756925988928,0.00013813417290875485,8
2.6,8,86,-0.2761814583470012,-0.2760433241740925,0.00013813417290869934,8
2.6,8,87,-0.275223728081501,-0.27508559390859233,0.00013813417290864383,8
2.6,8,88,-0.26831274648565157,-0.26817461231274287,0.00013813417290869934,8
2.6,8,89,-0.26735501622015134,-0.2672168820472427,0.00013813417290864383,8
2.6,8,90,-0.26582264779535103,-0.26568451362244233,0.00013813417290869934,8
2.6,8,91,-0.26486491752985086,-0.2647267833569421,0.00013813417290875485,8
2.6,8,92,-0.2618384898908702,-0.2617003557179615,0.00013813417290869934,8
2.6,8,93,-0.26088075962537005,-0.2607426254524613,0.00013813417290875485,8
2.6,8,94,-0.25934839120056974,-0.259210257027661,0.00013813417290875485,8
2.6,8,95,-0.2583906609350695,-0.2582525267621608,0.00013813417290869934,8
2.6,8,96,-0.21512025430292794,-0.21498212013001924,0.00013813417290869934,8
2.6,8,97,-0.21416252403742778,-0.21402438986451905,0.0001381341729087271,8
2.6,8,98,-0.2126301556126274,-0.21249202143971874,0.00013813417290867158,8
2.6,8,99,-0.21167242534712724,-0.21153429117421854,0.00013813417290869934,8
2.6,8,100,-0.2086459977081466,-0.20850786353523793,0.00013813417290867158,8
