a,y(a),delta=1-y/sqrt(6),I(y(a)),LambertW_edge,difference
2.0,0.728992877567126062,0.70238990397288859,0.281021791623842879,0.285267339563789563,-0.00424554793995
3.0,0.984497857119392576,0.59808043286567151,0.539293295916614513,0.539657502942053959,-0.000364207025439
5.0,1.32143578751095706,0.460526098790883235,1.07700832127060512,1.07701247907991614,-4.15780931102e-6
8.0,1.60056125381612387,0.346573604346870286,1.79972918693409227,1.79972919357458329,-6.64049101371e-9
10.0,1.71568819465879756,0.299573227561514462,2.2201675686969127,2.22016756879526795,-9.83552540227e-11
15.0,1.89407653614566603,0.226746492110816597,3.11156834985442934,3.11156834985443236,-3.02155201069e-15
20.0,1.99769612352239328,0.184443972705696815,3.84373027638196064,3.84373027638196064,-1.03677326145e-19
30.0,2.11518790916374085,0.136478152074070023,5.01617805188067257,5.01617805188067257,-1.43586756568e-28
50.0,2.22388340009620349,0.0921034037197618274,6.72731995197263526,6.72731995197263526,-3.68359776168e-46
