h,r=exp(-h),sinc_factors,fft_mass,E0_sup,E0/h^1,E1_sup,E1/h^2,E2_sup,E2/h^3,E3_sup,E3/h^4
0.30000000,0.740818220682,133,0.99999999999926,2.033172789277e-02,6.777242630923e-02,2.888242048343e-03,3.209157831492e-02,7.761666621150e-04,2.874691341167e-02,4.108957204669e-04,5.072786672431e-02
0.20000000,0.818730753078,198,0.99999999999926,1.298274197810e-02,6.491370989052e-02,1.142694829889e-03,2.856737074723e-02,1.945603150760e-04,2.432003938450e-02,6.928272508917e-05,4.330170318073e-02
0.15000000,0.860707976425,264,0.99999999999926,9.534980471629e-03,6.356653647753e-02,6.125658851709e-04,2.722515045204e-02,7.314027467373e-05,2.167119249592e-02,1.894667406611e-05,3.742552901947e-02
0.10000000,0.904837418036,393,0.99999999999926,6.227912275835e-03,6.227912275835e-02,2.612949748591e-04,2.612949748591e-02,1.947887016440e-05,1.947887016440e-02,3.276121176728e-06,3.276121176728e-02
0.07000000,0.932393819906,559,0.99999999999926,4.307141992358e-03,6.153059989083e-02,1.251789046845e-04,2.554671524173e-02,6.309574204742e-06,1.839526007213e-02,7.348350622056e-07,3.060537535217e-02
0.05000000,0.951229424501,780,0.99999999999926,3.052014585361e-03,6.104029170723e-02,6.295725343738e-05,2.518290137495e-02,2.218305619769e-06,1.774644495815e-02,1.834334458460e-07,2.934935133536e-02
