q,iterations,fixed_point_sup_residual,variance_exact,differential_entropy,gaussian_entropy_deficit,deficit_over_(1-q)^2,formal_cubic_prediction,fisher_information,varentropy
0.50000000,22,1.538769112130467e-13,0.1111111111111111,0.29703991285891818,0.023286331677644767,0.093145326710579068,0.01575,11.800710562320129,0.25969451736998078
0.70000000,43,1.4077627952246985e-13,0.058823529411764719,-0.0030976346023985704,0.0054294957789633568,0.060327730877370617,0.0044820000000000016,17.970977133296966,0.37441295056143831
0.80000000,69,1.609823385706477e-13,0.037037037037037028,-0.23088877334192281,0.0019088735444308391,0.047721838610770999,0.0017279999999999991,27.48747436650299,0.42461446842961459
0.90000000,148,1.6253665080512292e-13,0.017543859649122806,-0.60296369675707961,0.00037659604447726203,0.037659604447726223,0.00036599999999999984,57.184595927203731,0.46640093893680346
0.95000000,307,1.829647544582258e-13,0.0085470085470085548,-0.9622323010467444,8.3866852539471459e-05,0.033546741015788528,8.3250000000000153e-05,117.08114460067674,0.48413732402863313
0.97000000,520,1.9984014443252818e-13,0.0050761421319797002,-1.2226921416659366,2.8810501615517126e-05,0.032011668461685641,2.8782000000000051e-05,197.04634220800267,0.49069487828958291
