n,m_2n,b_2n,b_over_m,m_nth_root,b_nth_root
5,0.001919289777334700528263823028888824947663,0.0009500725746277782023553567108979289499817,0.4950125748844111266499540423462865354691,0.28617264003180176384913158734211177677,0.2486287556132855196928243745872897316366
10,0.0001176441755130235292845962257518462123918,0.00006472639736971423213360614302996574517506,0.5501878617233272581728707139073220362107,0.4046290347965398611603045989863446560588,0.3811607242731778056214234220468308451739
20,0.000003549166050689994852409872302821496621834,0.000002223072956433463199838495080014047652201,0.6263648768986941760721656735392531785937,0.5339570388401123067966395704217927280119,0.5216121341944826404162514612737091211716
40,0.00000005161672434684180005072449701920762151965,0.00000003523797427003088077033422509708383884681,0.6826852094148228754093585722121159993919,0.6573849557104857036194255028520133441716,0.6511413466220714010611960422984592032561
60,0.000000003092698812103481251321330080996427985391,0.000000002173830086359291346656445428049453638661,0.702890975950151885958254373661512410364,0.7213936145021379100134219143143111249462,0.7171672130743088479973825878989320107921
80,0.0000000003606628816816121678450329923965742280668,0.0000000002571606346562994180761734150110416666677,0.7130221814268012329005296421375202895405,0.7620154346947327239890546705408769283895,0.7588004086612157885706711445724045291401
100,0.00000000006247720835906312892732854503403775179006,0.00000000004492928874447874043664304430044434771392,0.7191308626701974707012024532811326700348,0.7906007393695218736216515979237924772822,0.7879983269922846571002055577741309118855
150,0.0000000000021320928009144524008307097991393269674,0.000000000001550899331689560413768806771846606173127,0.7274070486164491957293387802281126869839,0.8359725952638611379352752995587845254727,0.8342007143181503702953671421543419575118
200,1.671340267440683949718610322680667631621e-13,1.22286841069022093326828552310786027486e-13,0.7316693282109417422564411170739413978425,0.8632077371493086371092248732876606598468,0.8618603445150861221067321933697103825574
