threshold,call_r,call_s,gap
-1.0,1.0007032091705323,0.9997060644118434,0.0009971447586889504
-0.9916666666666667,0.9923698758371992,0.9913727310785102,0.0009971447586889504
-0.9833333333333333,0.9840365425038656,0.9830393977451767,0.0009971447586889504
-0.975,0.9757032091705324,0.9747060644118434,0.0009971447586890614
-0.9666666666666667,0.967369875837199,0.9663727310785101,0.0009971447586889504
-0.9583333333333334,0.9590365534386267,0.9580393977451768,0.000997155693449936
-0.95,0.95070333180096,0.9497060644118435,0.0009972673891165407
-0.9416666666666667,0.9423702041045026,0.94137273107851,0.0009974730259925124
-0.9333333333333333,0.9340372485910561,0.9330393977451767,0.0009978508458793334
-0.925,0.9257045420116095,0.9247060644118434,0.0009984775997660122
-0.9166666666666666,0.9173723288999651,0.91637273107851,0.0009995978214550894
-0.9083333333333333,0.9090408004683791,0.9080393977451768,0.0010014027232022604
-0.9,0.900710134861864,0.8997060644118434,0.0010040704500206
-0.8916666666666666,0.8923805839275557,0.89137273107851,0.0010078528490456984
-0.8833333333333333,0.8840527531122916,0.8830393977451767,0.0010133553671148876
-0.875,0.8757268705385425,0.8747060644118434,0.0010208061266990809
-0.8666666666666667,0.8674035054387034,0.8663727310785102,0.0010307743601931652
-0.8583333333333334,0.8590834825760992,0.8580393977451768,0.0010440848309224426
-0.85,0.8507672212160474,0.8497060644118434,0.0010611568042040442
-0.8416666666666667,0.8424552931996426,0.8413727310785101,0.0010825621211325576
-0.8333333333333334,0.8341482599078935,0.8330393977451768,0.0011088621627167727
-0.825,0.8258464865223285,0.824706068701659,0.001140417820669537
-0.8166666666666667,0.8175514305011181,0.8163727520349924,0.0011786784661257377
-0.8083333333333333,0.809263745739615,0.8080394394732717,0.001224306266343289
-0.8,0.800984251666893,0.7997061394732717,0.0012781121936212836
-0.7916666666666666,0.7927137944642038,0.7913728671916808,0.001340927272522996
-0.7833333333333333,0.7844540715417527,0.7830396154009935,0.0014144561407591905
-0.775,0.7762052272663713,0.774706375181476,0.001498852084895308
-0.7666666666666666,0.7679682332856401,0.7663731843222129,0.0015950489634272147
-0.7583333333333333,0.7597443401275679,0.7580400503599716,0.0017042897675962898
-0.75,0.751534326326968,0.7497069823550995,0.001827343971868567
-0.7416666666666667,0.7433385136047863,0.7413739999345085,0.0019645136702778343
-0.7333333333333334,0.7351586409923476,0.73304116952997,0.002117471462377618
