q,excess_kurtosis,standardized_sixth_cumulant
-0.9,-0.12596685082872924,0.10037827222856209
-0.5,-0.72,2.9387755102040813
-0.25,-1.0588235294117647,5.65149136577708
0.25,-1.0588235294117647,5.65149136577708
0.5,-0.72,2.9387755102040813
0.9,-0.12596685082872924,0.10037827222856209
