s=-log(y/binomial),y,q_exact,t_exact=-log(q),t_linear,t_quadratic,t_cubic,relative_error_quadratic,relative_error_cubic
0.3162277660168379331998894,577.2835839751394847622595,0.981730611044632776763531180035,0.018438335100620732110444189852,0.0180701580581050247542793916825,0.0184238995547036642100617046076,0.0184377492450067016213246216924,0.00078290940251877314979,0.00003177378059534052582
0.2371373705661655261651753,624.7952657351319590581064,0.986338522715468009118237731662,0.0137556539774957168007455691892,0.0135507068894951729237243014713,0.0137496303514672691970612909548,0.0137554707174416288150810961368,0.00043790182846284665531,0.000013322525732894964972
0.1778279410038922801225421,662.9724599661587788324229,0.98977663763490200560000670214,0.0102759798597995874674058132388,0.0101615966287938445784309782582,0.0102734595120106852078622316353,0.010275922373920815923627356267,0.00024526593310697807366,5.5941992448265586709e-6
0.1333521432163324025675932,693.1242309737074487797863,0.992345362860924654791024237246,0.0076840842414456984672260910885,0.00762012246950470871814818123026,0.0076830275914924801369670396671,0.00768406617174840969897343849111,0.0001375115003970245508,2.3515745950969148752e-6
0.1,716.6312350844799819460853,0.994266396685934162599955571151,0.00575010351819163221018309213633,0.00571428571428571428571428571429,0.0057496598639455782312925170068,0.00575009782960803368966634272757,0.000077155871133517450609,9.8930107614993633192e-7
0.07498942093324558273021843,734.7806144242667880114156,0.995704065444253100206180874438,0.00430518859527577926707645022683,0.00428510976761403329886962443209,0.00430500211381124292620332338043,0.00430518680239972217570123893147,0.000043315515780417362165,4.1644541636544222045e-7
0.0562341325190349080394951,748.6916820331933334465302,0.996780549842154287466515835734,0.0032246437374813988782281520182,0.00321337900108770903082829165587,0.00322456528940939309377141699357,0.00322464317194137795362328796116,0.000024327671021126866021,1.7538062091979149692e-7
0.04216965034285822485690134,759.2960404524558368996393,0.997586898383276475554842972401,0.00241601783880127183045664094339,0.0024096943053061842775372191972,0.00241598481750496141941910504088,0.00241601766029637759953826644526,0.000013667654178743497859,7.3883930558842696019e-8
0.03162277660168379331998894,767.3466195173397381393283,0.998191070961052625857430495997,0.00181056712683592365806075002366,0.00180701580581050247542793916825,0.0018105532207764888699857622975,0.00181056707046679190739702521458,7.680499236219847267e-6,3.1133411689171787946e-8
0.02371373705661655261651753,773.439657553862823743843,0.998643854615632320313851814697,0.0013570657817419932115895901552,0.00135507068894951729237243014713,0.00135705992356923825510580004197,0.00135706576393521261472381984715,4.316793506823714032e-6,1.3121530906193915334e-8
0.01778279410038922801225421,778.0405142655832007511793,0.998983236494459896289978863843,0.00101728076020003434597142518234,0.00101615966287938445784309782582,0.0010172782917115528641374103596,0.00101728075457346299485317548423,2.4265557533953945239e-6,5.5309916114130197533e-9
0.01333521432163324025675932,781.5086181413494726441562,0.999237648399225086951537483513,0.000762642338528834250377652059714,0.000762012246950470871814818123026,0.000762641298170348586003006707394,0.000762642336750604515565013106218,1.3641499207495682525e-6,2.3316693094208629709e-9
0.01,784.1194683293410984305335,0.999428380685152958134951464228,0.000571782751452909798129617380052,0.000571428571428571428571428571429,0.000571782312925170068027210884354,0.000571782750890832523485584710075,7.6694817850975022118e-7,9.83025936364440262e-10
0.007498942093324558273021843,786.0830510188248826208544,0.9995713817979480152393953683,0.000428710085089649501692699438069,0.000428510976761403329886962443209,0.000428709900223375426160299432692,0.000428710084911963905409797348243,4.3121512767042599123e-7,4.1446563181676832367e-10
0.00562341325190349080394951,787.5587558837014097813127,0.999678601818533965109768246004,0.000321449840930694901748155376933,0.000321337900108770903082829165587,0.000321449762991987743712260418964,0.000321449840874519728572112289931,2.4245993381853812923e-7,1.7475564154394633503e-10
0.004216965034285822485690134,788.6671957911325407563428,0.999758996677454457408745886195,0.000241032368513158459225014942794,0.00024096943053061842775372191972,0.000241032335652606199172540778156,0.000241032368495397615352659939561,1.3633252854277349122e-7,7.3686550822676754963e-11
0.003162277660168379331998894,789.4994319222380461430437,0.999819279363355947348701840076,0.000180736968586016102874754203458,0.000180701580581050247542793916825,0.000180736954730710111488372148117,0.000180736968580400414525783411034,7.6660055216054942625e-8,3.1071055318149708443e-11
0.002371373705661655261651753,790.1240971375584892527644,0.999864482216281243633923325734,0.000135526967083290564023551321797,0.000135507068894951729237243014713,0.000135526961241148938864576713661,0.000135526967081514913224194733467,4.3106857261614805809e-8,1.3101826430346735474e-11
0.001778279410038922801225421,790.5928542272419332367193,0.999898378008824706126818823508,0.000101627155039683506015894925315,0.000101615966287938445784309782582,0.00010162715257626012984725290792,0.000101627155039122039977968673045,2.4239814400065820959e-8,5.5247639049524732653e-12
0.001333521432163324025675932,790.9445549114560209747564,0.999923795387473000325341799096,0.000076207516246003660959932339473,0.0000762012246950470871814818123026,0.0000762075152072458643233636981463,0.0000762075162458261202529257045451,1.3630647576590469583e-8,2.3297007401936577605e-12
0.001,791.2083958680329934010998,0.99994285523782828209240645528,0.000057146394995844932531943743448,0.0000571428571428571428571428571429,0.0000571463945578231292517006802721,0.0000571463949957887917071590540978,7.664907004406686877e-9,9.8240361073994787306e-13
0.0007498942093324558273021843,791.4063064177199658618071,0.999957147831084954741994097133,0.0000428530870954663951310898196294,0.0000428510976761403329886962443209,0.0000428530869107600539514296142157,0.0000428530870954486424306791121313,4.3102225230163418315e-9,4.1426888035297764046e-13
0.000562341325190349080394951,791.5547508731745976125245,0.999967865607603051085921906431,0.0000321349087175974044569914924076,0.0000321337900108770903082829165587,0.0000321349086397092587145772290924,0.0000321349087175917906994370809634,2.4237861207852729524e-9,1.7469343397690416205e-13
0.0004216965034285822485690134,791.6660867792516403009095,0.999975902718207032963779789601,0.0000240975721371262870987340056343,0.000024096943053061842775372191972,0.0000240975721042817204895603805563,0.0000240975721371245119057404997177,1.3629823959971116482e-9,7.3666881601360110553e-14
0.0003162277660168379331998894,791.7495872051407878246135,0.99998192965145726326172110277,0.000018070511813451875054257893496,0.0000180701580581050247542793916825,0.0000180705117996016233937351739954,0.0000180705118134513136967725852583,7.664559700081349969e-10,3.1064835966093521585e-14
0.0002371373705661655261651753,791.8122094694679305008589,0.999986449185994311849051461987,0.00001355090581879768850932420454,0.0000135507068894951729237243014713,0.0000135509058129571450199976384608,0.0000135509058187975109943572564806,4.310076069766951917e-10,1.3099859841237498841e-14
0.0001778279410038922801225421,791.8591727926021940305002,0.999989838343135844897374341428,0.0000101617084941399794639123044493,0.0000101615966287938445784309782582,0.0000101617084916770614190604095116,0.0000101617084941399233291911252767,2.4237243631542888599e-10,5.5241420487060979124e-15
0.0001333521432163324025675932,791.8943921442461175973914,0.999992379843657873538225360313,0.00000762018537566529449674963750281,0.00000762012246950470871814818123026,0.0000076201853746266964895670000887,0.00000762018537566527674549656209509,1.3629563533970598163e-10,2.3295041000046423198e-15
0.0001,791.920803959868003299934,0.999994285695237828309259130372,0.00000571432108887334542552966969707,0.00000571428571428571428571428571429,0.00000571432108843537414965986394558,0.0000057143210888733398121153223194,7.664449880539660516e-11,9.8234142955456920704e-16
