n,numerator,denominator,decimal,v2
53,-18394902663320466753744416365972917353324813290336416125965949288321676263005578443702574798967609379989720811190576446169109895171316444158257700749297772207389374072438429971691066864229476424796232547352847717075627134591216513399098918251918399490824027078293807399186995346929569966992285388246620728976319764442035390547443460381213316522240585073885272202345799421401214845422173993176325814126041455265761852685209354183975147122200436228734220171175310937823526975274119291886320439897995103030472373568317615633928568175202720895996545536657787925863197781418045839824839905507953968535232463628556646851233707460374166946127427486181094928057598667771154197276273024988647933092499936155645430112026741406674953096630309182262400220139909241325965611004182317161785857043695105602344913368954622940769,93022643345639491825450627442080738425033400059214053618697948720477548841467742489340673158305553571892639239409986804689377094869201385445440929430997433344541317345062997795273370943943484517288073194471020483459551718076226258640222403814349744051929185864773741886281968100094482697891125422042590943025732769932984198191992957481610718760736399817544318306296142531317654831242428740084692932730474289194389750734252739710403534598871410574012791660130389765074462226033688527840726821035413620411886636445196749707886161469749061603536319322836354742771430445612592802500980709342839522948795396385448244130861664271830035277488470396171444709639385935134689294443449289509098060948538111987205339088968117648712803109722716480703268010190446624772706632046700763158901924394956199233952118083834648132324218750,-1.9774650560048551e-07,-1
54,2775754167106671427053200695609382961402815491968195575654489091572532893551949947745165683024951975298247678657555532557542802532032729048296649216814769719485196240016109048560661272817210685898288061665280265453042305952150261516796597447090422919947443284379915650024651298870778171083239038732425385460287857768830228293633983413025449558944491400250515122037848166222158845787091972562915297465143569907596056824123352025959762147555828970061033481903613097719682152493535988876834103286563781348427745199085610476024048861037193371316753652089384770011542658536144708005214885249270116865638890039067366053688307095590188537919825674214289153127090120678454783236525439664650842675144100980093482142708472666580902233023267064159298952467014002353441197980203354989169114678993731302752371509435942804250099450342594566369591500198683126819,2696431984157205001922986893490452063077633579682026043974199793068525929680875040588255009745458523980878298369916515182612849803633941818760134960046324705331405478059597900945172834918806786518194991342855129840341783494037424721167118268939304622147968893256409845166187772993787377760847952747818850157315638886071218768514107917855836460312620479690218772032458794159898203926885821233987598840352477987994149304840738080414237541691317623049664580098301258379765309837132906566608148390425511034352277500998210812965341965066127494806668637180425033230387723605001005496212762581314759370772130140891906098818206815217305674022856952801258626002339873626995821769209169053228049505021464180266559338807183504709438736586319791022141544879583392692021257357672147727046753251456377971431128262987332167957858580667442618922097608447074890136718750,1.0294174610802428e-06,-1
55,-544101477915373617064377652414322628557244073424954981437898938167315799830398257520439136938592566895408810327438630145111694160691863406017183327107908930567250179179826730519179398043986279095947196388209594661652812289266586514210077109022780274766252431923400395087469314056075073542539562691343514548461303532229440883791224252027679675721710423710619578098418848997811585431581209715007834205460099846446108036578474227870883363718958708470537541798551869898730095066397530259406490405670186751545331859997033127499301805594126974453458247823041685521006523842145862160963671703820296613458235967483200647863252373338308834766504474457516712924773983811274064135009247429762616171965268094958761267069807315449741137537110808735909784865937316067207496040829224077746827166247652339949676409973771907106397490868155649451767171676307099616840401441909058328493947943253,452510514563422354011867731251483773100061791027693162955758113556633117819280834433436276202953399638384968955350791667012300374272272533166819915984155802107780206055162418012432771835134626122875709761294359740520607168528855710513396437404604804577205565012348995330458731752302778789117337640355936874731401606714889125738798621065404251940909456716194328579528832147611708213438203282657423354501579302011450388736619816372872581012805889205022231109382934965063683924018382023937531372140746594285547087441288620144040696544670690836883336923609912959538639472562582486863166121217750604566887313968632043569651895855270414701212334367765805940599710691699115272879720867038006649521554006667791717242574221193384916715133145167476485983170812130640426971938256373741370833217255936677722629865665191914913057613964031417096867067507572138021308410779712721705436706542968750,-1.2024062654993053e-06,-1
56,18537078738713068817397178014779251360952161739218020806692001013739390449518991092728164817404018442073962376715843161641286502578978987846138781595628250266921169484184315801307942884919611949104670066943969216989220206072657491856569346877662298530167725876556821435843649018494686812596003621886915627736842138755728331815192720907884538337756075306287291215885139996515715614938042212543279840924257502619058615584623825321605629107342277963697116561814682273068478095588536227716414215093235811233547727683882055685837056998548174951401122089651145174154922348112184759641569799122620885654246298522522147098318095658503299000537133248871634898418656799613293365263289174632896672293906548885308215230943715907001575879261947925473800147466079050603266952992237893663078278463396442447298018507644118011473420245968482228350336831299848507337793194740424730638529835238876523597331944035027205258341451,22704765000867463022461372277140562103803779150541361888032081228830941692426875292172365832555577433422334760526061148387745952119361292383159845375099230655322486938585804960627278557197385764881051634292057138155209421822813632164630393810950032177147903079188946221172161377682514926198868985254289304915472999399367601026602825619600434959931982172837955647679631735089514978580610392385226892266142898549607165792875703402063376340833054992537626312680565300185316687757505929416433179213695554839899214514318460557935709800544084387642696421931485518415349555995969012585378168352976318716028235058340921437055906650052531196286275396394390530042710286633336432131099335224071286158465526208037215004000062159973333488305799588770496603170428652585015862239698828353167411671099313519899847321451965666644624211874596966911780873083129319583948765099920017375110669476952844867636680370196700096130371093750,8.1644001767932141e-07,-1
57,-7684099423731482332726584296900163904943644464220749401430280336071021382489343054048160103522546283180897089487947456906386196357675018595879007889478191995376489498773745901935923828257530198598338466660948502335133716976970954926133130706947120111498326725960287508281827818088537053577143289069749852695354034774119202033226593566084906821614110569746872581810825005268597015178716203168412160742538948489358738164123567174879806081760849279106209595903955544639403065843820146426771203758379912359100795668389660365227349275390547946878394043894750503797880222664213732526547394518180848277550861812815816767707584036515362670294520304971490891855121515108742627876520530344640763677621165200092381490254443339947937442939799795488998902378256852988760789032411257196591649128170139279320118140516899763558881903112815819829142140635958834252297376972513306409473292374525531161386181062320448445217417488450763383501397232006340279,27491067659141997785801158879104899279953584202547262374908842419973807467098701871381313107832659669218282245733846237548846095309980359155290492960244722458159610229811582723253816456703464197203820304908494390163596674822244851165419227080111693358149137863450482039258158348373447277146577727065769198428550679929705141431191836913397375677130282105875845621457479496948413206117543452585700389216809577046959232890964140294571233907754662844258223248835598094558269203301377238820649369920355261030207810718212655267006627791440913886239113397407161405697673948413422928248012040543993343987420236098037813407624901771666427514797039309481311478145006966407235189605479880062939102093783448151295949751238377119279246498913850146203880307966259931300222422274957068344226847809589619704017386090167281740737839292761451703349837991727860468335647683657031549328515481732030115725504339732573505073924416622050602219300344586372375488281250,-2.7951258637916811e-07,-1
58,-9358649365590811056714575948479688111493091756057665535337194144861054579720210122893161635413538615145397698604495528198272037751191605520324154252039202061883532666964289528624738422617215853792681840918593781820735275379031326537920761014495735714420641789169991571204933450930436048088498157606484092865559679247814049292136762891745805372919151798528160506851723553050494727582475282939356773686055396855658589648595283722570165438237454265537162952815453737627129103585928992341309633625426194743484238337861839134911929483757201298087920931482415489149179834393287961281342285350165117406977369476985664346793549927596173290701284924842618628186873468245751846892377044325056619276249556693791229897589416331007641241967337439853342017465891556627636254397100374542553114018774266538673581251878835940210265710745052649035612135236977148912928023783449808495742251644059992489058033498053711135693532606175971240247902075981078729095927639992366167359527147133261543,123456327729260352948271256382738023443719239976695836607563459707829284953471016345377307913176975339251359998508862054777753880874024189124739696613139057725588934785733513153539905124780592581075151967866020181071973334289357717234570588054498846669449521280735961407604765320552943634484457706501359948846226694773513420796770687104357887860169994863874668940682923987053542318760113683072593351921153801112368270299940695791328345020322493516222218153682697737998901888724961954870901347592800709602865093468475004236294107596948598463273376766474698088425343685518716795892494650303824131336909344454565754801824500231560535664395636206416510732599244421293851551757327968111975246701808428556422608741249050078129124463011537977407199690617341726080502090536972675713847997100301667513980271741713308728843439088583275065588649603310960676077728897470323834438821635628701800948891258091566487304698891690154966057589592151099934187218061212672382179880514740943908691406250,-7.5805343782088863e-08,-1
59,871352249492471715849641007355570891762618084804262396962595897222411088926262677356980575287884563253909332122240489704347959513876256726783251652316570201610450037083625207339408005003679442874354656725349601907842338046623739362746171138655000961109853710087184176280900448648159598797309538909730035731905670331890978352721356570316231584161810607431469350191803690656731816265732537352421031348101019806254789780766190719149218390375871241960427619835942095496895411722516682002472268055799128115921447179566005803705508606373565270335454852087993046161286910372907247713618454985729221723380399360805297917818780747217709464117380773306128422830275792767850961145400316136950304728116076325533876007737948001244035276125741599314003127269612693067471028010208382506268403701691933988648228649423059484232168237343531518780076420683619032654652645944197273666912903240297799825417778003835198184997871218968611615840130358772646048325489999155351420921414181483553029620698270229316127513449819549233,8079770459150964152788891933185516319318791933693733842379327433113536740816644888279285276103755251351188786047734742640665809604422702006645936332568492527837848655911084808404199257909521416536791827474425809997301998960001027485632547310033545128327513848405905600035058248471463514777762677089604781226351107774912343174971645659256988911752344731041706759976136491289562024829503536777390044604199285085426633215181260642699463488774541649380886680095222467970829546350434216117689756676967756701703287889688694591266433677516060991972087960521499800930349467014923656636284080160170571289930749599374145794758266182341762327163277808406227809708968409874214051653675464152382145942357925422764831877964244766066232896554990851602302124816338953013340569191151957784912365715941801934362373571273125666772363591031349437804819554966346857679392293529019634255986483242180827212555214981131955092867016226144669587356440939210772123816572798447859924821448997018884109176111096281377831473946571350097656250,1.0784368861687128e-07,-1
60,9088855931539554847839418698936390777503737269326747585655746051396629910301922004333260513421185281922197351724845255931555295269612631420847989673346168980656219385191338478047853052415258992788159393274638240735064197180223465684565475634828134223640422528428873525448568828195783928594054364563634700215282966280624706383864080896363166666515964019132608700635167413533621338673330711553223778727566017019729375821412016907170342131244235630926459438267397195701943575592663701327825393533582399134241024033726101537564458156964514963215866228865461482250831388437839239691691700366522889128953098084246780979478444408598203921253336054137689952081488085790195828103193039798192836722007726365888351450882512371010987256424513566864982343800432513709873843234706867704883212125453677929289927873731182942900436071737468417092841414071449277150612916796064554702509623175058891286373761253647988707456533758862741966582818249664347792973803031344257415368032453433476059145552412316809754144229297095070275222565372681715607218153636576914681,97071685859679315783789392614498316720768113138054017355036763058508683688644523716926650420975121357053674273958785572825817133377808816732548987428149619731969951317374489369622554951669581656224690929447952881885148434379994707429909040764734010860243321072388773110428217745086144556987706483185277626583909976755017687670300537312680116803650287329359593696067165112235693919408238621660703426450793116321797715157510723587954429648887260218794697095941762578475183125333003395318525231482510544453283583010718737416052521531829073258097996017280751462565412392196355442122626934471965169141690019038586982977752859863146581760450055714549143227829607649489501813919233920737422625428024338676402441300409039811091707619867055640918656842295032078685677914994020107277114026401286826613859945233469490593082151241300381278382005119615034874121003567664664155186608449496689848144602292395661921200305039204238926919685863590796514854740468178079544868884632909692811791085834156962928124562222589975262196782494530441709357546642422676086425781250,9.3630350096915284e-08,-1
61,-15619336767609945734645867494963647823195486066156746217087826027393900726802201208788818588221014493537020476927707129589177057287286964373456355323345405420543666402260483811709408899734930403715032814481481385481149318273571245014732505338993244310150467205856677869407555720900805423109484898468247673663787706387949842325340460481174226834365273979314133105108507792296354927417270111700336434438309985884947939782953535710704073234304194285251230458824963515129077919742364051613557376572176586874653700322807820633677115546252872752309087076884352429105341042979086622256923652490120615157528907994598391924259921595593634942932827733102666792969321917366697631678015976348247091244126646810949812211847755843906870853385951016498835338428308947130343905802689783487577434254461541053862846156347581884028686825675245064173066266828808023075688881072300062547694701030699060475823426777754391160990201120083125322152670316870239179830077464107140553078958463457846038401249364440594820803191418321232047019090193617846747052666047816685648421177751899207772017809061097419,54015867061318470037907927857384688881217472908590156665322460828512076699668614418768482171357187317055669818711387556734373780548123195970400562824998887972047654937995904942632417439698338808216553537194031677052867533461190481538286015256715992454809743424927496040053509648556250945602572749886372154471071974562965704534328383974450283718682618074159163797591606428076941992472663965827178282696330990073974725082311919695339382909651981858061399027556408786622252814206824701056661580514701803562945930840986443287732145169209139420206546514138346305188957157429408408105542078748065471591303142417013473669662531476149348206927073173536164174557706782623248054381739235535859555592264049832091479322652199236356342001525275355839641200057791385268695510334428076232315227159879133042472812096413015371202706257823041430717695525710348102516885916915250649605552922230205117811887168362633666931576630376889014301008314363514317757376495011187011278287449881138720633182042421267870267419293081330991036197822803174435888087139883454343398027008421722479397431015968322753906250,-2.8916201141192411e-07,-1
62,37953132602379232777584950679913825854078982438571883100084493195149368914050266528091341592053411283852747901606501519414684058384782697485376655156912335198746584874847378969697687086026734192220912208594427219289287984443576423312608748062793532909865142518996403805117471007969514991168529137654048882434503636093079160875959347929783097267558631598988415810289602688526084344674999224691743940451439927300333666339313491420575074709258836231003473176133507022388545814980998508528849097578469886071661262158621306139839156858566850841582691634375549990625237851174707838333371886931040907165980297409136533107118349128716568539802432453859312145435900358523042164967764332398082010110407639002054990114054409469948167915951214843986431670045644165449819804587382525931860708907202442596784519488236930130221966320645838082557742945323120520126645826251385619305481117200181827097529125784355063233680151757531582023997476659023662844878115628510528390004293188807333628379186388834350684864412360141409527159094294488551993578685614975842821171007343591054246777688532795455012944881885038960038726934393352443,125592886497475747186873326247973582214462083258678051376734270419867090117449484223620183328517526164236272278247778022055376876984821716288861620383446318044750568455233053171429977171141990386275930864367858703565681889337986452003232652956609103522687618228644711700971541401408957235797425943096814353430818031785181490991401645518839861158188618079799873518329483182016235848630499224731083535514240293055995607736576405906345344752350379190009292949190657009418517865063496185216356750425105378919429982636206658912200208221969092173247892351002272089653036879661058999021184455609481867288147218384564955014361834284810808202196471820188685274568998067434416701857045450889041741292738214502132359599902260694184000071802098747078688521420976137131491751151981862959968279916518854575171633193156732288013881155004024221011064787554041607537214336904187132654552095890138135333402501649871602228425433830461148580791464236842372435089219366899676839802670632236755130730171291389004089395664938764341370637665158119710444955976059600996466537776516296288610146095259311913788194494840106199262663722038269042968750,3.0219173761200273e-07,-1
63,-2948489587494232720237838275847355472994884987608806625250912486781960117594389201209785502016644975181450107643642139651980585832997714943443282477710175590772506396809223930233571366521729302667589947371833380855727408471948707615118168356724324968742114751893673432572594079767750653132128790314177633926723921815730460055800756892022137356364449486845871391838072737579277997381498227239094739039193705295565633428657455363156923243615139901590398575233541252348061949241869609773176339867698327936471852663665513957762580341388006043033516671147205192264311049599243843614593399299588135556987964981704180870210765323969769424056176145846798233854860112114899126126174830411535966376250796127277066989003562313328715150468227300472135309376500743624428223286949186416911928939247287248498738712247724904718565289323327383326912501908774362886013988727338742523087344618614674543821500190614223294481790966530844004539463987091985493466248565471839876300527630446082697223841695399306612693069736338835516423478848878624657569334480217116654659970806244596512072349265415524387883277240508277439964406528941118426428750378043131030511417466863706389,19528488657243731785100959943159465569027348038110944759808337265271902716157755646549969400386259679363019005647259331642748809491505295281124569216670400555937500202734750238726269129377044137723825950022882578150221520081646002298947482237503921278874221894306706313015213577672151178220267674248057116883709552089322071345363982425408901830671063394131531568813026417456516887134941840809384479212335635046346005998303434522763040844864441426869363707464530172648446517869131257785948057113399587741770233306853178680836526458891673526465390654770807732039317001156359267476139395789328118243890404290229621992451221671641741789175634536765001303403312279230754312207461648369983024399941853182201511044426712394400467750388588088410160317853647223276977922082802287035499730905445139808720686570779370644160864277137679620926825759384577561242050335949207746530697172376438869723748755983410312178863175882724882642898451300575865454529869368483915299397183080532079835879603046405897423068829416421110815526719337703130592801507151214927523194789091689441132209623733138643390001422760879571965981075352508842314422057605986773705808445811271667480468750,-1.5098401311258385e-07,-1
64,-1264747212868488521130662644030871696702475881724459317870221779450330280209477655947888159755346703925435097552489342679435238217071360913261743088428107162895563395946764451118799095284934590299506633935859499246460405963747229435181055712069138425843257356432253998376703479100293768706626072339119913526753716946766826991947037564118232699976727893349630606233321268459399720766322227241514273186001882634437712516894744522161890106186748353600011780316475589173301049600187471107662621662129188484566734093737202071023442413475763439559468915538855379424180471810164322443048945276886621408380158114322100694327407659909694363238153971996301903473889151563009942083458437074468623900503440044637384233849374182871962351651758073729429130221575127369500107762099799066285861283491842268812804248892314611289552771775098370923702516065369691366725041083298066154568048883864903735314600203183883981506149903770834985880014726812318224805078366271198480945401360620595985921217352673046480606323623214869203152725088158723758391293511612873261467873354979637752063292372988924238912459571498647682693886480018003382391885755555639711681043825404839326079284404907487670080174215817904487,29600783257864427634411811414919598800425558203753633890719223977999517797675652415014458314047776604778853365184970504101064678777502670917203338266164775831990737809002577980106469905193353136610846529553242917233528233083364213403480950557439238686864735964307891025883281753325515176675419656444108035125118648652911197432987769908588968239738897072265560001246387931284760267673698363606782028632075479592894526934793131081553241954564321063999659779383701058827462204491433825822210892197829771130450088908145055380368666760010132163349537748081461563365135000601548069896833527904493286801283919700478247860341517431675357227532474313278057370155538599091868632978306672800815378654207014415368404221539669520421705916927070670425032932534375595002788570439877571264356021561170769110497025299814185555136688462492046407745944151924928666052053046031524602437432625696084852286842888135806944822382357958291799255428418246657914217640846903270187422603493953550018986235231503145395072800738855382622283049862264148493256390581486253161492207842996192625407697394168022475105992111923276248357762066506985837238842451016526363441200759721450812082987290966524382383795455098152160644531250,-4.2726815768716744e-08,-1
65,19275850974156243667827329674400161912510385003511907971624564422085404657266973794490978830379357780684089491085623946502475544562882734932850933229649579174441412014886598193349511032599770766163350279020414216479551671897737392942254974393653633460237648831234499191261870855141876412242265765914823845510120487260403400942901427365397636227114591682291418725946652376076910112177223686463276639466721728438846676393875718979399669406423191529041280711219973576816567728715687522979146326484492920509763541022897655830177597108317911142609117713559798974517510022184990613803278632131344749699758575153518620627251175745052500142035600022559609596406286462084231008632651195697441434214806719248519004567927078825856267169647679166171920948588461955297879778861998284771977588975923364864467507917496004636776174258199070582769721230768580690009680689081908656721837313779957603543175135797272909827018074924780297452104672077493526262104422463522892988147805947047872918147657724507261706671043796833426648635704027571282642727871886354309593269580636962395482741639015509714611503742379475532687599390481112711058268416260783508236655862650258815770492708895402274257858967597939743514993282215620760497622156588250300549,92621835307584325457319394725612637723167142076797238772697901642007746615565347484720228033012452967766510190470540880993719435072324080529626891198479426575650108890554214239503327872825485194993593467344135526603038577385845300591631280434579246593378773103426193516642220783605716751671161266277929083133114266647118241673682476524112577175344832420358549329713014161980318766387508492306086352627267319578110734184430545796105760820164981527796471551420295425526374018565744060586721792766875586932487023443620570586014009416367605858162101644725802218266504004043130172425745676028644803549586201427197784076616607833732794538458837273651448774256912787647314472557280806608033905205935021263077723747505051797383597927687493623473342805336951009049487604857849468896596655284391075214978293066049473687233209912399768244918782794827682134309100321692756100772565362616824320258996648960166645364806268045164774883683071395822179098144543177234476378507593091325750477223960129315489668484758082647112482578334592482881664915834819310090304227426071380864984556635844155267859729356532214573018687408064191321220823770400814873425372089910273435338797782068792029419543868723039462830289997032260863488772884011268615722656250,2.081134638516264e-07,-1
66,-18522421463258636025560279017693548355822566319116447044119948759062833986105626197266824034296004877141592573318850347945234002888581231518960150478558151492876195855928106195413645608063274269747989306868430284773935403750492778057176346344477276587664213318585968229051721948738933180812961378895198453710644401329270037943821368968014204783043664866484523616925068950886432331400162847882722087639797818577738378151275279657873188151695678866608879384883947985405252925449126752414282445417127511245437511675425175023113339202195797768288440475898512552030041897135993817792924290379029351843465276032688344219788018500232655569053110328239360470360080930735602190246212067850257874428975701940452520621245288648157760217569549770377487399699845000339407832100962888629780254425221571936746154806263183848616953531532423557933991224131936273645206624532867765831351378227764794643398451473691149728143725798860243683886488489480944450730374094106774711191684348743397329592729525521519205960534365985885884470760946696197630357993539282271194031981108014436802997841206087656570629727597403382737092171741780900944053826559378864155395209851857750232845880567947500991347828971306592298705345059404288966220390242982093859463996582555711249078617824408222304509739,53805856572809913051285651764018357991964563613000034506780314867786813513855833782116068896518601856721724559744302531727764129107864077051054396150919808134612977710230512534806788037111980166268151655009951430586816938284282325554886039325034752078376771653002688009175323191940226210534932589770918556628271446537327436937613021096336904722240670110409798850655622336551461904178506744579222803506909525479099110243286839217227820971655439011608347534671563656231923482980647044768814684269529140247431650190678214597926332187276271039136767136002679362236566183341844543123279876168165218057521771101218589261193099097984390285933128172284840021945268039374095785922530707300772445271378006201885260819400583494350931518121768330542526235678694813812555206255668773234585293137657368536894973754139602708309653045925221631694529454898093991901301065827129684334002996291063515957071259319356924629086441312492276228831676799500951074673602146984971877303517482161458242110891540077402503559182889776216197156022896278984128781749768411821448119341598439910445866734168853687777103302075965394600613015068559167760132405014106933380674489987369325017815773608706756286362395174445534189417502876162889371477142067300621763325142157033633298433414893224835395812988281250,-3.4424545287545333e-07,-1
67,27016353743155519321009048167064289634182709008828306017875393398941114739297664995712470602217526456489701522502331103864252233072232038027663360454385801234682559928956381338726618046957491469905609755934181171407977931183797648929041016305869686577644589356050238794164293640216962632846240402050592688529356982336475696268379766376983547066357021465679809681517819133452542074650307906427596569720964817996018849293910182637155900591367362394384024815324209143092280755116695353653109188798859826105217051422093951686528405945253524627907971301095619510510652793518371559301873185128667513948502427227486770968543164982195515794903245706615957944473963804430926613309023400944204570675268383493127201795347061312382260151461299098152936719336169210793456042800211592724090947832841782758551059023438334920515135481218636149621426002863171764893315751753171761986045577080417605145932699166269389008361624940871606578801282505089325538044430899162207984167455443427638751512930984563476919807277544768759943011492866795754582332049789546602044703834858639315166612055693341606386432814947239505547190357763486241454229393240929695580191651687696609836261344669241919093011936772904993145477078191686501022062638225846003755397785430037098582205205649429336103985073624771912877485339829244966207759426921431,62104752904104156289185407226059744310104176004162790685083367427021012469612086026411059142961140364936712409123344420931462877145914518578038059971086663278767249773702240847594667955036695273491339173329807847353172817641922805825499425820982125159922388694196523354054225935278186149475144237010005605921997021824416646612710527165408394902536635140388835828304665949027584627317947257840536251785601006695431435894390221215331687403796523135977881998403069839631855517183995284490422257884281415033144659056539895913520201804038828384157483788139053301617254505649141630261132593996679317032341233379048798837678514015133004766057140117983790869349058242152683955572316388134730622592471103720947639860064386957502752268251760037453303678594475644293113789886368681807566880058472053563564787679471027809484694877821292940743003533935273463192224288458799482383603860028574285176666349991028874903196114273364477507991676345779975632436521808955953623793472957915965761670764836314352080650271999532203361406761992190435662379750510883395421962840022267559644053416180861063488086699085785970204263359999875786920798589512278121097945023030047881905106750186347178037777773415092721099661361733690611123337243056214429598496347605056487378716830058844865532713591144279757217435183029010659083724021911621093750,4.3501265973751517e-07,-1
68,-988056860546375153928394584316771501688031611026020301253887139703828376215047236671674405015870774724013623978599212805377668396063979111864478626517224223493382243546060111334637221886304369081300836681607129774115174173475287390938346155625246703107890123433780919961583947817440959839642084924007392753871389309219253357727685326257860824753865863070709370952924419286905797529942302292811125306421314562732285141076320585729850139212460315434058279631233586718029414766822649071017757872790712688812048600399187704998890910355682940421750928398296570311097213956470095098338148934197900218552042985994108195794407045070024000838906124547241236487835350863250631576153143450825491701122817763575294114857410964055493755273244988776921846672837017589624607247469664076040939712086586086228590677136356169932340193204102767877157671520450632469190977053485007792592941403544651746740100275437019087625076081747032517901344073259100338394376462928587354121179470441853510731096332182970825646244554982317433723670665745410505861307526533557997681341155759906064260729244206964344904973991789456698987638891025777105401925462107094739939454252003646373390364695511586826968986967554496084830261754322096673555288160108966132413842827128642174763402577459311223049257949576837529939792240654939673101886947062170000638912415417113216236545958437,2292362535544242104253184526049373517031019888851752243777453530483731255682829487146274825185000238214466448420169564488796473652257393294788316290887240614262556257201247656510489370813182874966737194339783679192492306556472006498979632764206244446244735514660331557490833714213582826798226230399659090911597611184275148599556831039923132525890110929684960953396690292587341734788897493622269056672520954868877334747970025291564830475414020814794069667170493792358531470412135642585689192462016378291917114555957222427640044371194520673859062550533104052440212538319051918098637124934796896363949501600999138103935210546530988970334218761911890860782267135233272785902936897071690574644836123908616555607538311117988479717400108892112724546256107680306574215372683475687068114481176559138210200494278008616135966169444948859871688033221872472076466891667573490750491699395895620512178855636266687237396771659340797853219887531591077709553676527696541111103160134857545814806822554601145546797284386474076979745721112153324885593474788826501905780207944233028702399762997552366928737888436964898933777797638877582881368409356515679644922043554328134332592583199894002099411302862207887105740826241530028671115196757208904390071426874147564264354539855629782578678612716473686624662910935749989155653744808606527080333338290074607357382774353027343750,-4.3102120420572798e-07,-1
69,384337474467206679691644887348549592900950243876098246183437345845636292818730398230580378121060497501721600905344340157034269076817212957665470587874800711903286357794984629553536073289698287248214197626827238005393554147558549252796782192822057943164583424172926710843188116181355466350015875941079674904113208144726102446787644552789520533963436571248533790502550175756976986701907655964430768248177491703058281266772811514409447634445549862554399064193954057299400882456576942244187750452798542414280271736155724720298891108326448889902075621192787831896940759218734744681423283114294397628378143158581239711378525358056785163156787276794772548767604198692790421167045100862674769952251136675525475312575850945640334912213304694712079699791336614225928175245468142952565958629597622964630171612292450251525549605197143969642333507593531893973440540326820982239603459527968607455759435256839561370236488265970941507933545840523698867961627186557287213810649103901561692674064909714122297808014070491216066012639481104685703803705039412328870197120410457427737488664801768247197558003711097195321911847424364076660842686646130043419257033801617079793573067367233138253549985858497739998088839740656996494637296145322747839910810632283898749623528063576455001790784692541064971622890187739029550269103209586309110694643191422177960613034397396062740447744882179191626127437160904190413513,1147004530947380754785480261803094111978788040866492315256290542492694016977197785422217282557643311621821596868139608605099298312106047811701664930020431075670036153819730958088944683336710976352725915715643587367686942547896793398679627042881457041816602849254121222513314052366374806893946350910312673706585391801717919819273007860043796854164518506365697956614248383611435726113591689907722663288575679837307415906020567622345393003697939234937189980620546080486891457685665634784252080410784952629041489335297257061520706023815600979571919308901109315030510844197496632340283489421265801950456715724141131965741823769916002191650234980029216258116242491665752513604382866955243277183426633102469072394380239494616587678266492577922408435236417065957032800130446658961279041974891028081929420437995398152652141770044435244243617348314267055475745971855446240758331189905682986703487059803042539060711490235200487703047250559042727967067692944608201994319695265948069141400261362070973270110701051408655888744086524705643339206045999253373453663148621807643158477608088352630825091973828621030382740068084396233855844215393984957882960981138749157405544665056102019076228148909155980088293545687454709664430190528154941176690321084568883980711247668050662307357931871251883516278455980873194546835291659099108140353784723561521529531476846771451556037711189642701810953440144658088684082031250,3.3507929925068301e-07,-1
70,-247172378504790724130674240084678682481374732184388913405610539143126664693130456854809191661617753001648890554599624065424374067745084802027740310478660619985829668097854953466961086205687325426659020815900689139378123743797150448269187112192552548548529791214328760698441413305201150190724205880202835212329325837005875054945941949819547787058343843470541838944028633469850019986990263997968532648702629121574690370381915417502942299614171004896421613780576210878302563845315403504504998819660049411114147745815421340811959145059123452194945987796726162642563702751174809121815091506484054594925988275678079132849814021807832426478576107170492151142019660392542766147524254777826567857625343269477657428414676436973457317483717074776152221833933930126635682803767920440608373161026346369759359224786336008233847292745375042931816466478043737475193290545433651415538298327039874854929765340820859883065750645487210876746040199348279961015202633769559142472721245675451082992931835625051760853169614488159685510200104345868040870129748665096095414584392211465068192748647411072701476750762217736572875026529802708886198030241798132599385805842229657411851496433095541254290761649190831784743773625071119438679802387570896949342097584789808216052423172879180134817594926140575529510534632080797139237562265591994679589307757211208268017318053062056703633436326134227838554873007480198320563602190494090074922199856677966337958523,1129701662773487997428372158490782202254187598186883587110417133408031778787468948538460652864055423016584637690244890843583514027902166554112199779005287377574675594838216735732111923930760644980459275771988897499388709885248092862127678658677885687820517695747272609346248541760380423196721560700371623060073393051988413166028569244204035751816061307301308294483647936000566559300006779498438899324203283036004275057624890941810481236995503461982114036103141323847920143600600354243619322107634195381852354495325742746293051531095557224917389235627043543336150493217881557731580254079633024984359435444424887273883242390997222854065381614539308038663698360381099386971612380873375962039199747267481243066797288620877063775095803081039568593764228842218496456461593950917429091735261273086862128379158334569360733071674459473389866710931957145964076435726193766109068466743401216485176883394747659080048159525749008618859197724271316137892702281301172800835938149170397964801847691441531380399867990126515621950971728197584851433775295286879334666902445894049499367542379376937277241394474761801474751774513200798439732294985296505789020236924147716685051938941487001660105087919985901674087724825969429209842576472233147506354655297156342613849190180350886035141688253676735560411397335438047269746362038585444626622219663101032464253784953175915214012033953412969776018805119602957031335671346221254018473700853064656257629394531250,-2.1879438319845181e-07,-1
