n,numerator,denominator,decimal,v2
71,4623404640950994484951485092328981629246314164131003833654250959139713018953556066805091805099983328339889539860958713262582853196277686849734367387616297634766159681856758158259185900807084229688543313968410988343167351138238355590166413860461001493996087161287221005876945371359343169120736622108718390392768612258205085073603866173026952793559607212939531500652022795576158370415863407755670778082897807372710331204803011924109341936838568263953002839225205148919587007158691349560860307192570879533616209303426278468206698275475981984128502261239437198325218312249544081549094185088784370617340240547843302260701393476031424220794928056024481215354709856512250527702147847485559062845847205716844671612850064233203389900723110133773003287391648986897531166812770912014864826570628661828749661139873343987026422429192287652174603996610799411097750572765357973999884850357101562459450707195682612783112688782278191542161301585294707770557645127060397429312838563343806954633703203631349348533945004947887929729580958324118301686270808093623534563053345359053769651079512528617224924363110478085347247975505416097385222137248696254131827580629416743675985615412212831648286365890096795118790748853262105478311890802531283058834064969318239621345851850133028287602522083292741943454356367952583232823365860606782857718874517130959462441788701871703874350823723266314200072081706960839188350657095529424579191374824020474647006320164270926027843707912515265702794687,35010314527466333297965146367666613091957582137965536578750101665406588746120126319961359594173883775164557336971590330622400408730429401691046865046425381099552887440862588015158650141182026725115704541008658571786166513455509717556040593014604288306546872646267600760854674915176169129007520959822411205920127135564609085781907988402903695562083015763750380860406709402457219195478198434255649080566819610616365315935393303151513153078884596830124349164504604661288520275728555206475712758407557304588539813732496973837941465887919313544972137413470230457365872507439166865809938405132072102126151366311479152300037532717561938177673544692365239905211403885135660364623316476890056920837140099427412867648921428877177577315887396498446715126055656821981271660756353360829431474728593123141885548062803051629493191053442450126385184446611828285904381107543026389004536540874046639076417609316406594587348139678812241701158142361533970016446413647184765191937835422033377377695575877043270555045625472504200580717969619788438826375040442012579632973250670807982860871531406725154365199277826340832471792809538852944764564242575370628650894987593238909660117489451160920265282383875214108126818558908539124013073856339118703956035713813503312162114382702959965528475362188158871276197759246121102616098318682374039838648088178643705305645926482494620019794622891200560237675424919893681631105759578395519793173316276243605280399987912628357380071975057944655418395996093750,1.3205835775407947e-07,-1
72,-4014762458839057888288975516671576961087882612394493216058138647188846591635119626808550589940166183808504428796538776006141533146204584462657410068125351998141466226935161453881954860488735236816108553653541700925796088399463644899456336652490048487840036591511789089641167348440952503585333834446907350526211312540211035509675382607876318440175871010871409330691345585920888979852150401560754528435111865989779619902855561071790287403772538754154274882469457854015355336574404238831755688381482807945675058334266986621513754456415990954838855629049646132624574732942731862540916668402971567878382658831144084942712001822571509521007059117128318249790800928445126461877836020095520928208315356819726940514392139643804078236011036261539557740273478625519406449419578829820523349363814971972045765005773643338330361609578895729809836788695393686156857224481672119816372847967498666737163189162936462014001932023629162474202757838813914407276203141316119430296343431451479195972833262991568682075698533750698761234728424478737720777594547161156064013072724588147616472876498093432475984827521386105772982842261348171022944420635067151951000346759498316943675734609244909812886684566082921883798289541160976898425460697971057633522412841267973840940773670579924965013932482088456930560015117675171534876053042747495979600789647683921219284396576268966576995382382890711299816640613398499781836131343433164185662540534036807661760769873485284046270437399105455633761340996159500353836636872730750854131033696867937,55368161534451578251301259421075265356849404005654990778066380087179539348327100927409446385598380150251882522901410716110093315802102198575369694698958865476737040937458708785638033457682224171081081609555868829137258133629872485552624290460584886896216112760036097816832941792611883096564268792369584846102924159273845222187401424273194900885697316050879335711850829904719502415228179566291621570053863895934137585212525411207660396163092442282530322051672627255882939666762435066998026980242521468812560892208783646058020900575203334849784457514892405423248038078849957974708013603425109796178291732582290153464712375088390830420551251268329428278134466327573607583865809615058074922353072896351802793179509383703948418359492585559537500720188155440443835888456291523077487559366595535116460227003925908670653131930317907979599832560872665432022585608776635269576395282241046100767982730483919127057619363198680365607980524895977424213933961376245248937678624310165423617342238520780072378897806298821709044919338535707031068357465468968614643991289296358994873325661387204244085201091689232765968489240396481836552704069692730383248140634307452224361189925252613022728701402132060731040118751585740514258421595256441782451985203601827181854678168241304130156335405690901990771636373817045015938946022630033965379996326423555596250222787911565283949493129332048364360936757123466294019707343948866651447067919287081998359640681938348071370969926771803792718378147388764048933560334251069434685632586479187011718750,-7.251030822724651e-08,-1
73,5541141402297856203508963594185303975874306237182885507585994502009078130549364509885651919488612894746180122264988471232807996661010644272694698451342396897425419101078865535015799671659486287706673164129529670186391284244561224420800492794909552336715777959339172129133050642400483476785157960283318910366905468691146115577527234586841167514634551422074633879872956425741406607154268161512592771141366934510523853038425794380040721295911632590375517116747155296396034160275707511338800610904234643668656247385646898546443708483380458036096035974209721123560523440967294700799860805659092764377266367125017825235396940929259733348998481097674938992914136623758437123513551578452419132517704344187503223961145305889465802554585383991166542881178975963451985485535613515321431519209488327928038881352553207690400568320328250252003616212030796989453862938511584059903066676050376381889184252557242817245274305207141801142064459268404687583518057511245240806832181697480271674132757884790947913912747764782968324876070054049481474629988174873409241026834924764544045217813492771502339814820246773102382146885984659720984680654084542592704363426641006355018016675729676563492091198620860325163513637239387859683128873950000799272292608772732341243585277909662319606568314692591916129606095070514217040905099036770828712799231744433617778332733805364906834246279675590868019597379453551203673119834100163758906652290899003190552844682349962279400146285803365470032807781804432443844492179419939278813658575274482112390263047456639805555824155333067942890514371,228727026969001915976169545467896379961375229984482664456507771332978120792028756724066104991841266564163081991117127054792789303753639162502103082549582871885192697520307673153929101711937413957022012667338669128527135889129873412081952972628891473613718743989532554955411389956060976167012853957634660003607412235499768673735465932604508313015147670255068450033441348630242236888380922077740976373330943222141192656436111613212342671238368063061372231171794693271488762280227150242515286291779880616888960438720211194162039019714611618151904945598478769498480421016039367504830338797878512379113310132945155642396193494214239717779553583895471770092812006984553028750931168567253398576298254502913095552737687217182206733981008776566443534531040621012953487190893325074900856135351894971445329594480268150968707414122349738231726045138062763733807207889897566800297593972634341090018075272210561978367839780541704020957456420404669695210435296197389065545334152137195516407691023664349720510721249013183649308831292862897933511136771568061252656205857272833615035702246451902226336177170872280001650020311672244749064204209927343485918668396309053023142605767830968668191199893652116383516622839052301353836273428213974591055638223175572678924454071958111243550046893145903836209603431531670853636432910697808184523939421172384318398724163932145715869820131236591735199899558516486726417133517615364981575251752134128822464651733167434367757317857511150393608019570363485984981030233385374168198855634034787698428854754559602451752198248868808150291442871093750,2.4226001954062106e-08,-1
74,626369232188267529989251348571107727395437504631057997305749779314222622766913062469418661274767424130421382043980394836947532613048279807993142832482073836501735318599450063326320025166448799001991908736556419104778930728887924937679617496210281346688518335902227601791657944521060705371115080698576442209077064752556162695315594458614775918398793690100940061874393333696727018720062247780252998769284513644026984435166121478844157993442634832962372275489376540329795627884707924190049047054057150807306520759174696343764861844602804582176111803144832281408365220050859613810667444132596301843829055225758551089713721216470919612045842294583601180698166402183725665076037389154204577631651262350996958612703287798624505265179851147261409014311875048942580834991470885148978719734921293917285016619181454179351721288839144202525832829575774864618345501440384918216457552590654733561929621751071542707901384114434102374903497010678823574375474155447996081607541078160190340697765384620440887107636684966957640245831894366896374988476240656766363721120615437310562985261197209374026714403529199885476831773636277718955472240959178770608899934403316526332207400967892359139129105447903214617963060906188460579915685718117345538574533747207206212463055422252639869518900908727297778121168474963342670245192975463808807276080038652236703193952923156628416220790204218788640718702082643126752838924046482104949194725464518471257183428098289823638320639218749613579652168612918318354042492647403284332065501337177341373114003414076735912040309449456414909191346197423819960391943964397123394427302273,26956232436276030388708092795663481542957233200884245576832435261806016391043078296217318375916237222812924309942599326576591891871565417849056053644033357405046142892419439037561863282777933276607325604826620483953341275620387986897192648402974862183022089771155345348081977674150426828809436546354445287855797641175336335782580929351380854801331155697309222742816773751116454082028890327554930344520609211792313864968061351263955134915643024963532204442581371406075944830392275374038826696866714934351152044563720691944700606826020999429592592306860316592526139750685627751699675498532735131505660743899011101069096161307971616996247300030291555966388476196079386031179949067623641198056908354935600224256365722254274953064117870100111548078514879275789351548733196532125024834338855102831704278108553296058845732886354951329535328631863415681256209669976841272101675459832933072531655633530199864730575011227162624227918895768104658073619795071590388393910051126875204045105555876507613857422366608564113132406444361694521509705151178195340274730707648784159202725744866234985550727167164931586095507170988754370210730555079069658534675821924308318838718674000872289193658357072840844639832990893030396898250965035309844421243229574347595913409612934445566168716764696164225312378205221609167136292829477730701127221828149818763661573671965077812001601361773568099960009000343495549374574003316827235281979131403963937686990575701083405341549898132697989123426401728750823954307442959946904429578167576059898231382091621911734364920562166525454654106758142820599223853150760987773537635803222656250,2.3236527347395128e-08,-1
75,-4565985728519778708077723163328480940254684093439210224505268947086226583016683977111959768180897384141133085638932664248878110561290554335744268024401322933117677254274551526833312338655005202315680409340374855697322992211688784684990770585261596226649897303577261617137228142629837663153374239828863928622976714236896504241471806710424750765435124586251416041159353576376685446314740222734717680630897415755773099494816361534035082495939759128574169136823434025597902316655350243779148841193697035292871005490503251204609997524087348552910136922513601583368752784222348909577776506749718425817092492943556678259401503281971145693634846591099754661607881744890826461640652104498148717947342819709668979750612947042121684270420595881543534666837677261764516216880501476935393700082244578995880170864095813849007513085547350301809960560694619521196674037160855080040559776009587106997120959137920235081604814695138927990378287690400118479721106122580032775688169537648551409134298274783223177911436628321597008829542586034566754313528900728172123204948042095771640155580781521786978350895479038598990143315731279833792024583040388942885019483861241986248825715284794506814367019494195299181198857713347148881930809572786392404250638232501336539691056470326837607186088984691973369350507840384874906392316292693467560600049637034768887607664343322522924673207910569771601956927069190716593045505199719650676036181700528958327357293650161712509774685014581660515256702135117902705161884241576532767787851181477358719066598771024090212743115616459003522830175486183347791591538299204748018640460769561120753811526203222031371772246144221,83724773379066843642630373848570054426111050602110925021239399351736334677460352902071105518233530403582012787493697541077548792813113550682163577261999247029950234366571468584754962597067938865476007838170895224150666977516961497026782688626237307031580289576791181260529597107692533929606365121420575521339881219484365954314918834555932730686005911142203506059217613927377941700343504206523259031511029177922380456703569436404462124680767826200384715391493358700344046200112689307979836349595827078048380605885087990903426218452066391555053242790048909631945482190270435008172074008534227707262327503486133238987418626840174673093283346266840981996607674840392928450628968353246639075748248907205712617927486315878276308766901873218399618032906901667040436101242391535114440420529818329674557786598489595303392979110981957830304691189857956233757096001815766962074112869729516205715128658297665726356297757066058754175338585270240828171744320457724553592955120967021300742954049098159360645505853511744638166285382319499835554050540590726796544519457681803769974387172271140288187867699020052504627457838534909358918124981755869758237377005180174791834015473203744852954885658004094567660438179693081628410561810325479419124055255188385036972279056291647925233330835196061828992091025995044392839247319958978458454110055028836346405575380603346680051718835286739463105792604434431610594864780291817615626312314222790138940973490638337632720984380738174849587566250079341486142659997817075441892874639424814015940055606468043089435204584923070796823778277320455533888272144715243208727949399516623438830091879481187788769602775573730468750,-5.4535659449887289e-08,-1
76,4791931738770808370566267853892484904900831854972773068384025334654698902942470428858491853702556174238252074569834322277168876541983572716939110144982819450096930244985943891948843071000865114089522016407712916721064191757947856142682634356018387967848938506271796659205150159920914079599990632228525879194108832836112615990740760247795389727444665795163699417810217109584141533405672406568685176483926307465325531259992695304564100419454885293655325103599770820049507371830759940590790829545949269341244521438380271601046802630870104825057902955921384097905088374165048501341778559076960306036384673483354261147725050576992680487604601943259673595447046230469621360223479487240835746117842568989535379875972860991198076429763036583842397344617018505159743780407189145758931481244098635365555281043507705803154577178447845841970828565787113265366640986757209167785067949937476734445460785026847930173865418146375056194852135585308074968043527027032514631311540201831367449573626141139274439815473765706126234326050569852770231548058836863215097028714486907752410882342746607340331042841453892849834183118991346610025693984623416297147923085419990295692865117113954010048363503837628890764982847391870541437745991116810694284459467867919833783525403949180084891650564493128882475533444983878204382869176643405510389921071337935032348629819432571683513025633914129563021066925166209792003899351627031560346372419516641852353015439219414521967640028291391912692873446789691026773896359640588599943237206622181216318256183099558440493222538770506870371267229602935706221534132786589248085396371577203077599610294524635568040040989271579101212890641940672539903646195789349910291,132609466251191364886690191756566988116214918169671029602746670445693011814135885942912285220638275198577623016874348740222126733208750760722288926679504427779942544834445156289255404037572702183086597794300013794469369865602602515619736715497969239605423380029689157257895135614020009821542037639759695243511289764661249922018835938419836913476188273776346989461259689343169785327384979981803138638999023737469326385067321198047205683606096020935733264057663092340147259384786950412359217485856995483958786130396900888935723121144616916510965863251085628803139604490662716036479900383965866506404416082861852638878777596494813175776362766809354902469852728370397705258284684307665339232325418380818057953099062641071400583222662563397396077565799692287985026816467423420596835236397950740874725881530736344525389434134201178470883778938705781682189312341085128978206958276807068498505660393459284416386049034996688217327530053977700704536681073319371855306691143955174267874407245895053664971836601403455082639501040272648308022762104850083676629157052128234247399568862490343570975153527275344991859365937700094157334834381086386902166927908272794982833485582601302726264003550156554301543901436202742835540903271139257583430970691277774071113369084551370682544090182434876569722590351733943029718552370258126604034038533944658626817867555441574497152701506149128338343234196465853988860544139648997364705308970116415510323736791728534145693004944599447800976502360735306959510750677342091153732752973219924784458105815367703745278617376832420305766169739320408233021920736692633298153772584896920999332970202326231305511120460058727759307192459260420491773402318358421325683593750,3.6135668698747647e-08,-1
77,86450840672889583516435564274523791519527984491749039670684843195020301559783385208890585477345482108771353603990972447095508047309026774934444129226111961194569755013840864872754277707877345560504897062076928424743205173278411812418007174218181401292065978200900793362420545140143368486349482231544168338351952489642873744920631331297650396104250964965429317593837298677343179600426086488513109957568835202211130458701374238574232367306569413949634455095091390934847395712195189667085914621193292854833408275144963213045470365706834051352173746274014984975584498947271225254077102184022310900743566426921352514700482420194897649475640121404583329282715547388820210840855458717494676277998629610294119177471465493966224833985706816301180750216852781786294319487925634068662511892323359958509292179005076582340929979937042284119320222710226345810480613386485000945763176418991291438156307379354654758677804878883862037564110398928717678007680727057444699390365225491624887724400685706560641865291656089954545287279649041101723630856233203940699582820612845473316642372205319925838302485055835585677600540739825017044297737612664810620649221761818204196002940603282958582561621384882503419082913989400267930655340403299142344009156549465323366752441990959801823592972964652886707717891593269983076360458932304615272574124013072994863283087021453772071467457820459786015476644309817713575624141064555617983945573916789425610121191019280662551472475098473453445382303236383647822282157979433869237522540648960309538388754475448310075512079713003497035243750705865020528780765198630653349047100482999717497819391847417175093742917914819558676471402350599736685380407483377050822704481797177174743706846777957143091659766119691,3476919730660640514341362089448872345101420868536048688559038188311471365680046426864050837886993642268977452663753709474420362309234345598190725294530191098720507628885489916180693869577188783567594020323963342789054064219903485897642645098272209932353558804348219683417183928300945746520985021392555462112233105768346789755082263809563236650342316044871752550809646604787350010587546068507114216345417626407929180381251105619200085381937498211367080568802227047230358378149655091581228951214626950458162783266715740050651649214961284974815814669388038684803797267646566998271720304573185975782549569721255538135770901395486503425364492660734279954176504400390013789085041117391957875583831959734468873211501318829867399879981643687247834281614122217957961900073528198658224828999997049497808876979342780817674584692439791039872362025730919339415524827727232782282702136418666528948345190743726277007772713906904625623088812392995413878287693376717380704707883772993934210782223515119963599330027171725826236646703732545612352687484374062359105955500594778700757949003718151092475765959492954792016973660515831626826886772319376965915483458312002534677694858952180515479525581648143955982745586618615658261821052612008143704342459800091218369562108736171909935182518612871964499275955222342316528431553044288086850275420966442520462400338170489837528887333713005118613615368490996802957259369422591087377530639775805086988843476388331959916361524224289087382480600541222944619088705120119598404337479438361365469927388428388322642831743944291696786183465971842267134521948185238369712953535912505807951154208983355528136849488195382641029681544431742395852561539580199818683729717707222922790006975901633268222212791442871093750,2.4864203769370103e-08,-1
78,-9894836590062994126853360038830562498275833815017595790236634572952003873473706828510121071863673553729788258171618717661681008142697651997865383198631391361915407283841990906327799704448298519214934956735869839181772016012929904567235164960320454305612299842224468298934892403671154974526630788333460533489411748028773458077058670353077710584222372097612964791139175554736175426427957924313301565544482621560945263474736730721953243082164004797518595942681746558721686990365703854303635842403441977006901798207732096904799580687683526887320927376256784063633261413183628108347655092654060525313656833231416004206030566198288470240410234170126485532878781327587963710918622838087849847240126775576068730921913346861197526206730076612806830145784608529212408939948958983121577587724939217078094134175991045019544240149795939854236514836788231967590495366814576603864759235153364587117144332648074211896694749289545707847118851151751362444233842579737398460973236262746431303000399235577672706178597896845459735840201139965238950161910626817960903467396354423914629621188160190004081467595735119159062359363208852631895542514628027638069473571990693113082674646062604626007659570956023083893381963706163809432416809480994194544643955151591719426277357528137660430325585603217989656445463404498403887342938484675300440868962446345483689817536631770863590249891249130467394834316408376578897491466298842272957046480336445601109484827736673200368379667186019598987290620474157549735277050592216946888061772568042798772019660239970635226786239303567148058186561115081023918401567359106861356398312711229389596310839424038854109804429889035705342108085403734910009729476361354436786915795671308105812285329273351693365882300927765675553097693789578792947986656781528128663154771,120711559163825103801551783414005602158354698612124972614770592331040952462106805655290992567089976603003117711956652032274491667973545268339893639745617069702720606332595160845040247409433612956779087451352464869404288326247680405603375948101418571425889923239623766038773950995478705494202428220061725443118208302702384677388490115364068762736846962367067593675251798079945986494291756074597162182567453887226624823829269433050120416815697350806372930394344332000051628968466185152158953217392215781309495982986010486812947239183771854943064418235980649502300977421684120403366959763455206446490906239301009059605319478426468938538130884745307663561133216102431392557783742354203988487683401543572623519209771366229354443242298731757585460567452433993315530864377746176790119541750104238526771264477703581924785582821857380624327878992293595973281154088745410340120844319849694867966065904456052120730562433352008087925951818977881275544041245705323409165981521655340144658247734768564730654793197043548134349116580167093261729797311043085902756968260010867190914281742131844607055797559153956221893274339626836966792478425689302349113697417864634653772005149208849773030483271625007996026964398014706315241239155472652129007205342701948206646761771683267265519263473332896978452531023366712015425556289720305628966879512828751545416672058128454731417446673836509569049147751406051368562372786736854341462600589234420769112249753927335550040201558613032377810761094697286281965422576695938646448883529627863323342034186476586978995595847320536282900283299645102888152704740736753054591429905052718120594222445277558820863289148918633743488034910101065695116549212131820163129583483967281210933423411336526043457223982707824186955308067061619233584224275546148419380187988281250,-8.1970911970692883e-08,-1
79,4603856470218022097198380930151554544074789548961667244517450132066618192433720697329999043816735621138715436568030584737586679467808615820379202449719255833736453664985135307181297680212149276161082343126738696104483887177134806089761503754219987808289404984640774519894351311977473818451186461974184873410700930264626588661825392718580614933389186510427888946091225126224100051884327957374058207667781530583513252797053362556647675340585322570466351703195924687129096769788619089852904290556310023043888626676165865747118778782832165114791173133633660559592910164553950600247459695219280094630592244331068272195725684512204466733673471599055674224039761277955974349484672070067634900595500493474343130553874954168846493027194112434910518172400831092511576447868524425853412935165364124953005268096826665827512902829325281297245071430086742888120745245304780253057004905355990259309039385226117629639816710396951047476794502334568710660553528108718954110153836495863427684244264553675829757657801443774551616687985642882269230981320674693977603296672612108425457720822683538327898579077396773306135124702963606444416217746600422708668393176338733690383417275361442098498795089905008907500110103552819513023497894079270196239236052954043795858244640939275588520539789610305380110092914038395905811715684747722912221183411016168090213070237369979286222740800314688761372285848207664029337212916946210223655678461296994468426719158878960645691585936154025663986352163396434612122813864824333059303134446251727554682125478679981632049543012768645427030269564232027718642633543020242820633619471902768318568065374004095383356373162831195646790419173885904491648118820162070742339903558758041074210610667629374804257723341979072317789681459524519259915298459001118251732457611456387249958877585962983325124826485695517137,41647814297142716613760466294766390744061996771057077311929932531818855323298870062503213121266367182577312196958347079099076219718670374178536525950779529405315543988572271739059046614451790338520739832971766788505263278982163402619178397964374859816743433454408937257071113765980575927703728506491669143760621535712884066217699525546362589509672354567742641784670997096752332751815025157457222531131300442618699345016066005941630374643201358591594814281838497342088705664035734455527036017056727451390307007426527126926412304580586654303631341474256784724066176400292239473954907530768992823452819994326706433263379095836692621356318643489556141924005434700390733581578709831076395029392320544619451675322256980355051046772927095354408436688534939187217886672514049596273437527670310922103444142160781441975549560140308049820277728265139092168405672824573608156014994732083655826609743573415502509429371037769788907807510103434149513544434792421612836551907996387225856700650180213681952649491732793516454908309078043632106407473282859510866180772402087062733781480146869751681766829940530306788117348380584501028701353112118469126455789703731810237918262896205527313385646480078696989912322548141028408600912509835262243896568641370766049271220902441406388884233751379112491908714347709136521446622054381200340217133898653308171292432289246956497101090350036225848789443505744934848458480092073032048385072897907022306566930332866537613116349975687433921108953110692315502050357998461444556289307280396769866921739275776274264787681852514733337618286784758980087576682860066377870470986740558230110319992490451699172453754949173834761989333268178519995750266289039368473273340594741048380647324015135809553088187323012341986221951927340839856464956084623788101165007072590010096253955033773763716453686356544494628906250,1.1054257103076531e-07,-1
80,-3208389644643014098135378549627020814808810350445985816455177557940837182597965681542708684757298949174050511668669248804822741046999424916346328196579299213566982193801034870119262015115596305006010270399241001506445178988462439080789255466869720441125539347595387082512414990436051851233318950596146313760040898719106066317099344613859289598851544514595791552369547936464697386022739473343995059802304165045384184218820901041304482345920104944229923708047623223302244286506700828032584387875941307712340506011818954436567757642206676773370996299150835280575589000952380334914826737555305431669685803282724850092638337346532856836818377007710431048756842415665268696727119403877722472007837262288944484992488415447348253154375874653350944963943843707832046826735705417275339944902427854857069309456516361622382168357296021139549578368167410237912355472238690684128351573410754789307735000422235412917756184183432180675270416392837319070204519398808832914167570204283684428129978182705159493264800008024286377610454492069731481430367979872625744766094649331572118642407506439340677734479367742121056568939294838246018414966157415817715214508110729030516491870927093541093868261639017501629912437903624038101084418166723559100585669153656064291974585139963098939279484823378796463123726419834106738887455343480610304924851573608226620641275262408499873981918511302084618211066445942482960295824526338602335226699694472370820420968233587913123025078504585346476912940499210157701438674213394696840589295223591894959728658280341891156102406991956272935237630527284123198742317032730592298483405845106750810093139371361466402464281994769763696470496507741304507067164302407597287283304368712295247578330311765458023109932322971088922485648933333441584668894596564062039819688166166576615668745241176726895128056254819335896671876610196670689570826675674962512783754489,28686952098323359437386908776621116413126822921026336951182494038121674406077924635622498748483364888917944005631355271330782890821961381653666110785469615182079977356678465222005423689630430211244674351577305769913867949393979784799785423628849946611713141493097717564582875207967193985755220890541679054056215463248047172071273584480042634921614521921059126326824120061976345697609223713027055553127531237099161231602154562389247544705118717795201507912991470520773026750452219165266235724940658910461505785683020496767017708922349977767943992915714215858436868365690926446509138027752847281106101333287057056985210460505682481909914057828394896267869224600618336337558611507751054464742918163681335656776793885020982856652649498147609593227275133576534747637989960174223280366162987467667400013933035694658210199279780624391556869514740384859062011373639444560281458228951608508650956314873526924499499601837232435110329965382098945964167498068514050599356404991406521746135058818720445156330830027019851465140269443953467683609414769729061335361882993411268329103577557454159608482966843743654588378744580572087397780186272777282700436145911120366712139832921881429861575763835768968892847137869697834917899749252093400597124508521563585076324035116452738356597027997661806601559569007787335155396547330154254890412842431628926650781131007000548470955783954595623781801506243145890825137342831403870949729915708666689728774602828519179234002415845157297036038346012567583025960477394740182849066403036531672563577352967770619024556166171260406609205295802092200706621644078542873884755888959214487340301636467031341245272162085015887099497373855116677001237204657502507438930073846566775513548215993292041394213510436434774274379732180416786607841230976094034262515192955813465472965287714355524273564299391066833291865354387212755504776851012138649821281433105468750,-1.1184142650102351e-07,-1
