n,u_n_scientific,minus_log_abs,ratio_log_squared
0,0.5,,
1,-0.8333333333333333333333333,,
2,0.3666666666666666666666667,1.003302108863784831351293,2.088241887966593217661531
3,0.02522045855379188712522046,3.680099766461890474588894,3.049093114910387230165195
4,-0.08572604350382128159905938,2.456598608017577515693815,1.278272035377334963092151
5,0.0398798820543145513276935,3.221883291407553183760183,1.243830922932472400674989
6,-0.02678604178152198608223843,3.6198743561915738703521,1.127545510247128865099135
7,0.02337532541309626294764824,3.756074282488405459894272,0.9919473150009118867376877
8,-0.0124266098521866254712944,4.387915149823997854442331,1.014763387125360364986212
9,0.002445811191087416165327689,6.013378435584745438268377,1.245574301571174252509407
10,0.002307753288922823063034301,6.071480829930767862619578,1.145152302706724267700906
11,-0.00198661749842066958092796,6.221321835996365430828877,1.081987504841128921335009
12,-0.0003472474780811034674896185,7.965472838901611748291121,1.290005032401110680725814
13,0.001247669080599213435436727,6.686478203972241562914279,1.016341931330818584387613
14,-0.0004936133491338276115839715,7.613758041302348547158049,1.093204527712301577341543
15,-0.000308651000719654209944044,8.083299366882244074253212,1.102237649923026510610003
16,0.0005325931010855361544125387,7.537752837943709992711517,0.9805528089614392498247213
17,-0.0005661026317959963154538064,7.47673516793759570235643,0.9314369034632911088762667
18,0.0005568792306039451028661836,7.493162162723936344811719,0.8969282880428659446835017
19,-0.0004025470225829931625535629,7.817698641636165264171534,0.9017243726728755095553484
20,0.0002205987037343305438110567,8.419165327253112980999907,0.9381300372054940797831504
21,-0.0001278353565896264844239264,8.964767398652071773761009,0.9671652133322939774200749
22,0.00006414360570934036696202922,9.654386149043910357308404,1.010449761531679597069834
23,0.000003062010704432170826075349,12.69643876483934379037253,1.291427156005550727307279
24,-0.00003292413550223883889604759,10.32130456725552876747922,1.02190869760245004635727
25,0.00002067657821460351387946483,10.78650898552511096872749,1.041052096957224091820698
26,-0.0000002955145938753490355486859,15.03454761426274008353844,1.416323522514809129747376
27,-0.000006873749119908401319509767,11.88780087716099771818431,1.094384938398490578009724
28,0.00001059382636974678701135818,11.45523914446588518921147,1.031670148581348097303774
29,-0.00002779408429737968487905625,10.49068735497004827593749,0.9252123032458715700168046
30,0.00004941489370745627953964432,9.915258687156222796517491,0.8571175294087771118783631
31,-0.00005334322120438206403629367,9.838763651000401026347753,0.8343402261893904474540175
32,0.00003599342820107511732215555,10.23217418614257360333571,0.8518771983713381082437829
33,-0.00001247200922165502860836783,11.29202368682043922995204,0.9236402218757016790196517
34,-0.000001479856583311635315700275,13.42356537805147968720565,1.079479650843321450819048
35,0.00000228336858275196991589947,12.98985875677581729858737,1.027638062015533450908144
36,0.00000210474589618372102295588,13.07131581251853196307474,1.017887777804930057643121
37,-0.000003980339955617382177154417,12.43414332633139835752869,0.9536316090377153121544137
38,0.000002721646744563691184555105,12.81427344005412765074538,0.9684281601181994378839614
39,-0.0000005499721171070914000275493,14.41339825617391348561153,1.073888964006685779209498
40,-0.000001565134378817205691839461,13.3675388725994333527283,0.9823415838047256682258209
41,0.000003102971190840061891789297,12.68315045683373036630768,0.9196941661092476270653746
42,-0.00000358698255858586993418024,12.53819922182186031522561,0.8974977022022899401437831
43,0.000003148464267692695338327468,12.66859575807591744318208,0.8955206336975257581190635
44,-0.000002114765895289505751748893,13.06656643939876039060776,0.9124639131258517474368516
45,0.00000107109251457115125958525,13.74683138874365930598188,0.9486671462175829048899706
46,-0.000000743740020212715873612816,14.11157429837798693206559,0.9626891678400779048619261
47,0.0000008081385226459198016064012,14.02853235420107015214063,0.9463624058910874758207759
48,-0.0000003334787277365572608217466,14.91368675852295513159125,0.9951615138223425994418821
49,-0.0000003689461910250520375643137,14.81261502731955194844564,0.9779714536660754356649703
50,0.0000002276073061158885195474518,15.29564403452452806419945,0.9994589648721960391072485
51,0.0000005201064760436837297488881,14.46923228470926916145106,0.935959354966686954954165
52,-0.0000006195696015342906485360049,14.29424079104319070091256,0.9155740115465377672080542
53,-0.0000001977465056004855188616171,15.4362799012487831825012,0.9792594392793411977285696
54,0.00000102941746108024279135851,13.78651748748552495417266,0.8664230093877502624140354
55,-0.000001202406265499305168582537,13.63118578769345729478308,0.8488339305985783752236845
56,0.0000008164400176793213799835699,14.01831238996641077048714,0.8651433488900523114978327
57,-0.0000002795125863791681036056333,15.09021851359711362976569,0.9231601132230567128735927
58,-7.58053437820888620380178e-8,16.39509704833853964028365,0.9944138235815205775039417
59,0.0000001078436886168712858930447,16.04258298583407397952371,0.9648912738774515089196811
60,9.363035009691528008323572e-8,16.18391125284939158617932,0.9654164883166272451874045
61,-0.0000002891620114119240852281906,15.05627871278675779229664,0.8909418160969374164747805
62,0.0000003021917376120027396723276,15.01220412827570526368196,0.8813476288893405886433914
63,-0.00000015098401311258385709291,15.70609187916307064621884,0.9149766727065333731560155
64,-4.272681576871674740122778e-8,16.96843910987258136275849,0.9810439672047554802092973
65,0.0000002081134638516263931764967,15.38518240668907785588331,0.8829115027216785581176226
66,-0.0000003442454528754533353334515,14.8819109082107854227621,0.8478172124969898034958705
67,0.0000004350126597375151842472278,14.64789070343634414371848,0.8285268472256777531574573
68,-0.0000004310212042057279856799473,14.65710855035972580523535,0.8232367238689140845824898
69,0.000000335079299250682994473041,14.90889861895258270056973,0.8316144087833478530309687
70,-0.0000002187943831984518181773976,15.33513343766752332395512,0.8496054446264043004632176
71,0.0000001320583577540794618139183,15.84002190786173493352171,0.8717467568000808644214959
72,-7.251030822724650755058968e-8,16.43953710274796844030985,0.8988327594549884644174372
73,2.422600195406210498964104e-8,17.53583931969209517650894,0.9526183780868038063897484
74,2.323652734739512624943459e-8,17.57754034179929474328196,0.9488562917415424512153295
75,-5.453565944988729219295177e-8,16.72441104740653716151807,0.8971984854671169075159234
76,3.613566869874764769081114e-8,17.13598540681336525542946,0.9136633343374759891198293
77,2.486420376937010367781786e-8,17.5098366674372067646231,0.9279858815304461384374978
78,-8.197091197069288919171969e-8,16.31690138467918095395089,0.8596479218770763762947152
79,0.0000001105425710307653179503538,16.01786513198451661332033,0.8389798134435616723646148
80,-0.0000001118414265010235078402597,16.00618380370477556096177,0.8335617424532650125713147
81,8.73452714968876654926542e-8,16.25339693466629512291549,0.8416572211410894755324971
82,-5.09084108013759324794901e-8,16.79323768536350951451324,0.864776083269036500354066
83,2.805916121450994389518655e-8,17.38895065528802758578709,0.8905467074559696037220591
84,-2.302953995182516712729851e-8,17.58648809935219614498322,0.8958009842255803274177083
85,1.815556727104271899967018e-8,17.82428858657306553408233,0.9030831917415458646909628
86,-7.798287686931331695274123e-9,18.66936165466700946906692,0.9409386730607059945471064
87,3.311082344079003539188659e-9,19.52599070883884406821445,0.9790243892000197293063684
88,-6.263377365650539632854617e-9,18.88854628204080795094486,0.942234501201427025725972
89,4.276206895584316288913307e-9,19.27019945964443456275076,0.9564391873748967743717288
90,5.339085223800901634735892e-9,19.04821150505325123106334,0.9407319957464399878827923
91,-1.079772096526434140016709e-8,18.34393074681923940020939,0.9015167500620177044717572
92,6.741178098098226457549381e-9,18.81503113529383351010701,0.9202046775673858120430716
93,-1.18518499601946295941697e-9,20.55336695975960454870389,1.000433634917735853825628
94,6.558851365605514109433896e-10,21.145035439022153640479,1.024392960305010176529967
95,-3.066361019608868566834996e-9,19.60277431404551062921499,0.945268026623500618754371
96,4.810460981257533922135492e-9,19.15247291932163917748047,0.9193213001318305178333965
97,-4.522774429792212539207374e-9,19.2141402195068120687105,0.9181077068417707532464019
98,1.509931587269386697692769e-9,20.31120149359006090514212,0.9661912395424612374153749
99,3.132934209479825953082674e-9,19.58129582440532492297224,0.9273586820678208033488849
100,-5.58468050350000549095389e-9,19.00323861223884242542219,0.8960582708427488268417611
101,2.793300125398194923337048e-9,19.6960420994734644833888,0.9247255791803594309863095
102,3.340482877357577355443911e-9,19.51715046634846933094242,0.9124268187649085439152712
103,-6.939669689595294369462982e-9,18.78601165871956303713003,0.8745525271243763491343329
104,4.820053193934425101277545e-9,19.1504808728588190566846,0.8878143347811368391356466
105,-4.125963720482308109730436e-10,21.60855130823303368773271,0.997654793898262484521127
106,-1.3446568878210227101505e-9,20.42712695842846133386083,0.9392791237320131031917225
107,3.792440099934184328466963e-10,21.69284129217290905817439,0.9934744275232829791231921
108,2.873173408674703588582171e-10,21.97043379371580363669425,1.002193239296952461529352
109,-2.032211039105282762335479e-10,22.31672654778966921378153,1.013993601014694337333839
110,1.461224555973056984186169e-9,20.34399101580161494715841,0.9207710782346479605852386
111,-4.086430187520415444451501e-9,19.31559406280349523157634,0.8708691317251443432058689
112,5.177788770616600471517592e-9,19.07888775007282476184598,0.8569299895098424638185537
113,-2.616975882898827100820907e-9,19.76124642899347296192044,0.8842434885057829273334973
114,-2.324293927882164663700359e-9,19.87984953096170831840826,0.8862440052853878761123544
115,6.10812002013510227804975e-9,18.9136468001211416933515,0.8400695929325311721906262
116,-6.598315684095129789974697e-9,18.83645141986245990025938,0.8335959831951744348115704
117,5.354256734455752481572789e-9,19.04537394110105256081235,0.8398060458495640021262842
118,-5.234783890526501361916825e-9,19.0679402751328508005857,0.8378038807966791528026136
119,6.488620953734601630833843e-9,18.85321581667747839260269,0.8254465053918715442372507
120,-6.753679160009229762799313e-9,18.8131784198115153521043,0.8208165385373492044146673
121,4.426470901117643214203146e-9,19.23566320668926011130103,0.8363474750875346109741357
122,-6.202508731782647307379977e-10,21.20089708557324385429988,0.9186380615798756024315807
123,-2.396403582190496712816007e-9,19.84929673089828957148831,0.8571574623140811886910929
124,3.433584093909565726604488e-9,19.48966119598496847941655,0.8388020340331620681636251
125,-2.418716570502507460284118e-9,19.84002878022684237641673,0.8510426658611342692790484
126,-2.678995317009066619103983e-10,22.0404090874164421925347,0.9423157177716588865237292
127,3.443475795860544842790805e-9,19.48678446990401604478849,0.8304210827841587425361064
128,-5.388170127122088957688222e-9,19.03906000370708213135892,0.8087205901881721011909684
129,5.323692783571507211485553e-9,19.05109864214094110685308,0.8066423423462209109929977
130,-4.012136702155265240974998e-9,19.33394189410834467058783,0.8160228898606975925825365
131,2.784093078031116620716875e-9,19.69934366183228282531793,0.8288336214828000794128697
132,-2.309753550950368446032965e-9,19.88612500600454123323579,0.834088150262037556665934
133,2.230796473696252303987284e-9,19.92090715214944810219612,0.8329700401079906427726048
134,-1.919087391998207212281822e-9,20.07141608057309685553826,0.8366982526069504191637029
135,1.35468520323550947533295e-9,20.41969673194117855304006,0.8486382593863803686542893
136,-9.208695845509083546754318e-10,20.80570269170745212339533,0.8620845785174332965519194
137,7.122232932718761108341253e-10,21.06262963953731597981842,0.8701332273447001344406194
138,-4.759497423817148179745985e-10,21.46570885050312154210348,0.8841692129252734539060089
139,-2.416872389478627947073658e-11,24.44596171967828752409525,1.003980803793931419093779
140,7.502806750607846073554165e-10,21.01057374599167118414914,0.8603898507784584221798519
141,-1.340923135206703857718114e-9,20.42990755330032775904652,0.8342066277435958746196521
142,1.394263767467145463441734e-9,20.39089932624671172682488,0.8302408452033168222950792
143,-9.07797793025895093400153e-10,20.81999945703284922586787,0.8453165182899728232332416
144,3.227851892785175396931256e-10,21.85403406262217791994561,0.8848129448563712535787562
145,-8.501403535773198299479459e-11,23.18820475121367446606013,0.9362208605699176254945286
146,2.567915521308511700319662e-10,22.08275644134056659248639,0.8891310443736341793422542
147,-5.682289373080050513213814e-10,21.28849671977285700692426,0.8548080597561743971264615
148,7.211672366382860734322512e-10,21.05015005458543577304707,0.8429457008864113267875085
149,-5.818930687638715894134678e-10,21.26473441572392200152578,0.8492482901733082163221852
150,2.017140031896688353509716e-10,22.32417024754944405297725,0.8891801101236816170280496
151,2.239588715970683021982271e-10,22.21955868987335302379825,0.8826708419856847516337669
152,-4.846897749584675822131994e-10,21.44751206890842415937326,0.8497639761066067131257435
153,5.278567800518912155617933e-10,21.36219611891891640357797,0.844178544540270871054811
154,-4.400774589320270583109012e-10,21.54407036148266252263846,0.8491648921907722763807808
155,2.92753333641740816414324e-10,21.9516907261825393633583,0.8630119740225433394285061
156,-1.479175012045658027716506e-10,22.63436642187658771065139,0.8875858148531815604477685
157,1.12864763422580688206226e-10,22.90483079780488643609057,0.8959230922158592612535581
158,-2.12618343431963168629336e-10,22.27152237231298702908072,0.8689674861089078830293005
159,3.254440233359545669224413e-10,21.84583064038679885099565,0.8502377734401439610214089
160,-3.486969761640974174179752e-10,21.77681783402501448180017,0.8454590493847179556476106
161,2.906453422785983964257018e-10,21.95891734709934599622997,0.8504394763787237372170496
162,-1.806613400347318885649474e-10,22.43439688679424087334955,0.8667405336403348877530043
163,2.930741398231479079427275e-11,24.2531805949749020629962,0.9347455670568766640569058
164,1.348157136942905197724423e-10,22.72711235381172418689122,0.8738294069600914263487037
165,-2.728278677435915353394512e-10,22.0221800406913490750147,0.8447106378233347937689092
166,3.621827700594356152112649e-10,21.73887214184973099659228,0.8318736975125616635585446
167,-3.984073055915412413001876e-10,21.64354625305806602018094,0.8262831711118088101999034
168,3.911927727810569560920077e-10,21.6618206524245920835281,0.8250548463422208189399985
169,-3.461401297056087218522219e-10,21.7841774237116846940121,0.8277964976433901680947872
170,2.535596573538256430035676e-10,22.09542198585508877119157,0.8376958399388354977876589
171,-1.303459565138377526832324e-10,22.76082899625389721108559,0.8609556201038224246133119
172,3.703594086860081582353495e-11,24.01913229993650466524528,0.9064952561626066123702074
173,-3.55611500626295750255318e-12,26.36235245733109088774193,0.99269246974739883195315
174,-1.827547414478740035238277e-12,27.02804625862811067242039,1.015486811572801918777707
175,-4.132040995848020074332911e-12,26.21224964316954665035442,0.9826517612866629626358808
176,3.812351544193017309388651e-11,23.99018982098718496899764,0.8973694659145335144425321
177,-8.092972110774691464865685e-11,23.23743997851921559468379,0.8673105302450214988481303
178,9.177987250225932995437397e-11,23.11162809612975385501782,0.8607400368322756019109898
179,-8.13763119543988279907236e-11,23.23193689320229646169756,0.8633528373382112705989953
180,8.281152489779087688105524e-11,23.21445387463645962337215,0.8608530911501690545492261
181,-8.667384303653003266620249e-11,23.16886897274156007923539,0.8573323924341356391810412
182,6.939574080797915686046101e-11,23.39119562194205735521276,0.863727463946515219083126
183,-3.954098903935947293915736e-11,23.953683284858056578679,0.8826378088903124366544994
184,2.007182267413577093914067e-11,24.63170414139250224225618,0.90572537244614270227237
185,-1.918079555029440407849768e-11,24.67711156921591006178978,0.9055117969066978654489233
186,2.731916502811881904496999e-11,24.32343264435337184961101,0.8906932460221812730021836
187,-2.589170861571966798564838e-11,24.377098329143011147007,0.8908293840467579905262767
188,5.55922644840274924269427e-12,25.91556214533037013936475,0.9451223748795279605662014
189,1.723133517326258300208768e-11,24.78429157719757991408795,0.9020370928822431248940827
190,-1.56447158060745111414943e-11,24.88088790413251797072969,0.9037322100645197472348995
191,-8.105382417317882958632899e-12,25.53849277896467315812998,0.9257646828310363147824956
192,1.842016165524234525239682e-11,24.71757530906810835578998,0.8942275955196866867961862
