a_minus_1,a,lambda4_exact,first_asymptotic_term,difference
0.0001,1.0001,-0.00011999399999998033,-0.00012,6.0000000196778732e-09
0.00010633991999954366,1.0001063399199996,-0.0001276011190924766,-0.00012760790399945238,6.7849069757723937e-09
0.00011308178585509357,1.000113081785855,-0.00013569047053194684,-0.00013569814302611229,7.6724941654453434e-09
0.00012025108061236178,1.0001202510806124,-0.00014429262054159908,-0.00014430129673483413,8.6761932350490518e-09
0.00012787490292177228,1.0001278749029219,-0.00015344007231189835,-0.00015344988350612674,9.8111942283863902e-09
0.00013598206946650689,1.0001359820694664,-0.0001631673886859163,-0.00016317848335980825,1.1094673891946273e-08
0.00014460322388440731,1.0001446032238843,-0.00017351132260588152,-0.00017352386866128876,1.2546055407243462e-08
0.00015377095259543991,1.0001537709525954,-0.00018451095581106537,-0.00018452514311452788,1.4187303462511337e-08
0.00016351990797252702,1.0001635199079726,-0.00019620784631114486,-0.0001962238895670324,1.6043255887540847e-08
0.00017388693932131262,1.0001738869393213,-0.00020864618518520218,-0.00020866432718557513,1.8142000372952608e-08
0.00018491123216393907,1.0001849112321639,-0.00022187296329876524,-0.00022189347859672686,2.0515297961625455e-08
0.00019663445635330327,1.0001966344563533,-0.00023593814855872065,-0.0002359613476239639,2.3199065243248744e-08
0.00020910092357764027,1.0002091009235776,-0.00025089487437593411,-0.0002509211082931683,2.6233917234191016e-08
0.00022235775485076982,1.0002223577548508,-0.00026679964003895209,-0.00026682930582092376,2.9665781971677414e-08
0.00023645505862109005,1.0002364550586211,-0.00028371252374943297,-0.00028374607034530806,3.3546595875092941e-08
0.00025144612017254119,1.0002514461201726,-0.0003016974091174802,-0.00030173534420704944,3.793508956923897e-08
0.00026738760303343699,1.0002673876030335,-0.00032082222596359268,-0.00032086512364012438,4.2897676531697491e-08
0.00028433976315445428,1.0002843397631545,-0.00034115920632679029,-0.00034120771578534511,4.8509458554820816e-08
0.0003023666766653386,1.0003023666766653,-0.00036278515663650202,-0.0003628400119984063,5.4855361904281637e-08
0.00032153648207120027,1.0003215364820712,-0.00038578174706311127,-0.00038584377848544031,6.2031422329040381e-08
0.0003419216378038614,1.0003419216378038,-0.00041023581912483351,-0.00041030596536463369,7.0146239800181111e-08
0.00036359919610175602,1.0003635991961017,-0.00043623971270210853,-0.00043631903532210723,7.9322619998692737e-08
0.00038665109425359121,1.0003866510942536,-0.00046389161366983009,-0.00046398131310430944,8.9699434479347407e-08
0.00041116446430662906,1.0004111644643066,-0.0004932959234464707,-0.00049339735716795485,1.0143372148414733e-07
0.00043723196241022205,1.0004372319624102,-0.00052456365182974906,-0.00052467835489226639,1.1470306251733578e-07
0.00046495211903946489,1.0004649521190394,-0.00055781283457755103,-0.00055794254284735785,1.2970826980681586e-07
0.00049442971142275047,1.0004944297114227,-0.00059316897728132567,-0.0005933156537073005,1.4667642597482496e-07
0.00052577615958092751,1.0005257761595809,-0.00063076552717805266,-0.00063093139149711299,1.6586431906032931e-07
0.00055910994747503128,1.0005591099474751,-0.00067074437463942509,-0.00067093193697003752,1.8756233061243029e-07
0.0005945570708544394,1.0005945570708545,-0.00071325638619664704,-0.00071346848502532728,2.1209882868024246e-07
0.00063225151349824101,1.0006322515134982,-0.00075846197106002806,-0.00075870181619788919,2.3984513786113812e-07
0.00067233575364993351,1.00067233575365,-0.00080653168322184594,-0.00080680290437992015,2.7122115807420594e-07
0.0007149613025596689,1.0007149613025597,-0.00085764686135142399,-0.00085795356307160264,3.0670172017864799e-07
0.0007602892771696473,1.0007602892771696,-0.00091200030883271856,-0.00091234713260357676,3.4682377085819456e-07
0.00080849100910731163,1.0008084910091073,-0.0009697970164297007,-0.0009701892109287739,3.9219449907319792e-07
0.00085974869228821929,1.0008597486922881,-0.0010312549302211392,-0.0010316984307458632,4.4350052472402583e-07
0.00091425607157641527,1.0009142560715765,-0.0010966057676024719,-0.0010971072858916983,5.0151828922639745e-07
0.0009722191751053306,1.0009722191751054,-0.0011660958843195159,-0.0011666630101263968,5.6712580688090056e-07
0.0010338570930272328,1.0010338570930273,-0.001239987195681827,-0.0012406285116326793,6.4131595085229615e-07
0.0010994028056347672,1.0010994028056348,-0.0013185581552821715,-0.0013192833667617207,7.2521147954918153e-07
0.0011691040639847498,1.0011691040639847,-0.0014021047947540049,-0.0014029248767816998,8.2008202769486699e-07
0.0012432243263527979,1.0012432243263527,-0.0014909418283036993,-0.0014918691916233574,9.2736331965817195e-07
0.0013220437540584324,1.0013220437540584,-0.0015854038259727503,-0.0015864525048701189,1.0486788973686819e-06
0.0014058602704246992,1.0014058602704248,-0.0016858464598199405,-0.001687032324509639,1.1858646896984338e-06
0.0014949906868749949,1.0014949906868751,-0.0017926478274540927,-0.0017939888242499938,1.3409967959010938e-06
0.0015897719004234995,1.0015897719004234,-0.0019062098576040788,-0.0019077262805081993,1.5164229041205943e-06
0.0016905621670855724,1.0016905621670855,-0.002026959802684448,-0.0020286746005026869,1.714797818238873e-06
0.0017977424560213511,1.0017977424560214,-0.0021553518235906139,-0.0021572909472256214,1.9391236350074607e-06
0.0019117178895309381,1.0019117178895309,-0.002291868672262891,-0.0022940614674371255,2.1927951742344368e-06
0.0020329192743441639,1.0020329192743442,-0.0024370234778610163,-0.0024395031292129966,2.4796513519802742e-06
0.0021618047299928876,1.0021618047299929,-0.0025913616427151809,-0.0025941656759914649,2.8040332762839862e-06
0.0022988614204207899,1.0022988614204207,-0.002755462854566037,-0.0027586337045049478,3.1708499389107407e-06
0.0024446073953758411,1.0024446073953759,-0.0029299432219485198,-0.0029335288744510093,3.5856525024894996e-06
0.0025995935485455973,1.0025995935485457,-0.0031154575399493499,-0.0031195122582547167,4.054718305366873e-06
0.0027644056998366892,1.0027644056998366,-0.0033127016939513364,-0.0033172868398040271,4.5851458526906946e-06
0.0029396668096691603,1.0029396668096691,-0.003522415209369416,-0.0035276001716029923,5.1849622335763297e-06
0.0031260393336553223,1.0031260393336554,-0.003745383955796106,-0.0037512472003863864,5.8632445902803698e-06
0.0033242277265633411,1.0033242277265633,-0.0039824430144014553,-0.0039890732718760088,6.6302574745534873e-06
0.0035349811050301057,1.00353498110503,-0.004234479717868697,-0.004241977326036127,7.4976081674300171e-06
0.0037590960790879987,1.0037590960790881,-0.004502436872585786,-0.0045109152949055981,8.4784223198120651e-06
0.0039974197632081645,1.0039974197632082,-0.0047873161732883817,-0.0047969037158497969,9.5875425614152035e-06
0.0042508529782415098,1.0042508529782415,-0.0050901818208034097,-0.0051010235738898112,1.0841753086401548e-05
0.0045203536563602409,1.0045203536563603,-0.0054121643540197889,-0.0054244243876322889,1.2260033612499985e-05
0.0048069404618699312,1.00480694046187,-0.0057544647076890479,-0.0057683285542439169,1.3863846554868983e-05
0.0051116966415781792,1.0051116966415783,-0.0061183585081405808,-0.0061340359698938149,1.5677461753234138e-05
0.0054357741192735962,1.0054357741192737,-0.0065052006194620243,-0.0065229289431283149,1.7728323666290659e-05
0.0057803978497914469,1.0057803978497915,-0.0069164299531667183,-0.0069364774197497358,2.0047466583017481e-05
0.006146870449123573,1.0061468704491237,-0.0073535745548224543,-0.0073762445389482876,2.2669984125833244e-05
0.0065365771180735908,1.0065365771180736,-0.0078182569815427663,-0.0078438925416883087,2.5635560145542344e-05
0.0069509908780679402,1.0069509908780678,-0.008312199984656727,-0.0083411890536815286,2.8989069024801598e-05
0.0073916781389130326,1.0073916781389129,-0.0088372325122321998,-0.0088700137666956388,3.2781254463438991e-05
0.0078603046195438765,1.0078603046195438,-0.009395296046452381,-0.0094323655434526508,3.7069497000269749e-05
0.0083586416441433931,1.0083586416441435,-0.0099884512911163053,-0.010030369972972072,4.1918681855766457e-05
0.0088885728374306344,1.0088885728374306,-0.010618885224712927,-0.010666287404916762,4.7402180203834701e-05
0.0094521012444249049,1.0094521012444249,-0.011288918534631378,-0.011342521493309886,5.3602958678507923e-05
