function,N,m,degree,grid_level,max_abs_error,argmax,max_boundary_error,min_interpolant,max_interpolant
fabius,4,0,4,12,0.03996619882732571611176035109,0.09228515625,0.03996619882732571611176035109,-0.03936340411504109700520833333,1.039363404115041097005208333
