order,computed_moment,predicted_moment,relative_error
0,0.80887353596797062,0.80887353596797074,-1.110e-16
1,3.2354941438718821,3.2354941438718829,-2.220e-16
2,51.767906301950113,51.767906301950127,-2.220e-16
3,3313.1460033248095,3313.1460033248081,4.441e-16
4,848165.3768511517,848165.37685115088,8.882e-16
5,868521345.89557958,868521345.8955785,1.332e-15
6,3557463432788.293,3557463432788.2896,8.882e-16
7,58285480882803328,58285480882803336,-1.110e-16
