r,affine_scale,max_absolute_characteristic_error
0.2,1.4999999999999998,3.3306690738754696e-16
0.4,2.3333333333333335,3.3306690738754696e-16
0.7,5.666666666666666,3.3306690738754696e-16
0.9,19.000000000000004,4.440892098500626e-16
