q,k,numerical_real,numerical_imag,predicted_real,predicted_imag,absolute_error
0.5,1,7.558647541810629e-07,-7.470103559366616e-07,7.558647540977681e-07,-7.470103558980079e-07,9.182663408237209e-17
0.5,2,3.2482736838046023e-13,5.851288160856413e-13,3.2481234772341463e-13,5.851758987117823e-13,4.9420580959889516e-17
0.5,3,-4.116200110272906e-17,-1.4141664653673474e-17,-2.812365231991783e-19,-2.586743979161966e-19,4.317376901601708e-17
0.3333333333333333,1,8.65221691656985e-05,-5.893319552812182e-05,8.652216916572568e-05,-5.893319552813113e-05,2.873648725588461e-17
0.3333333333333333,2,1.2020744759978554e-08,5.644035391875376e-09,1.2020744794319668e-08,5.644035367178218e-09,4.2299666188775873e-17
0.3333333333333333,3,-1.82152839855491e-12,-6.031344591849826e-13,-1.8215003905829725e-12,-6.031503520739993e-13,3.220295659317824e-17
0.7,1,-2.0526904098493963e-12,2.143125190699824e-12,-2.0528316507848078e-12,2.143136455399521e-12,1.4168943254589055e-16
0.7,2,-3.48796909102275e-17,4.230310917063165e-17,2.274941828413444e-25,2.2004494698833985e-24,5.482832947659026e-17
0.7,3,7.828043343376378e-17,3.657703475620547e-17,-3.6943484631704427e-37,-5.303148499232627e-37,8.640431546013535e-17
