rank,exact_grouped_mean,limiting_mean_4_zeta_2,target_minus_mean,proved_mean_error_bound,proved_TV_bound_to_target_Poisson
4,5.36051765346311797378085177626,6.57973626739290574588966066658,1.2192186139297877721,2.2443054574234161539,6.7329163722702484618
8,6.34377106079070510942498421114,6.57973626739290574588966066658,0.23596520660220063646,0.29086198728207473355,0.87258596184622420065
12,6.54429862812080156620527691216,6.57973626739290574588966066658,0.035437639272104179684,0.037695713551756885468,0.1130871406552706564
16,6.57493257997012915328578937,6.57973626739290574588966066658,0.0048036874227765926039,0.0048853644763076923566,0.01465609342892307707
20,6.5791059415678506073303187948,6.57973626739290574588966066658,0.00063032582505513855934,0.00063314323612947692942,0.0018994297083884307883
24,6.57965430772961942316517117959,6.57973626739290574588966066658,0.000081959663286322724489,0.000082055363402380210053,0.00024616609020714063016
28,6.57972563625305173281423976472,6.57973626739290574588966066658,0.000010631139854013075421,0.000010634375096948475223,0.000031903125290845425669
32,6.57973488928710568571676786536,6.57973626739290574588966066658,1.3781058000601728928e-6,1.3782150125645223889e-6,4.1346450376935671667e-6
