delta,defect,leading_endpoint_term,ratio
0.25,0.00186946480000781532363955242029,0.00173611111111111110168750123795,1.07681172480450163226131546849
0.2,0.00055833732743532808530486949576,0.000541717809777727635523584924047,1.03067928976604924260851128371
0.15,0.000106205195288337825900158016175,0.000105314288461852928471696086084,1.00845950572801527115252386019
0.1,0.00000810084684889288835925333730955,0.00000809206623963068776081425003934,1.00108508865377272726817509678
0.075,0.00000109685028275103104046887585924,0.00000109661923461803206147979033435,1.00021069130077720760652856534
0.05,0.0000000511439387869402938672970737775,0.0000000511431110609915525261933541268,1.00001618450523579261735799283
