n,a_n_over_leading_asymptotic,n_times_ratio_minus_one,a_n_over_two_term_asymptotic
10,0.907817390152669252053399782905,-0.921826098473307479466002170952,1.00961180732747111516592465572
25,0.961218942324210864926579521827,-0.969526441894728376835511954326,1.00161416323611384712652941981
50,0.980230192459600830504299547402,-0.988490377019958474785022629881,1.00040338755028543187103963498
100,0.990017308750539159785707815763,-0.998269124946084021429218423741,1.00010085601246100866287531099
250,0.995983062047636425024126054654,-1.00423448809089374396848633649,1.00001613928882934441216630666
500,0.997987520864276354131140642574,-1.00623956786182293442967871317,1.0000040350766554244920662836
1000,0.998992754748869766414714039314,-1.0072452511302335852859606858,1.00000100880381051246696534065
