log_t,mgf_plus_ratio,mgf_minus_ratio,laplace_plus_ratio,laplace_minus_ratio
3,0.498641813879,0.512599568781,0.498641813879,0.512599568781
3.13966480447,0.487808440251,0.505299756358,0.487808440251,0.505299756358
3.27932960894,0.478461495747,0.498484978267,0.478461495747,0.498484978267
3.41899441341,0.470363855577,0.492100591265,0.470363855577,0.492100591265
3.55865921788,0.463313998496,0.486109975763,0.463313998496,0.486109975763
3.69832402235,0.457145365172,0.480483282309,0.457145365172,0.480483282309
3.83798882682,0.451725315866,0.475189690425,0.451725315866,0.475189690425
3.97765363128,0.446951979312,0.47019423642,0.446951979312,0.47019423642
4.11731843575,0.442748226304,0.465458991816,0.442748226304,0.465458991816
4.25698324022,0.439053405779,0.460947222013,0.439053405779,0.460947222013
4.39664804469,0.435814659505,0.456628620262,0.435814659505,0.456628620262
4.53631284916,0.43297991758,0.452483727868,0.43297991758,0.452483727868
4.67597765363,0.430493976909,0.448506068302,0.430493976909,0.448506068302
4.8156424581,0.428297911395,0.444701317741,0.428297911395,0.444701317741
4.95530726257,0.426331111131,0.44108387675,0.426331111131,0.44108387675
5.09497206704,0.424534785287,0.4376720771,0.424534785287,0.4376720771
5.23463687151,0.422855710665,0.434483494896,0.422855710665,0.434483494896
5.37430167598,0.421249237377,0.431531378267,0.421249237377,0.431531378267
5.51396648045,0.419681030109,0.428822445211,0.419681030109,0.428822445211
5.65363128492,0.41812760277,0.426355781244,0.41812760277,0.426355781244
5.79329608939,0.41657609319,0.424122473895,0.41657609319,0.424122473895
5.93296089385,0.415023669099,0.422105807999,0.415023669099,0.422105807999
6.07262569832,0.413476567545,0.420282049485,0.413476567545,0.420282049485
6.21229050279,0.41194848237,0.418621909765,0.41194848237,0.418621909765
6.35195530726,0.410458154039,0.417092683919,0.410458154039,0.417092683919
6.49162011173,0.409026451901,0.415660849251,0.409026451901,0.415660849251
6.6312849162,0.407673541829,0.414294706476,0.407673541829,0.414294706476
6.77094972067,0.406416643215,0.412966584861,0.406416643215,0.412966584861
6.91061452514,0.405268535018,0.411654300294,0.405268535018,0.411654300294
7.05027932961,0.404236686589,0.410341874467,0.404236686589,0.410341874467
7.18994413408,0.40332283245,0.4090197634,0.40332283245,0.4090197634
7.32960893855,0.402522916892,0.407684812415,0.402522916892,0.407684812415
7.46927374302,0.401827453183,0.40633991139,0.401827453183,0.40633991139
7.60893854749,0.401222375316,0.404993149007,0.401222375316,0.404993149007
7.74860335196,0.400690387236,0.403656369838,0.400690387236,0.403656369838
7.88826815642,0.400212667269,0.402343335935,0.400212667269,0.402343335935
8.02793296089,0.399770637714,0.401067900888,0.399770637714,0.401067900888
8.16759776536,0.399347460449,0.399842548173,0.399347460449,0.399842548173
8.30726256983,0.398929030504,0.398677418537,0.398929030504,0.398677418537
8.4469273743,0.398504458361,0.39757976266,0.398504458361,0.39757976266
8.58659217877,0.398066197375,0.396553715502,0.398066197375,0.396553715502
8.72625698324,0.397609953455,0.395600353725,0.397609953455,0.395600353725
