order,kappa_plus,kappa_minus,moment_plus,moment_minus
2,0.084737544342186356294435099469404,0.026373566768924754816676011641707,0.084737544342186356294435099469404,0.026373566768924754816676011641707
4,-0.0083353762826618845429617169662909,-0.00055351260622700434592717192259801,0.013205977980770112344509017514493,0.001533182466117792048957199948954
6,0.0039682691096950006794546432369948,0.000062973016785221038862313175199751,0.0025002866597235216846722348883765,0.00011916945070303800868744501052421
8,-0.0041666669150231575950262054757037,-0.000016339620924554823274448119067524,0.00052521127162769350654223773272186,0.000010835873856828200504996555933616
10,0.0075757575828130565428883329889941,0.0000074054255698931890350059724680505,0.00011805564930413578791158855545123,0.000001088223489893019250156138317454
12,-0.021092796093103033395063943238401,-0.0000051508656497861636164213027694303,0.000027868306801682987470104741163975,0.00000011713967587360234369117992513611
