x,u_plus,u_minus,up
-0.113125,0.995824479,2.01227543,0.984454764
-0.111875,1.00080967,2.01049361,0.991749956
-0.110625,1.00513262,2.00463686,0.998447573
-0.109375,1.00738347,1.99428707,1.00298842
-0.108125,1.00585698,1.98303324,1.00294716
-0.106875,1.00022231,1.9757096,0.996338236
-0.105625,0.993256092,1.97384321,0.983935086
-0.104375,0.989291235,1.9748805,0.970115972
-0.103125,0.990399899,1.97609957,0.960709572
-0.101875,0.995111226,1.97773045,0.95927507
-0.100625,1.00069106,1.98130942,0.965237447
-0.099375,1.00547892,1.98661689,0.975504261
-0.098125,1.00900774,1.99179894,0.987139547
-0.096875,1.01095048,1.99549759,0.998200434
-0.095625,1.0107409,1.99751696,1.00705349
-0.094375,1.0084165,1.99804083,1.01201578
-0.093125,1.0052876,1.99741641,1.0120333
-0.091875,1.00315258,1.99663992,1.00809072
-0.090625,1.00293553,1.9971292,1.00388982
-0.089375,1.00440368,1.99923967,1.00376302
-0.088125,1.00675663,2.0010495,1.00886547
-0.086875,1.00895572,1.99934092,1.01595618
-0.085625,1.01017611,1.99232154,1.02054647
-0.084375,1.01081595,1.98130274,1.02094246
-0.083125,1.01245853,1.96999886,1.01886193
-0.081875,1.01583499,1.96262945,1.01662017
-0.080625,1.01923811,1.96204266,1.01453857
-0.079375,1.01995718,1.96815923,1.01137425
-0.078125,1.01695597,1.97761603,1.00664865
-0.076875,1.01144035,1.98580944,1.00177268
-0.075625,1.00549336,1.99046958,0.998620961
-0.074375,1.0010333,1.99291188,0.997477919
-0.073125,0.999088249,1.99541084,0.997124593
-0.071875,0.998684599,1.99834354,0.996708119
-0.070625,0.996970385,2.00043474,0.996230456
-0.069375,0.991900527,2.00055805,0.995048571
-0.068125,0.984761772,1.99835889,0.991724429
-0.066875,0.979141042,1.99421592,0.986475675
-0.065625,0.977570744,1.98951462,0.982598035
-0.064375,0.979664762,1.98615771,0.983863859
-0.063125,0.983048075,1.98531318,0.990583905
-0.061875,0.985469746,1.98751959,0.998964309
-0.060625,0.986288686,1.99404997,1.00428359
-0.059375,0.986484835,2.00651041,1.00435845
-0.058125,0.98730934,2.02394614,1.00023969
-0.056875,0.988975609,2.04133656,0.994487026
-0.055625,0.990726494,2.0524953,0.989376117
-0.054375,0.991782651,2.05442709,0.986274369
-0.053125,0.991827057,2.04835454,0.985619666
-0.051875,0.991156281,2.03742453,0.987189294
-0.050625,0.991068272,2.02481912,0.990621379
-0.049375,0.993474429,2.01362728,0.995389801
-0.048125,0.998776488,2.00684801,1.00014235
-0.046875,1.0044397,2.00651637,1.00314306
-0.045625,1.00717158,2.0125162,1.00411454
-0.044375,1.006386,2.02194843,1.00486039
-0.043125,1.00403542,2.029779,1.00769661
-0.041875,1.00132899,2.03128195,1.01375191
-0.040625,0.997435717,2.02536082,1.02248265
-0.039375,0.991663886,2.01591457,1.03188872
-0.038125,0.985645518,2.00869432,1.03908826
-0.036875,0.982752534,2.00574936,1.04142322
-0.035625,0.985442357,2.00398253,1.03768855
-0.034375,0.993156125,2.00003561,1.02895789
-0.033125,1.00254378,1.99510081,1.01851399
-0.031875,1.00959146,1.99326566,1.01035953
-0.030625,1.01177061,1.99584373,1.00665099
-0.029375,1.00915086,1.99949843,1.00614246
-0.028125,1.00448883,2.00082903,1.00542617
-0.026875,1.0020221,2.0009624,1.0020406
-0.025625,1.00455827,2.00363608,0.996568682
-0.024375,1.01073863,2.00981267,0.99199353
-0.023125,1.0158522,2.01651785,0.990896497
-0.021875,1.01610845,2.02037665,0.993126653
-0.020625,1.0116725,2.02031418,0.996229731
-0.019375,1.00516532,2.01763325,0.997865739
-0.018125,0.998341335,2.01543348,0.997508678
-0.016875,0.991494225,2.01696518,0.99647311
-0.015625,0.985467075,2.02264528,0.996916903
-0.014375,0.982327531,2.02911726,1.00037988
-0.013125,0.983151574,2.03221429,1.00648922
-0.011875,0.986308753,2.03029799,1.01303413
-0.010625,0.989459051,2.02439917,1.01760106
-0.009375,0.99274642,2.01621953,1.0193006
-0.008125,0.998324966,2.00688138,1.01890303
-0.006875,1.00684394,1.99731807,1.01739484
-0.005625,1.0157703,1.98924953,1.01485372
-0.004375,1.02148299,1.98542998,1.01091705
-0.003125,1.0223757,1.98804011,1.00582831
-0.001875,1.01975271,1.9959635,1.00042346
-0.000625,1.01658038,2.00431913,0.995073892
0.000625,1.01582159,2.00802236,0.989382658
0.001875,1.0186856,2.00579363,0.983359911
0.003125,1.02280789,2.00008324,0.978382223
0.004375,1.02304114,1.99391559,0.976246478
0.005625,1.016081,1.9888746,0.977236095
0.006875,1.00406127,1.98518921,0.979735439
0.008125,0.992516365,1.98226962,0.982154245
0.009375,0.985530371,1.97964806,0.984650115
0.010625,0.983649466,1.97844282,0.988349576
0.011875,0.985608536,1.98106291,0.99329591
0.013125,0.990653894,1.9881547,0.99793404
0.014375,0.99851757,1.99579452,1.00075591
0.015625,1.00771235,1.99729055,1.00227105
0.016875,1.01531327,1.98941782,1.00512116
0.018125,1.01886453,1.97650602,1.01171155
0.019375,1.01776206,1.96687019,1.02140746
0.020625,1.01285901,1.96563239,1.03022892
0.021875,1.00595932,1.97185518,1.0334489
0.023125,0.999824839,1.9815754,1.02866246
0.024375,0.997214985,1.99205496,1.01712877
0.025625,0.998732825,2.00288472,1.00331914
0.026875,1.00195218,2.01361016,0.9931149
0.028125,1.00352342,2.02145096,0.990626558
0.029375,1.0020364,2.02276742,0.995067809
0.030625,0.998426821,2.01707518,1.00094124
0.031875,0.994409633,2.0081531,1.00244342
0.033125,0.991490827,2.00067648,0.998355903
0.034375,0.990968801,1.99677884,0.99267925
0.035625,0.993441236,1.99539745,0.99059866
0.036875,0.997722323,1.99348806,0.993899307
0.038125,1.0009771,1.98813491,1.00009958
0.039375,1.00097416,1.97876271,1.00573936
0.040625,0.998265903,1.96792697,1.0099653
0.041875,0.995686378,1.95980501,1.01457637
0.043125,0.995953402,1.95742492,1.02128318
0.044375,0.99987677,1.96102624,1.02957671
0.045625,1.00576834,1.96895331,1.03675654
0.046875,1.01009462,1.97975026,1.03963591
0.048125,1.00999474,1.99287795,1.03696018
0.049375,1.00573315,2.00712682,1.03045213
0.050625,0.999885056,2.01890186,1.0229557
0.051875,0.99450472,2.02355939,1.01599429
0.053125,0.990194506,2.01949888,1.01024487
0.054375,0.98730209,2.01058558,1.00706095
0.055625,0.986768706,2.00390348,1.0071047
0.056875,0.989856679,2.00460311,1.00814437
0.058125,0.997014868,2.01174055,1.0069752
0.059375,1.00668871,2.01885994,1.00339131
0.060625,1.0159529,2.02001891,0.999660799
0.061875,1.02282826,2.015545,0.996308033
0.063125,1.02730599,2.01091413,0.991502442
0.064375,1.02997243,2.01035717,0.985026052
0.065625,1.0304363,2.01300269,0.980146148
0.066875,1.02716233,2.0150137,0.980431821
0.068125,1.018624,2.01340211,0.986094019
0.069375,1.00535905,2.00717311,0.993913897
0.070625,0.991255831,1.99711322,0.999808797
0.071875,0.981956238,1.98656921,1.00144956
0.073125,0.981139461,1.98096096,0.99955103
0.074375,0.988045548,1.98367468,0.997256796
0.075625,0.99803731,1.99237545,0.997910244
0.076875,1.00528909,2.0012985,1.00276188
0.078125,1.00596646,2.0069305,1.01048695
0.079375,1.000207,2.00959443,1.01852647
0.080625,0.991520365,2.0104545,1.02474464
0.081875,0.984343185,2.00978611,1.02817445
0.083125,0.982089904,2.00806262,1.0285117
0.084375,0.986413273,2.00572301,1.02518811
0.085625,0.996564306,2.00158442,1.01770604
0.086875,1.00908242,1.99423049,1.00724861
0.088125,1.01949506,1.98563081,0.996996573
0.089375,1.02529406,1.98104366,0.989871827
0.090625,1.02693621,1.98412823,0.98651654
0.091875,1.02613328,1.99299607,0.985896682
0.093125,1.02417735,2.00139722,0.986936224
0.094375,1.02184291,2.00365038,0.989129651
0.095625,1.01963466,1.99916803,0.992371307
0.096875,1.01775379,1.99283426,0.996643765
0.098125,1.01637709,1.99030888,1.00151859
0.099375,1.01579307,1.99223416,1.0059018
0.100625,1.01575371,1.99315416,1.00846266
0.101875,1.01538821,1.98676205,1.00818127
0.103125,1.01445692,1.97260211,1.00427558
0.104375,1.01402733,1.95724876,0.996133012
0.105625,1.01515709,1.94843987,0.984231957
0.106875,1.01733573,1.94813556,0.971241927
0.108125,1.01888707,1.9518425,0.961495035
0.109375,1.01874483,1.95450014,0.958726244
0.110625,1.01723614,1.95552607,0.963832274
0.111875,1.01506546,1.95756765,0.97443795
0.113125,1.01209262,1.96197248,0.986637614
0.114375,1.00754083,1.96648484,0.997123165
0.115625,1.00127628,1.96664542,1.00384249
0.116875,0.994521738,1.95929141,1.00603559
0.118125,0.989217795,1.94575089,1.00477904
0.119375,0.986750644,1.93202433,1.00284943
0.120625,0.987041456,1.92460736,1.00277416
0.121875,0.988409199,1.92481554,1.00473206
0.123125,0.988433657,1.92745053,1.00665507
0.124375,0.985728985,1.92602403,1.00649088
0.125625,0.981361499,1.9190282,1.00421143
0.126875,0.978401203,1.91028978,1.00154929
0.128125,0.979714718,1.90375171,1.00008709
0.129375,0.985972255,1.89932556,1.00006424
0.130625,0.995543554,1.89413495,1.00074172
0.131875,1.00567514,1.88683885,1.00122105
0.133125,1.01345806,1.87936478,1.00080946
0.134375,1.01659765,1.87415258,0.998980501
0.135625,1.01451168,1.87106346,0.995290188
0.136875,1.00870559,1.86762265,0.989880164
0.138125,1.00164498,1.86139039,0.984199294
0.139375,0.995380344,1.85187238,0.980435564
0.140625,0.991139128,1.84117455,0.979537905
0.141875,0.989403075,1.83304896,0.980089088
0.143125,0.989838215,1.83032577,0.979724196
0.144375,0.991488361,1.83244683,0.977657406
0.145625,0.993574323,1.83569862,0.975543991
0.146875,0.995983805,1.83609327,0.975779041
0.148125,0.998731421,1.83155791,0.979179648
0.149375,1.00145475,1.82167998,0.984763209
0.150625,1.00388292,1.80711618,0.991740809
0.151875,1.00599606,1.78997551,1.00053149
0.153125,1.00730703,1.77312205,1.01093316
0.154375,1.00694506,1.75834609,1.02018738
0.155625,1.0050296,1.74644656,1.02402426
0.156875,1.00324239,1.73875462,1.01980565
0.158125,1.00338193,1.73642511,1.00863336
0.159375,1.00539134,1.73790213,0.99471992
0.160625,1.00722111,1.73869742,0.982721991
0.161875,1.00683162,1.73453389,0.97535525
0.163125,1.00412747,1.7245784,0.973151095
0.164375,1.00068798,1.71173002,0.975602114
0.165625,0.997906465,1.69986163,0.981599471
0.166875,0.996020847,1.69039155,0.988896625
0.168125,0.994991816,1.68119648,0.994435266
0.169375,0.995166108,1.66895939,0.996101319
0.170625,0.996099888,1.65236777,0.994135365
0.171875,0.995706824,1.63280392,0.990680392
0.173125,0.992176216,1.61242457,0.988167414
0.174375,0.986429456,1.5922452,0.987804583
0.175625,0.981680522,1.57247487,0.988801486
0.176875,0.980707066,1.55448189,0.988873668
0.178125,0.983849813,1.5415373,0.98640565
0.179375,0.98895848,1.53658797,0.982635721
0.180625,0.993022695,1.53913628,0.980964879
0.181875,0.994667442,1.54462349,0.98349346
0.183125,0.995309995,1.54686778,0.988941723
0.184375,0.997177014,1.54172662,0.994586587
0.185625,1.00029525,1.52956156,0.999011756
0.186875,1.00224134,1.51436974,1.00150508
0.188125,1.00088051,1.50006165,0.999883882
0.189375,0.996745293,1.48776941,0.991741915
0.190625,0.992515937,1.47663832,0.978643235
0.191875,0.990347306,1.46612629,0.966970292
0.193125,0.99014722,1.45664313,0.962934258
0.194375,0.990693112,1.44821202,0.967171568
0.195625,0.991671012,1.43984286,0.974997409
0.196875,0.993436399,1.43071808,0.981404145
0.198125,0.995168063,1.42119327,0.984986564
0.199375,0.994994778,1.41201911,0.987370857
0.200625,0.992355037,1.40347105,0.99011893
0.201875,0.988963021,1.39562109,0.992720496
0.203125,0.986939237,1.38817846,0.993159542
0.204375,0.986757576,1.37958659,0.990088954
0.205625,0.98728926,1.36775417,0.984297321
0.206875,0.987398422,1.35214759,0.977816122
0.208125,0.987085686,1.33408064,0.971836697
0.209375,0.987112666,1.31490639,0.966151144
0.210625,0.987944261,1.2952537,0.960402202
0.211875,0.989275966,1.27645525,0.954857174
0.213125,0.990508912,1.261497,0.949939072
0.214375,0.991566585,1.25309434,0.945845554
0.215625,0.993180532,1.25062498,0.942746591
0.216875,0.996189773,1.24964976,0.940709182
0.218125,1.00046383,1.24527787,0.939459684
0.219375,1.00472384,1.23627795,0.938897833
0.220625,1.0076856,1.2254187,0.9399407
0.221875,1.0092149,1.2156649,0.944180526
0.223125,1.00989923,1.20706222,0.952105892
0.224375,1.00992795,1.19785567,0.961769144
0.225625,1.00910486,1.18759154,0.969788763
0.226875,1.00727967,1.17810575,0.973990481
0.228125,1.0040503,1.17179072,0.974902817
0.229375,0.999171481,1.16944644,0.974429491
0.230625,0.993931511,1.16954197,0.973306609
0.231875,0.991077145,1.16892646,0.970474285
0.233125,0.992855918,1.16446794,0.965141805
0.234375,0.999602335,1.15475458,0.958762737
0.235625,1.00982818,1.14081513,0.954150721
0.236875,1.02073006,1.12546927,0.952695211
0.238125,1.02882178,1.11189109,0.952970329
0.239375,1.03125131,1.10219143,0.952134471
0.240625,1.02742545,1.09660317,0.948394869
0.241875,1.01956588,1.0934883,0.942379433
0.243125,1.0111928,1.08977478,0.936556579
0.244375,1.00452203,1.08184768,0.933345959
0.245625,0.999359566,1.06729817,0.933536012
0.246875,0.994654872,1.0467962,0.935996195
0.248125,0.990566654,1.0242766,0.938316155
0.249375,0.988448923,1.00501909,0.937969322
0.250625,0.989404334,0.992779177,0.933826781
0.251875,0.993678172,0.987468622,0.92715315
0.253125,1.00101825,0.985152409,0.921120016
0.254375,1.01072364,0.981034438,0.918854395
0.255625,1.02116309,0.972887181,0.921300775
0.256875,1.0296253,0.96129635,0.926430515
0.258125,1.0329617,0.947257813,0.930489704
0.259375,1.02921042,0.930677823,0.930522919
0.260625,1.01970842,0.911294081,0.926076757
0.261875,1.00921858,0.890461774,0.919058059
0.263125,1.00233871,0.871364079,0.912411147
0.264375,0.999817603,0.856687243,0.908434768
0.265625,0.99945,0.84626157,0.907317154
0.266875,0.999508542,0.837850269,0.907045117
0.268125,0.999420378,0.829776002,0.905188242
0.269375,0.998168775,0.821960195,0.901000842
0.270625,0.994663518,0.815006502,0.895793275
0.271875,0.989659321,0.80934621,0.891533914
0.273125,0.985576037,0.805221067,0.888988706
0.274375,0.984282347,0.802661819,0.886990408
0.275625,0.985894912,0.80086742,0.88390534
0.276875,0.989578065,0.797772707,0.879605704
0.278125,0.994616006,0.791094175,0.875362495
0.279375,1.00021026,0.780274924,0.872198112
0.280625,1.00472961,0.767010069,0.870256911
0.281875,1.00662716,0.753443455,0.869692876
0.283125,1.00665535,0.740109738,0.871224685
0.284375,1.00784764,0.726106852,0.875270642
0.285625,1.01232562,0.711319815,0.880964122
0.286875,1.0189832,0.697778883,0.886727068
0.288125,1.02482483,0.688037482,0.891781286
0.289375,1.02773092,0.682201495,0.896634137
0.290625,1.02779082,0.677253225,0.90162146
0.291875,1.02694845,0.669539419,0.905090718
0.293125,1.02712172,0.657643598,0.904041511
0.294375,1.02763866,0.643216452,0.897360906
0.295625,1.02520113,0.629516479,0.887789102
0.296875,1.01761633,0.618860779,0.880092028
0.298125,1.00706995,0.611187669,0.877560566
0.299375,0.998707527,0.604953911,0.879836749
0.300625,0.996253687,0.598763934,0.883304032
0.301875,0.999353684,0.591850102,0.883883473
0.303125,1.00437657,0.583861133,0.880122973
0.304375,1.0072252,0.574936694,0.87352714
0.305625,1.00608717,0.565778126,0.866321761
0.306875,1.00228202,0.557109555,0.860013863
0.308125,0.998492937,0.54881438,0.85578202
0.309375,0.996253401,0.539643638,0.854380594
0.310625,0.995604319,0.528145546,0.854992144
0.311875,0.996665586,0.513989176,0.855441551
0.313125,1.00003295,0.49817268,0.854297983
0.314375,1.00543363,0.482139967,0.852281966
0.315625,1.01105386,0.467117271,0.851350928
0.316875,1.01463541,0.454095076,0.853092785
0.318125,1.01493667,0.443758378,0.858019302
0.319375,1.0123047,0.436064158,0.865122123
0.320625,1.0082876,0.429963128,0.871617642
0.321875,1.00446472,0.423714382,0.874390758
0.323125,1.00131737,0.415856053,0.872244285
0.324375,0.998622544,0.406247051,0.86603212
0.325625,0.996908241,0.396016401,0.857179549
0.326875,0.997719477,0.386069228,0.847440539
0.328125,1.00222255,0.375831592,0.839399719
0.329375,1.00986774,0.36392127,0.835350761
0.330625,1.0184169,0.350002525,0.835354598
0.331875,1.02490185,0.335742111,0.837238471
0.333125,1.02703925,0.323908063,0.83874654
0.334375,1.02465715,0.316415674,0.839424961
0.335625,1.01968551,0.312765008,0.840451052
0.336875,1.01448145,0.310050709,0.842885656
0.338125,1.01056747,0.304818008,0.846027806
0.339375,1.00852817,0.295560671,0.847203411
0.340625,1.00789322,0.283538822,0.843395118
0.341875,1.00719328,0.271102036,0.8337537
0.343125,1.0051068,0.259691918,0.820784444
0.344375,1.00163177,0.249490863,0.808708199
0.345625,0.997950098,0.240057084,0.800259817
0.346875,0.995569511,0.230805949,0.794933044
0.348125,0.995596812,0.221381205,0.79041442
0.349375,0.998001439,0.211879396,0.785548907
0.350625,1.00139029,0.202487422,0.781497186
0.351875,1.00414933,0.192925443,0.779994746
0.353125,1.00592134,0.182644112,0.780937874
0.354375,1.00720563,0.171743523,0.782065313
0.355625,1.00739626,0.16135985,0.780837071
0.356875,1.00434602,0.152787168,0.776432698
0.358125,0.996750286,0.146199863,0.770385041
0.359375,0.986313807,0.140454675,0.765526537
0.360625,0.976984094,0.134222961,0.763663165
0.361875,0.972578958,0.127215331,0.763770975
0.363125,0.974993252,0.120253762,0.762978178
0.364375,0.983080794,0.114214506,0.759657175
0.365625,0.992546466,0.109067046,0.754953861
0.366875,0.998148085,0.104019481,0.750920501
0.368125,0.997392091,0.0984519992,0.748109695
0.369375,0.992093936,0.0924674191,0.745962332
0.370625,0.986326974,0.0864999335,0.744920727
0.371875,0.983349801,0.0806219154,0.746438284
0.373125,0.984255685,0.0745087124,0.750389875
0.374375,0.988425172,0.0681106044,0.753976222
0.375625,0.994408238,0.0620761046,0.754383408
0.376875,1.0005006,0.0571896416,0.751847317
0.378125,1.00523775,0.0534191996,0.749140923
0.379375,1.00829471,0.0498061616,0.748174928
0.380625,1.01100471,0.0453826555,0.74758723
0.381875,1.01514427,0.0400608906,0.744307441
0.383125,1.02079207,0.0345554579,0.737660503
0.384375,1.02580182,0.0295904582,0.730955815
0.385625,1.02774402,0.0253504374,0.728211251
0.386875,1.02630558,0.0216405763,0.73016006
0.388125,1.02328141,0.0183555165,0.734353298
0.389375,1.01991301,0.0156207588,0.738148406
0.390625,1.01524824,0.0135139934,0.740195885
0.391875,1.00811069,0.0118343438,0.739770457
0.393125,0.999692037,0.0102648908,0.736629924
0.394375,0.992728473,0.00867224907,0.731832017
0.395625,0.988673289,0.00712852145,0.727385358
0.396875,0.98710202,0.00570447057,0.724561205
0.398125,0.987452912,0.00437609729,0.722957828
0.399375,0.989859366,0.00312958619,0.720959678
0.400625,0.993679654,0.00204058477,0.716847352
0.401875,0.996257944,0.00120697632,0.710247237
0.403125,0.994591605,0.000650449286,0.702583839
0.404375,0.98831896,0.00031789809,0.695245778
0.405625,0.980158034,0.000137298138,0.687545149
0.406875,0.973336322,5.04439981e-05,0.677739618
0.408125,0.969383474,1.52563757e-05,0.666089615
0.409375,0.968456105,3.65260714e-06,0.655697608
0.410625,0.970787296,6.98158433e-07,0.649677466
0.411875,0.976946592,1.07066063e-07,0.648042516
0.413125,0.986811814,0,0.647972859
0.414375,0.998928457,0,0.647037731
0.415625,1.01107512,0,0.645674034
0.416875,1.02126304,0,0.646345742
0.418125,1.02808175,0,0.650657426
0.419375,1.03051249,0,0.657360855
0.420625,1.028248,0,0.662755272
0.421875,1.02267958,0,0.663128425
0.423125,1.01670957,0,0.657641498
0.424375,1.01258069,0,0.649249415
0.425625,1.01011045,0,0.642404778
0.426875,1.00747951,0,0.639583752
0.428125,1.00310779,0,0.640025478
0.429375,0.996248556,0,0.641322365
0.430625,0.986847038,0,0.641478182
0.431875,0.975957347,0,0.639714609
0.433125,0.965743176,0,0.636330088
0.434375,0.958298102,0,0.63233633
0.435625,0.954698923,0,0.628940563
0.436875,0.95503138,0,0.626879845
0.438125,0.958283679,0,0.62594504
0.439375,0.962074705,0,0.625107507
0.440625,0.96359621,0,0.623225403
0.441875,0.961449152,0,0.619578477
0.443125,0.956039576,0,0.613862874
0.444375,0.948214664,0,0.606450274
0.445625,0.938340452,0,0.599257749
0.446875,0.926639357,0,0.59551568
0.448125,0.913496763,0,0.597132081
0.449375,0.899474209,0,0.602246454
0.450625,0.885473981,0,0.606633833
0.451875,0.872549008,0,0.607705478
0.453125,0.861032814,0,0.605991402
0.454375,0.850189328,0,0.602854579
0.455625,0.839233208,0,0.598476757
0.456875,0.828606442,0,0.5924296
0.458125,0.819819666,0,0.584733602
0.459375,0.813856489,0,0.575903929
0.460625,0.809818074,0,0.566938743
0.461875,0.805453727,0,0.559349861
0.463125,0.799236015,0,0.554403333
0.464375,0.791653757,0,0.552103644
0.465625,0.783988201,0,0.551183304
0.466875,0.775968197,0,0.550179888
0.468125,0.765584455,0,0.548488248
0.469375,0.751601254,0,0.54632391
0.470625,0.73528905,0,0.543906649
0.471875,0.718904842,0,0.541150666
0.473125,0.70308459,0,0.537980299
0.474375,0.686741949,0,0.534463736
0.475625,0.669536147,0,0.530748956
0.476875,0.653724873,0,0.527137803
0.478125,0.64289047,0,0.52405258
0.479375,0.638611626,0,0.521908235
0.480625,0.63866403,0,0.521079852
0.481875,0.638533994,0,0.521581646
0.483125,0.634384773,0,0.522647776
0.484375,0.625073621,0,0.523057925
0.485625,0.612459786,0,0.521941041
0.486875,0.59989215,0,0.519049525
0.488125,0.589712658,0,0.514796389
0.489375,0.581948467,0,0.51050735
0.490625,0.575117817,0,0.507970943
0.491875,0.567595563,0,0.507999158
0.493125,0.558311529,0,0.509520688
0.494375,0.547265862,0,0.510308468
0.495625,0.535836633,0,0.508423733
0.496875,0.525707754,0,0.503140811
0.498125,0.516996915,0,0.495088936
0.499375,0.508180682,0,0.485780097
0.500625,0.498234958,0,0.47687355
0.501875,0.488091513,0,0.469736174
0.503125,0.479575618,0,0.465633613
0.504375,0.473469768,0,0.465887814
0.505625,0.468762519,0,0.471022639
0.506875,0.463027368,0,0.479254045
0.508125,0.453349686,0,0.486414282
0.509375,0.437921406,0,0.488387145
0.510625,0.417681438,0,0.484135538
0.511875,0.396316231,0,0.476395841
0.513125,0.378130438,0,0.469473109
0.514375,0.365552496,0,0.466246461
0.515625,0.358193787,0,0.466758346
0.516875,0.353684454,0,0.469067528
0.518125,0.349319278,0,0.471038244
0.519375,0.343376215,0,0.471255131
0.520625,0.335590948,0,0.4689946
0.521875,0.326786197,0,0.464447825
0.523125,0.317899183,0,0.459037971
0.524375,0.30917312,0,0.454497276
0.525625,0.300303198,0,0.451454047
0.526875,0.291220221,0,0.449620414
0.528125,0.282289858,0,0.449158218
0.529375,0.273490657,0,0.450779107
0.530625,0.263842584,0,0.454105722
0.531875,0.252279085,0,0.456690006
0.533125,0.23901868,0,0.455574501
0.534375,0.225643913,0,0.449856872
0.535625,0.213814931,0,0.441177664
0.536875,0.204081854,0,0.431888723
0.538125,0.195782907,0,0.4235933
0.539375,0.187641561,0,0.417365208
0.540625,0.178416963,0,0.414125892
0.541875,0.167523517,0,0.413939817
0.543125,0.155484725,0,0.415355222
0.544375,0.143650286,0,0.416130344
0.545625,0.133202305,0,0.414629532
0.546875,0.124416893,0,0.410371166
0.548125,0.116808821,0,0.403707596
0.549375,0.109623074,0,0.395739058
0.550625,0.102213927,0,0.388344557
0.551875,0.0943619558,0,0.38323869
0.553125,0.0863445382,0,0.380511878
0.554375,0.0785888257,0,0.378723569
0.555625,0.0713155384,0,0.376799778
0.556875,0.064509447,0,0.375327595
0.558125,0.0580311322,0,0.375568217
0.559375,0.0516856885,0,0.377608454
0.560625,0.0453599893,0,0.379992007
0.561875,0.0391599123,0,0.381002107
0.563125,0.0333332718,0,0.380005391
0.564375,0.0280720935,0,0.377792239
0.565625,0.0234236169,0,0.3759507
0.566875,0.0193287076,0,0.37553653
0.568125,0.0156983353,0,0.375998949
0.569375,0.0124378205,0,0.37558814
0.570625,0.00947022071,0,0.372904745
0.571875,0.00682794313,0,0.368232709
0.573125,0.00467878672,0,0.363688455
0.574375,0.00315415191,0,0.361562564
0.575625,0.00218309304,0,0.361776363
0.576875,0.00157338498,0,0.361523131
0.578125,0.0011918465,0,0.358139887
0.579375,0.000987958993,0,0.351829859
0.580625,0.000903555967,0,0.345145462
0.581875,0.000840332035,0,0.340469072
0.583125,0.000715767331,0,0.338246887
0.584375,0.000520632272,0,0.337062472
0.585625,0.000311539967,0,0.335106308
0.586875,0.000150354972,0,0.3316687
0.588125,5.79145782e-05,0,0.327418027
0.589375,1.76754941e-05,0,0.323437672
0.590625,4.24369951e-06,0,0.320063256
0.591875,8.05224496e-07,0,0.31674788
0.593125,1.07066063e-07,0,0.313097513
0.594375,0,0,0.309715529
0.595625,0,0,0.307708151
0.596875,0,0,0.307497425
0.598125,0,0,0.308365265
0.599375,0,0,0.309114169
0.600625,0,0,0.308964717
0.601875,0,0,0.307835121
0.603125,0,0,0.306138413
0.604375,0,0,0.304407731
0.605625,0,0,0.302587184
0.606875,0,0,0.299441071
0.608125,0,0,0.293394284
0.609375,0,0,0.28459601
0.610625,0,0,0.275576494
0.611875,0,0,0.269043858
0.613125,0,0,0.265289459
0.614375,0,0,0.262247617
0.615625,0,0,0.257848222
0.616875,0,0,0.252020924
0.618125,0,0,0.246717693
0.619375,0,0,0.244252239
0.620625,0,0,0.245251292
0.621875,0,0,0.247711943
0.623125,0,0,0.248280203
0.624375,0,0,0.245023917
0.625625,0,0,0.239046054
0.626875,0,0,0.233279366
0.628125,0,0,0.229996874
0.629375,0,0,0.229543987
0.630625,0,0,0.23073297
0.631875,0,0,0.231824768
0.633125,0,0,0.231602697
0.634375,0,0,0.230236487
0.635625,0,0,0.228951191
0.636875,0,0,0.228403206
0.638125,0,0,0.227779473
0.639375,0,0,0.225988574
0.640625,0,0,0.223109272
0.641875,0,0,0.219821243
0.643125,0,0,0.21608148
0.644375,0,0,0.211542405
0.645625,0,0,0.206913486
0.646875,0,0,0.203666041
0.648125,0,0,0.202414861
0.649375,0,0,0.202498236
0.650625,0,0,0.202929909
0.651875,0,0,0.202946796
0.653125,0,0,0.201965055
0.654375,0,0,0.199795268
0.655625,0,0,0.196763613
0.656875,0,0,0.193385478
0.658125,0,0,0.190177788
0.659375,0,0,0.187697018
0.660625,0,0,0.18624116
0.661875,0,0,0.18552548
0.663125,0,0,0.184970737
0.664375,0,0,0.184173717
0.665625,0,0,0.182999984
0.666875,0,0,0.181477014
0.668125,0,0,0.179746822
0.669375,0,0,0.178015604
0.670625,0,0,0.176502533
0.671875,0,0,0.175375092
0.673125,0,0,0.174509177
0.674375,0,0,0.173407202
0.675625,0,0,0.171741833
0.676875,0,0,0.169980475
0.678125,0,0,0.168938972
0.679375,0,0,0.168640995
0.680625,0,0,0.168081293
0.681875,0,0,0.166197931
0.683125,0,0,0.162679538
0.684375,0,0,0.157835357
0.685625,0,0,0.152233494
0.686875,0,0,0.146811795
0.688125,0,0,0.142904958
0.689375,0,0,0.141408426
0.690625,0,0,0.141803288
0.691875,0,0,0.14246248
0.693125,0,0,0.142079495
0.694375,0,0,0.140567922
0.695625,0,0,0.138556303
0.696875,0,0,0.136525084
0.698125,0,0,0.134697797
0.699375,0,0,0.133310336
0.700625,0,0,0.132483859
0.701875,0,0,0.131978017
0.703125,0,0,0.131292483
0.704375,0,0,0.129929399
0.705625,0,0,0.127528594
0.706875,0,0,0.123954754
