n,j,C_n_j,parking_functions
63,26,4872512455083826776056943329439502462632621123570440587215808957282691622455930118231735470343760587236835328000,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,27,4866501604680330653893467041389862969990497308619290622637759819840303115596207172382132815605443779122056965693,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,28,4860760156504338207984494085836822121550997178531721499659084124776358328452079386286476846045302859484972974080,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,29,4855244689854004777674617916635964778547157283284861321258739149394647809626309193053983776438604587051702416610,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,30,4849916169722164174045896437473585775167522759981052183268920728809341326808142079054430385495182588991479218176,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,31,4844738993357517714664955811694787260793844758375327929551752149326573217841849754664661365851269717455225322419,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,32,4839680179970403560676856347756796543338354037221140370914824536994078995839252599087922100035794034006027141120,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,33,4834708664056318960708651202284120110469187085436447722162273633657856253547322522558298810746543171390337278416,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,34,4829794660146501598298371562300991610385494206779067933154210873553038993294158156572880711888830018627326443520,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,35,4824909071582283495824412442674940873446750212698460372730793875117618023699212731190574697722639713834925510711,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,36,4820022918655063710838918957608760046447806902967082462302682834909212120060993591902225573159917742289814814720,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,37,4815106762428099366781838987786712079427882589253752116695680517879434396524338019637345062340327590290844607730,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,38,4810130099835655119284590676288999105425463234857881809963732007168457541306005457109804716019961174395853996032,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,39,4805060703127652474178786621176517740626129269421756684802304203526163291847166524880672867992821854345124447905,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,40,4799863872072987876907493568205379639566066645879282014042185573864503259958271505038086567496506041150677712896,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,41,4794501559965366469976962920772440402264084323322994840419064433703560777285524215824217903938621853647318204676,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,42,4788931323433478721596859669346555296536173870562454209456460248070475098425184915240843979040023387291187675136,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,43,4783105029832233155252064326615549220461574723610184079551873721967825336074646845839858348533544659182589602451,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,44,4776967232218751783140807072391705429355790369657833314139267276245561091830026982810610917344097356168707440640,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,45,4770453086868097462575460229051993504770985448103544977433501991309189848027658321147160308929893625983111275606,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,46,4763485635999955797637709810533879614708673755971598262257873468979661013005654662327965629301805593402598752256,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,47,4755972199164730702307701586196850798216464384565933635410254280262199366825489160120390153213376132784780387341,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
63,48,4747799494425069354468903938538707203915317732042806104935156877625817776084670498734364762360692715163301707776,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696
