base_a,log_scale_x,epsilon,normalized_tube_volume,periodic_profile,difference
3.0,6.567336683417086,0.00012258372973168754,2.4903525513292957,2.497161904907808,-0.006809353578512312
3.0,6.617085427135678,0.00011606376325496061,2.494163017587562,2.500741565189731,-0.006578547602169138
3.0,6.666834170854272,0.00010989057985418246,2.499641956104031,2.5059975209979695,-0.0063555648939384035
3.0,6.716582914572864,0.00010404573487903283,2.5067694421476583,2.5129095824284318,-0.006140140280773476
3.0,6.766331658291457,9.851176471070343e-05,2.5155269727015277,2.521458990279309,-0.005932017577781501
3.0,6.8160804020100505,9.327213458292981e-05,2.5258974334811493,2.5316283827647172,-0.005730949283567988
3.0,6.865829145728643,8.831118917831088e-05,2.537865067380566,2.543401763666472,-0.005536696285906029
3.0,6.915577889447237,8.361410585230364e-05,2.5514154443041894,2.5567644718815683,-0.005349027577378873
3.0,6.965326633165829,7.916685034513501e-05,2.5665354323438327,2.5717031523244995,-0.005167719980666785
3.0,7.015075376884422,7.495613484930106e-05,2.572541139602892,2.577533697486033,-0.00499255788314068
3.0,7.064824120603015,7.096937830736706e-05,2.5558664118332244,2.560689744813681,-0.004823332980456563
3.0,7.114572864321608,6.719466882144272e-05,2.5411938648309214,2.5458537088597546,-0.004659844028833238
3.0,7.1643216080402015,6.362072806201637e-05,2.5284849140776617,2.5329868106833984,-0.004501896605736633
3.0,7.214070351758794,6.023687756980801e-05,2.5177028795144043,2.522052182393071,-0.004349302878666528
3.0,7.263819095477387,5.703300684995399e-05,2.5088129331457707,2.5130148145275575,-0.004201881381786787
3.0,7.31356783919598,5.399954316319425e-05,2.5017820486681157,2.5058415054682417,-0.004059456800125982
3.0,7.363316582914573,5.112742292380179e-05,2.496578953057732,2.500500812818818,-0.003921859761086388
3.0,7.413065326633166,4.840806461879449e-05,2.4931740800578988,2.4969630066909287,-0.0037889266330299876
3.0,7.462814070351759,4.583334316751706e-05,2.4915395255056776,2.4952000248363584,-0.0036604993306808
3.0,7.5125628140703515,4.3395565644981084e-05,2.491649004441441,2.4951854295685756,-0.0035364251271343683
3.0,7.562311557788945,4.108744829642935e-05,2.4934778099461994,2.4968943664184278,-0.0034165564722283825
3.0,7.612060301507538,3.890209477444623e-05,2.4970027736537257,2.5003035244708047,-0.0033007508170790345
3.0,7.661809045226131,3.683297553358924e-05,2.5022022278864235,2.50539109833098,-0.003188870444556624
3.0,7.711557788944724,3.4873908320976705e-05,2.5090559693657006,2.512136751671214,-0.003080782305513452
3.0,7.761306532663316,3.301903970453877e-05,2.5175452244494188,2.5205215823099794,-0.002976357860560608
3.0,7.81105527638191,3.126282758374162e-05,2.527652615850705,2.5305280887779116,-0.0028754729272066903
3.0,7.8608040201005025,2.9600024630528822e-05,2.539362130794096,2.542140138326275,-0.00277800753217905
3.0,7.910552763819096,2.8025662611003362e-05,2.5526590905665927,2.5553429363353444,-0.0026838457687516915
3.0,7.960301507537689,2.653503754100627e-05,2.567530121422771,2.570122997081678,-0.00259287565890709
3.0,8.010050251256281,2.5123695631237885e-05,2.576843340413851,2.57934832943402,-0.002504989020168935
3.0,8.059798994974875,2.378741997992833e-05,2.5598792431273356,2.5622993244642918,-0.002420081336956148
3.0,8.109547738693468,2.252221797329638e-05,2.544924210020448,2.5472622616567335,-0.002338051636285421
3.0,8.15929648241206,2.1324309356150852e-05,2.531939363660459,2.5341981660281565,-0.0022588023676974878
3.0,8.209045226130653,2.0190114936991156e-05,2.5208877397879927,2.5230699790752404,-0.0021822392872477003
3.0,8.258793969849247,1.9116245893859735e-05,2.511734234601303,2.5138425059467338,-0.00210827134543079
3.0,8.308542713567839,1.8099493648992984e-05,2.5044455540745743,2.5064823646534773,-0.0020368105789030366
3.0,8.358291457286432,1.713682028201789e-05,2.498990165246345,2.500957937252222,-0.0019677720058770554
3.0,8.408040201005026,1.6225349453050523e-05,2.495338249416417,2.4972393229414758,-0.0019010735250586386
3.0,8.457788944723617,1.5362357808575205e-05,2.4934616571917965,2.4952982930098115,-0.0018366358180150755
3.0,8.507537688442211,1.4545266844426601e-05,2.493333865324362,2.4951082475792052,-0.0017743822548430543
3.0,8.557286432160804,1.3771635201562692e-05,2.494929935284967,2.4966441740880105,-0.001714238803043333
