k,n,odd_coefficient_count
11,121,2518829477536880296061975755782211584
11,122,5035188277112725441635600583476549632
11,123,10065437621750319560493413205011468288
11,124,20121002223067135617209415553206949888
11,125,40222268089548876557508617650226528256
11,126,80405082824991037582215240748139819008
11,127,160731297640907807619465393799547478016
11,128,321304936623986064926330831232792686592
11,129,642294710577069547942010695212765364224
11,130,1283959404950158498665256344347709806592
11,131,2566659395464776783144271328618431418368
11,132,5130801197397156223965379543118027405312
11,133,10256569677195160757639611836580666134528
11,134,20503078855701046327041508047918262431744
11,135,40986046582199459021969584091140133900288
11,136,81931890632665954562058569778086228643840
11,137,163783415635861024802067726309976630706176
11,138,327406178842090216064060952313850446094336
11,139,654491210406214275613508173752834401771520
11,140,1308340441264522384260984987777708858187776
11,141,2615397553140298590620523484257147827490816
11,142,5228229706299567944672088938545754211758080
11,143,10451331128995271130462535660662509231542272
11,144,20892410721030946251857722856738093185626112
11,145,41764328423704880732576641921053511178657792
11,146,83487690911956764639763427690020578614378496
11,147,166893490135812596288446677408667265039269888
11,148,333623277221618802436413336504270749274415104
11,149,666919308916825146490302686556533750918053888
11,150,1333184447770522044861506478670189533924753408
11,151,2665061197079327473505718003712329318936674304
11,152,5327508279934903394598716930431699759934742528
11,153,10649790895563488250489330729954822307100950528
11,154,21289135588281585094607080566465411104162332672
11,155,42557389017379098838971370758538671040416497664
11,156,85073034199352849808981303678948711244846931968
11,157,170062621673729195850148233786359488354822422528
11,158,339958431749010680036999101073281683336795062272
11,159,679583403923849747661702268828372159705119834112
11,160,1358500215784309082635296758956639793406952390656
11,161,2715667901290910771473851110329052275247891382272
11,162,5428672049083203932090413797608020270925758922752
11,163,10852019204000696712338641597362601800969521709056
11,164,21693393842770136254965501967126157356844711002112
11,165,43365508996154836316242768434579293536095299239936
11,166,86688481485451477604996808288774440552318090149888
11,167,173291931680539007708053596711708061024227319431168
11,168,346413884186129262724024859563201300494234687881216
11,169,692487976752107962479676017391828756598505430482944
11,170,1384296703559866246824102628448147332244274211422208
11,171,2767235573496011574978258067916038129221144757731328
11,172,5531756811621009946578839027129331433478607637479424
11,173,11058087614946435306836444928884104930965859539877888
11,174,22105328535583035628112393402168700698871631554183168
11,175,44188974321888532377139533083597874286631512729780224
11,176,88334604413470295354156511634260842300904524283084800
11,177,176582562881961997425735515188813294307776602984349696
11,178,352991918863533819791264916800780721374609387510136832
11,179,705637593822056459072497891075858456270278760283373568
11,180,1410583039458980960745484479836059657628348979081543680
11,181,2819782461464346404922280106450006678105406420601208832
11,182,5636799045188820519188251902021077574616859100109799424
11,183,11268069047901391041633302642123728562625203274460102656
11,184,22525085434196131232546090072443947578255432045115408384
11,185,45028076386550989264449628247941325964975052546202206208
11,186,90011985481529367535401202216519793582774585330053218304
11,187,179935679702875571544848370475938261229520624636999827456
11,188,359694863488814159685553582944767417555027505116597125120
11,189,719036908265665175726376107086310900255921344664142675968
11,190,1437368525181413306174189748224071645042051350582738878464
11,191,2873327159471552763345033523270622887681386560727881416704
11,192,5743835920099094795801713455288017881321819006572723503104
11,193,11482037807030740643374894966984893620850615107786429825024
11,194,22952813074056056145704899832489581939725213527224159043584
11,195,45883112115339522811027974090118523441419166596907007475712
11,196,91721218248774335905992141103886052126064893952811841355776
11,197,183352468679358715055442379059834947316894188840055980687360
11,198,366525089970274737702865863783151057698494885601498068156416
11,199,732690661572977598229450317141364457084338757442036941717504
11,200,1464662639056401494426818989234445827203275727204978792333312
12,0,1
12,1,2
12,2,4
12,3,8
12,4,16
12,5,32
12,6,64
12,7,128
12,8,256
12,9,512
12,10,1024
12,11,2048
12,12,4096
12,13,8190
12,14,16376
12,15,32744
12,16,65472
12,17,130912
12,18,261760
12,19,523392
12,20,1046528
12,21,2092544
12,22,4184064
12,23,8366080
12,24,16728064
12,25,33447940
12,26,66879508
12,27,133726280
12,28,267387104
12,29,534643328
12,30,1069024960
12,31,2137526656
12,32,4274007040
12,33,8545922048
12,34,17087661056
12,35,34166958080
12,36,68317192192
12,37,136600944632
12,38,273135026128
12,39,546136358712
12,40,1092005395776
12,41,2183476279104
12,42,4365883794944
12,43,8729630586496
12,44,17454988212224
12,45,34901432594432
12,46,69785781710848
12,47,139537404827648
12,48,279006509187072
12,49,557876450869264
12,50,1115479833575536
12,51,2230413664485904
12,52,4459735590897680
12,53,8917288240028704
12,54,17830211665025728
12,55,35651695836468352
12,56,71285940957685248
12,57,142536989026606080
12,58,285004209354979328
12,59,569868915463725056
12,60,1139458892718731264
12,61,2278360045554098144
12,62,4555604884342783744
12,63,9108979901023746752
12,64,18213501158194669952
12,65,36418087211091077856
12,66,72818348575332161664
12,67,145601054182321438080
12,68,291130839874400442368
12,69,582119177652663043072
12,70,1163953420864669339648
12,71,2327337112317121187840
12,72,4653535044679732363264
12,73,9304792287053793992768
12,74,18605030084430010614336
12,75,37200953418826659302656
12,76,74383697795138976758912
12,77,148730986418172160702016
12,78,297389172313615839236416
12,79,594632779216017699920000
12,80,1188974498860651241831424
12,81,2377367021045745958461440
12,82,4753570373605067904329728
12,83,9504813979827230904963072
12,84,19004975563789736587575296
12,85,38000648613094725051891584
12,86,75982696750594697670540032
12,87,151928201654520602043703424
12,88,303782037820288579452494336
12,89,607415381063331092537102464
12,90,1214533445754871297717136128
12,91,2428472404295937791712905088
12,92,4855756125152586316341987328
12,93,9709135465260802443250714624
12,94,19413518523816486242609692672
12,95,38817534560420528159218118656
12,96,77616068797673131307071012864
12,97,155194146249247652637213393152
12,98,310312328402220305329189489408
12,99,620472765794632758849632652032
12,100,1240641823916933981744447722240
12,101,2480676381147381878462726228224
12,102,4960138526165380676515092389120
12,103,9917849174413679220042193240320
12,104,19830843781385645143035128316160
12,105,39651980804091073853816439177728
12,106,79284552842065036340034160399360
12,107,158530297652056864596235103946752
12,108,316982998235639223986174502105088
12,109,633810840316375298929688719449600
12,110,1267311444268444652553993486706688
12,111,2534002567662104480200946087088128
12,112,5066764797207964357956102544035840
12,113,10131049525301467820118768531059712
12,114,20257140126312899642641432329797632
12,115,40504364831329302688195810457892864
12,116,80988903673444661444545635045634048
12,117,161938165072843912031669707469544960
12,118,323797065001611876138366979496646656
12,119,647435638513603768620221557106198528
12,120,1294554371626040372521663235416080384
12,121,2588475087567919272893439442397471744
12,122,5175683173927934407079630275260429312
12,123,10348832965609081494503966645320095744
12,124,20692600406759071269252422977726296064
12,125,41375072244061955531580520623478544384
12,126,82729892306921888199515995919359612928
12,127,165419290164433743592940883082463035392
12,128,330757611251183256468369066515750588416
12,129,661353323979567714435563884886653355008
12,130,1322382930159277892942914375229252506624
12,131,2644118583171531802100865041303285909504
12,132,5286942928876838730993927199249952055296
12,133,10571298016321793704187110846085941327872
12,134,21137421616470867378105849310506156740608
12,135,42264496933358372462036849948272194148352
12,136,84508306331834444944524202983879575896064
12,137,168975247719994284120523749772467647295488
12,138,337867785799862848375711628594343532453888
12,139,675570192804010673040636407414360858062848
12,140,1350809708965847847055521958461855141019648
12,141,2700958226506238925195109527286968476506112
12,142,5400594393800118430033204353593251754708992
12,143,10798545316294212352248092805854355442612224
12,144,21591804983897014090638399487392817552932864
12,145,43173041257619138271330412607491963127320576
12,146,86324950268037978395312987738055085823815680
12,147,172607646385442181780458113474834639572815872
12,148,345130805152087411415951252243598064382136320
12,149,690092676421398503153550505393618952621473792
12,150,1379847567766637269178590635029594153472630784
12,151,2759019730719266242707851420501548272294043648
12,152,5516688982406208811067673069901001556022173696
12,153,11030677667777336839979066964664352885373374464
12,154,22055956063220085920948457739676093204190343168
12,155,44101116224595183654052485702447664201004879872
12,156,88180645929855161704628190791532251477789118464
12,157,176318129387162879160894997556824304664429461504
12,158,352549954956304920641542029963387483083465932800
12,159,704927344520375032876313769675301407059433865216
12,160,1409509642723216775293356553073065287269249089536
12,161,2818329361703894928403237907639830532762019504128
12,162,5635279213625099379274425735020389115122336694272
12,163,11267800082924293500601792948469834322007030562816
12,164,22530084827345213116066866253640869737446604865536
12,165,45049141677319683976075909719492212772234507329536
12,166,90076232797848482453989880657434402063831380721664
12,167,180108375275374214712513553258943260985669132369920
12,168,360128591491337909468925955107708352796784696262656
12,169,720080908015761203502939376601886121487196111839232
12,170,1439809352380384122922917459138959116617554150735872
12,171,2878913949981640105621365374798494405387156365606912
12,172,5756418735366874527757896664030193283013893100765184
12,173,11510019831295787699209573565351253035536800660701184
12,174,23014405762887732989517404755047744953908880687022080
12,175,46017546484036867590792154775668591017403991986307072
12,176,92012568398584893342353379404726839963977104824008704
12,177,183980098683469837742986740722521977241884633843089408
12,178,367870143184698617889017653503168070105186073939394560
12,179,735560222084442184313518259661133122492528472375492608
12,180,1470760403736452441237523694518568714801434713623199744
12,181,2940800902839856035886979362194149074065488604415246336
12,182,5880162348790982825935118768223224002140716492752699392
12,183,11757446488386763139904840640615128933703893781075656704
12,184,23509137967202755810965408218651794469652534088680996864
12,185,47006768732213653795587913083500946819800022362242121728
12,186,93990528692564123700595210504622500655763300564431601664
12,187,187935051103685949131987871509203759619399610906264633344
12,188,375778112163542802212472620569149402740906075586853863424
12,189,751372289266515834536143974415663215207256336115669565440
12,190,1502376798444029211511995887005765138228786069351146520576
12,191,3004018216730258935891142772799214346352797453905420845056
12,192,6006566033097213851268437534728713821520977095328346275840
12,193,12010191985196220895347576158122076482323426082875108458496
12,194,24014505247500539537115056037432094814790701709973542010880
12,195,48017255926721887513602172631119405819718277065370438107136
12,196,96011008470486143041862224127082738308364656850125665533952
12,197,191975021679442264287755203244435778312029018723704208818176
12,198,383856075838963827635700391894029313516386110891004038676480
12,199,767524262633105411620537998466049464514844949161324411289600
12,200,1534672839144091109534915027433979037743446885393287644119040
13,0,1
13,1,2
13,2,4
13,3,8
13,4,16
13,5,32
13,6,64
13,7,128
13,8,256
13,9,512
13,10,1024
13,11,2048
13,12,4096
13,13,8192
13,14,16382
13,15,32760
13,16,65512
13,17,131008
13,18,261984
13,19,523904
13,20,1047680
13,21,2095104
13,22,4189696
13,23,8378368
13,24,16754688
13,25,33505280
13,26,67002368
13,27,133988356
13,28,267943956
13,29,535822408
13,30,1071513824
13,31,2142765696
13,32,4285007552
13,33,8568967552
13,34,17135840256
13,35,34267491328
13,36,68526605312
13,37,137036457984
13,38,274039414784
13,39,548011835392
13,40,1095889698808
13,41,2191511486416
13,42,4382487215928
13,43,8763903049024
13,44,17525663594304
13,45,35047042704896
13,46,70085517489792
13,47,140153901234176
13,48,280273539166208
13,49,560478560104448
13,50,1120820100503552
13,51,2241366195093504
13,52,4482184445345792
13,53,8963273134964752
13,54,17924355026354288
13,55,35844328101249552
13,56,71679893370832912
13,57,143342263220575264
13,58,286649483682929344
13,59,573228890416288896
13,60,1146317644065089024
13,61,2292355048854313984
13,62,4584149687666751488
13,63,9167178692252704768
13,64,18332116292316229632
13,65,36659750948131954688
13,66,73310539718884671456
13,67,146603157273986563840
13,68,293170474601823337152
13,69,586269278073107507584
13,70,1172395231406515530464
13,71,2344503848372106352768
13,72,4688434537930745986432
13,73,9375722898354194372608
13,74,18749153721898810295296
13,75,37493723854519995715584
13,76,74978281651030819524608
13,77,149938233426861511999488
13,78,299839811584411392548864
13,79,599606321591281279664192
13,80,1199066057947452355543616
13,81,2397838981260249037540608
13,82,4795091764913555506740352
13,83,9589011277920444197434944
13,84,19175678338606957213225280
13,85,38346668815834797147183232
13,86,76683963054948747397594112
13,87,153349179248250405563342848
13,88,306660869356235568755845120
13,89,613246769596878115864072192
13,90,1226343619290204570343194624
13,91,2452387435424094040925290496
13,92,4904175337828174342076350336
13,93,9807151756183636342000941824
13,94,19611905966520647090637889664
13,95,39219017427473987568337379840
13,96,78428447015921961359293370496
13,97,156837720697722549692555160320
13,98,313637099414490643705242404736
13,99,627197524240503059509983987712
13,100,1254241718048619515703636477952
13,101,2508176812717023061080887951360
13,102,5015740453633564837067559448576
13,103,10030254713567743021226160652288
13,104,20058057339503218263511157112832
13,105,40111211103201628366420012105984
13,106,80212616253566545808840175028992
13,107,160405622998712417596183076162304
13,108,320772031774502928511410753344256
13,109,641465644689828961075239594707200
13,110,1282774470832294320973812665834752
13,111,2565235342907155105759599957180672
13,112,5129843564964658186687590431195392
13,113,10258433041541700140462793557410304
13,114,20514358212894063473834832611873792
13,115,41023701298506293864117691880753152
13,116,82037373568492719371867066559098880
13,117,164054691531733567793249563125276672
13,118,328069276755939738766293308540567040
13,119,656058350701578747697701776755288064
13,120,1311956315389667203651828867708309504
13,121,2623591897961782826281827280062255104
13,122,5246542408697735000498526902441784320
13,123,10491802199743185070277256658741313536
13,124,20981039477742220418984941742899935232
13,125,41956949739040325831808027504851841024
13,126,83903642299127497579708504603451252224
13,127,167786772747912290432750265128793577472
13,128,335532526809653356404719964539049396224
13,129,670983026274766739958424430328742100992
13,130,1341802017913606998220006095664351846400
13,131,2683276006656765584098066103837873112064
13,132,5365896035165639890178269390739316782080
13,133,10730480274401903603444630527296727521280
13,134,21458337277638662975644001057768747151360
13,135,42911428654255854046939568716292735244288
13,136,85812366788929617193739579973072871430144
13,137,171603755103303236316781744575977425616896
13,138,343165558386083876422737842980430947422208
13,139,686247223387047578501979885006664696022016
13,140,1372326680513197587418253686492278707393536
13,141,2744317869518271692704563433585736903149568
13,142,5487964838037613158642019458239894420889600
13,143,10974588038091948636767515753149117622288384
13,144,21946493128206410956363275386281888202045440
13,145,43887621016355804164114390365989973516750848
13,146,87764512864233135800802248009706832212023296
13,147,175507570014459798082860097278352720384786432
13,148,350972233846166361783577603421388392793387008
13,149,701858665816063376040861606820263225314402304
13,150,1403545748855498004843477129311320641520431104
13,151,2806748374104430448406742346425832375997251584
13,152,5612810584878858969409326208767612284497303552
13,153,11224249010843465638800819869932253340971864064
13,154,22445754039308921129391067120370319765552216064
13,155,44886020784680803575850259328691331216068952064
13,156,89761068322961498480744267664792843985735106560
13,157,179500192835742768036849343810319422430310699008
13,158,358956503415709237287283185390679428689991987200
13,159,717825253047722719911292995066071423662593429504
13,160,1435475019981144986498021874433605555548841332736
13,161,2870599110634626559868642313854925039752865464320
13,162,5740496448405313325708770059703052329840688898048
13,163,11479589522644547782159934888361122544848965738496
13,164,22956372640038597699432743246288016066228977836032
13,165,45907133155655646541823481324851348572640955568128
13,166,91803043434459363870308179662380367863168962015232
13,167,183583643858861796829635178830259859593488763326464
13,168,367122407184232849894377439276103077164076493180928
13,169,734155064273389138398945090535533951302613654052864
13,170,1468130650297752714258777970918776849448338156920832
13,171,2935902387974345495579055074154392978884156951265280
13,172,5871087038449426964192862128689435173778368699645952
13,173,11740738777364987083852550799620135279292964903485440
13,174,23478607306548667204558360358361427919617521758707712
13,175,46951474818421793035585040461231159584654867870547968
13,176,93891471450695107602257178592805003028879719187415040
13,177,187759989335155427104679811568894152270716678350635008
13,178,375474077149279620111674841661631177876420532745805824
13,179,750856362478001632788692713926587297714260009478717440
13,180,1501529163755154460711466773854838836445059379354812416
13,181,3002691249983658179316804063188785986454977583249915904
13,182,6004648434653138046056598991075053111161678092178087936
13,183,12007828918134227364961478316389339736527064735350439936
13,184,24012722292793101544360316078572208240795257833112190976
13,185,48019574216285252925783404543035346397200727242727620608
13,186,96027409129092674731327489708728831394190425293047562240
13,187,192031342521126982102413567798340180203100201472384679936
13,188,384015739307230217953165082236474620942870328252545679360
13,189,767937598621195889277196820196686094198852206802457624576
13,190,1535687460206622857915388795127420010099220739686588809216
13,191,3070999492237617467444763600194654546147230071664387276800
13,192,6141248219904577490864173164644779180054784464375308730368
13,193,12280995094206600676072500781169701857032107330010865270784
13,194,24558987864240744344707790887760735819764194823613940334592
13,195,49111971814112149729682102185665699105278976246210024325120
13,196,98211937267257337280726394612680769637307221719133703946240
13,197,196399864747765356813093991549837173537605907052071884390400
13,198,392751715791683729323425136922745420798899003165324537921536
13,199,785407415913541843803239185675159454627804026934548435959808
13,200,1570622823960299618991736199194139686557990234316738197684224
14,0,1
14,1,2
14,2,4
14,3,8
14,4,16
14,5,32
14,6,64
14,7,128
14,8,256
14,9,512
14,10,1024
14,11,2048
14,12,4096
14,13,8192
14,14,16384
14,15,32766
14,16,65528
14,17,131048
14,18,262080
14,19,524128
14,20,1048192
14,21,2096256
14,22,4192256
14,23,8384000
14,24,16766976
14,25,33531904
14,26,67059712
14,27,134111232
14,28,268206080
14,29,536379396
14,30,1072693268
14,31,2145255496
14,32,4290248928
14,33,8579973760
14,34,17158899392
14,35,34315702656
14,36,68627213312
14,37,137246043136
14,38,274475320320
14,39,548917110784
14,40,1097767165952
14,41,2195400228864
14,42,4390532268032
14,43,8780528189432
14,44,17559983751120
14,45,35117822377784
14,46,70231354768704
14,47,140454130087744
14,48,280891102324224
14,49,561747891041920
14,50,1123427159062528
14,51,2246717080465408
14,52,4493159702376448
14,53,8985770521171968
14,54,17970443342233600
14,55,35938691418341376
14,56,71872992572604416
14,57,143737205153366032
14,58,287456851395608688
14,59,574878587113964048
14,60,1149686947163146256
14,61,2299233448775654432
14,62,4598186023606835904
14,63,9195810333636236416
14,64,18390497308736431616
14,65,36778748037630057472
14,66,73553003190016292864
14,67,147097021158394994688
14,68,294176072971147866112
14,69,588316209446143516672
14,70,1176560550289978507264
14,71,2352977372154795491296
14,72,4705667305017106497280
14,73,9410759766562776283840
14,74,18820369916405454203264
14,75,37638440739807683390176
14,76,75272283574465704417408
14,77,150535371900311350033792
14,78,301052354426672499677184
14,79,602067932351887212102656
14,80,1204062316193469651734528
14,81,2407977544351002546065408
14,82,4815660930598379586387968
14,83,9630733580923809181474816
14,84,19260290673165930692968448
14,85,38518228512688131751968832
14,86,77031751645510538881925696
14,87,154054093106097986424278272
14,88,308089366991896287492717696
14,89,616141097842145770527061568
14,90,1232206927998622225012068672
14,91,2464263329820592758732904576
14,92,4928225625676132795166522368
14,93,9855849220196415160908193792
14,94,19710494451625147156937123840
14,95,39418581072793979248085585920
14,96,78832346778815463742090526720
14,97,157655063412330276624990879744
14,98,315290867710476069006958772224
14,99,630543219545273093611799543680
14,100,1261009412044280542409339173632
14,101,2521864779405639909923593642112
14,102,5043421488263508223245050405376
14,103,10086226873065315947524032123008
14,104,20171221614470318942139094231808
14,105,40339979116136993943210746791808
14,106,80675030307682276806348626348032
14,107,161340205368175513047965769353216
14,108,322660701445888168631939480846336
14,109,645281986718533999599696664768512
14,110,1290485145905655956230405319655424
14,111,2580812646378044882835044838604800
14,112,5161310021147493474085325741424640
14,113,10321989537591317354121441801306368
14,114,20642718142797636693345288523352832
14,115,41282914574860550667955548537768704
14,116,82560786036303385599284454162010880
14,117,165111486461837167583120350360586496
14,118,330202802934191525160251470596955392
14,119,660365268353379716970500797888790784
14,120,1320649866604376343375275320018469120
14,121,2641138402858631700278067405750927872
14,122,5281954164725107975244966864078869504
14,123,10563263086879670658827998213789894656
14,124,21125235767440967073742735010270015488
14,125,42247890879880989369632260741502132224
14,126,84490620765012439842082020921198624768
14,127,168970920170991992036403969610277486080
14,128,337921198884773571434129491527110879232
14,129,675801117376683017040309762534192926720
14,130,1351519679010443148410756867257137369088
14,131,2702874256620035229257546062721877586944
14,132,5405418330607125749799937863203282436096
14,133,10810176336283413123216255227751981201408
14,134,21619032103370324253179700906459703046144
14,135,43235423229668139995645596228747941174784
14,136,86465564827812547038741258658579226466304
14,137,172920567037780784952115351254459030882304
14,138,345820010130200447311400873035325101522944
14,139,691597774950176014578209967019187738812416
14,140,1383111064440581766255475034518016084639744
14,141,2766053168282351573406561425138654011556864
14,142,5531768436007275583654327399233474356327424
14,143,11062861112177567348417442437924934548559872
14,144,22124370787231867176572143981640423208235008
14,145,44246038865308515168982594384889916936034304
14,146,88486672642469056156924103986178871062370304
14,147,176962535768926759739101375337628644727209984
14,148,353903453826319345655942823783899874010730496
14,149,707763674870386095680400715777155171545203712
14,150,1415440889457575902546715240229450680519824384
14,151,2830708868910731868617603732273709601430816768
14,152,5661071938935278897910488893503857470720352256
14,153,11321452322340917844686444168819747216166125568
14,154,22641521618102854877869533807504496775640596480
14,155,45280277351998026216124765442227752275427358720
14,156,90555023273460602584229035352507314910165176320
14,157,181098984361568864584928544474937246899945887744
14,158,362175845703787620570200779546787062822572425216
14,159,724307448071419087844416738192767626657689251840
14,160,1448526414875283854606857593366332675407125831680
14,161,2896875878024314793806550832189962451266921984000
14,162,5793397874212514802441267981483032360075276926976
14,163,11586088027982941471382487047182078209555484907520
14,164,23170760701536708563151241465315251828093020573696
14,165,46338690867114510814370341153646415138344219162624
14,166,92671721008088972534682096536970369980949859254272
14,167,185332121255411133791470641163390108182408826961920
14,168,370641602372230743708874916147502846865698704982016
14,169,741237927232993697075073321831736247220397836439552
14,170,1482385304974144468997410435123651935315526197243904
14,171,2964589522026112721470819471229059010767072833064960
14,172,5928816890329541005429668397987974321902300413054976
14,173,11856909517454346747924788364058656682676930592456704
14,174,23712370596975085766316051846406966235256362311753728
14,175,47421844495023873470753704306336285210961005031202816
14,176,94837895946055370541490139178373984282104393352519680
14,177,189664206511803200229642395918616570472509826289078272
14,178,379305243678259292925101254328396874597782577506824192
14,179,758564151496187430245700070457417086868944652616470528
14,180,1517035636932092911567959517404067525828204093952757760
14,181,3033885953063691178813405457718882212180005269970100224
14,182,6067401287165148718406976106887796198882643960184160256
14,183,12134061381680575910907219816964223930964578522105405440
14,184,24266640468605669520270594959701864030552966787489202176
14,185,48530316528777235104036243101331517246955030481706762240
14,186,97054704602817863351504568504809516663287790508253544448
14,187,194097553020381477091524146769686891961854031756148285440
14,188,388171395118603912705011511012409087304602904648857976832
14,189,776295371289411727834614146719898315971254400012277055488
14,190,1552495910475921392675086820570052556544366513247911477248
14,191,3104802168330711289690797336626624627916352215629949837312
14,192,6209225054587089667196203755536429695224453885757464182784
14,193,12417691591358543478117766313440601350024365447364709072896
14,194,24833866239746215145272888107987309399170812375846745571328
14,195,49664698778860167094011285324093989168968921149341456457728
14,196,99323330527052131272943383506889640509964437021302484795392
14,197,198634527733915231691501766526359128164464710173481127100416
14,198,397244790309656613195784806302432781048730243570431486607360
14,199,794441053267192883260402081308582302791027683013474538094592
14,200,1588785057758237685264309225966357649583222700506895982624768
15,0,1
15,1,2
15,2,4
15,3,8
15,4,16
15,5,32
15,6,64
15,7,128
15,8,256
15,9,512
15,10,1024
15,11,2048
15,12,4096
15,13,8192
15,14,16384
15,15,32768
15,16,65534
15,17,131064
15,18,262120
15,19,524224
15,20,1048416
15,21,2096768
15,22,4193408
15,23,8386560
15,24,16772608
15,25,33544192
15,26,67086336
15,27,134168576
15,28,268328960
15,29,536641536
15,30,1073250304
15,31,2146435076
15,32,4292739092
15,33,8585216072
15,34,17169907936
15,35,34338767488
15,36,68675438272
15,37,137346683264
15,38,274684980224
15,39,549353188352
15,40,1098672833536
15,41,2197278582784
15,42,4394423001088
15,43,8788577681408
15,44,17576618737664
15,45,35152164257792
15,46,70302182146040
15,47,140600071684048
15,48,281191558414136
15,49,562365947444544
15,50,1124697557169984
15,51,2249326440998400
15,52,4498515539506816
15,53,8996756402419712
15,54,17992963468423168
15,55,35984828297555968
15,56,71967459383613440
15,57,143930524478390272
15,58,287852260647419904
15,59,575686945212727296
15,60,1151338739334414336
15,61,2302607178633052176
15,62,4605073761487028336
15,63,9209866340000596496
15,64,18419170331223132176
15,65,36837215999226813472
15,66,73672182740685970112
15,67,147339867103174923392
15,68,294670737724624020992
15,69,589323483035116035072
15,70,1178610982340573804544
15,71,2357149999418975494144
15,72,4714156072707761434624
15,73,9428024301943184809984
15,74,18855472934517239005184
15,75,37709794565446234636288
15,76,75417286594013871996896
15,77,150829968254862036041472
15,78,301650726924567044946624
15,79,603283035241151644821888
15,80,1206529234390967282281184
15,81,2412984798848451646249088
15,82,4825822262328178314591616
15,83,9651349862915113730988032
15,84,19302110420339606477947904
15,85,38603042265680602040356864
15,86,77203727453327047277334528
15,87,154402740894507516982788096
15,88,308796054052556563118825472
15,89,617573253207847978129260544
15,90,1235108797772434098267258880
15,91,2470142180560811061259796544
15,92,4940133535758300426191503936
15,93,9879965429999261442365197568
15,94,19759327595381889715530644608
15,95,39517448698365479799786370624
15,96,79032484485602044630844805440
15,97,158060143296277129808352925824
15,98,316110635537353085745873058816
15,99,632201969553591322506252197888
15,100,1264365337243491963021379577856
15,101,2528653473116608633152285200384
15,102,5057152548206334905365159493632
15,103,10113996309786353712638046912512
15,104,20227375065174396842446072954880
15,105,40453515059259664512651869913088
15,106,80904560051753752271377754750848
15,107,161804180120797109564025646086912
15,108,323598480577805737206018944786560
15,109,647177202431280709155491558679040
15,110,1294314888620355451130814605906048
15,111,2588550747169136429131967094942464
15,112,5176943439020651508093579173644160
15,113,10353570777056820864275283307022336
15,114,20706509371445609252077045855766528
15,115,41411754416155838702873061456773120
15,116,82820980256039931172405861102301184
15,117,165636903513929682892267296456015872
15,118,331263693340336205746920047137193984
15,119,662507159923161635407580478222303232
15,120,1324973867566335100279820544850690048
15,121,2649866833042685212384123637931704576
15,122,5299571866845232338053661980080737024
15,123,10598820145089550658852039973564074752
15,124,21196993132735394367760181001900364544
15,125,42392691990098410586036411357706275072
15,126,84782795508479723610116820410434477312
15,127,169560414231575744190075717596711551232
15,128,339110475208475416041439071785156346112
15,129,678200244539762054506102540045215203840
15,130,1356359078589434688553303488059228394496
15,131,2712635338727189608921667910519165732864
15,132,5425105045607863438339896098167624036352
15,133,10849878837636074063634082890833885716480
15,134,21699095188338982476408844460805601214464
15,135,43396865443262678605887944441477945655296
15,136,86791081100594404511551680276769729281536
15,137,173576862791121203928852021476855160498176
15,138,347143127085685919221062446197723354320896
15,139,694265057825396546754707076113390036062208
15,140,1388487724253078367476977599766068460303360
15,141,2776890668299119972327907038714031464202240
15,142,5553611781360793752614654159633690374256640
15,143,11106884462599633705885605592559003858923520
15,144,22213090745660604838494281858181487600131584
15,145,44424825173653110331720469314466947173881856
15,146,88846937794785945153600201900088974473086976
15,147,177688450650158128959541567343802652029566976
15,148,355366051752732201497832546314019971535773696
15,149,710710405072762997178839543104899999640551424
15,150,1421377414605016146965420128009838654592221184
15,151,2842668040778717630479028928548006725617189888
15,152,5685162509994054207359223256413613280371946496
15,153,11369977887459519285287862091977784824356247552
15,154,22739261531057559149320656894695738315349012480
15,155,45477134616782262934999869248344171273849542656
15,156,90951492427676433786790036637810446621691287552
15,157,181897431413126744226019499781379053925562466304
15,158,363783756280891010772132457659892257224155598848
15,159,727545300149215899601999697967253269480828781568
15,160,1455046176829575814193012943559593968042510062592
15,161,2910003509433909362716382127654016692030421714944
15,162,5819829335842107981065152372577145956705730469888
15,163,11639303316482010813985228163196351478772448526336
15,164,23277895944257381566379094312399121197488687497216
15,165,46554370554495698626458615463628432517667471654912
15,166,93105898527739049849950203709655788699192893372416
15,167,186206112066539669026746647030655846185276277231616
15,168,372400854502324407123337436783640564027464585861120
15,169,744778970437361618166946807977675692147947186192384
15,170,1489512465128551786926322257530644087429977371324416
15,171,2978933981541481785510940934726509242309259059159040
15,172,5957686071204992670401003410526731347403910375960576
15,173,11915008369760249812268914595137705668401223565656064
15,174,23829289216432762974760169455794796614777933784946688
15,175,47657123431112165229691156885098408548158744207331328
15,176,95311336947559121792285267031828628250869512591357952
15,177,190616854243465427187333836523167410243209674565206016
15,178,381222069538969574569001832894753582075375215694299136
15,179,762420861892683598396498878057208758611312998910656512
15,180,1524795170836146720158877597072115058599985640252997632
15,181,3049497238616346953615308210967738062487608229662560256
15,182,6098808276805616305992262829048834124860244292557402112
15,183,12197244164126361042508332476518162280284804208497545216
15,184,24393743572020852010594577734293936490313367451794427904
15,185,48785997677052321640851636717688767043836170843218591744
15,186,97569016511071817421706104198023142357362583123061514240
15,187,195132075517964307821642428271094684270514976943489425408
15,188,390252236391331505129001120719820146592387959260599459840
15,189,780480644220969665231677258929918979002883165100760338432
15,190,1560913632773509971658844655884979350781899568580675907584
