k,n,odd_coefficient_count
6,196,4097956624781605783580911264554049811133295105327939715072
6,197,8058962363836088490672500850068778631055129641351278231552
6,198,15848599760420304022288209442291844854193193583863863967744
6,199,31167550241099902257312974109227606706667452800476756574208
6,200,61293502436566337373060889466295696970262471268624102326272
7,0,1
7,1,2
7,2,4
7,3,8
7,4,16
7,5,32
7,6,64
7,7,128
7,8,254
7,9,504
7,10,1000
7,11,1984
7,12,3936
7,13,7808
7,14,15488
7,15,30724
7,16,60948
7,17,120904
7,18,239840
7,19,475776
7,20,943808
7,21,1872256
7,22,3714040
7,23,7367632
7,24,14615352
7,25,28992832
7,26,57513792
7,27,114091520
7,28,226326144
7,29,448968720
7,30,890630256
7,31,1766765072
7,32,3504775184
7,33,6952508448
7,34,13791861440
7,35,27359253632
7,36,54273222112
7,37,107663121152
7,38,213573972672
7,39,423671925120
7,40,840448383712
7,41,1667218061440
7,42,3307301338496
7,43,6560774740032
7,44,13014769681984
7,45,25817717660928
7,46,51215239416960
7,47,101596925916736
7,48,201540312478016
7,49,399800458401920
7,50,793093970000768
7,51,1573279950117632
7,52,3120954004277376
7,53,6191112965042688
7,54,12281462557085824
7,55,24363038341049088
7,56,48329556390250368
7,57,95872525757303040
7,58,190184679554372352
7,59,377274011000425216
7,60,748407704079319808
7,61,1484634708974553344
7,62,2945106266381180160
7,63,5842279496663957760
7,64,11589473054593810176
7,65,22990321801593481728
7,66,45606464940294857728
7,67,90470662494431926272
7,68,179468870979073385472
7,69,356016798843333517312
7,70,706239251226101479424
7,71,1400984115336343254016
7,72,2779166533178687164928
7,73,5513100780079971577856
7,74,10936473165051669018624
7,75,21694949913134055118848
7,76,43036803970539589974016
7,77,85373163036313644023808
7,78,169356836344406804498432
7,79,335957307853128921175040
7,80,666446747212455273524224
7,81,1322046749654967152166912
7,82,2622576545813769532133376
7,83,5202469383512727994556416
7,84,10320266048893907881013248
7,85,20472564751171629441077248
7,86,40611928559325814648801280
7,87,80562878239932976592904192
7,88,159814556474980929428523008
7,89,317028053357644254097113088
7,90,628896321039890591269380096
7,91,1247557048749018822765846528
7,92,2474809500093482202411565056
7,93,4909340272570656034407682048
7,94,9738778645780097744927158272
7,95,19319053935090099584183078912
7,96,38323680876414872519028977664
7,97,76023625217465252363713421312
7,98,150809928979512248264433909760
7,99,299165353056335569769576382464
7,100,593461644567716791875160530944
7,101,1177264412389014700329282109440
7,102,2335368274199409396980052377600
7,103,4632727294516169248090412957696
7,104,9190054700350237736491457028096
7,105,18230536793176381481181473079296
7,106,36164362738199116319352661213184
7,107,71740132893375470194494154129408
7,108,142312660251108344572080065101824
7,109,282309112778595899750858589667328
7,110,560023507516558279799496458174464
7,111,1110932360221448422622190828208128
7,112,2203783756257244557755001624313856
7,113,4371699860624443645833660872359936
7,114,8672248180938534583917038758887424
7,115,17203351307161603419078905695830016
7,116,34126709709268231727800254342529024
7,117,67697990629060538695503232948043776
7,118,134294163552711297105361077156020224
7,119,266402624313351001940456532719828992
7,120,528469416417967605704755746943565824
7,121,1048337736195307029533344738114076672
7,122,2079613266138167921396365742354268160
7,123,4125379815472122586175288787415138304
7,124,8183617069104660558415171617619247104
7,125,16234041792362019600010627546822541312
7,126,32203866663202759790351064182517465088
7,127,63883599742196286373173529936587456512
7,128,126727462844837893898689881890833891328
7,129,251392374629790066013653721773187399680
7,130,498693216160912222697749597456253059072
7,131,989269957814559369451019429252097900544
7,132,1962439066182604020818847946645789212672
7,133,3892938482623526561257015020020188577792
7,134,7722517499089066069348385108532237172736
7,135,15319347271972848923645737513155981475840
7,136,30389364720375793503061547346547255934976
7,137,60284127757689342692754902941728380551168
7,138,119587102032071391092003266219865071419392
7,139,237227865847406692881270875404942760214528
7,140,470594732861931540681665416663136721698816
7,141,933530307690932002347148093149249346207744
7,142,1851866955836096438985701481489251203809280
7,143,3673593876775386988812571343311719858700288
7,144,7287398227476146879245755975433077468168192
7,145,14456190506403529661693015224309881554599936
7,146,28677099485176388719807495230249607731609600
7,147,56887465236323727744014201377982827540250624
7,148,112849059322989454564697437402993429831483392
7,149,223861445349688580256117768029306855947763712
7,150,444079436857498579412581796334968774585745408
7,151,880931265013595639044297223405694833952555008
7,152,1747524945469336512523699928313636059732246528
7,153,3466608072981127306931170896615392667110473728
7,154,6876795414459959935813928380935318894603665408
7,155,13641667640746588417986490289820616584624865280
7,156,27061310509439778584590139918388606317017169920
7,157,53682185035863937170867351780165888796758376448
7,158,106490666415415680222471272706190325474783133696
7,159,211248145469919878697983740002564768498006884352
7,160,419058124684816175807152538068526023781257314304
7,161,831295874686674686356539561168412195107528245248
7,162,1649062004920776115748733998519053794835014090752
7,163,3271284724104165851164260697780971610205243572224
7,164,6489327699155483385155966971838388655451004731392
7,165,12873038435551863284208726101824728437545959948288
7,166,25536561912994718171466427269056707989045472395264
7,167,50657503867559643748714516941981493467524443930624
7,168,100490532235115570476330259837763214592396345999360
7,169,199345532209762938093876130800825145985337720307712
7,170,395446618981159096716921208203126456339934981652480
7,171,784457152012215558365859003858138078589378440986624
7,172,1556146882551638356933612489456303477614566971539456
7,173,3086966718148391004092709576578142996126134918184960
7,174,6123691552387652157030922973810436421295311893299200
7,175,12147717048040192460606614461829309400340879982460928
7,176,24097724096131090185978137181732494937895877216305152
7,177,47803246018719388054710184208660387255082559909920768
7,178,94828470971376663186122492826010751265666232901173248
7,179,188113562481674480775109478680825171733282088741240832
7,180,373165485292155456255900763187406664429541041589190656
7,181,740257520915832390205925099580348742008743729228152832
7,182,1468466990840359699804698816184659738059396322277982208
7,183,2913033967584537604158654586929513105043682650088275968
7,184,5778656891323898612579845079805170425452991934789320704
7,185,11463263332742482674896865542375640122884816523596136448
7,186,22739956482464369714615757113041651404834401335512137728
7,187,45109809119307777478269931657070139824276284765328375808
7,188,89485434167368201088639814641354395493394164155378827264
7,189,177514449394887347558082081849500168994687023124657995776
7,190,352139764836286339307456252157510631255405473593695404032
7,191,698548283825093956598070123329269947869992328617988718592
7,192,1385727354767350745071506205733398956345121008058363805696
7,193,2748901323235257716063574628325465890126342846492895608832
7,194,5453062941196828616599840907562874803413801926126158741504
7,195,10817374632297536385978942049157181095489368093472216580096
7,196,21458691234140034479018999563898070643976150469005874823168
7,197,42568131837397270974539250787180120363430864037073674829824
7,198,84443446636816926714497273832016722093632554364098763030528
7,199,167512535131749339852047675499225186170314851369316775886848
7,200,332298722326562865762111214153266238473067259061764488167424
8,0,1
8,1,2
8,2,4
8,3,8
8,4,16
8,5,32
8,6,64
8,7,128
8,8,256
8,9,510
8,10,1016
8,11,2024
8,12,4032
8,13,8032
8,14,16000
8,15,31872
8,16,63488
8,17,126468
8,18,251924
8,19,501832
8,20,999648
8,21,1991296
8,22,3966656
8,23,7901568
8,24,15739904
8,25,31353848
8,26,62456784
8,27,124413752
8,28,247831872
8,29,493680448
8,30,983410176
8,31,1958950528
8,32,3902224384
8,33,7773220880
8,34,15484235888
8,35,30844557840
8,36,61442279440
8,37,122392861728
8,38,243806264000
8,39,485661447296
8,40,967436346880
8,41,1927130700768
8,42,3838839371520
8,43,7646958099136
8,44,15232720755072
8,45,30343540345568
8,46,60444253886592
8,47,120404797406592
8,48,239846045014016
8,49,477772701320256
8,50,951721985299008
8,51,1895827733142784
8,52,3776483940973696
8,53,7522746242766400
8,54,14985291058450752
8,55,29850661029861504
8,56,59462439564508160
8,57,118449025816403840
8,58,235950153064850176
8,59,470012094634012800
8,60,936262876852363776
8,61,1865033229101142144
8,62,3715141368570915584
8,63,7400551997199009664
8,64,14741880437328726016
8,65,29365787702153660672
8,66,58496573149810428672
8,67,116525022416482532096
8,68,232117543268528362240
8,69,462377545832559167744
8,70,921054875386178788608
8,71,1834738929515101389056
8,72,3654795202149943345408
8,73,7280342589770236821504
8,74,14502423608645160107008
8,75,28888790318756976007168
8,76,57546395595809860354048
8,77,114632271186491659097088
8,78,228347187713876078952448
8,79,454867007319494312704000
8,80,906093902093718941495296
8,81,1804936709412197296038400
8,82,3595429256786644745505792
8,83,7162085780153065859211264
8,84,14266856349752025949728768
8,85,28419540948322688301971456
8,86,56611652063590607764232192
8,87,112770264487969979060961280
8,88,224638075186391508864339968
8,89,447478464758146061019593728
8,90,891375944421543227140252672
8,91,1775618575796353612053094400
8,92,3537027610453509303925153792
8,93,7045749851709877283145822208
8,94,14035115481189218727367122944
8,95,27957913737529678712140787712
8,96,55692091853662514364674818048
8,97,110938502928181519625039128576
8,98,220989210897036244917836939264
8,99,440209936531322869065848195072
8,100,876897054993331426747952271360
8,101,1746776665504150117537463205888
8,102,3479574599749341552186483810304
8,103,6931303602986002184403420291072
8,104,13807138849739738697501772521472
8,105,27503784877330439384482816421888
8,106,54787468338723169318380037222400
8,107,109136495226177765388464051933184
8,108,217399616215431513661563895713792
8,109,433059473209841389941548769558528
8,110,862653350551192397013799497908224
8,111,1718403243095911472763165122854912
8,112,3423054815698315472500133541249024
8,113,6818716339341449543626304994697216
8,114,13582865311760113627384815547793408
8,115,27057032569745318062629463066165248
8,116,53897538897512128628712726444769280
8,117,107363758081035437504865483141849088
8,118,213868328407388172995586464826998784
8,119,426025157029686907839674198404104192
8,120,848641010914169007679874459971420160
8,121,1690490698781051747217496577035943936
8,122,3367453099617266166267476132965695488
8,123,6707957864718561923664462970894647296
8,124,13362234716781590226196759415032086528
8,125,26617536995196133834641213316670013440
8,126,53022064849739562198300984669969727488
8,127,105619816042234526926913793872785244160
8,128,210394400376700089654147187222435856384
8,129,419105101377666413829219130210742665216
8,130,834856277953660398820338301309625827328
8,131,1663031546377118206125882628943393751040
8,132,3312754539050110355646700664998512623616
8,133,6598998473543391624076512422193749393408
8,134,13145187891377696391425705301680899358720
8,135,26185180280370402853394184984956167684096
8,136,52160811392071874581333903183213034143744
8,137,103904201382141816514317662480449454669824
8,138,206976900411131645058653086618701143015424
8,139,412297450285416374502695084582134750183424
8,140,821295454585486764706348533092159262621696
8,141,1636018421301986966875837442669928051703808
8,142,3258944463768305324216976499580881803476992
8,143,6491808942758625235510016039795213070303232
8,144,12931666623293847527564152643193912407687168
8,145,25759846466607555171262337767793351974322176
8,146,51313547535157130685436004687310200571953152
8,147,102216453970565691911983925378693533929570304
8,148,203614911932531243043560543860367018834264064
8,149,405600377931629485682782109901578500090363904
8,150,807954903778326334650881941689335092677181440
8,151,1609444078598672029479177804298241522820710400
8,152,3206008441836273614374247335389685646966652928
8,153,6386360523985919813461098300530172414800035840
8,154,12721613645834740475893849267221311132404809728
8,155,25341421478798663829334602693059855598094385152
8,156,50480046041673396556406052149156364226379382784
8,157,100556121151348596627533661166230305490246565888
8,158,200307533251003799557131122668885097795319496704
8,159,399012088152366907724605653612552382730351935488
8,160,794831047578258612279421168162921877212411985920
8,161,1583301390992217932160668634395562780889157206016
8,162,3153932275740738222996471766857743284343104864256
8,163,6282624935815548599286062026863809479754830577664
8,164,12514972622505347733117981154815425942253091160064
8,165,24929793094791345066093707091596704001978447953920
8,166,49660083365383379726328219260188098419346750046208
8,167,98922757620964033236321489458488862268823435214848
8,168,197053877323076283063533347887876985548682750328832
8,169,392530813959324647487304200843288689290012010217472
8,170,781920366149152254392936795421653017573116125118464
8,171,1557583346978154888033294410323293902755408798810112
8,172,3102701998582930177798924982390684572585821076455424
8,173,6180574356221288360931898512907806589052191439323136
8,174,12311688131901392652543328001478430389269646274461696
8,175,24524850915291623998066669462560259250840339178586112
8,176,48853439591179023496478915208261742255120959726944256
8,177,97315925309085550264110288710612661102759260934111232
8,178,193853071513791445314409312232068593548952313638420480
8,179,386154817065924885361537909234333905327540041929457664
8,180,769219396828640220143544557324533029315419259303624704
8,181,1532283048942003723920823167588031814597905777881513984
8,182,3052303870332647239258423476198922381595376646092750848
8,183,6080181415098514015825800269475681105467611906377252864
8,184,12111705652845253232654776047459959244926662571657789440
8,185,24126486334254693411774289347915216652158048540901244928
8,186,48059898376099975033447980648787521439423710976393871360
8,187,95735193261095683186801704103570512255290246496205668352
8,188,190704257362665935704039394910960626262604734557663002624
8,189,379882387421105144400524232601394254954644496078170226688
8,190,756724733199429001770373264585566728775294050419917979648
8,191,1507393711309326269987611775584579940102843630319266955264
8,192,3002724374143159061541565599613191323926769159307972837376
8,193,5981419186923499242724892172625472133039075546677458763776
8,194,11914971549763307922206436962649199656503619768483932274688
8,195,23734592509756624428106166478388833331375506465928240955392
8,196,47279246891310108351177857575162886434736383955733567242240
8,197,94180137522503338284962745474944905612088688388426120036352
8,198,187606590353450028855185792885921466276536077668168744566784
8,199,373711842750680263173937108749844906130417056176538791182336
8,200,744433024175692860764766309851632589493186261295100170600448
9,0,1
9,1,2
9,2,4
9,3,8
9,4,16
9,5,32
9,6,64
9,7,128
9,8,256
9,9,512
9,10,1022
9,11,2040
9,12,4072
9,13,8128
9,14,16224
9,15,32384
9,16,64640
9,17,129024
9,18,257536
9,19,514052
9,20,1026068
9,21,2048072
9,22,4088032
9,23,8159872
9,24,16287424
9,25,32510336
9,26,64891904
9,27,129526784
9,28,258540536
9,29,516057040
9,30,1030070072
9,31,2056060224
9,32,4103976768
9,33,8191698432
9,34,16350951040
9,35,32637138944
9,36,65145008128
9,37,130031988752
9,38,259548944496
9,39,518069862928
9,40,1034087745552
9,41,2064079658016
9,42,4119983872704
9,43,8223649240192
9,44,16414726104576
9,45,32764436470784
9,46,65399098980320
9,47,130539164049152
9,48,260561286261440
9,49,520090536757632
9,50,1038121089690336
9,51,2072130370951296
9,52,4136053411167616
9,53,8255724668606464
9,54,16478749916480512
9,55,32892230507941952
9,56,65654180885746240
9,57,131048317527067904
9,58,261577576553143424
9,59,522119092000421440
9,60,1042170165438320960
9,61,2080212484796209280
9,62,4152185627077540864
9,63,8287925203659333632
9,64,16543023446135744384
9,65,33020522991515880192
9,66,65910257709749117056
9,67,131559456901446083072
9,68,262597830771997610112
9,69,524155559397119421184
9,70,1046235034155523065728
9,71,2088326122026483468288
9,72,4168380764899803351040
9,73,8320251333314653880576
9,74,16607547667538547489536
9,75,33149315865640628505344
9,76,66167333332897863078656
9,77,132072589918054623103232
9,78,263622064378859002584320
9,79,526199969808201197879552
9,80,1050315757440660474953984
9,81,2096471405595574310142464
9,82,4184639070054318919225856
9,83,8352703547440190051233792
9,84,16672323558484175940435968
9,85,33278611082033837411725312
9,86,66425411650897361303401472
9,87,132587724352873113847840768
9,88,264650292894887543305091072
9,89,528252354214510168056033280
9,90,1054412397132710508441689600
9,91,2104648458936503527665212416
9,92,4200960788918235313066408960
9,93,8385282337814382654354413568
9,94,16737352100581665985766248448
9,95,33408410600025604923749144576
9,96,66684496574647258342409410560
9,97,133104868012210487825904320512
9,98,265682531901781730402306756608
9,99,530312743717727060123842200576
9,100,1058525015311846534209237355520
9,101,2112857405963729604847672317952
9,102,4217346168829666915012768626688
9,103,8417988198133799263362713583616
9,104,16802634279268710648849461374976
9,105,33538716386588177990861602217984
9,106,66944592030301229522756214616064
9,107,133624028732823316560359624359936
9,108,266718797042014742461276177831936
9,109,532381169540841245974381565353984
9,110,1062653674300378725807486260783104
9,111,2121098371075025576994642328948736
9,112,4233795458091442889292584767983616
9,113,8450821624020615955814196040384512
9,114,16868171083826592976944367799083008
9,115,33669530416365759850824946373369856
9,116,67205701959326475527574685927251968
9,117,134145214382034568203347538747559936
9,118,267759104019071483399668866720075776
9,119,534457663028623891839671524049293312
9,120,1066798436663698489976968735962255360
9,121,2129371479153364145329341587046440960
9,122,4250308905974869944525639951548080128
9,123,8483783113030127935009019559578763264
9,124,16933963507395177536270277962008952832
9,125,33800854671704433641187056444910141440
9,126,67467830318563451097022567184179666944
9,127,134668432857852828363652491712414302208
9,128,268803468597686551910424978110170169344
9,129,536542255648102954624575361796514414592
9,130,1070959365211226577938445977890860457984
9,131,2137676855568810144278499359052717637632
9,132,4266886762723509772576031958889373908992
9,133,8516873164658289445949541400973887438848
9,134,17000012546987960379689249244981972500480
9,135,33932691142682202724466827468485405949952
9,136,67730981080285826694400395087914342629376
9,137,135193692089091985941707245203033173524480
9,138,269851906604083139077986189638693658558464
9,139,538634978989040030909344638045198625030144
9,140,1075136522997364894686009169328073535700992
9,141,2146014626180420390115423273456473758859264
9,142,4283529279556971220884099528028778490658816
9,143,8550092280349283099900719640369540811194368
9,144,17066319203507177715111884124292074755489792
9,145,34065041827139148182283901113345291637620736
9,146,67995158232260684046073188526460345613451264
9,147,135721000035491385785873819164049370256834560
9,148,270904433926212857788084921431285730580725760
9,149,540735864764409065848616513800005711340109824
9,150,1079329973322452020706374199391754622233903104
9,151,2154384917338150939751211046274364635004207104
9,152,4300236708674717255744388852324047745367343104
9,153,8583440963503118722258355375680250422846095360
9,154,17132884481758973503582366717382394411927928832
9,155,34197908730707703935437154859938558715904196608
9,156,68260365777808946467394708458601939382521626624
9,157,136250364687836449990784994712669406044395470848
9,158,271961066513996507565448926240601372127272173568
9,159,542844944810876929221182337110019246432756760576
9,160,1083539779733722460604275000526273272839972913152
9,161,2162787855884771788576563645440447179459219554304
9,162,4317009303259886774220099357834181953563481604096
9,163,8616919719483261838877550692984959619148799541248
9,164,17199709390468626216891391809684806909689646546944
9,165,34331293866843049948718868512172287058046058233856
9,166,68526607735866044890390956451836439182768368779264
9,167,136781794068079769665632585040617014433370984153088
9,168,273021820379565778487953703259495193118130999132160
9,169,544962251089285865913141221192157878183447565959168
9,170,1087766006026269633170337865094487408553656638636032
9,171,2171223569157789036369388658764187347559104753172480
9,172,4333847317483131322609462414858073139787038870470656
9,173,8650529055624291916462897147482746584992996046929920
9,174,17266794942295834985462139341560518209689279270486016
9,175,34465199256853623981040934507241708115129113919881216
9,176,68793888141042820512531385757305855079757022609014784
9,177,137315296229462669007418129278173953802144525188071424
9,178,274086711597505897839985883520482582234158417242488832
9,179,547087815685137828145457373753160505407576416339623936
9,180,1092008716244012617484516645918981610937141936450174976
9,181,2179692184991374550396553144325775450289828004665753600
9,182,4350751006506466779605399419186301553689244094978588672
9,183,8684269481239590473072800353984447564129095623510065152
9,184,17334142153850065368154443117637532748447311577721339904
9,185,34599626929931752343245905332774937202965367338064412672
9,186,69062211043686664989502037178508138208485959670970712064
9,187,137850879256637243521338938848531659160107891557832589312
9,188,275155756305099223182066934716597962473868947117470908416
9,189,549221670809080696785455750888864282736678763194720714752
9,190,1096267974680666669705087428780914977794652154253010272256
9,191,2188193831718303154951757165012108903382505476325394874368
9,192,4367720626487140062516579528154621514744131249593726795776
9,193,8718141507629059175242995770781936859119626067279031042048
9,194,17401752045705954976535808617133598909330216023037375938560
9,195,34734578923184400127779104970575731416649390861408939278336
9,196,69331580509942899098494536137811415791395537859044154802176
9,197,138388551265788874237667616283886698976163553606969032966144
9,198,276228970702569785528128454935428865311801487581783566319616
9,199,551363848797396399110417646515073629233487028381450553524224
9,200,1100543845880717525250341953557684870615798350118756337844224
10,0,1
10,1,2
10,2,4
10,3,8
10,4,16
10,5,32
10,6,64
10,7,128
10,8,256
10,9,512
10,10,1024
10,11,2046
10,12,4088
10,13,8168
10,14,16320
10,15,32608
10,16,65152
10,17,130176
10,18,260096
10,19,519680
10,20,1038336
10,21,2074628
10,22,4145172
10,23,8282184
10,24,16548064
10,25,33063552
10,26,66062016
10,27,131993984
10,28,263728128
10,29,526937088
10,30,1052836864
10,31,2103601144
10,32,4203061200
10,33,8397848376
10,34,16779164992
10,35,33525299008
10,36,66984601088
10,37,133837338240
10,38,267411208192
10,39,534295998464
10,40,1067540197376
10,41,2132978866192
10,42,4261758812272
10,43,8515128050192
10,44,17013493467152
10,45,33993494666272
10,46,67920070728384
10,47,135706435982464
10,48,271145724225024
10,49,541757678869504
10,50,1082448869341184
10,51,2162766861344736
10,52,4321276162797312
10,53,8634045587118784
10,54,17251094443403648
10,55,34468228884409056
10,56,68868604616693888
10,57,137601636502879616
10,58,274932394429274112
10,59,549323564949259264
10,60,1097565747517575168
10,61,2192970859051143232
10,62,4381624699499381312
10,63,8754623860150119680
10,64,17492013622587669632
10,65,34949592976293328448
10,66,69830385201122087232
10,67,139523304338471803008
10,68,278771947161090817024
10,69,556995111981141663744
10,70,1112893739597146695680
10,71,2223596668971226255232
10,72,4442816030261556034304
10,73,8876886062201810591872
10,74,17736297344878746083840
10,75,35437679531050080850048
10,76,70805597477650504182528
10,77,141471809117026308933504
10,78,282665120948407379838976
10,79,564773795567174657984512
10,80,1128435793879117305905152
10,81,2254650181899486452691200
10,82,4504861925076392245824256
10,83,9000855710088903982533376
10,84,17983992597612454094082816
10,85,35932582430852565518633216
10,86,71794429025811930190601472
10,87,143447525628345108771700992
10,88,286612664633027455401591040
10,89,572661111916817376246891008
10,90,1144194899837010867197940736
10,91,2286137370897980996102309376
10,92,4567774318309608180618352640
10,93,9126556649049191337763287040
10,94,18235147024323335575303475200
10,95,36434396868980190927757849600
10,96,72797070044770463126171762688
10,97,145450833896335859895181326336
10,98,290615337514662355097102872576
10,99,580658578134757130352515145216
10,100,1160174088693673873723128190976
10,101,2318064292445225807188447644672
10,102,4631565310995628360007863202816
10,103,9254013057329777553701436536832
10,104,18489808933909006818927792697344
10,105,36943219368128699927150676645888
10,106,73813713389905819309904525465600
10,107,147482119252108507826271031803904
10,108,294673909496980362662138220515328
10,109,588767732512720535773765616485376
10,110,1176376434004323238060790006879232
10,111,2350437087601143372254649374851072
10,112,4696247173165185939403659918585856
10,113,9383249450837703580419932690503680
10,114,18748027309922248702309412668686336
10,115,37459147798976058018402379569475584
10,116,74844554609908561798039251441311744
10,117,149541772408092718219045769869946880
10,118,298789161235695692728419805362470912
10,119,596990134825359905110616355933001728
10,120,1192805052247736604816658663085215744
10,121,2383261983188279569364929607434487808
10,122,4761832346205431053595561193781506048
10,123,9514290687855517071909089842019176448
10,124,19009851819992865053574400724081987584
10,125,37982281399007622488516615514362396672
10,126,75889791984393379969473957284981121024
10,127,151630189533190391626105901533104971776
10,128,302961884288725577303193054995224895488
10,129,605327366630271826181621716889308729344
10,130,1209463103425698898963831349164313030656
10,131,2416545292989516711998566156439927517184
10,132,4828333445252999121028671049707160997888
10,133,9647161973822698070020715042117846654976
10,134,19275332825381121444078099462471567687680
10,135,38512720791604213373286314495362574557184
10,136,76949626562037655231610714307183911665664
10,137,153747772328977716439908164725871575629824
10,138,307192881268444362508462155144818911412224
10,139,613781031572205632519167452965849655156736
10,140,1226353791670820410892770486667149301710848
10,141,2450293418962513186159471503719747374448640
10,142,4895763261620499407500882797652960281935872
10,143,9781888866183859417103781507321099192557568
10,144,19544521390664601987459448245801490943049728
10,145,39050568005396757791060480061537199872360448
10,146,78024262199252648698404311323450757070503936
10,147,155894928106971417274392027746064138813079552
10,148,311482965996063901256646947511290382954594304
10,149,622352755691520279973272484426938704421699584
10,150,1243480365862843330389797762786474809550290944
10,151,2484512852471103275229062123538844422955106304
10,152,4964134765256890578015441424489822420095238144
10,153,9918497279304654436011677051560308562369232896
10,154,19817469293560347386882642769643656341237481472
10,155,39595926493891230462158083475655841264616341504
10,156,79113905599394749142501479288787855414836396032
10,157,158072069866974060747850983144730484066187640832
10,158,315832963658169936527737456449930515644092252160
10,159,631044187736948960298041661826029734645250293760
10,160,1260846120253555274495250273095340397080243404800
10,161,2519210175533894029100822017469176054933677178880
10,162,5033461107242216483596071276336450153873074094080
10,163,10057013489456337439476150081418759335461600198656
10,164,20094229034884163493050558231401351975365463900160
10,165,40148901155367665219950565581390679580884170080256
10,166,80218766352524323402540444371155095133467900051456
10,167,160279616376513488181870189734598305009633097613312
10,168,320243710965444584612180606522586209956110386003968
10,169,639856999482731611176820604634420221474218455924736
10,170,1278454395100430009725246792046301821623566925627392
10,171,2554392062090299341941282440603855971931426983706624
10,172,5103755622317182038973574382689977395664975173582848
10,173,10197464139869935836035388607769790172966773294956544
10,174,20374853848649016019963628399239615160653738862510080
10,175,40709598353057065036473456783779251666096440312659968
10,176,81339056975719816756581733809978974501087713165377536
10,177,162517992251391655183604808129231062582423095935631360
10,178,324716056313605448174348995424886149354953237294481408
10,179,648792886050176322295568710853548630686870258449121280
10,180,1296308577309117247794040569332273498173441819958837248
10,181,2590065279284254756923649067367431888046267919801516032
10,182,5175031831448055748453233550850691533245068743223279616
10,183,10339876245861005989312343473251223440935533890203811840
10,184,20659397712304453818256830466919507231895693849272516608
10,185,41278125935600091538480641277069935190780502295644733440
10,186,82474992953954857573521066000087470935891022045584031744
10,187,164787628037358371470188085851536437695619373325627555840
10,188,329250859946592315354394683328481565217693686368537411584
10,189,657853566233711488960546927226105805472723538694765543424
10,190,1314412101084905096070096910735254161210473934266511654912
10,191,2626236688765859917121934604474438005641202216333337952256
10,192,5247303444427392232260810039981909491992006831019832377344
10,193,10484277200025958564039901860119017920168632731745703690240
10,194,20947915357119030232421914746250699272755345143573269970944
10,195,41854593257791469189403381870881097689592920670253795508224
10,196,83626792781546228846736682892316160307695620301007712419840
10,197,167088960292925650665680031744929422681871783899455337791488
10,198,333848994122032833443591650294904955108699419172824855871488
10,199,667040782831491428539970996102014661736888778640997255479296
10,200,1332768448593280469865722892237011026762302056490851018735616
11,0,1
11,1,2
11,2,4
11,3,8
11,4,16
11,5,32
11,6,64
11,7,128
11,8,256
11,9,512
11,10,1024
11,11,2048
11,12,4094
11,13,8184
11,14,16360
11,15,32704
11,16,65376
11,17,130688
11,18,261248
11,19,522240
11,20,1043968
11,21,2086912
11,22,4171776
11,23,8339460
11,24,16670740
11,25,33325128
11,26,66617568
11,27,133169792
11,28,266208960
11,29,532156800
11,30,1063791616
11,31,2126539776
11,32,4250993664
11,33,8497817600
11,34,16987299832
11,35,33957937104
11,36,67882565432
11,37,135698545984
11,38,271263987520
11,39,542261896704
11,40,1083991897728
11,41,2166920525824
11,42,4331715555328
11,43,8659182202880
11,44,17309870757888
11,45,34602762551312
11,46,69171583828080
11,47,138275318399504
11,48,276415004837904
11,49,552558878792736
11,50,1104575761767104
11,51,2208068063532160
11,52,4413970269808128
11,53,8823610949557248
11,54,17638566965819392
11,55,35259832554528768
11,56,70485079325470688
11,57,140901021008387840
11,58,281663834547632832
11,59,563051389722388864
11,60,1125550491696868064
11,61,2249996949627787392
11,62,4497786914652044672
11,63,8991162024891537408
11,64,17973504768423576576
11,65,35929379624814628864
11,66,71823516718451838976
11,67,143576582943361794112
11,68,287012334003357753920
11,69,573743142379637017856
11,70,1146923509648924523648
11,71,2292722021093900088896
11,72,4583195149271938339136
11,73,9161894718613828163712
11,74,18314802687007177341952
11,75,36611640688527290605568
11,76,73187369627341799106560
11,77,146302950980496323792896
11,78,292462395828542827675520
11,79,584637920154965663431424
11,80,1168702378693178768334976
11,81,2336258396651818961658368
11,82,4670225196280747972186240
11,83,9335869446305139867872000
11,84,18662581493471595956094848
11,85,37306857171006405213833216
11,86,74577120666009770201139200
11,87,149081089874141911385276416
11,88,298015948585577513721180160
11,89,595739578281458934434595072
11,90,1190894805514265023197678336
11,91,2380621482111453620185549568
11,92,4758907852186989959984452352
11,93,9513147770774722061947848960
11,94,19016964253049395340104326400
11,95,38015275082004457768032207104
11,96,75993261612653845917548937472
11,97,151911982698317685105123262976
11,98,303674957458219105927878251520
11,99,607052045199015340651084695552
11,100,1213508643138638918460742561280
11,101,2425826975822812224743958956032
11,102,4849274498292430072293942169600
11,103,9693792423844709071908286533632
11,104,19378076367852242679612646274048
11,105,38737145102739936012668979593216
11,106,77436293583821961900482103425024
11,107,154796631194582625024665173389312
11,108,309441424946993922370955198127616
11,109,618579323944468041900264886278144
11,110,1236551893713454491331083359668224
11,111,2471890874231029735506547403604992
11,112,4941357111796691124400528374420480
11,113,9877867328548443013105956782413824
11,114,19746045621245781468212684876099584
11,115,39472722674603547869209961032718336
11,116,78906727211737320351753809398798336
11,117,157736056126512476651731992549933056
11,118,315317391577803431977215618959937536
11,119,630325493568102041359738657870398464
11,120,1260032711338209134480418696364495872
