log2_x,x,optimizer_K,direct_infimum,closed_form,continuous_carrier,lattice_factor,phase
0.0,1.000000000000000000000000000000000000000,2,0.2026423672846755428877589264194552778087,0.2026423672846755428877589264194552778087,0.2010368954368963918395817248937309826989,1.007985956231019761747990797713931334499,0.1514961294723187980432792951080073350185
0.06250000000000000000000000000000000000000,1.044273782427413840321966478739929008785,2,0.1858238701246134676868765304781193297051,0.1858238701246134676868765304781193297051,0.1828979194986758057434373921163796195192,1.015997725036773018290407076104336604098,0.2139961294723187980432792951080073350185
0.1250000000000000000000000000000000000000,1.090507732665257659207010655760707978993,2,0.1704012402282102640668721750641749578678,0.1704012402282102640668721750641749578678,0.1659456464536766882434043147222602754307,1.026849717782607473651851405213329996229,0.2764961294723187980432792951080073350185
0.1875000000000000000000000000000000000000,1.138788634756691653703830283841511254720,2,0.1562586262563592865315543324856375941837,0.1562586262563592865315543324856375941837,0.1501575116840997092828163168468522866505,1.040631430980922606841452267338027360655,0.3389961294723187980432792951080073350185
0.2500000000000000000000000000000000000000,1.189207115002721066717499970560475915293,2,0.1432897920626890657164735348831864127913,0.1432897920626890657164735348831864127913,0.1355040775079811967794948536684923659644,1.057457418978770509468006463057054922662,0.4014961294723187980432792951080073350185
0.3125000000000000000000000000000000000000,1.241857812073484048593677468726595605511,2,0.1313973186714424809516454439488271744263,0.1313973186714424809516454439488271744263,0.1219499893261462395499210457566885568084,1.077468882100760639038886080358051079858,0.4639961294723187980432792951080073350185
0.3750000000000000000000000000000000000000,1.296839554651009665933754117792451159835,3,0.1182991498991944251428479160029527236966,0.1182991498991944251428479160029527236966,0.1094549157234398011685172778171276575114,1.080802530588040357180905825119592690399,0.5264961294723187980432792951080073350185
0.4375000000000000000000000000000000000000,1.354255546936892728298014740140702804343,3,0.1038815687903925014635311239891291424560,0.1038815687903925014635311239891291424560,0.09797445961497298804441602891648090345386,1.060292337397253242640964001156331702869,0.5889961294723187980432792951080073350185
0.5000000000000000000000000000000000000000,1.414213562373095048801688724209698078570,3,0.09122111480554717693873178749687920766486,0.09122111480554717693873178749687920766486,0.08746102932124047939828556666599484075184,1.042991553077840765166892949126932376197,0.6514961294723187980432792951080073350185
0.5625000000000000000000000000000000000000,1.476826145939499311386907480374049923924,3,0.08010363997445150224318785643604496355782,0.08010363997445150224318785643604496355782,0.07786466029770862254059877745271068603460,1.028754760737186028835635237867308138159,0.7139961294723187980432792951080073350185
0.6250000000000000000000000000000000000000,1.542210825407940823612291862090734841307,3,0.07034109537944772151385443551064040800914,0.07034109537944772151385443551064040800914,0.06913378008753756645111344381132222661383,1.017463464175999719774729186632720384941,0.7764961294723187980432792951080073350185
0.6875000000000000000000000000000000000000,1.610490331949254308179520667357400583459,3,0.06176835036158968753123817319154479854104,0.06176835036158968753123817319154479854104,0.06121591086798354373982507706459929484559,1.009024442922976654971722773660388685181,0.8389961294723187980432792951080073350185
0.7500000000000000000000000000000000000000,1.681792830507429086062250952466429790080,3,0.05424039938261838151156718949499732715125,0.05424039938261838151156718949499732715125,0.05405830568472650154615123861830112654329,1.003368468463548761634344030141435798501,0.9014961294723187980432792951080073350185
0.8125000000000000000000000000000000000000,1.756252160373299483112160619375313221294,3,0.04762990929761705601936126966510099494478,0.04762990929761705601936126966510099494478,0.04760851608283540371876767431498061009604,1.000449356891200507932177321261771337565,0.9639961294723187980432792951080073350185
0.8750000000000000000000000000000000000000,1.834008086409342463487083189588288856077,3,0.04182506555116212900416188597064820893133,0.04182506555116212900416188597064820893133,0.04181489032344914391203135768986472225306,1.000243339815895176024605643471016311908,0.02649612947231879804327929510800733501848
0.9375000000000000000000000000000000000000,1.915206561397147293872611270295830887850,3,0.03672768086599167746256950964484448552912,0.03672768086599167746256950964484448552912,0.03662700270283589224976540762359296338150,1.002748741522002565555964713839852916792,0.08899612947231879804327929510800733501848
1.000000000000000000000000000000000000000,2.000000000000000000000000000000000000000,3,0.03225153443319948918442205268856368859306,0.03225153443319948918442205268856368859306,0.03199601565263055834824186459794062212557,1.007985956231019761747990797713931334499,0.1514961294723187980432792951080073350185
1.062500000000000000000000000000000000000,2.088547564854827680643932957479858017569,3,0.02832091351183022986226264390608226272440,0.02832091351183022986226264390608226272440,0.02787497728974263481991778685261628449968,1.015997725036773018290407076104336604098,0.2139961294723187980432792951080073350185
1.125000000000000000000000000000000000000,2.181015465330515318414021311521415957985,3,0.02486933276944860456206285061974158645607,0.02486933276944860456206285061974158645607,0.02421905789987629596319278013533290909236,1.026849717782607473651851405213329996229,0.2764961294723187980432792951080073350185
1.187500000000000000000000000000000000000,2.277577269513383307407660567683022509440,3,0.02183840970169330141964410875082006628734,0.02183840970169330141964410875082006628734,0.02098572948263529283280246100465022368068,1.040631430980922606841452267338027360655,0.3389961294723187980432792951080073350185
1.250000000000000000000000000000000000000,2.378414230005442133434999941120951830586,3,0.01917687710885804166470736781386636247881,0.01917687710885804166470736781386636247881,0.01813489296559849111354076865749129590753,1.057457418978770509468006463057054922662,0.4014961294723187980432792951080073350185
1.312500000000000000000000000000000000000,2.483715624146968097187354937453191211022,3,0.01683971592582260455972722128952939033215,0.01683971592582260455972722128952939033215,0.01562895801964127699249530878936806942477,1.077468882100760639038886080358051079858,0.4639961294723187980432792951080073350185
1.375000000000000000000000000000000000000,2.593679109302019331867508235584902319671,4,0.01451829133565611200376242386516825712550,0.01451829133565611200376242386516825712550,0.01343288059083007152394642463769416942349,1.080802530588040357180905825119592690399,0.5264961294723187980432792951080073350185
1.437500000000000000000000000000000000000,2.708511093873785456596029480281405608687,4,0.01220837913976228790862102753403668248859,0.01220837913976228790862102753403668248859,0.01151416332002430495113889018121787679595,1.060292337397253242640964001156331702869,0.5889961294723187980432792951080073350185
1.500000000000000000000000000000000000000,2.828427124746190097603377448419396157139,4,0.01026598225468433518915278326711869414183,0.01026598225468433518915278326711869414183,0.009842823965725983439731310092801317474436,1.042991553077840765166892949126932376197,0.6514961294723187980432792951080073350185
1.562500000000000000000000000000000000000,2.953652291878998622773814960748099847847,4,0.008632627677022303413729801635045597383655,0.008632627677022303413729801635045597383655,0.008391336795210869464211232066043126742549,1.028754760737186028835635237867308138159,0.7139961294723187980432792951080073350185
1.625000000000000000000000000000000000000,3.084421650815881647224583724181469682614,4,0.007259145667828056001881211932584128562750,0.007259145667828056001881211932584128562750,0.007134551680149938932309906886719181591512,1.017463464175999719774729186632720384941,0.7764961294723187980432792951080073350185
