n,C_n,C_n_div_2_pow_n,C_n_minus_2n_minus_nnm1_minus_2,error_after_four_edge_model,scaled_error_times_4n_div_n6
32,4294968290.0002195388700173250040777541945149006237,1.0000002314337109073228243098138081268860294717885,0.00021953887001732500407775419451490062371848054357647,0.000000000062148367484546504194514900623718480543576467642794,1.0677008233836680836262732830542435033818929256040
33,8589935650.0001245532372995030808019829607185620162,1.0000001231674249928022384996387178524118753338717,0.00012455323729950308080198296071856201623246427267846,0.000000000018815578215079326710718562016232464272678461938522,1.0750128203371124046956898279210870937582800765708
34,17179870308.000070391228497440322812811762570896604,1.0000000654254149640461253840664176277212432409057,0.000070391228497440322812811762570896603945345085760658,0.0000000000056628532256448430125708966039453450857606575232536,1.0819358422181105531234811014187117484427845389581
35,34359739560.000039637090470506869575474334558017533,1.0000000346917670580177355588783270060764205996393,0.000039637090470506869575474334558017532528070668533264,0.0000000000016948721039504743345580175325280706685332640007057,1.0884998211896712694262337166937145174536877208163
36,68719477998.000022243126800125290598268619479266795,1.0000000183645173418790625892185285668328212234598,0.000022243126800125290598268619479266795183852324487955,0.00000000000050461833640515338510426679518385232448795517603322,1.0947317419251309281495415537892536101224434294360
37,137438954806.00001244182946209311395049048988294538,1.0000000097061275478469139641173675080826060944337,0.000012441829462093113950490489882945375316622903502840,0.00000000000014950036912321998207044537531662290350283965531181,1.1006559855293348258098016477491071323005582839487
38,274877908352.00000693814949815730744044748663850289,1.0000000051222741856259726706677881900668094695098,0.0000069381494981573074404474866385028923923567811542674,0.000000000000044085189634966529607252892392356781154267387239525,1.1062946292955924705187306142982284084784531210587
39,549755815372.00000385784370721975067227207671095498,1.0000000026993802818794278341006259729912502934075,0.0000038578437072197506722720767109549825384656442502498,0.000000000000012942642956665387257829982538465644250249829924822,1.1116677077900906833463103368260992911521658608824
40,1099511629338.0000021392043019299124069378770651694,1.0000000014206307261149088862384018347601132201538,0.0000021392043019299124069378770651693790992772774719588,0.0000000000000037838433571026719870443790992772774719588320428727,1.1167934403756635055711535827821354726886692055868
41,2199023257194.0000011831143649137430525148368768234,1.0000000007466951506935922065684931351437793986512,0.0000011831143649137430525148368768233613210456688042162,0.0000000000000011018329000795341424483613210456688042162187433624,1.1216884297483059166724879708402650648485464553545
42,4398046512828.0000006527152439516103482009348097121,1.0000000003919922166125423345764853248058295343326,0.00000065271524395161034820093480971212313158988751425645,3.1963648555292455580587313158988751425644659801881e-16,1.1263678354877705609252252076857431083685218017311
43,8796093024016.0000003592485883032951128481774260661,1.0000000002055458026415236177289551861631681988531,0.00000035924858830329511284817742606612780206102883439792,9.2392004728212826456752802061028834397918781618429e-17,1.1308455260787500856841642569807115812980616729058
44,17592186046310.000000197282588514338669644930328486,1.0000000001076614353335845969760577344030099498289,0.00000019728258851433866964493032848558023304798524200855,2.6614827381708587762923983047985242008551270998084e-17,1.1351342123674378651508873525793634185029766335893
45,35184372090814.000000108105950865503648731041371001,1.0000000000563318280941332986590596092563328446375,0.00000010810595086550364873104137100143869587693767729326,7.6417498915676466362043208769376772932630821714487e-18,1.1392455649874273676560956073706324371503837238159
46,70368744179736.000000059117951425291674556560271590,1.0000000000294448909707386683212645788580141509043,0.000000059117951425291674556560271590032092784763278424592,2.1872877798745568683524052847632784245915074006805e-18,1.1431903179177470997505842216862037881539861816936
47,140737488357492.00000003226540457097718317666023852,1.0000000000153761448020778275105938148440760943353,0.000000032265404570977183176660238520889798325641404291681,6.2419858434170366981557957564140429168140184916647e-19,1.1469783600191366306886344578212583111262938531402
48,281474976712914.00000001757678091980351255548011331,1.0000000000080220274867939763684880585705467130471,0.000000017576780919803512555480113308614992114423672725735,1.7762304556380776662280461442367272573505501477353e-19,1.1506188161258623056344071303119879869494271133684
49,562949953423666.00000000955785139927267910770843492,1.0000000000041815439999651677485546355923199762737,0.0000000095578513992726791077084349210760750189628410744341,5.0406659466724258234278143962841074434124704317684e-20,1.1541201190427666154959411852568732427893023141691
50,1125899906845076.0000000051883830565345187239067011,1.0000000000021778134851093152795589476144789979460,0.0000000051883830565345187239067010624769734667038963926673,1.4267166675751660621504716703896392667271713801796e-20,1.1574900736046582367556695795459260159592873940170
51,2251799813687800.0000000028118023465180421121712657,1.0000000000011333156635386084875467629560717647344,0.0000000028118023465180421121712657136788656534185991330630,4.0280506309004945626547159185991330629939162534551e-21,1.1607359137921183759876435431951434228045739143044
52,4503599627373150.0000000015214123294538216135037926,1.0000000000005893063814713709130564853348163154118,0.0000000015214123294538216135037926271450876509093583576269,1.1344957670060232174753462218583576268898563656305e-21,1.1638643537596238085546018290923790146950360269773
53,9007199254743750.0000000008219496194786647825181021,1.0000000000003061995101917094285881003240293327774,0.00000000082194961947866478251810208855962827050920308884278,3.1878837901190816259457910295308884278387216479054e-22,1.1668816335145853373561541756306948458791227785735
54,18014398509484848.000000000443409309269871548637709,1.0000000000001589839371263470307498882822832352140,0.00000000044340930926987154863770874827716846348876140865552,8.9378333611513074379156848136408655521896662379382e-23,1.1697935598861265102735555785172193175793099427719
55,36028797018966940.000000000238863373525102809613367,1.0000000000000824895707296557607439015131436836172,0.00000000023886337352510280961336651352341346524839754451848,2.5005097762583765341565834335044518476299831760802e-23,1.1726055433373837593612184812086403855015469286290
56,72057594037931018.000000000128499655360776774463357,1.0000000000000427713420236859390107708841607179106,0.00000000012849965536077677446335748026106966924591378555014,6.9811303374190065683264724762855501424836339553306e-24,1.1753226311024617355468665534363255308731452672032
57,144115188075859066.00000000006903722038487297934888,1.0000000000000221628271290801664801544184692182809,0.000000000069037220384872979348877811369050212587678932311425,1.9451644070386258251149314289323114252758650969585e-24,1.1779495370669806048283392887730798997681959969179
58,288230376151715052.00000000003704364592849228281235,1.0000000000000114769305170626842575937482253498485,0.000000000037043645928492282812347070284051663756049040678618,5.4094239919722811675775018966567861837372293415949e-25,1.1804906687577823690796304672392388707235936731105
59,576460752303426912.00000000001985236974810803994558,1.0000000000000059396931817446219296382852390752293,0.000000000019852369748108039945577551228513769806133220441894,1.5015473291332792287319968790794189425223105173128e-25,1.1829501517614655784290522837036624302643841984630
60,1152921504606850518.0000000000106266731525473251126,1.0000000000000030721952759549345813732128847003902,0.000000000010626673152547325112609041209460226912647647429095,4.1605234809505880801100880069304094807419786601204e-26,1.1853318518518586693207193906643019315270609605994
61,2305843009213697614.0000000000056817987814650309959,1.0000000000000015881393422567693590215498586656703,0.0000000000056817987814650309958820239146598838439410322264939,1.1508113437655324604379219352538993940376077030638e-26,1.1876393950723719609694486616030561228498750378934
62,4611686018427391688.0000000000030345500418027558513,1.0000000000000008205242041370304136699898474036099,0.0000000000030345500418027558512907589539837885242368785819607,3.1778430738706094074588682262382107264309286191435e-27,1.1898761859895898568062266612125897966598601753146
63,9223372036854779716.0000000000016189679805100895983,1.0000000000000004237062090073353083389727199308676,0.0000000000016189679805100895983184452318022719529755982795256,8.7610598685316692506347974867015056095642889816108e-28,1.1920454243088073605306115852406916680920699105851
64,18446744073709555650.000000000000862844518056960183,1.0000000000000002186835781903262911141982796636817,0.00000000000086284451805696018268880981941069743418837291276162,2.4115669623006428859019423228776161534007154433336e-28,1.1941501200199132106150105760465266239562506624091
65,36893488147419107394.000000000000459400312929902976,1.0000000000000001128112360471167488105458969085519,0.00000000000045940031292990297606642950996860103811265513562340,6.6279923594278387596263900252810902691223699552529e-29,1.1961931072225980405585601349618034016966807341411
66,73786976294838210756.000000000000244358786677389990,1.0000000000000000581674465538473161961789350360244,0.00000000000024435878667738999013160579936568234251843476405951,1.8189685278162253835667238474997005515839010114041e-29,1.1981770567629154800289388524643505876410850477674
67,147573952589676417352.00000000000012985402683685088,1.0000000000000000299781900692241984802311824597084,0.00000000000012985402683685088264233366612425599173443834775898,4.9848082501263037689103416680714750410182778929262e-30,1.2001044877984037753018325888585779544727459157039
68,295147905179352830414.00000000000006894232905917119,1.0000000000000000154431046943404040154793525266535,0.000000000000068942329059171193726674773186030063207357874591361,1.3641763139253521444155869395327675919558159609805e-30,1.2019777783959934343544848478932116270812019009780
69,590295810358705656406.00000000000003657053230122359,1.0000000000000000079519453088233716451263031519085,0.000000000000036570532301223590927257279924580803393164842643350,3.7282856924959735411290284923514655755099970686310e-31,1.2037991752555338507278810543117446091623345668876
70,1180591620717411308256.0000000000000193821805935697,1.0000000000000000040928632011327792547954798756705,0.000000000000019382180593569692352471592947428738748430354155565,1.0176104742497687233030710891630688398717013411431e-31,1.2055708026417564203434377743479831321570872909483
71,2361183241434822611820.0000000000000102638607519818,1.0000000000000000021057239068741906472707638481690,0.000000000000010263860751981782076775827522231874640283852530131,2.7739842539466362099347382498392617654044471808033e-32,1.2072946705986715813462372123626378718950343148178
72,4722366482869645218810.0000000000000054308262802203,1.0000000000000000010829316230646229846488725146592,0.0000000000000054308262802203050099189113214747490062560548365906,7.5525235959871647580708970607116510323421491599705e-33,1.2089726825126166428952050105264290358707280279310
73,9444732965739290432650.0000000000000028712960015252,1.0000000000000000005567124045828888981566652528981,0.0000000000000028712960015251504118371062783789199541383605718332,2.0538127525450506012016158818918056875968596073910e-33,1.2106066420832963498363512995774793332407692476499
74,18889465931478580860188.000000000000001516897942162,1.0000000000000000002860853779351399396006298330191,0.0000000000000015168979421620494568739566835006573288876689735484,5.5785922135102935649344099198099987240999672523424e-34,1.2121982597560736265105504434539196433581156375426
75,37778931862957161715120.000000000000000800774360422,1.0000000000000000001469602163486211088495502746990,8.0077436042237486195230887758986058931503354259027e-16,1.5135513947858557391617356486809992052014950235178e-34,1.2137491586633744859350445926906207379752562682894
76,75557863725914323424838.000000000000000422423483488,1.0000000000000000000754653416444378208394590860482,4.2242348348783690177515559294110324194774558569730e-16,4.1019629248096753918831849353917946074931831251980e-35,1.2152608801182828313532811977346994711713363152242
77,151115727451828646844126.00000000000000022267855615,1.0000000000000000000387385224470833920710513749428,2.2267855614649194850585284304578709522769257269682e-16,1.1105061806020613196719734295023011792865954044661e-35,1.2167348886991435129204242593808781328682808866979
78,302231454903657293682552.00000000000000011730302530,1.0000000000000000000198788044808743610828978168411,1.1730302529662668936267247116790659910060609810532e-16,3.0032889013631689408063434857250004918821249744368e-36,1.2181725769602011097283623566892757517008077530028
79,604462909807314587359252.00000000000000006175160030,1.0000000000000000000101974825915537251759168858090,6.1751600295704880527864853809402006112536818208803e-17,8.1139409379909392915147584926055073018975711910196e-37,1.2195752697999215321086417837981476431334375853167
80,1208925819614629174712498.0000000000000000324864929,1.0000000000000000000052294358325602409605639179483,3.2486492854060596176476731965142609131453691247618e-17,2.1899613087298481159484219900330993922778069087342e-37,1.2209442285156250000121505981781307090851531483597
81,2417851639229258349418834.0000000000000000170796981,1.0000000000000000000026808923652843626942652995686,1.7079698079888820097239285609618309330626858922576e-17,5.9050251792814173468856665229297946451019161571939e-38,1.2222806545703598265070236521492841877826582349567
82,4835703278458516698831348.0000000000000000089740229,1.0000000000000000000013739469974505789679632656220,8.9740229085836934267032295227237717079119653879521e-18,1.5907363882573746901926535260475081924852248367423e-38,1.2235856930955296902957408534238617339485685206255
83,9671406556917033397656216.0000000000000000047122726,1.0000000000000000000007039307012826265513160560345,4.7122725874247374218796238822489267043080435059729e-18,4.2813021690671596685678623381233882860540850333278e-39,1.2248604361506203428138821635735052352312523842617
84,19342813113834066795305790.000000000000000002472955,1.0000000000000000000003605473494965509377847031124,2.4729552893104763208363746544789451911785461064451e-18,1.1512361970888798825496863596945595476559175917714e-39,1.2261059257594266155522216336727648721239956406459
85,38685626227668133590604774.000000000000000001297033,1.0000000000000000000001846163729641788641853960550,1.2970326421681013808983947847851937788468311527065e-18,3.0929522824588755926731836714216707844045886341563e-40,1.2273231567404323111416248381556396493018049845492
86,77371252455336267181202576.000000000000000000679893,1.0000000000000000000000945053849841834118540672305,6.7989252248910585969851060903165765410947321073952e-19,8.3025449931912485659691485190495206676288518325558e-41,1.2285130793474222429526213859006804330060951764895
87,154742504910672534362398012.00000000000000000035620,1.0000000000000000000000483642164402098368651399788,3.5619684476361657329284103740904563075657568218311e-19,2.2268305949287214228369278216746946554811772789467e-41,1.2296766017349881276764324926542141397961996004891
88,309485009821345068724788714.00000000000000000018651,1.0000000000000000000000247443325426995544303336017,1.8651159884390270428118793089768981534363212656610e-19,5.9677336629329478581169285652610474488701257761238e-42,1.2308145922623113175330136180695516872738328075709
89,618970019642690137449569946.00000000000000000009761,1.0000000000000000000000126565096069148804784037040,9.7609690425518355589393078998543404160459811206498e-20,1.5980342980862964899804103753392007177173846065757e-42,1.2319278816474505624483666772885609683658240804727
90,1237940039285380274899132236.0000000000000000000511,1.0000000000000000000000064720420583738845029978210,5.1057141698467431883854235146276129281407502126672e-20,4.2758749428383768916304295616772329653506472956730e-43,1.2330172649833189385087114375922458791636524449911
91,2475880078570760549798256640.0000000000000000000267,1.0000000000000000000000033087224502121106994856455,2.6693254076405450049203381406606682303306270889261e-20,1.1432302043829045685092944029208377221968022998516e-43,1.2340835036255891106978887554314443482413826131186
92,4951760157141521099596505270.0000000000000000000139,1.0000000000000000000000016911158324021127317805635,1.3948670736886412727644253606579583041176192664611e-20,3.0543548579301367226462648286114687722765808677045e-44,1.2351273269619098919992339981614153149651063000146
93,9903520314283042199193002350.0000000000000000000073,1.0000000000000000000000008641371682408216359313381,7.2854279801841699380217560989907115100138726749617e-21,8.1543523271455897175375764536272740108981030558295e-45,1.2361494340710404629155001513808369514351048865785
94,19807040628566084398385996328.000000000000000000004,1.0000000000000000000000004414591843361617424972901,3.8034067487775817359120671519714289495862398584192e-21,2.1754568328898994163213698406008324737815117538889e-45,1.2371504952798034970955362465250875195121978000375
95,39614081257132168796771984100.000000000000000000002,1.0000000000000000000000002254753793738904782700020,1.9846791217919495102754825110452928153572243769865e-21,5.7997477748633859126645048091590468775101579349725e-46,1.2381311536251175740549959132350370967903037244548
96,79228162514264337593543959458.000000000000000000001,1.0000000000000000000000001151358268388171150234526,1.0351704923767981950845098608680680822603534432267e-21,1.5451540799668939315214742405737644423975102936822e-46,1.2390920262277862172067903971949385700522294554425
97,158456325028528675187087909986.00000000000000000000,1.0000000000000000000000000587796037698280316448387,5.3968657915424617401973643800697876336030798304468e-22,4.1138148044384478896996505656497340680459590079326e-47,1.2400337055841899429699052160781719898791391765355
98,316912650057057350374175810852.00000000000000000000,1.0000000000000000000000000300019579473655209834189,2.8124413457131785327307846918316735609900733931814e-22,1.0945458368577421471010403030036006668738782179297e-47,1.2409567607815437309341039653225241990173630929821
99,633825300114114700748351612392.00000000000000000000,1.0000000000000000000000000153102124485293971194308,1.4650123935299214927515621632991621574031299617061e-22,2.9103503508653302881823751212751378427517271915697e-48,1.2418617386419407583330594369209847116117188815826
100,1267650600228229401496703215278.0000000000000000000,1.0000000000000000000000000078113006834984588971869,7.6281429585242443762064411924792623304143029196233e-23,7.7336470390995737869277319122164063389768729622954e-49,1.2427491648000000000000000186571058356854955943387
101,2535301200456458802993406420854.0000000000000000000,1.0000000000000000000000000039845364322713306291346,3.9702665695846067023841871634181693047819330603063e-23,2.0537929435368371922416550661489620678487568150977e-49,1.2436195447185667211537542746598720869233197176227
102,5070602400912917605986812831808.0000000000000000000,1.0000000000000000000000000020321056918493264107406,2.0656053012782608538668661725269343642086975647699e-23,5.4508912930984613380969574455316651294039826404162e-50,1.2444733646465777080182458926122273727443991189909
103,10141204801825835211973625653516.000000000000000000,1.0000000000000000000000000010361687990077990064083,1.0742497181438044755944874684952514375330367484583e-23,1.4458462003563964997386034537167373671628912929937e-50,1.2453110925228943507306725964606335137322604827059
104,20282409603651670423947251296730.000000000000000000,1.0000000000000000000000000005282409836586200301988,5.5846595258389153121963749737101425267589815159793e-24,3.8328815407691728988877505884265729388115476734064e-51,1.2461331788296237742160503981234459416909566781686
105,40564819207303340847894502582954.000000000000000000,1.0000000000000000000000000002692480877132465918346,2.9021837715673674865785058649054383177230527727100e-24,1.0155055041356615922334376445699688455026854756052e-51,1.2469400573981887323550519447585372492777655393827
106,81129638414606681695789005155196.000000000000000000,1.0000000000000000000000000001372124937018797409038,1.5076238276193108070475222834555895273044118564773e-24,2.6890413163020269178139002404906579550014692623702e-52,1.2477321461711688031032893033543837166215754806281
107,162259276829213363391578010299472.00000000000000000,1.0000000000000000000000000000699127977252121712546,7.8289583487856997201863210334149627449229916219834e-25,7.1166493243045386699195287639923553203878169777355e-53,1.2485098479227166234033295612230791403681818350554
108,324518553658426726783156020587814.00000000000000000,1.0000000000000000000000000000356158372755642751834,4.0640666770263513421281703545664645388214615408638e-25,1.8824394464410766598759839702143253297940960934116e-53,1.2492735509401517481436042481305816791893763680690
109,649037107316853453566312041164286.00000000000000000,1.0000000000000000000000000000181407193321722519471,2.1089504815196517824521881975012450369297223092710e-25,4.9766621128849697008633883849428178638877883777095e-54,1.2500236296691496415489741703795154191109092115389
110,1298074214633706907132624082317016.0000000000000000,1.0000000000000000000000000000092383007572366929399,1.0940154145198318185752218460826291274749964673426e-25,1.3150165036371325913613079125128901988927722276222e-54,1.2507604453247728980260911140172335227010046170961
111,2596148429267413814265248164622260.0000000000000000,1.0000000000000000000000000000047038912961713848475,5.6732864091889273261192245529730872485271843839555e-26,3.4729957923724563511562382058539225687147744923951e-55,1.2514843464704347639283443743378135674401103091177
112,5192296858534827628530496329232530.0000000000000000,1.0000000000000000000000000000023947012928510890597,2.9410527972603533499775606640494082918979997393204e-26,9.1677192443838812084939785622688718620552713679561e-56,1.2521956695667402347236270601592951460042694256596
113,10384593717069655257060992658452850.000000000000000,1.0000000000000000000000000000012189210618026815714,1.5241592334982857660880784723329379568133989575397e-26,2.4188349024984229286106928674320945774377618243680e-56,1.2528947394920163854255168259451571441065233580249
114,20769187434139310514121985316893268.000000000000000,1.0000000000000000000000000000006203420350871286683,7.8962295718140694689406575463574611931592075007072e-27,6.3788560131515890153436700840289537440479058132403e-57,1.2535818700362202055793467122350655657545846346622
115,41538374868278621028243970633773880.000000000000000,1.0000000000000000000000000000003156599178850679563,4.0895311994915229337941818991541715919021898519860e-27,1.6814141544735835555137853413551422059895889276055e-57,1.2542573643697981913021105307788790887564296029259
116,83076749736557242056487941267534878.000000000000000,1.0000000000000000000000000000001605984832375906297,2.1173564993551413089671723838029364909775204107112e-27,4.4300181608119893753602926628063291942772882353032e-58,1.2549215154889665127975034455655306480791564064757
117,166153499473114484112975882535056646.00000000000000,1.0000000000000000000000000000000816955408284760608,1.0959316088883501769510406260436807874454712223535e-27,1.1666449590318938015917747620013729558616707148564e-58,1.2555746066387830146920001639701506557235513961851
118,332306998946228968225951765070099952.00000000000000,1.0000000000000000000000000000000415519385501546135,5.6707979247374343006096701891189401174452786354341e-28,3.0709850546530343936285204074142821357985182359334e-59,1.2562169117152919710734296918897593059025531945002
119,664613997892457936451903530140186332.00000000000000,1.0000000000000000000000000000000211310626085737034,2.9334475743549852307749516676219103157111297790630e-28,8.0802686277992680419664865246857785232553871331804e-60,1.2568486956479388179054708436597237920638697026145
120,1329227995784915872903807060280358858.0000000000000,1.0000000000000000000000000000000107445826038041025,1.5170086745045388635894796659049250503341717631574e-28,2.1251335311417929045426479813765629660277013407840e-60,1.2574702147633744855967078189300672915302702033897
