t,exact_discrete_optimizer,Lambert_W_predictor,optimizer_error,omega_M_t
2.000000000000000000000000000000000000000,0,0.0,0.0,0.0
2.828427124746190097603377448419396157139,3,2.000000000000000000000000000000000000000,1.000000000000000000000000000000000000000,0.7520386983881370366866291761934374206097
4.000000000000000000000000000000000000000,4,3.159861177919182334943401626444098503474,0.8401388220808176650565983735559014965263,1.791759469228055000812477358380702272723
5.656854249492380195206754896838792314279,4,4.000000000000000000000000000000000000000,-5.714936956411374911078917741526704797260e-101,3.178053830347945619646941601297055408874
8.000000000000000000000000000000000000000,5,4.747023057243730023031177847083468315819,0.2529769427562699769688221529165316841807,4.787491742782045994247700934523243048400
11.31370849898476039041350979367758462856,6,5.444907554610207051743845256107618784466,0.5550924453897929482561547438923812155340,6.579251212010100995060178292903945321123
16.00000000000000000000000000000000000000,6,6.111534710953462997932076009699676835489,-0.1115347109534629979320760096996768354892,8.658692753689936923311874657278475025349
22.62741699796952078082701958735516925711,7,6.756215304028007984469203663254861629964,0.2437846959719920155307963367451383700362,10.95117649302522288312584346145074303902
32.00000000000000000000000000000000000000,7,7.384500298638307571191583550678335256906,-0.3845002986383075711915835506783352569060,13.37719162498503146608615588655436102729
45.25483399593904156165403917471033851423,8,8.000000000000000000000000000000000000000,0.0,16.14978034722481270375508437238706729959
64.00000000000000000000000000000000000000,9,8.605210480528170840794128041880764232519,0.3947895194718291592058719581192357674812,19.04015210512097739596280696769029527696
90.50966799187808312330807834942067702846,9,9.201937686927450590467922905335269002512,-0.2019376869274505904679229053352690025118,22.15931441764073128834035151425208983330
128.0000000000000000000000000000000000000,10,9.791535054030344228433649853614803222448,0.2084649459696557715663501463851967775520,25.50162028147469493648419115112371889301
181.0193359837561662466161566988413540569,10,10.37504580005724989492071167680348181822,-0.3750458000572498949207116768034818182232,28.96735618427442148357035175841460173339
256.0000000000000000000000000000000000000,11,10.95329272592582841270633342732152302206,0.04670727407417158729366657267847697793797,32.75154581819268264646675957929608416936
362.0386719675123324932323133976827081138,12,11.52693734072309562886320281216994492497,0.4730626592769043711367971878300550750336,36.62274682910057357553093330205131614631
512.0000000000000000000000000000000000000,12,12.09652018035630005693983891685459468193,-0.09652018035630005693983891685459468193317,40.78162991246024543203432603080037555477
724.0773439350246649864646267953654162277,13,12.66248912486010265964035303430277923734,0.3375108751398973403596469656972207626577,45.07944722132164544163089377601113557976
1024.000000000000000000000000000000000000,13,13.22521979402134300624234887864312573885,-0.2252197940213430062423488786431257388507,49.58490389496128995284290256548928327225
1448.154687870049329972929253590730832455,14,13.78503056060989224675781060981426620933,0.2149694393901077532421893901857337906681,54.30340276625638449561718379476516927419
2048.000000000000000000000000000000000000,14,14.34219381362463859989833918671493831709,-0.3421938136246385998983391867149383170890,59.15543303017600166153780864497240525072
2896.309375740098659945858507181461664911,15,14.89694455085242103921940588593045021695,0.1030554491475789607805941140695497830467,64.28949836323802031049412564022473658316
4096.000000000000000000000000000000000000,15,15.44948703214544070721489172363775804267,-0.4494870321454407072148917236377580426678,69.48810221743761013112336655116106084372
5792.618751480197319891717014362923329821,16,16.00000000000000000000000000000000000000,0.0,75.03327966191717260646122352282647338833
8192.000000000000000000000000000000000000,17,16.54864082519647575185324239403677338276,0.4513591748035242481467576059632266172435,80.63908172821316992437968662653230619622
11585.23750296039463978343402872584665964,17,17.09554883460853192302168025380906256922,-0.09554883460853192302168025380906256922067,86.53083276297270505442615965892680702486
16384.00000000000000000000000000000000000,18,17.64084800889020755861471102118400293426,0.3591519911097924413852889788159970657430,92.54036683338862363901142680079182955857
23170.47500592078927956686805745169331929,18,18.18464918905645578198123003297479735810,-0.1846491890564557819812300329747973580953,98.77869145842813142376651589391541867125
32768.00000000000000000000000000000000000,19,18.72705189626189761610800176288891098596,0.2729481037381023838919982371110890140403,105.1888663403942984308617039330941550489
