n,root_index,real_part,imag_part,nonreal
1,0,0,0,False
2,0,-0.66666666666666663,0,False
2,1,0.66666666666666663,0,False
3,0,-0.96609178307929588,0,False
3,1,0,0,False
3,2,0.96609178307929588,0,False
4,0,-1.1647166173270409,0,False
4,1,-0.40895565179097265,0,False
4,2,0.40895565179097265,0,False
4,3,1.1647166173270409,0,False
5,0,-1.3193831375048233,0,False
5,1,-0.69386623976826456,0,False
5,2,0,0,False
5,3,0.69386623976826456,0,False
5,4,1.3193831375048233,0,False
6,0,-1.4445331342789642,0,False
6,1,-0.91913567306361632,0,False
6,2,-0.31435118701082587,0,False
6,3,0.31435118701082587,0,False
6,4,0.91913567306361632,0,False
6,5,1.4445331342789642,0,False
7,0,-1.5446664248538071,0,False
7,1,-1.1097329866260501,0,False
7,2,-0.57551392949374636,0,False
7,3,0,0,False
7,4,0.57551392949374636,0,False
7,5,1.1097329866260501,0,False
7,6,1.5446664248538071,0,False
8,0,-1.6207639959662339,0,False
8,1,-1.2752517848832954,0,False
8,2,-0.80583796369230165,0,False
8,3,-0.27433539432883614,0,False
8,4,0.27433539432883614,0,False
8,5,0.80583796369230165,0,False
8,6,1.2752517848832954,0,False
8,7,1.6207639959662339,0,False
9,0,-1.671263719117599,0,False
9,1,-1.4192313076217431,0,False
9,2,-1.0172166119582342,0,False
9,3,-0.52495475977195327,0,False
9,4,0,0,False
9,5,0.52495475977195327,0,False
9,6,1.0172166119582342,0,False
9,7,1.4192313076217431,0,False
9,8,1.671263719117599,0,False
10,0,-1.691489676613162,0,False
10,1,-1.5398314225104006,0,False
10,2,-1.2202939520496643,0,False
10,3,-0.76187594483995646,0,False
10,4,-0.25812909959458363,0,False
10,5,0.25812909959458363,0,False
10,6,0.76187594483995646,0,False
10,7,1.2202939520496643,0,False
10,8,1.5398314225104006,0,False
10,9,1.691489676613162,0,False
11,0,-1.6962898546755409,0,False
11,1,-1.5702071020070576,0,False
11,2,-1.4635804754594404,0,False
11,3,-0.9942185330902088,0,False
11,4,-0.50662690039518421,0,False
11,5,0,0,False
11,6,0.50662690039518421,0,False
11,7,0.9942185330902088,0,False
11,8,1.4635804754594404,0,False
11,9,1.5702071020070576,0,False
11,10,1.6962898546755409,0,False
12,0,-1.7633926582397306,0,False
12,1,-1.2383383327539277,0,False
12,2,-0.75083952807596122,0,False
12,3,-0.25239378635765408,0,False
12,4,0.25239378635765408,0,False
12,5,0.75083952807596122,0,False
12,6,1.2383383327539277,0,False
12,7,1.7633926582397306,0,False
12,8,-1.5818138298564695,-0.18956469573814674,True
12,9,-1.5818138298564695,0.18956469573814674,True
12,10,1.5818138298564695,-0.18956469573814674,True
12,11,1.5818138298564695,0.18956469573814674,True
13,0,-1.8266476621155128,0,False
13,1,-1.5135441164801833,0,False
13,2,-0.99682745025416752,0,False
13,3,-0.50144913576682637,0,False
13,4,0,0,False
13,5,0.50144913576682637,0,False
13,6,0.99682745025416752,0,False
13,7,1.5135441164801833,0,False
13,8,1.8266476621155128,0,False
13,9,-1.5961645314155994,-0.30115563369880971,True
13,10,-1.5961645314155994,0.30115563369880971,True
13,11,1.5961645314155994,-0.30115563369880971,True
13,12,1.5961645314155994,0.30115563369880971,True
14,0,-1.8512899192361318,0,False
14,1,-1.7349365992232959,0,False
14,2,-1.2495912521119954,0,False
14,3,-0.74969902332211091,0,False
14,4,-0.25064334034283159,0,False
14,5,0.25064334034283159,0,False
14,6,0.74969902332211091,0,False
14,7,1.2495912521119954,0,False
14,8,1.7349365992232959,0,False
14,9,1.8512899192361318,0,False
14,10,-1.6170181758756195,-0.43106986447427087,True
14,11,-1.6170181758756195,0.43106986447427087,True
14,12,1.6170181758756195,-0.43106986447427087,True
14,13,1.6170181758756195,0.43106986447427087,True
15,0,-1.5014247770947684,0,False
15,1,-0.99930480218311035,0,False
15,2,-0.50028470004542769,0,False
15,3,0,0,False
15,4,0.50028470004542769,0,False
15,5,0.99930480218311035,0,False
15,6,1.5014247770947684,0,False
15,7,-1.8730462628637401,-0.093737115035560606,True
15,8,-1.8730462628637401,0.093737115035560606,True
15,9,-1.6442997378390345,-0.55780349411825303,True
15,10,-1.6442997378390345,0.55780349411825303,True
15,11,1.6442997378390345,-0.55780349411825303,True
15,12,1.6442997378390345,0.55780349411825303,True
15,13,1.8730462628637401,-0.093737115035560606,True
15,14,1.8730462628637401,0.093737115035560606,True
16,0,-1.7510714831959404,0,False
16,1,-1.2501646236327622,0,False
16,2,-0.74986158370331213,0,False
16,3,-0.25016452851585547,0,False
16,4,0.25016452851585547,0,False
16,5,0.74986158370331213,0,False
16,6,1.2501646236327622,0,False
16,7,1.7510714831959404,0,False
16,8,-1.9138295035866246,-0.14680788936063269,True
16,9,-1.9138295035866246,0.14680788936063269,True
16,10,-1.6746137725047681,-0.68585010577500283,True
16,11,-1.6746137725047681,0.68585010577500283,True
16,12,1.6746137725047681,-0.68585010577500283,True
16,13,1.6746137725047681,0.68585010577500283,True
16,14,1.9138295035866246,-0.14680788936063269,True
16,15,1.9138295035866246,0.14680788936063269,True
17,0,-1.9466844152067735,0,False
17,1,-1.5001336429510101,0,False
17,2,-0.99987727842017349,0,False
17,3,-0.50005480714025241,0,False
17,4,0,0,False
17,5,0.50005480714025241,0,False
17,6,0.99987727842017349,0,False
17,7,1.5001336429510101,0,False
17,8,1.9466844152067735,0,False
17,9,-1.9428830220025044,-0.23588287319791293,True
17,10,-1.9428830220025044,0.23588287319791293,True
17,11,-1.7073617607558713,-0.81423064535238487,True
17,12,-1.7073617607558713,0.81423064535238487,True
17,13,1.7073617607558713,-0.81423064535238487,True
17,14,1.7073617607558713,0.81423064535238487,True
17,15,1.9428830220025044,-0.23588287319791293,True
17,16,1.9428830220025044,0.23588287319791293,True
18,0,-2.0336316032607242,0,False
18,1,-1.7499951784759282,0,False
18,2,-1.250044980911168,0,False
18,3,-0.74996031339260893,0,False
18,4,-0.25004124278630463,0,False
18,5,0.25004124278630463,0,False
18,6,0.74996031339260893,0,False
18,7,1.250044980911168,0,False
18,8,1.7499951784759282,0,False
18,9,2.0336316032607242,0,False
18,10,-1.9881789144520463,-0.322240673099425,True
18,11,-1.9881789144520463,0.322240673099425,True
18,12,-1.7415915553073564,-0.94302719475117902,True
18,13,-1.7415915553073564,0.94302719475117902,True
18,14,1.7415915553073564,-0.94302719475117902,True
18,15,1.7415915553073564,0.94302719475117902,True
18,16,1.9881789144520463,-0.322240673099425,True
18,17,1.9881789144520463,0.322240673099425,True
19,0,-1.5000305304473192,0,False
19,1,-0.99997748193616143,0,False
19,2,-0.50001085258994404,0,False
19,3,0,0,False
19,4,0.50001085258994404,0,False
19,5,0.99997748193616143,0,False
19,6,1.5000305304473192,0,False
19,7,-2.0299179384606787,-0.41414490217463701,True
19,8,-2.0299179384606787,0.41414490217463701,True
19,9,-2.0262543154826149,-0.037627145086207237,True
19,10,-2.0262543154826149,0.037627145086207237,True
19,11,-1.7768144438707338,-1.0722075581104784,True
19,12,-1.7768144438707338,1.0722075581104784,True
19,13,1.7768144438707338,-1.0722075581104784,True
19,14,1.7768144438707338,1.0722075581104784,True
19,15,2.0262543154826149,-0.037627145086207237,True
19,16,2.0262543154826149,0.037627145086207237,True
19,17,2.0299179384606787,-0.41414490217463701,True
19,18,2.0299179384606787,0.41414490217463701,True
20,0,-1.749984891313018,0,False
20,1,-1.2500104715094824,0,False
20,2,-0.74998978543791084,0,False
20,3,-0.2500102912986496,0,False
20,4,0.2500102912986496,0,False
20,5,0.74998978543791084,0,False
20,6,1.2500104715094824,0,False
20,7,1.749984891313018,0,False
20,8,-2.1200718868574664,-0.123940914458555,True
20,9,-2.1200718868574664,0.123940914458555,True
20,10,-2.0750927830630741,-0.51024269145107748,True
20,11,-2.0750927830630741,0.51024269145107748,True
20,12,-1.8126509676180513,-1.2017645400090875,True
20,13,-1.8126509676180513,1.2017645400090875,True
20,14,1.8126509676180513,-1.2017645400090875,True
20,15,1.8126509676180513,1.2017645400090875,True
20,16,2.0750927830630741,-0.51024269145107748,True
20,17,2.0750927830630741,0.51024269145107748,True
20,18,2.1200718868574664,-0.123940914458555,True
20,19,2.1200718868574664,0.123940914458555,True
