n,decimal_digits_Dn,log_Dn,root_Dn,root_norm,normalized_norm,linear_log_remainder
102,9741,22427.787002783681295436176648064440331618538224046,8.6338357207162468868619080777872743065039692394064,8.4736170406233023818667071690601999252439416219792,0.63287919315585137696391852985089558559563893450771,-0.45733392352964662219721851771711386841629987885408
103,9932,22868.004760649463758381612328157195978687628415486,8.6324535871598815274381218458104525846984155067836,8.473803023405881648863273969797662381940606717865,0.63290215159616524461124464069879324321287884656896,-0.45733494803541240612088406268902994273272282848872
104,10125,23312.500951836888816095420343798620787494619734309,8.6310982762566880411650176577405078592726639093322,8.4739853142821459128426486510881389644806471532346,0.63292325779564153581492145068986822454356452115556,-0.45733563218793238839043691030895215467788913203511
105,10320,23761.275573157826459711199027781763572852872448684,8.6297690122230660408259602009261652617016059087801,8.4741640081102774183758088529830685675931630205766,0.63294234679326695555259661424261725029198219093056,-0.45733601607472796206648663485313923543040356823678
106,10517,24214.32862121226041815124237277194493068818220488,8.6284650487429152623769529647071572326729144266566,8.4743391981090826181859324713670372757241351699768,0.63295928429109345068772327064534653244801163915096,-0.45733614026951086586117018635844599129009924402068
107,10715,24671.660092438206221122513289918205905322257387482,8.6271856676193185890161949752302480337506407955444,8.4745109759929019941103723877463278265995171197871,0.63297396759470815467159638268518770178468170995762,-0.45733604534294005587431174585361631620996748364325
108,10916,25133.269983162385776170772456285568019210427513945,8.6259301775000823482754028023463218811330123303865,8.474679432070975256861947138550295743883996078233,0.63298632609986921974464596121204735271021656283221,-0.45733577139355399132428121066280656979639685056251
109,11118,25599.158289650957880980178601510446075337738764066,8.6246979126719503564746466187791462294002589734457,8.4748446553141028331040876025355955284827133550636,0.63299632133416601644563826854289696781435012527756,-0.45733535760400999404163625645246755231502162755072
110,11322,26069.325008159628090537170373672235531813088450609,8.6234882319187344680958268505569310429751744764161,8.475006733391605535193494802244975656706489774969,0.63300394656869547637793138736309459449316881939966,-0.45733484182717096231509683938317317016862455102096
111,11528,26543.770134982493922279486073143524801950039078717,8.6223005174389980823777676391172110922857536721909,8.4751657526816953717388008750933146376476643444373,0.63300922602027146670950379930445153017994075278276,-0.45733426020595912736622496860797254750524670580294
112,11736,27022.493666499021451325617064771603539950258993125,8.6211341738192921695622363601243782683680070510439,8.4753217982584325227352792316653880496620955657836,0.63301221366953643397130541229974799808929829934111,-0.45733364683025880429480307728604483182383985593949
113,11946,27505.495599218595809901159162162527492667257792011,8.6199886270592777665555855533658147610006118598614,8.4754749538584589161821854999853518912480465498518,0.63301299172448552599362538342758818635894211131768,-0.45733303343350657043509520484734077025311629200543
114,12158,27992.775929822139832274188397697185149924651981592,8.6188633236453763102534074078734557324064839896827,8.4756253018306711126191420511818149142816734954465,0.63301166876232879997625573211213444715844440057054,-0.45733244913096840354402087376959579449528166247604
