r,relative_ratio,direct_log_error,series_log_error
0,3.2292724736889172038365947338978456,1.1722568715201607114165365865231096,1.1722568715201607114165365865231096
1,0.95494361510565079774173810378831064,-0.046102982018628608783176300718106878,-0.046102982018628608783176300718106878
2,1.0008800661461364508597255432931271,0.00087967911498436046591376125753486213,0.00087967911498436046591376125753486213
3,0.99999516182421089550904258160591137,-0.0000048381874931147248170366207189902636,-0.0000048381874931147248170366207189902636
4,1.0000000070712784673479405349397405,0.000000007071278442346451071412083676401152,0.000000007071278442346451071412083676401152
5,0.99999999999732264868804310621488087,-2.677351311960477890142955864663387e-12,-2.677351311960477890142955864663387e-12
6,1.0000000000000002596025354580925085,2.5960253545809247483778401146290728e-16,2.5960253545809247483778401146290728e-16
