x,q,log_Gamma_q,q0_two_term_model,absolute_error
0.4,1.0e-5,0.0100344356745049178316492,0.009984,5.04356745049e-5
0.4,0.001,0.0636355325481591638369258,0.061495734448019324943436,0.00213979810014
0.4,0.05,0.290409746755644007614191,0.221708816827258154323563,0.0687009299284
1.5,1.0e-5,-0.00000496850190783407078674456,-0.00000496837722339831620668001,1.24684435755e-10
1.5,0.001,-0.000469596237249010898525996,-0.000468377223398316206680011,1.21901385069e-6
1.5,0.05,-0.01644945887416814353538,-0.0138196601125010515179541,0.00262979876167
3.0,1.0e-5,0.00000999995000033333083335333,0.000010000000001,5.00006666692e-11
3.0,0.001,0.000999500333083533166809399,0.001000001,5.00666916467e-7
3.0,0.05,0.0487901641694320030653744,0.050125,0.00133483583057
