q,r,seed,samples,digits,empirical_covariance,finite_digit_covariance,infinite_exact_covariance,empirical_minus_finite,tail_bias
0.2,0.2,20260830,200000,80,0.055626711441440185,0.055555555555555573,0.055555555555555566,7.1155885884612025e-05,-6.9388939039072284e-18
0.2,0.5,20260830,200000,80,0.037102847233872902,0.037037037037037042,0.037037037037037035,6.5810196835859591e-05,-6.9388939039072284e-18
0.2,0.8,20260830,200000,80,0.01588286184110731,0.015873015873015869,0.015873015873015872,9.8459680914417258e-06,3.4694469519536142e-18
0.5,0.5,20260830,200000,80,0.027824694996686689,0.027777777777777776,0.027777777777777776,4.6917218908912317e-05,0
0.5,0.8,20260830,200000,80,0.013891578253847597,0.013888888888888886,0.013888888888888886,2.6893649587109852e-06,0
0.8,0.8,20260830,200000,80,0.0092587609202889939,0.0092592592592592535,0.009259259259259257,-4.9833897025966523e-07,3.4694469519536142e-18
