base_q,length_k,T_q_k
16,9,3092
16,10,6058
16,11,11864
16,12,23266
16,13,45608
16,14,89500
16,15,175568
16,16,344701
16,17,676533
16,18,1328758
16,19,2608915
16,20,5125490
16,21,10066434
16,22,19780572
16,23,38857483
16,24,76366430
16,25,150041354
16,26,294907708
16,27,579495546
16,28,1139094252
16,29,2238546924
16,30,4400485128
16,31,8648482311
16,32,17001683577
16,33,33416170920
16,34,65693307041
16,35,129123615320
16,36,253850877874
16,37,498974950512
16,38,980973928693
16,39,1928278648224
16,40,3790986134246
16,41,7452024374832
16,42,14650717010354
16,43,28799752770576
16,44,56620608669620
16,45,111303987538464
16,46,218824993016229
16,47,430168152875769
16,48,845715662890014
16,49,1662531683831775
16,50,3268553745552006
16,51,6425466879995686
16,52,12632512952615372
16,53,24833717579850963
16,54,48823176647602946
16,55,95979942280334150
16,56,188696542902478220
16,57,370954366941505930
16,58,729294747921932980
16,59,1433710348476674836
16,60,2818663044751348552
16,61,5541189920091746527
16,62,10893914076333044629
16,63,21416335056061198536
16,64,42104185351889379717
16,65,82772798058594299820
16,66,162729767547059415654
16,67,319911893441731100568
16,68,628939766240064612461
16,69,1236440802024993182700
16,70,2430811871653426588306
16,71,4778773066354943121256
16,72,9394936094479639539506
16,73,18469689027239909285816
16,74,36310853557002922643916
16,75,71384319963862511748400
16,76,140339265687992581200685
16,77,275896452004121115360445
16,78,542402935761972562795990
16,79,1066324614603082024907035
16,80,2096355510597489621546410
16,81,4121286171448711018342410
16,82,8102292065091741773759004
16,83,15928545477546654744285099
16,84,31314890675480305561735302
16,85,61562957112979477952030866
16,86,121030253425973267548546396
16,87,237937462709159446087995626
16,88,467775009110882499275130652
16,89,919615277922920772266184252
16,90,1807923767963862051822691400
16,91,3554262715331680348729809175
16,92,6987522729101881507760145137
16,93,13737030707180206959424943512
16,94,27006379765520786307539353561
16,95,53092870570910879543706187984
16,96,104378132462099777740714962874
16,97,205201031352205361895390597984
16,98,403415598412157035430176865173
16,99,793090715636603435387901035064
16,100,1559178587283467795083066556526
17,1,16
17,2,31
17,3,60
17,4,117
17,5,228
17,6,446
17,7,872
17,8,1709
17,9,3348
17,10,6570
17,11,12888
17,12,25314
17,13,49704
17,14,97692
17,15,191952
17,16,377469
17,17,742068
17,18,1459827
17,19,2871036
17,20,5649714
17,21,11114712
17,22,21876939
17,23,43048908
17,24,84747762
17,25,166795416
17,26,328405482
17,27,646440264
17,28,1272920508
17,29,2505920976
17,30,4934876967
17,31,9715823964
17,32,19134473589
17,33,37674598500
17,34,74200550094
17,35,146103806376
17,36,287764188381
17,37,566641528020
17,38,1116083157858
17,39,2197766519352
17,40,4328921574954
17,41,8524620222408
17,42,16791169613004
17,43,33066197562384
17,44,65132261033589
17,45,128264253884820
17,46,252651668579091
17,47,497549658777084
17,48,980068763520450
17,49,1930076418973464
17,50,3801871124539227
17,51,7487178822263052
17,52,14748343213871322
17,53,29044657566433080
17,54,57212766450684450
17,55,112672435537005480
17,56,221945146146127116
17,57,437090842436486544
17,58,860995077441950511
17,59,1695616940021855868
17,60,3340084655627814069
17,61,6577870862423832804
17,62,12957334296045316254
17,63,25517853734485933800
17,64,50266068970400237709
17,65,98992860943657215636
17,66,195000178712235467994
17,67,384029271074313009432
17,68,756477013190021954802
17,69,1489790968462835781480
17,70,2934654353927439242364
17,71,5779453541858413843536
17,72,11384620569849822302061
17,73,22420668111965633834100
17,74,44165226359898080606835
17,75,86978232991729787090940
17,76,171333619352250502983570
17,77,337421545442082863570520
17,78,664668190363154066348139
17,79,1308986579684284811110476
17,80,2578501196425917034063362
17,81,5078058466966528891811544
17,82,10002991171356525879216090
17,83,19699730817559987949618184
17,84,38805431375433340456826076
17,85,76422802231493410028831568
17,86,150541142931782989797367863
17,87,296473362801158319074145180
17,88,584006863622209238911919157
17,89,1150134003284203679351095908
17,90,2265586934162533906470177582
17,91,4461811723513320908476326696
17,92,8789082495237745337419382205
17,93,17309083086897697715772222036
17,94,34096230857031522821260909074
17,95,67148591080535300421954748152
17,96,132272396594140715324922917178
17,97,260495222054421659611872676104
17,98,513135528657084876714611577516
17,99,1010561226410652868410955605648
17,100,1990650233125770553259638266213
18,1,17
18,2,33
18,3,64
18,4,125
18,5,244
18,6,478
18,7,936
18,8,1837
18,9,3604
18,10,7082
18,11,13912
18,12,27362
18,13,53800
18,14,105884
18,15,208336
18,16,410237
18,17,807604
18,18,1590898
18,19,3133177
18,20,6173978
18,21,12163221
18,22,23973768
18,23,47242357
18,24,93133142
18,25,183564428
18,26,361933156
18,27,713483262
18,28,1406943324
18,29,2773888803
18,30,5470456356
18,31,10786531473
18,32,21273995313
18,33,41951182284
18,34,82744105554
18,35,163178140708
18,36,321865785406
18,37,634780839132
18,38,1252137853603
18,39,2469566188800
18,40,4871480603942
18,41,9608274140952
18,42,18953738267759
18,43,37384557337620
18,44,73747742536664
18,45,145464392292165
18,46,286958081475435
18,47,566024375671695
18,48,1116608235339126
18,49,2202544444273128
18,50,4345034730841848
18,51,8570833342735239
18,52,16908056323753256
18,53,33352502629848823
18,54,65796152072126870
18,55,129789442345020623
18,56,256042691228385776
18,57,505073660673396013
18,58,996387603856182553
18,59,1965502399857729745
18,60,3877461292240644256
18,61,7648833627747327613
18,62,15089303539176203791
18,63,29765902417831814808
18,64,58720935654415351317
18,65,115836289770206402292
18,66,228516925661844214674
18,67,450787231792870563216
18,68,889293426665639617182
18,69,1754283057135968706256
18,70,3460770760407214414344
18,71,6826979478422859799113
18,72,13467947518323995986274
18,73,26567960089027977362561
18,74,52411991651993026591980
18,75,103392339737937503374231
18,76,203967251357474129548711
18,77,402363838707666233503750
18,78,793762632882814066649542
18,79,1565848923290645358666673
18,80,3089023406997983725509026
18,81,6093699545956573078685820
18,82,12021316260580993876641756
18,83,23714415436927239779616846
18,84,46782461355811387239844719
18,85,92287731861847979039388366
18,86,182059895948342940095408450
18,87,359149815951271146101217236
18,88,708509465227303151723378328
18,89,1397678944247384963793771451
18,90,2757256308409437049155728423
18,91,5439253172800635234115694185
18,92,10730222208846387201227113655
18,93,21167578743188437779357205732
18,94,41758065288621170027018270875
18,95,82376462818398832642423437616
18,96,162507004346814172421696370058
18,97,320579044515303970547372479857
18,98,632417459498929108948354235200
18,99,1247576388556314875743291592427
18,100,2461136264402612544254019394140
19,1,18
19,2,35
19,3,68
19,4,133
19,5,260
19,6,510
19,7,1000
19,8,1965
19,9,3860
19,10,7594
19,11,14936
19,12,29410
19,13,57896
19,14,114076
19,15,224720
19,16,443005
19,17,873140
19,18,1721970
19,19,3395320
19,20,6698263
19,21,13211772
19,22,26070850
19,23,51436312
19,24,101520822
19,25,200338040
19,26,395478380
19,27,780561360
19,28,1541084895
19,29,3042094140
19,30,6006772026
19,31,11858711544
19,32,23417789085
19,33,46236310164
19,34,91311196834
19,35,180299546680
19,36,356091786050
19,37,703168957480
19,38,1388828294700
19,39,2742637348880
19,40,5417199093877
19,41,10698246979988
19,42,21131645584090
19,43,41733594416408
19,44,82436230032623
19,45,162810542464860
19,46,321606135781530
19,47,635182373266680
19,48,1254723265120470
19,49,2478163567415160
19,50,4895372659067804
19,51,9668836366610576
19,52,19100076640890695
19,53,37724961097120476
19,54,74523605663084306
19,55,147194578263855320
19,56,290777137796610245
19,57,574330238131019700
19,58,1134574141856232330
19,59,2240975614900850520
19,60,4427010708131048258
19,61,8744140372920790952
19,62,17273979017877537020
19,63,34119354579826984272
19,64,67402741253411210157
19,65,133133546694336903540
19,66,263005883044138131010
19,67,519489345399204909880
19,68,1026255718046302063815
19,69,2027065490588388615740
19,70,4004492882558070231666
19,71,7909709567878726463704
19,72,15625752272867511453750
19,73,30864170819955139960184
19,74,60972716147861128765004
19,75,120434181311623955219280
19,76,237920094871082623018735
19,77,469943654237834671197820
19,78,928383686551203144435690
19,79,1833760129253473892951480
19,80,3622634531360624431070957
19,81,7155497608428602152477908
19,82,14135854628717472210179570
19,83,27921428081155480230806648
19,84,55159465077631680918158338
19,85,108952147985904802749406760
19,86,215237713365198590013991500
19,87,425142261517175149058338960
19,88,839879491459837474025449125
19,89,1658948919770649299868440660
19,90,3277297104042792579280358314
19,91,6473392737088573117647670616
19,92,12788359589910186624078839455
19,93,25259867411286454025724675356
19,94,49901547926621298278734838986
19,95,98566722061339377012040654520
19,96,194721236961730540237998679510
19,97,384618059601564652903832099960
19,98,759823503062919154294251343740
19,99,1500821773845418005561676975120
19,100,2964914737760018468105891334103
20,1,19
20,2,37
20,3,72
20,4,141
20,5,276
20,6,542
20,7,1064
20,8,2093
20,9,4116
20,10,8106
20,11,15960
20,12,31458
20,13,61992
20,14,122268
20,15,241104
20,16,475773
20,17,938676
20,18,1853042
20,19,3657464
20,20,7222550
20,21,14260345
20,22,28167976
20,23,55630543
20,24,109909054
20,25,217114252
20,26,429028804
20,27,847659933
20,28,1675267416
20,29,3310441983
20,30,6543372708
20,31,12931797807
20,32,25563395241
20,33,50526817660
20,34,99889047346
20,35,197451212992
20,36,390378307374
20,37,771720087468
20,38,1525844759076
20,39,3016556169484
20,40,5964612904822
20,41,11792500380232
20,42,23318114022059
20,43,46103722174025
20,44,91166898874844
20,45,180258458807625
20,46,356457722293905
20,47,704822690706585
20,48,1393802933251214
20,49,2756033511657272
20,50,5450212217610440
20,51,10777202503553948
20,52,21312823088497724
20,53,42144572214757859
20,54,83345363842681367
20,55,164812036490487617
20,56,325936224013532264
20,57,644534082485984988
20,58,1274655180852433545
20,59,2520640372873666593
20,60,4984943003185630144
20,61,9857858041943872939
20,62,19495475093148700393
20,63,38553141053406635272
20,64,76245208163550919525
20,65,150779246144288858533
20,66,298191684039332450006
20,67,589694637288227845043
20,68,1166224137448785990170
20,69,2306300799888560216498
20,70,4561119526022392763588
20,71,9020016715670428083611
20,72,17838704661648034908490
20,73,35277752498055719215198
20,74,69768149039795337105904
20,75,137973689590952213675954
20,76,272868101689359730443908
20,77,539626341492836433936056
20,78,1067209633405185318821212
20,79,2110528606508809054134127
20,80,4173956008932085910759170
20,81,8254492381387514587447518
20,82,16324766044573734403283892
20,83,32284223797161746362217298
20,84,63847937044790741856600443
20,85,126267340006729794442821914
20,86,249716617284148331210630837
20,87,493846860182717990231611848
20,88,976671634636768871500555080
20,89,1931497030699758422897755524
20,90,3819883965025811434486861143
20,91,7554334167067055457037701690
20,92,14940053534877957418966719105
20,93,29545998355686207089682335922
20,94,58432498843472352363100386645
20,95,115558373258731913114108233905
20,96,228537269096873221490222020286
20,97,451964574070605826210439118338
20,98,893840095416929787417857208404
20,99,1767695909847103367319424592422
20,100,3495930723940544736416724262504
21,1,20
21,2,39
21,3,76
21,4,149
21,5,292
21,6,574
21,7,1128
21,8,2221
21,9,4372
21,10,8618
21,11,16984
21,12,33506
21,13,66088
21,14,130460
21,15,257488
21,16,508541
21,17,1004212
21,18,1984114
21,19,3919608
21,20,7746838
21,21,15308920
21,22,30265125
21,23,59824820
21,24,118297586
21,25,233891064
21,26,462582153
21,27,914764356
21,28,1809473688
21,29,3578837328
21,30,7080143301
21,31,14005223892
21,32,27710108965
21,33,54819540292
21,34,108473622378
21,35,214616328344
21,36,424703436718
21,37,840348433496
21,38,1663073138584
21,39,3290898820352
21,40,6513147815174
21,41,12888995979288
21,42,25510334464329
21,43,50485353940164
21,44,99926327737599
21,45,197763895189740
21,46,391449985633289
21,47,774744361774196
21,48,1533557849955010
21,49,3035253952723256
21,50,6008240447864336
21,51,11891945980564320
21,52,23540414075790183
21,53,46593872380903452
21,54,92235369969479693
21,55,182565990354304964
21,56,361405632909503072
21,57,715358570220792432
21,58,1416133478900238021
21,59,2803099634717782356
21,60,5549111778292467055
21,61,10984048574298738796
21,62,21744589430150710123
21,63,43042163423407885308
21,64,85209122621749196213
21,65,168667836793365243620
21,66,333908141463621318803
21,67,660961218681024300732
21,68,1308497867326291483138
21,69,2590146594581068729624
21,70,5127708568967484476427
21,71,10150247897545662987212
21,72,20094503728519797550094
21,73,39777023323896538251528
21,74,78747052331612968914050
21,75,155880116030865722650088
21,76,308598578256521673469536
21,77,610873848902623803277792
21,78,1209360350574169747414967
21,79,2393946006686183776548700
21,80,4739356531753165659272430
21,81,9381642100267927530894920
21,82,18573108612548526705670738
21,83,36765866049122396699103272
21,84,72786550106644625922573727
21,85,144082736230088916893881820
21,86,285245490245191868163117346
21,87,564651016060411805076942104
21,88,1117859905780875321499274631
21,89,2212835558881854065689330108
21,90,4380833699171938386793140836
21,91,8671992561160337284415242912
21,92,17168281524285161325337324207
21,93,33985155852499296163688325180
21,94,67281776836386423451433373047
21,95,133186483935548509150980191468
21,96,263674758542691783301330868882
21,97,521953098428573096601402709656
21,98,1033332446047697423765414382534
21,99,2045517390476497308656046691512
21,100,4049598033903195251282541419496
22,1,21
22,2,41
22,3,80
22,4,157
22,5,308
22,6,606
22,7,1192
22,8,2349
22,9,4628
22,10,9130
22,11,18008
22,12,35554
22,13,70184
22,14,138652
22,15,273872
22,16,541309
22,17,1069748
22,18,2115186
22,19,4181752
22,20,8271126
22,21,16357496
22,22,32362276
22,23,64019121
22,24,126686166
22,25,250668201
22,26,496136152
22,27,981872055
22,28,1943686512
22,29,3847260078
22,30,7616968704
22,31,15078851353
22,32,29857225441
22,33,59113607828
22,34,117060887218
22,35,231789791376
22,36,459045261422
22,37,909025683016
22,38,1800399325076
22,39,3565514910100
22,40,7062229603286
22,41,13986963021317
22,42,27705497792544
22,43,54874655045431
22,44,108701095278568
22,45,215308242189326
22,46,426520070206671
22,47,844858961086591
22,48,1673698623133286
22,49,3315412239367140
22,50,6568144369081707
22,51,13011170837898112
22,52,25776967821649872
22,53,51064267458058360
22,54,101167565898478253
22,55,200417941621990367
22,56,397071036442409648
22,57,786633028762001289
22,58,1558511717204920830
22,59,3087603688525368639
22,60,6117370127274137116
22,61,12119445503974693918
22,62,24012116491468048647
22,63,47572293184394211761
22,64,94255251393727689033
22,65,186738606314092205308
22,66,369988953645516902138
22,67,733029728929607061160
22,68,1452375436577637050206
22,69,2877500765589750660985
22,70,5701314255583942218656
22,71,11295742386514826160311
22,72,22380828780866553295242
22,73,44342359643694637762520
22,74,87858083077325525006268
22,75,174071166499735635517697
22,76,344898283477303669055664
22,77,683342328342334527400171
22,78,1353952907486934021847008
22,79,2682580463968449529838463
22,80,5315190618602668718583570
22,81,10531002608471210773752856
22,82,20865869907323563080582239
22,83,41341749344597163911106064
22,84,81913630704909672112139960
22,85,162296754297169797534435130
22,86,321571533718747802441506805
22,87,637136388829099972691522116
22,88,1262410247552661975602694524
22,89,2501245651814277476500757218
22,90,4955924782357262839332645026
22,91,9819320831354266718630784445
22,92,19455840634098889062586620595
22,93,38548506153193123831384270951
22,94,76379399021048727451492539819
22,95,151333302952436918476123379385
22,96,299849467849161195163628709982
22,97,594103624296289075540924162016
22,98,1177147872650957326921695725648
22,99,2332332799959679057047929934072
22,100,4621248871037232924170948701203
23,1,22
23,2,43
23,3,84
23,4,165
23,5,324
23,6,638
23,7,1256
23,8,2477
23,9,4884
23,10,9642
23,11,19032
23,12,37602
23,13,74280
23,14,146844
23,15,290256
23,16,574077
23,17,1135284
23,18,2246258
23,19,4443896
23,20,8795414
23,21,17406072
23,22,34459428
23,23,68213424
23,24,135074771
23,25,267445388
23,26,529690502
23,27,1048980456
23,28,2077902990
23,29,4115690136
23,30,8153825572
23,31,16152541744
23,32,32004579253
23,33,63408150036
23,34,125649775218
23,35,248966500728
23,36,493397381598
23,37,977723523480
23,38,1937787035316
23,39,3840254047344
23,40,7611661734963
23,41,15085630750476
23,42,29902578455542
23,43,59267790820264
23,44,117486013415446
23,45,232872890380728
23,46,461642406180852
23,47,915078063200496
23,48,1814101993093909
23,49,3596095719573652
23,50,7129340996446978
23,51,14132981107493304
23,52,28019771914855830
23,53,55547163229450104
23,54,110129511073706468
23,55,218329391377025456
23,56,432876086405143667
23,57,858186780112472844
23,58,1701537475657514022
23,59,3373402782180164712
23,60,6688598303093575902
23,61,13260782083653644760
23,62,26293132073195981124
23,63,52129399958169345456
23,64,103362107567223881397
23,65,204930830436218143764
23,66,406341013944982883858
23,67,805640734035058960376
23,68,1597455926033689644494
23,69,3167260767994522736472
23,70,6280220003178750408468
23,71,12451836940736910687984
23,72,24690367857634207713011
23,73,48954123667589188100108
23,74,97070240979781675645142
23,75,192464469248769950180136
23,76,381636347854500460371750
23,77,756687514422922040766456
23,78,1500436992376380372025492
23,79,2974997911813833325036144
23,80,5899152497319863102037013
23,81,11696618342024119108003476
23,82,23193420839209266730815138
23,83,45987209988740590491246648
23,84,91189089776227518495403398
23,85,180807519149947712016627000
23,86,358528315538537000068384836
23,87,710883185554357152207031344
23,88,1409633519348850942678417843
23,89,2795001335177975161885545996
23,90,5542310675844484684127105542
23,91,10989237362666038088966238184
23,92,21790999824325013746637718766
23,93,43207049846635902630685922328
23,94,85677122822088684721964208612
23,95,169880291901811128365113145136
23,96,336863400694301286951606684469
23,97,667932435169960634345974157332
23,98,1324475285365038676159577641138
23,99,2626171400780312167254413935224
23,100,5207566478699704610734420590270
24,1,23
24,2,45
24,3,88
24,4,173
24,5,340
24,6,670
24,7,1320
24,8,2605
24,9,5140
24,10,10154
24,11,20056
24,12,39650
24,13,78376
24,14,155036
24,15,306640
24,16,606845
24,17,1200820
24,18,2377330
24,19,4706040
24,20,9319702
24,21,18454648
24,22,36556580
24,23,72407728
24,24,143463378
24,25,284222601
24,26,563244904
24,27,1116089235
24,28,2212120224
24,29,4384124254
24,30,8690690560
24,31,17226268095
24,32,34152004985
24,33,67702970500
24,34,134239219730
24,35,266145157872
24,36,527753397358
24,37,1046433984200
24,38,2075199986068
24,39,4115070089273
24,40,8161247676010
24,41,16184744371445
24,42,32100550902160
24,43,63663407851875
24,44,126275894065880
24,45,250450879355326
24,46,496791423721424
24,47,985366833848865
24,48,1954644700123414
24,49,3877134060298564
24,50,7691247344847923
24,51,15256560343427792
24,52,30266113940720880
24,53,60038713328397752
24,54,119108764903778417
24,55,236282490082431650
24,56,468764434265506940
24,57,929938080131536905
24,58,1844958331415556830
24,59,3660126905200446395
24,60,7261676537352445196
24,61,14406400744373529294
24,62,28582711814546800225
24,63,56706126440022468799
24,64,112508203137566583089
24,65,223212121736856417100
24,66,442871208458777676890
24,67,878652716969445719080
24,68,1743338370146778635230
24,69,3458812370005802592120
24,70,6862708943278661294588
24,71,13615881695167947038012
24,72,27015807291616582935470
24,73,53600946304285890852732
24,74,106352515839208166761532
24,75,211011489617333721994029
24,76,418681845851878834533216
24,77,830703158364902433259165
24,78,1648261983502048591515971
24,79,3270325556843418302515441
24,80,6488934716196258668451410
24,81,12874810035036195096836360
24,82,25546123387207388477543815
24,83,50686792821813524759847680
24,84,100572791568483012705943000
24,85,199550321401423911432820253
24,86,395949163257801077589832117
24,87,785621290987008013887059175
24,88,1558839361588809040109124632
24,89,3092978224866591171977965902
24,90,6137138737891946983686647410
24,91,12177073946193448481738448185
24,92,24161997868724990960801005540
24,93,47941452402302825087865144105
24,94,95126558028214235554739151275
24,95,188747552943650331130416677319
24,96,374517846173478108285839034406
24,97,743110059324988454467531258160
24,98,1474500168898151106079951528816
24,99,2925677252288883718106416549016
24,100,5805217827015559830010673231067
25,1,24
25,2,47
25,3,92
25,4,181
25,5,356
25,6,702
25,7,1384
25,8,2733
25,9,5396
25,10,10666
25,11,21080
25,12,41698
25,13,82472
25,14,163228
25,15,323024
25,16,639613
25,17,1266356
25,18,2508402
25,19,4968184
25,20,9843990
25,21,19503224
25,22,38653732
25,23,76602032
25,24,151851986
25,25,300999816
25,26,596799333
25,27,1183198068
25,28,2346337864
25,29,4652559184
25,30,9227560043
25,31,18300003436
25,32,36299471637
25,33,71997872804
25,34,142828988874
25,35,283324464280
25,36,562111737902
25,37,1115149094488
25,38,2212628317757
25,39,4389916893076
25,40,8710929165302
25,41,17284049088904
25,42,34299087270773
25,43,68060152727476
25,44,135068964903600
25,45,268035248704496
25,46,531957858395613
25,47,1055690438764468
25,48,2095279670887754
25,49,4158356928493144
25,50,8253629953418512
25,51,16381092099701472
25,52,32514859946488491
25,53,64535071387148076
25,54,128099918434342712
25,55,254259388188778544
25,56,504710684326673968
25,57,1001805184551581696
25,58,1988656696036163361
25,59,3947406045938326660
25,60,7836067022772417273
25,61,15554643907336362452
25,62,30878422719337583533
25,63,61295115248004884324
25,64,121682638303589121733
25,65,241550092222336949636
25,66,479531131397711891602
25,67,951924156701499767864
25,68,1889809484952088869910
25,69,3751541313002356408184
25,70,7447847965990164990192
25,71,14785226611951234328032
25,72,29353090958939881939806
25,73,58271457387954590447096
25,74,115687379005275261781168
25,75,229663686469282685336288
25,76,455959429829916764767379
25,77,905182973442536317724364
25,78,1797105570652907313165783
25,79,3567690388841483981765676
25,80,7083164691439815544891702
25,81,14061897210393326252504104
25,82,27918156224491201499004629
25,83,55425036056391500986002100
25,84,110040140074620129092167527
25,85,218460416072914512424661708
25,86,433730516571369521960486277
25,87,861080401993820038143298276
25,88,1709593142097702046725975032
25,89,3394050960415528034330707024
25,90,6738590303416984565079348848
25,91,13378157372005826122994567296
25,92,26561245875062929974230356355
25,93,52732354012228415404943156236
25,94,104696119520838405355180744853
25,95,207855062034439959800950354468
25,96,412681662550101205760833557834
25,97,819306402062644983839532813464
25,98,1626679244800208294406159343752
25,99,3229491370950253242266506121152
25,100,6411957019399142901738944619776
26,1,25
26,2,49
26,3,96
26,4,189
26,5,372
26,6,734
26,7,1448
26,8,2861
26,9,5652
26,10,11178
26,11,22104
26,12,43746
26,13,86568
26,14,171420
26,15,339408
26,16,672381
26,17,1331892
26,18,2639474
26,19,5230328
26,20,10368278
26,21,20551800
26,22,40750884
26,23,80796336
26,24,160240594
26,25,317777032
26,26,630353764
26,27,1250306929
26,28,2480555560
26,29,4920994549
26,30,9764430396
26,31,19373743737
26,32,38446948209
26,33,76292821484
26,34,151418850770
26,35,300504147680
26,36,596470832430
26,37,1183866965457
26,38,2350062170808
26,39,4664782340439
26,40,9260647941714
26,41,18383471836548
26,42,36497859699756
26,43,72457606533585
26,44,143863453602336
26,45,285623694404087
26,46,567132445770644
26,47,1126036638880439
26,48,2235959832052830
26,49,4439701196338824
26,50,8816255361291300
26,51,17506258869534748
26,52,34764875979375244
26,53,69034674818768854
26,54,137097562710646591
26,55,272252539544617918
26,56,540689440886801260
26,57,1073752249154304408
26,58,2132514981021761523
26,59,4235072408352938685
26,60,8411231951541332408
26,61,16704736151572271777
26,62,33177831786625428815
26,63,65892823933813025097
26,64,130874513224784218905
26,65,259928723875527239052
26,66,516272376667788768066
26,67,1025383288698087409896
26,68,2036655984251000801598
26,69,4045128734697593235108
26,70,8034703945822956889500
26,71,15958465532301717494628
26,72,31698162631362598120334
26,73,62959497970617717115400
26,74,125057301155028381495395
26,75,248394250443863317418976
26,76,493393747956810832900872
26,77,980010919061117373043212
26,78,1946645418259490842607365
26,79,3866592734438608637378512
26,80,7680469689946788732386638
26,81,15255738449977470565132777
26,82,30303697166226877523077276
26,83,60192802304298333153692203
26,84,119566534464861385500970368
26,85,237498970518339905814913746
26,86,471768788606402367112065087
26,87,937096096545850576993105055
26,88,1861460085010508017209730952
26,89,3697525746111854382402634514
26,90,7344845943187956528464140473
26,91,14589569403114714497017469304
26,92,28981150949845199709879155244
26,93,57567516260358907580822767086
26,94,114354201527150253443172341853
26,95,227151635111820623664274433541
26,96,451223602870520058601500845406
26,97,896307947510297789617322908788
26,98,1780468705138732876091514111084
26,99,3536725200054816500109016478828
26,100,7025535524836726114984516234940
27,1,26
27,2,51
27,3,100
27,4,197
27,5,388
27,6,766
27,7,1512
27,8,2989
27,9,5908
27,10,11690
27,11,23128
27,12,45794
27,13,90664
27,14,179612
27,15,355792
27,16,705149
27,17,1397428
27,18,2770546
27,19,5492472
27,20,10892566
27,21,21600376
27,22,42848036
27,23,84990640
27,24,168629202
27,25,334554248
27,26,663908196
27,27,1317415792
27,28,2614773285
27,29,5189429972
27,30,10301301214
27,31,20447484968
27,32,40594430237
27,33,80587781076
27,34,160008765026
27,35,317683935800
27,36,630830362855
27,37,1252585708220
27,38,2487499286482
27,39,4939654313048
27,40,9810389200066
27,41,19482939548072
27,42,38696777137252
27,43,76855350356720
27,44,152658828464207
27,45,303213912429948
27,46,602312211212426
27,47,1196393195129912
27,48,2376669129134170
27,49,4721103736017032
27,50,9379039522553988
27,51,18631743146147824
27,52,37015733405228466
27,53,73535961036322568
27,54,146099560535923260
27,55,290254397998402768
27,56,576690255428389115
27,57,1145743429719945388
27,58,2276482978816278838
27,59,4522958196385333800
27,60,8986933710364089643
27,61,17855902055915023372
27,62,35479829567721962450
27,63,70495710047227756312
27,64,140078709712774600061
27,65,278331998662187374996
27,66,553071585733240622594
27,67,1098958348284212990392
27,68,2183772291209365703210
27,69,4339255771700610851272
27,70,8622803844024221642908
27,71,17134192289294443166544
27,72,34048919551066038985717
27,73,67658909047086383276692
27,74,134453001995759707558778
27,75,267176371794693297128344
27,76,530944109825008582739958
27,77,1055070952121261142446456
27,78,2096704178252902136841300
27,79,4166532904526563977579376
27,80,8280080964442047174141882
27,81,16454192239661932786250024
27,82,32699430641447819766421156
27,83,64980953607143547920684528
27,84,129137740803643484946602789
27,85,256627148785999748103673044
27,86,510003132253014934201086134
27,87,1013503933868060744389652360
27,88,2014181104379875937359274989
27,89,4002708682047260771878490516
27,90,7954806490531485075597048442
27,91,15808391233936897214874231704
27,92,31417065653874913656580649167
27,93,62434697679752065766825669852
27,94,124081215678724060536812576362
27,95,246586071995887979079947626040
27,96,490061345961192128230981597178
27,97,973901095861216596604135884552
27,98,1935523533752077628472035946596
27,99,3846489751563444127471600248176
27,100,7644511028104184206273669642999
28,1,27
28,2,53
28,3,104
28,4,205
28,5,404
28,6,798
28,7,1576
28,8,3117
28,9,6164
28,10,12202
28,11,24152
28,12,47842
28,13,94760
28,14,187804
28,15,372176
28,16,737917
28,17,1462964
28,18,2901618
28,19,5754616
28,20,11416854
28,21,22648952
28,22,44945188
28,23,89184944
28,24,177017810
28,25,351331464
28,26,697462628
28,27,1384524656
28,28,2748991012
28,29,5457865425
28,30,10838172092
28,31,21521226695
28,32,42741913257
28,33,84882746652
28,34,168598691250
28,35,334863782825
28,36,665190011090
28,37,1321304952925
28,38,2624937406040
28,39,5214530124037
28,40,10360138135178
28,41,20582434237924
28,42,40895748531404
28,43,81253271412482
28,44,161454557791332
28,45,320805232172139
28,46,637494180086868
28,47,1266756292095281
28,48,2517391507647302
28,49,5002543629434040
28,50,9941898391294276
28,51,19757433802167770
28,52,39267003589895428
28,53,78038355429978462
28,54,155103774713404288
28,55,308262061184151414
28,56,612702679433904508
28,57,1217764362911744776
28,58,2420510481863111431
28,59,4810993592793576360
28,60,9562934685938511028
28,61,19007807592777207757
28,62,37783306613856877569
28,63,75102197849430964103
28,64,149290109578335538945
28,65,296752576074694705628
28,66,589905400050313160866
28,67,1172615523248570221652
28,68,2331052828923432945006
28,69,4633768248231363506356
28,70,9211674621273782556691
28,71,18311710288866832831656
28,72,36403258955866159755358
28,73,72366569306978231105752
28,74,143865201202824966819223
28,75,285996169702628315812692
28,76,568569824803455836938984
28,77,1130301766603048238293468
28,78,2247104501060468162859031
28,79,4467241834189366695633280
28,80,8881229757881879693688606
28,81,17656084480556423310915400
28,82,35102041017699513179914376
28,83,69784393732929894022443976
28,84,138739524779218748434993220
28,85,275822938211834796980021320
28,86,548372698158340984874169110
28,87,1090209260090548560616652081
28,88,2167497101194457667015691104
28,89,4309194452260106033043276113
28,90,8567372704294443578921613521
28,91,17032893957861679909365834571
28,92,33864342131572127550689418104
28,93,67326549880446442764843219464
28,94,133857571320839441710852066395
28,95,266127243707756882133055511867
28,96,529112558301306062265330501734
28,97,1051954388558595487255122539032
28,98,2091498648809842036987924367036
