n,log_a_n,log10_a_n,root_normalization_Q_n,ratio_a_n_over_a_n_minus_1,W_n,ratio_minus_n_over_W_n,log_a_n_over_Bell_n,log_conjectural_constant_estimator,candidate_ratio,actual_minus_candidate_ratio
321,1163.698376377921817582578379937271906319,505.3877834607049009236117421072677983765,1.834384998089979672097187800785679242958,76.59124131540109755173848163949147791869,4.310408454483066357475687496241069086822,2.120340613138876798441728973068011267593,28.42244325454900018022396077816026679666,-3.088403153379295630648833782806963992456,76.54732519718671299005164268670877550917,0.04391611821438456168683895278270240952327
322,1168.039312268185732869283223413006799885,507.2730279641422992426764501929515325447,1.833745018180991430916990543526515663011,76.77936278171946140928970955200225538476,4.312933294213568799170840384116005522083,2.12019742156651773453995283221744315534,28.45194209722206862518016194708788495088,-3.088251385754544177385005010466744316664,76.73556195807587101605565261098644005119,0.04380082364359039323405694101581533357252
323,1172.382694167818200572906350885308875746,509.1593347559511435338005768006975280817,1.833108002519162927080970101040830654106,76.96739569377780878808822986282331916054,4.315450581911438472802943134884189748842,2.120054988758331218393524036644881552571,28.48136508396255592142553517828675013127,-3.088100386691532432820441615963056466533,76.92370950780564123054491457425650076364,0.04368618597216755754331528856681839689895
324,1176.728514965180233529446679679878719507,511.0467007475858643836276970961254967818,1.832473928107011618072258666766351206995,77.15534039617850433046390955470012202559,4.317960363181137095640625791811361424867,2.119913308260073462009799119544079594165,28.51071263757723237472414205103891963741,-3.087950149969556279720870494926183063703,77.11176819674925211744952993347656539903,0.04357219942925221301437962122355662656052
325,1181.07676759044697548183781926767621352,512.9351228686605386972633378343076308331,1.831842772195532842750287753202383986984,77.34319723111913600450035519828797555541,4.320462683213154444240909494478311341234,2.11977237369263507512814849747978660646,28.53998517723967368120855236790331538235,-3.087800669437199784676518398379147041426,77.29973837280667609416831198438173956563,0.04345885831245991033204321390623598978524
326,1185.42744501523777984375390163105476094,514.8245980667882349466570200107235569664,1.831214512280768760450904712880480086763,77.5309665384165852448062926826264105268,4.322957586789018235663397504814740765491,2.119632178750933411942332413422686007562,28.56918311853243428202668132324602400116,-3.087651939011352556292900939352289211072,77.48762038142972247503797090789908982047,0.04334615698686276976832177472732070633522
327,1189.780540252250654045290257400365943431,516.715123307422254367102843882864007798,1.830589126100434863509789026736791247535,77.71864865553078418981213203533936139717,4.325445118286228306141699567031178578687,2.119492717202824655629879117499695063448,28.59830687348860447833643839662744916169,-3.087503952676244023038634564578283338393,77.67541456564679912840567524549353148956,0.04323408988398506140645678984582990761225
328,1194.136046354901005109000383684682254869,518.6066955736992401543492062323965827289,1.829966591630602927624560052497765367015,77.90624391758816500765961623643797100792,4.327925321683116457635216078471677241949,2.119353982888035228637111017931427015902,28.62735685063276215454070989394702652077,-3.08735670448249428821413733080788100193,77.86312126608734820645375923025930863922,0.04312265150081680120585700617866236870758
329,1198.493956416964623241423826749991576693,520.4993118662841272084504424464672256738,1.82934688708243929018354072153825128934,78.09375265740480620853266664848607376038,4.330398240563633313798725657951720152899,2.119215969717112126522387872884225664688,28.6563334550213297344004349629043761478,-3.08721018854618122747216313024845896825,78.05074082100596122339244263515062270681,0.04301183639884498514022401333545105356409
330,1202.854263572224841338513930849955685356,522.3929692032169054539820835575611337932,1.828729990898997371745100802971225554982,78.28117520550928074910791973024972779008,4.332863918122063498715835647195011708366,2.119078671670391782748647567134665499713,28.68523708828234677666479715252630774904,-3.087064399047923502078976508676366468282,78.23827356630617865640580810932337266799,0.0429016392031020927021116209263551220829
331,1207.216960994123809393818232901212686056,524.2876646197611702398151558752286113831,1.828115881752063380269501299361660196204,78.4685118901652106446335456635023194327,4.33532239716767042422653965248614210554,2.118942082796987081147370492351412044777,28.71406814865466840397560944138775967906,-3.086919330231979168659740401694511617328,78.42571983556397914474990580603395694565,0.04279205460123149988363985746836248705669
332,1211.582041895417823866411526373097905117,526.1833951682544337855354046324591162254,1.827504538539054161503267811232107721195,78.655763037393532715925678653081401673,4.337773720129271944820709266244161697843,2.118806197213792141857357279759622089057,28.7428270310265995509026857531572363713,-3.086774976405359573529278815041792656175,78.61307996005096326560332615652388088487,0.04268307734256945032235249655752078812945
333,1215.94949952783665311195217860973460881,528.0801579179601720960262836718173162486,1.82689594037996618211184171682053024326,78.84292897099448001225544207953593360826,4.340217929059748112850700121797611193768,2.118671009104504515380623649347303978595,28.77151412697397481391719582829085357262,-3.086631331936958226875522311748151630843,78.8003542687572367706050819510759926988,0.0425747022372432416503601284599409094646
334,1220.319327181746801005332460128264286634,529.9779499549215822109299023042193943533,1.826290066614374654766556200270774992764,79.0300100125692833666396919744130308111,4.342655065640482241220270911901785676955,2.118536512718664428001469273798463293471,28.8001298247976934877833585359601901971,-3.086488391256694359043194213548624834531,78.98754308841399807442888775141242297593,0.04246692415528529221080422300060783517401
335,1224.691518185818651887716517575164549703,531.8767683818170250918720023263583015207,1.825686896798481836433296428372442152926,79.21700648154159745740006441235950643132,4.345085171185736455717100300132143664002,2.118402702370710730190324120189559878041,28.82867450956071917912171968336534628693,-3.086346148854670867965020618461088615629,79.17464674351583469618512222684366601041,0.04235973802576276121494218551584042090904
336,1229.066065906697440954785450378577212577,533.7766103178171298776940254880628226699,1.825086410702213552598458642343675720413,79.40391869517865566897375591058585763592,4.347508286646962894756233525351160200842,2.118269572439053207768043860530282765814,28.8571485631245531986496562983233659007,-3.086204599280346373412147668151800064346,79.36166555634273326586155246570441007216,0.04225313883592240311220344488144756376461
337,1233.442963748677995167205532107984775366,535.6774728984435356566805862876116675506,1.82448858830636302111846003803349308284,79.59074696861215796580293834280209847775,4.34992445261705169047616518927568172094,2.118137117365160923545425606084359797181,28.88555236418519074872010137523426818752,-3.086063737141721100189559941355262318834,79.54859984698180762136233061774603991412,0.04214712163035034444060772505605856363244
338,1237.822205153383190709158647758608387693,537.5793532754292473151020933666141624626,1.823893409799781069807034300001884065687,79.77749161485889591565621139179386632762,4.352333709334516841862793629730852804377,2.118005331652666264883145945221055527887,28.91388628830856874214461046127215078318,-3.085923557104536318690990080586375426219,79.7354499333487494369342383141927252801,0.04204168151014647872197307760114104751586
339,1242.20378359944607394666744036923126705,539.4822486165805824235026668642819763881,1.823300855576611861794382463146327560014,79.96415294484111892290454476734309688619,4.354736096687621067854436181063466344096,2.117874209866484380145181545195985413202,28.94215070796551391179187463646094011877,-3.085784053891487077355813662497671151299,79.92221613120900574083336177222286779386,0.04193681363211318207118299512022909232777
340,1246.587692602195593744843999459297919661,541.3861561056406865162407220513330209294,1.822710906233573262117998323914652070121,80.1507312674066456580463631748447622136,4.357131654218440706189174352563693206751,2.117743746631947694349959013580901052318,28.97034599256619969799086168275401192841,-3.085645222281447967542308284417940330706,80.10889875419868759893931157555575441278,0.04183251320795805910705159928900780082511
341,1250.973925713345893892511612254550490805,543.2910729421545945060166572145148488565,1.822123542567280997950286582371340484955,80.33722688934872459711343644182471176071,4.359520421126871702080120660554727380099,2.117613936633955201463706870772476441418,28.99847250849412023223523495620912995136,-3.085507057108711667151851849908445485341,80.2954981138452141616239711266915680734,0.04172877550351043548946531513314368730705
342,1255.36247652068911525430479199391223837,545.1969963413358163536773414926617780364,1.821538745571615783346160905593559450259,80.52364011542564751345373462141598070872,4.361902436274577709631284676432437335497,2.117484774616136237735277496376972177352,29.02653061913958957098181593677828626064,-3.085369553262240015011433595025628233855,80.48201451958769619348497866890979996308,0.04162559583795131996875595250618074564276
343,1259.753338647791658124743679581924535928,547.103923533934425484644343793916813887,1.820956496435132597417468480211669845459,80.70997124838011969474306481987322028347,4.364277738188881308223475112159081632924,2.117356255380028447246423837163776921003,29.05452068493277417236274876372468849299,-3.085232705684927373551410243334633983,80.66844827879706312951929212684459212659,0.04152296958305656522377269302862815687884
344,1264.146505753693856096294993615449822001,549.0118517661066288070414554363802019035,1.820376776538511322422770583717641564763,80.89622058895839058988875760643388983845,4.366646365066599315893395539673394133665,2.117228373784269657451337596771415697609,29.08244306337626645129359946824216609125,-3.085096509372876042705787341299564159432,80.85479969679593762689895200883644861741,0.04142089216245296298980559759744122103271
345,1268.541971532613013574453098636555949417,550.9207782992857975431621204506745670007,1.819799567452047965412774111676164974836,81.08238843592914852372148583611998648178,4.369008354777823161987427523095357900033,2.117101124743803388909201581520619239282,29.11029810907720709466547761201365405747,-3.084960959374683493217346011342832766872,81.04106907687826150868033531969737184366,0.04131935905088701504115051642261463812259
346,1272.93972971364975987777198064975553226,552.8307004100549384354798082747807035612,1.819224850933185703805253649697235570613,81.26847508610218305199195500438240699929,4.371363744869645262082554681319078786538,2.116974503229097729678439450005712709113,29.13808617377896366796861069270833956379,-3.084826050790741192653451170742922220661,81.22725672032867692449163212258373921076,0.04121836577350612750032288179866778853663
347,1277.339774060497673649913129181060676978,554.7416153900205852311209965595009395676,1.818652608924085011589974166241838761493,81.45448083434681846516506072065879938083,4.373712572569832319318815745043715891385,2.116848504265377310945968939217889823466,29.16580760639237289772036663746362678451,-3.084691778772544802434035270306275448906,81.41336292644166648346385294635804894556,0.04111790790515198170120777430075043527099
348,1281.742098371156132084497612589748610066,556.653520545688090684744186055291501729,1.818082823549232138794928544370039240596,81.64040597361012188680338027608858229611,4.376054874790446457869267608221336746709,2.116723122931868126413639633272369178998,29.19346275302655387037769100776333964981,-3.084558138522015529044605763193348724741,81.59938799254045604636226358688005550001,0.04101798106966584044111668920852679610245
349,1286.14669647764634022220625662406660258,558.5664131983382996492483204067260758067,1.81751547711308523239082204591510198913,81.82625079493488935092359747971110675517,4.378390688131415076273696207063115403986,2.116598354361054943761580756440766579458,29.22105195701929924791986102817451313076,-3.084425125290832417357619939978983099137,81.78533221399568379700258539636315315258,0.04091858093920555392101208334795360258951
350,1290.55356224573049632349447182630421532,560.4802906839055841468154792910231783603,1.816950552097757401981530390269980793604,82.01201558747741318256350604299927332264,4.380720048884050290770551174140309498948,2.116474193737951062158677768410005508666,29.2485755589670514629122168504005471446,-3.084292734379775378618547381764663404689,81.97119588424383914756537415421756683011,0.04081970323357403499813188878170649253081
351,1294.962689574634050049804255504040155436,562.3951503528572216296174779596843793854,1.816388031160736048434285581707551946746,82.19770063852503394688423391140197123558,4.383042993034518821567419162602806867825,2.116350636299380175297985065887744032098,29.27603389675447072152720039289145763463,-3.08416096113807875017163631943968685948,82.15697929480547496831939050009689376087,0.04072134371955897856484341130507747470963
352,1299.374072396771010901583437042421585505,564.3109895700740979502222403940028677442,1.815827897132637788054363161642503957016,82.38330623351348017442367772574072681057,4.385359556267263158183702856338463110284,2.116227677333270104803583605691832994568,29.30342730558360151162986444874298133188,-3.084029800962795188407955565011483716116,82.34268273530319656949807550093014662997,0.04062349821028360492560222481058018060662
353,1303.78770467747226506307166968955162349,566.2278057147327168664582908570795005913,1.81527013301499831901452806315944646043,82.56883265604399901358497147950274154461,4.387669773968374823570234041943073093472,2.116105312177958174089100269209249199221,29.33075611800264418455735635074161268651,-3.083899249298169700717743270750760500018,82.52830649347943080161088048437568215543,0.04052616256456821197409099512705938918044
354,1308.203580414716859491986652713490595481,568.1455961801884982043658710612385062673,1.814714721978096590518637440725358659694,82.75428018790028090606099355074022288992,4.389973681228920540649790751926086747221,2.115983536221507997850593739010255542291,29.35802066393433805356411041242248219512,-3.083769301635023626423410535512612301845,82.7138508552139785802824384177136815665,0.04042933268630232577855513302654132341783
355,1312.62169363886621276723778718737679186,570.0643583738603470960092378062666659777,1.814161647358812648620522250862355885781,82.9396491090651813266359970276263675809,4.39227131284822208922064793501766350083,2.115862344901037467351436987916246169918,29.38522127070396232899695134632159867041,-3.083639953510148380761585897433479873812,82.89931610454135408276748151381296134771,0.04033300452382724386851551381340623318733
356,1317.042038412401212869895859852994982101,571.9840897171164769964716765998432062811,1.813610892658518545742238857541062767399,83.12493969773724257564266348541808771373,4.394562703337090625813364233527530448104,2.115741733702057716507734491062989623441,29.41235826306696109003927763737614687208,-3.083511200505708779975124152446224875427,83.08470252366791380555886860653458274376,0.04023717406932877008379487888350496997432
357,1321.464608829662162722137284720290406707,573.9047876451614694664246616837018949629,1.813062441541001713748409093916313181909,83.31015223034701856026212326999742806092,4.396847886921016224080240533068616282851,2.1156216981578228585131398827156012427,29.43943196323619837525507354693323977056,-3.083383038248655769471734701680150111954,83.27001039298877861596171111707357176771,0.04014183735823994430041215292385629321147
358,1325.889399016591534946033914344485491139,575.8264496069245539833744000760367330182,1.812516277830420212943819286756413794252,83.4952869815732054498112897584860251301,4.399126897543313378618768055957708644371,2.115502233848690287355019142960887760603,29.46644269090884935910760280660764752926,-3.083255462410148380807425316587533597481,83.45523999110455187512074379738635445966,0.04004699046865357469054596109967067044025
359,1330.316403130479497929141782260306802097,577.749073064949091316158812380070685363,1.811972385509289281577656430454207943494,83.68034422435858104014237753995477896373,4.401399768868223200776639342058349391121,2.115383336401491343072966379508384913527,29.49339076329293346906192161857205416939,-3.08312846870498474696284357388040989927,83.64039159483783665573386090685816146684,0.03995262952074438440851663309661749689352
360,1334.745615359712175897115172821014605336,579.6726554952832442636090980085906722899,1.811430748716498622367424579001985310022,83.86532422992575561326047674283239672345,4.403666534283973020948477187510948328709,2.115265001488912143998856801805936435221,29.52027649513349518774416036383232014471,-3.083002052891042009001291733135940932465,83.82546547924955502453591374578081812712,0.03985875067620058872456299705157859633242
361,1339.177029923522606295290625791200903294,581.5971943873718198196129312162311390102,1.810891351745359874206186326730399470707,84.05022726779273703022388786778365035456,4.405927226905794098145518513933673017782,2.115147224828884393497952810901877748628,29.54710019873843817686485059868427258825,-3.082876210768724950731080152206860305704,84.01046191765507230756790386813865419964,0.03976535013766472265598399964499615491869
362,1343.610641071744358371597204844060075069,583.5226872439492670832288871607812830888,1.810354179041683728595577789101493572404,84.23505360578831274830650537293518351192,4.408181879578898124191460892047822667021,2.115030002183985972906010919493112400817,29.57386218400401825416099695533303324359,-3.082750938180423201444287620727601000294,84.19538118164012920523272940086347262291,0.03967242414818354307377597207171088900639
363,1348.046443084567777432496934365919319131,585.4491315809338154841091522507996402452,1.80981921520188616146110742288717432533,84.4198035100672514072503517655921835895,4.410430524881413196763135909155523971419,2.114913329360851136430727580612578390596,29.60056275844000065141623798441176307814,-3.082626231009976850171164189883047347559,84.3802235410765845741554117263654145617,0.03957996899066683309494003922676902780139
364,1352.484430272298819812179249064096283318,587.3765249273227381403926458712986130947,1.809286444971123261862424329092252363995,84.60447724512532658419842546955712848529,4.412673195127279922646414555691481126408,2.1147972022095901277599833888314686878,29.62720222719448688062593067401484955937,-3.082502085182150318176527117283738005423,84.56498926413797164388963059517041488809,0.0394879809873549403087948743867135972045
365,1356.924596975120444153156441395129014539,589.3048648250887254085336218336547244032,1.808755853241454149716189975823860285557,84.78907507381416527255287921067889803523,4.414909922369108300008770014176910619099,2.114681616623218041996887112760684028257,29.65378089307841643653141036987074941319,-3.082378496662114339633683455006793325287,84.74967861731487038852041637494739695244,0.03939645649929488403246283573150108279221
366,1361.366937562856525143958743562368150849,591.234148829077353922329478800095120383,1.808227425050031485009378875455145653372,84.97359725735592359653124609763216330346,4.417140738400996016193407413505894359049,2.114566568537092760325193050251663503449,29.6802990565897484670035134420036101696,-3.082255461454935903544721749973251121109,84.93429186543009872618256495856048718131,0.03930539192582487034868113907167612215162
367,1365.8114464347382563970277763474892364,593.16437450690563665180140498980248169,1.807701145577319081102555533829460649562,85.15804405535779223057452995045339185134,4.419365674761308785509187400422882394939,2.11445205392836178850079914156524867089,29.70675701593732844805956751522985732192,-3.08213297560507601303544857105662285113,85.11882927165372517342390112652186625007,0.03921478370406705715062882393152560126558
368,1370.25811801917300967737033302589059695,595.0955394388616397416558552689757303038,1.807177000145336144612036084049078455828,85.34241572582633395097651005397636392603,4.421584762735423339719268829609701054754,2.114338068815417833868185963301896999647,29.73315506706444480760164739611210048441,-3.082011035195895121140743410888502952135,85.30329109751790553617062204452710150535,0.03912462830842841480588800944926242068337
369,1374.70694677351561821027044206194689649,597.0276412178051521139047359461812338366,1.806654974215927674022780273728747193176,85.52671252518165570613508378155568723674,4.423798033358433672413197150543828099796,2.114224609257362959117212373669918343139,29.75949350367208035121944991867981146431,-3.081889636349166105113552066105267219445,85.48767760293154617477784554612588681049,0.03903492225010953135723823542980042625178
370,1379.157927183842052304571002670397075993,598.9606774490693940399364262984040587387,1.806135053389060558626142767291014095325,85.71093470827141755165584608248762683561,4.426005517417821127175959327558117864096,2.11411167135348115442795612899553615177,29.78577261724186325456239806832602937557,-3.081768775224594644139963635742593004092,85.67198904619479633725193360693348527566,0.03894566207662121440391247555414155995362
371,1383.611053764725456026926814953409056143,600.8946457503637511039951690737940685697,1.80561722340114492860385007660963540945,85.89508252838468075714779007029729813166,4.428207245456088908437367048814226852207,2.113999251242719173001523167035812299925,29.81199269705872229980750213797497494246,-3.081648448019346868125596889434150609765,85.85622568401337201219243527211374556125,0.03885684437130874495535479818355257041071
372,1388.066321059014514152193626830122951152,602.8295437516775201927276439188875509192,1.805101470123380316097211967562526264627,86.07915623726559735292384799337588135237,4.430403247773361583090229961284709965919,2.113887345103175478245127543150335605318,29.83815403023325094858822421715627038623,-3.081528650967584147936584033802612820845,86.04038777151271371130136599811941721136,0.03876846575288364162248199525646414101952
373,1392.523723637614119095943405300777243943,604.7653690951846543542754361427651989514,1.804587779560126195913922920005803134519,86.26315608512694334693823777589737552184,4.432593554429950130400506185038381627254,2.11377594915159715407238156751236852807,29.86425690172378476036240145050870676384,-3.081409380340004900133460527514373677852,86.22447556225198055042726434611715386566,0.03868052287496279651097342978022165617859
374,1396.983256099268308007170457345447848754,606.7021194351494935754114279105647822902,1.804076137847296483139011677762784093981,86.4470823206634978051419077191025290545,4.434778195248883087391484453789246487048,2.113665059642884632896687182103951945663,29.89030159435819658354258814153844571243,-3.081290632443393281829877379710881929084,86.40848930823788295803276301224398044087,0.03859301242561484710914470685854861363023
375,1401.444913070345440662757975227411931351,608.639792437833468726515780848425568223,1.803566531250777573336563645097111764238,86.63093519106526995200085000793592040833,4.436957199818404326761722153849661975166,2.113554672869604098938879953680244766474,29.91628838885541386674946528182616667745,-3.081172403620174653841829758107213465321,86.5924292599383563006794555297437851712,0.03850593112691365132139447819213523712815
376,1405.908689204625589260387525774781712298,610.5783857814027661218402196128987483118,1.803058946164869519259641727424137586811,86.81471494203057641218413933302213228729,4.439130597494437994487738535479718396844,2.11344478516150742744178331736894481224,29.94221756384666235923877923797545502821,-3.081054690247977692768580247224733141469,86.77629566629607767659525176400604777256,0.03841927573449873558888756901608451472573
377,1410.37457918309011165346828078800275008,612.5178971558369403365930447223644363965,1.802553369110749946032101554999142907315,86.99842181777897067937408056271034490844,4.441298417403021124562281598622384605564,2.11333539288505952328596394405877695658,29.96808939589644039285617227397614143468,-3.080937488739203035065140712474110741001,86.96008877474182809061024442402251775088,0.03833304303714258876383613868782715756734
378,1414.84257771371338001050771368449593846,614.4583242628384631129652335738541371906,1.802049786734960314632341816680473892739,87.1820560610640268637650206233055344991,4.443460688442704438822422705101446890121,2.113226492442972925334566133464849193818,29.99390415952322786275481271141032362383,-3.080820795540598338529515230120885870483,87.1438088312077021867008240684378080983,0.03824722985632467706419655486772640079607
379,1419.312679531256637312306467005638690712,616.3996648157431963743819638871917620197,1.801548185807914151199928103191423159124,87.36561791318597973608575368813008779508,4.445617439286921830523986050639570996284,2.113118080273749545602418221403503574618,30.01966212721993395053144324254231884916,-3.080704607132839648937308835239656962166,87.32745608014016767805225784384853356802,0.03816183304581205803349584428155422705425
380,1423.784879397063954523598711618619349725,618.3419165394317775510740893655816129448,1.801048553222426867205834933090282429658,87.54910761400422305288893251812722781867,4.447768698386329021215217351785476341347,2.113010152851229415047370507521469729823,30.04536356947408756136180129839912529823,-3.080588920030118961813144186666203748619,87.51103076451297657892146023044765165388,0.03807684949124647396747228767957616478833
381,1428.259172098860261691433438086838194009,620.2850771702419056005890737919106768068,1.800550875992266802880002177208889398296,87.73252540194966811538573813393220089789,4.449914493971111871548585877657367482798,2.112902706684146310421716229249908899543,30.07100875478777437611169570042871556467,-3.080473730779737871533933500891272940997,87.69453312583993030763889081324529030435,0.03799227610973780774684732068691059353931
382,1432.735552450551426630855986969006439536,622.2291444558815162841676340687370274333,1.800055141250727133480120075884098786578,87.91587151403696448225183046602316761964,4.452054854053264817940763015839453233129,2.112795738315690139200190935608280243692,30.0965979496973243502316048501495854298,-3.080359035961707202114721876462470201744,87.87796340418750069581644818223883621486,0.03790810984946378643538228378433140477623
383,1437.214015292026355259453449638797254961,624.1741161553428354340663082036837242043,1.799561336249218285017050560563527748008,88.09914618587658472557820078208692064031,4.454189806428839898442810580240798539427,2.112689244323075962120021279173133132053,30.1221314187927534234776097969826760498,-3.080244832188352516134809923231179420029,88.06132183818730890521228920054347430385,0.03782434768927582036591158154344633645838
384,1441.694555488961088036219624823441266009,626.1199900388172991179713095888171104247,1.799069448355880512928962010259431594517,88.28234965168677508847518164247957786693,4.456319378680166822811236392445598861557,2.112583221317119535329336932709049772156,30.14760942473696313810774350005504560668,-3.080131116103925400321402927723152855673,88.24460866504846422072944300951558294696,0.03774098663831086774573863296399491996904
385,1446.177167932624867347118914144241660963,628.0667638876113297746878559183224624742,1.798579465054216303921894735067566545055,88.46548214430537387274705533479475141979,4.458443598178044533571735145227967263531,2.112477665941819256544460781342306818618,30.1730322282847017981491913704780415689,-3.080017884384220428321311185127098738162,88.42782412056976465567900889682119322445,0.0376580237356092170680464379735581953389
386,1450.66184753968815105982452840351497432,630.0144354940629575603627514711949159305,1.798091373941742267772777817927979085059,88.64854389520149935552624698695730463786,4.460562492083904696837136465758044390006,2.112372574873944401965602361901225769386,30.19840008830129073858777404649309127993,-3.079905133736197703159399252623923974785,88.61096843915176127370706259233165207546,0.03757545604973808181918439462565256240248
387,1455.148589252032547843512113669119461568,631.9630026614592763066660527089594436372,1.797605162728660192325477504806628161206,88.83153513448710900477809224931224142474,4.462676087351947553775439167788341410968,2.112267944822629542995706522324414018228,30.22371326178111921086710601876589056732,-3.079792860897610883806676449232073094634,88.79404185380868810065391016111151168489,0.03749328067842090412418208820072973984354
388,1459.637388036562650216439743492873392083,633.9124632039547236516785071584759518144,1.797120819236546941204769682962314659072,89.01445609092843173514801102422248700318,4.464784410731250555919030215209700384401,2.112163772528975034050022697384398605039,30.24897200386591132987182497051944176613,-3.079681062636640602162231705015980436873,88.97704459618025946907210461322541194037,0.03741149474817226607590641099707506281753
389,1464.128238885019741644470482548124374661,635.8628149464901750607621566499689963042,1.79663833139706287993059705130114018172,89.19730699195727491771125140138952133936,4.466887488767850199958574982258048439647,2.112060054765653464935690932963997602756,30.27417656786276846757912471136684327038,-3.079569735751533178592707578100322756964,89.15997689654333660816307004805209942553,0.03733009541393830954818135333742191383315
390,1468.621136813797354367822775565803424135,637.8140557247128416084877876664758682641,1.796157687250678522138907380945193596609,89.38008806368220782979011155200374702317,4.468985347806797470271022115145065336188,2.111956788336521973422582550869504039745,30.29932720526199041976800389454375883466,-3.079458877070244545971716511519645521171,89.34283898382346526248895598877201163334,0.03724907985874256730115556323173538982575
391,1473.116076863758654981292241630090034802,639.7661833848969615438092925539511030147,1.795678874945419093508996543583686164198,89.56279953089962320411388138768223175467,4.471078013994187290187183232189329027515,2.111853970076240315720043794075613045557,30.32442416575467861454935473885055893877,-3.079348483450089293920534533375128360784,89.52563108560628609396445893350096498262,0.0371684452933371101494224541812667720519
392,1477.613054100055635135098737217042883626,641.719195783865275809164754694086674214,1.795201882735626716763736812429535512148,89.7454416171046785102021028489010444957,4.473165513279162375907005281286421018666,2.111751596849894594620292641462345230717,30.34946769725012457499612017972965746326,-3.07923855177739474667154353497021526727,89.70835342814881959332107368684479932859,0.03708818895585891688102916205624516711082
393,1482.11206361195008505949473267737323683,643.6730907889112778300992781060552521113,1.79472669898073992675141217068713119474,89.92801454450211857494180678093511374457,4.475247871415891880016618450248441165124,2.111649665552626547069201052647114876343,30.37445804589298679278575342326967223084,-3.079129078967159989658186311526720112143,89.8910062363906271994521270786318040019,0.03700830811149137548967970230330974266897
394,1486.613100512636327946442396129571115447,645.6278662777222280353961770117390096686,1.794253312144090230139082050354728031061,90.11051853401698112389406465188591633195,4.477325113965525204747265954668834729545,2.111548173109268294880213151177441862006,30.39939545608025911549226191531331760951,-3.079020061962719761580576223552823088411,90.07358973396485029777982595166496916059,0.03692880005213082611423870022094717136924
395,1491.116159939065693546141960941892132781,647.5835201383029237086209220483595914473,1.793781710791715429650348656971527595745,90.2929538053051867998946480134729920793,4.479397266298121358439136354639990549586,2.111447116473982464218328355542163397885,30.42428017047803369695796414902023635774,-3.078911497735413130305268088008491472153,90.25610414320912874202450881319206370118,0.03684966209605805787013920028092837811945
396,1495.621237051772709655085092354189435883,649.5400502689002149104749019697322202304,1.793311883591189438067930191775063268468,90.47532057676401519099819873498470213431,4.481464353594554222129836254175834358164,2.111346492629907581349510381955517977077,30.44911243003806150801208642785826193402,-3.078803383284256872531926879353753950963,90.43854968517640051749067267605235986373,0.03677089158761467350752605893234227058492
397,1500.12832703470299048572371117860323229,651.4974545779282573474712214325805039116,1.792843819310468312396288219721195900137,90.65761906554246837574568195382527839891,4.48352640084839408677475054038523773244,2.111246298588808653977631540283488017022,30.47389247401411335366141339294963137265,-3.078695715635623478699580557143403861786,90.62092657964558413820375041382788782429,0.03669248589688423754193153999739057462049
398,1504.637425095042801215894306165364403422,653.4557309838944931962289854519959644145,1.792377506816752243644395608477898372181,90.8398494875515234701018411879647166955,4.48558343286776581532190307347185673538,2.1111465313907328492771609016219485994,30.49862053997814429273488259597668220662,-3.078588491842923706111644480830653771419,90.80323504513214534492588062093327236611,0.03661444241937812517596056703144432938373
399,1509.148526463050278318925041269880841975,655.4148774153263510241813636811075173951,1.791912935075363242646165493671243654685,91.0220120574742756372039319553313324982,4.487635474277183977704290361270778325614,2.111047188103670181476260585180958545298,30.52329686383626430679733222365565456478,-3.078481708986293604732766832122694015391,90.98547529889854964623812052666439186748,0.03653675857572599096581142866694063071919
400,1513.661626391888285572980508478117332646,657.3748918106986560767507278744128559436,1.79145009314863826718862736968213392035,91.20410698877597299827641300584061049098,4.489682549519365300775222732249493131844,2.110948265823219123552745061253648198047,30.54792167984451801693616079301125369634,-3.078375364172285941552555064523860929868,91.16764755696460222049101365644668844685,0.03645943181137077778539934939392204412283
401,1518.176720157458885940767114817019087496,659.3357721183617423281048837951907163606,1.790988970194837540468103499747023827611,91.386134493713944860689959809067433675,4.491724682857018769294249481873324790088,2.110849761672257059275435892961437966935,30.57249522062447619974754834648338624624,-3.078269454533565950822169506851467256658,91.34975203411767667248567405331817641463,0.03638245959626818820428575574925726037827
402,1522.693803058239409798328956972690096976,661.2975162964702578175144931657935053207,1.790529555467067815544813167111804042314,91.56809478334742465716876556534738871809,4.493761898374613708270111286789967244693,2.110751672800615493456734854811499197242,30.59701771717864180748573809251864893315,-3.078163977228611338850358383868147912178,91.53178894392283411524434424437442135869,0.03630583942459054192442132097296735939861
403,1527.212870415120100274405624375782054611,663.2601223129126549161248924879637384325,1.790071838312220345018857392973739041309,91.7499880675472689685694335080110655466,4.4957942199801261712802651679889842404,2.110653996384759939879642961109188485613,30.62148939890567315186979731083297435957,-3.078058929441416473396485446826368461991,91.71375849873283402415369527935797007392,0.03622956881443494441573822865309547267768
404,1531.733917571243316739793591671087382293,665.2235881452413572896764482647390049906,1.789615808169923319607695685959651318073,91.9318145550055739814598491211119141524,4.497821671406763953811338407175701439253,2.110556729627474407924848417149808765113,30.64591049361542686644785929468710273387,-3.077954308381200689020174707579217905185,91.89566090969803828810714335740828790146,0.03615364530753569335270576370362625093835
