n,q,interval_k,critical_point,critical_value
7,0.8,2,1.76709406754305281271250656858,-0.0002469917110533764397688428025
7,0.8,3,2.23873765819843757538110641776,0.000566578107985528256828812773189
7,0.8,4,2.83507008252364205390469660014,-0.00251613979466157303293984001931
7,0.8,5,3.59764259597581566954862929374,0.0257899923363128921192053970979
7,0.95,0,1.0174077911714515457036452906,-0.0000000559046775723427869862859837117
7,0.95,1,1.07566709136722947987124136697,0.0000000163455596250424037016711017318
7,0.95,2,1.13614720525437122549006346509,-0.0000000105485931937910637638441510896
7,0.95,3,1.19970758626081461500196860864,0.0000000127629038260928065040158098269
7,0.95,4,1.26698279682139701986603010691,-0.0000000289906870745216698381935121714
7,0.95,5,1.33907282054999090189549341919,0.000000146243235915653669507582309695
8,0.2,0,2.88949594631940245235942563415,-0.685098755565155720563260918351
8,0.2,1,17.3529505937787520185326452875,10.2758275204496884086663068036
8,0.2,2,95.2607456669027750223028946549,-928.120201331117361195463681111
8,0.2,3,503.923281890889120733649995861,455297.622914543345861766229822
8,0.2,4,2616.06588497586506612044999525,-1177582284.11169133682885327506
8,0.2,5,13441.3883953022920675564327241,16174070111282.6186233041736112
8,0.2,6,68772.1192456239528160962723192,-1332269008021888862.1978760819
8,0.5,0,1.41910222120598277104705291017,-0.0544101854036581192644369169408
8,0.5,1,3.07140138281403357688352289444,0.107718420117148832651665682354
8,0.5,2,6.45257675873633507768238765906,-0.585611997435446503728671803464
8,0.5,3,13.3669005691215764824587569569,7.49686032508119480915592283024
8,0.5,4,27.4718649317587717213653110189,-218.992414678279304142947413875
8,0.5,5,56.2261453999951920346731062664,15278.4583570521676308358336643
8,0.5,6,115.117008736368108335889862294,-3105257.55606078148786216636287
8,0.8,0,1.08823513702186271725417901234,-0.000301911169916005662634078592694
8,0.8,1,1.38867619611370650143140119256,0.000146840555321896704897051435514
8,0.8,2,1.76165348774296543362893103397,-0.000155600800590157495589617993796
8,0.8,3,2.22930275053377921900259197015,0.000301129547459465372325187578196
8,0.8,4,2.81806670697727580423488347302,-0.00102458862926298483393246571923
8,0.8,5,3.56247868865912492808924529928,0.00642447432107181388794144587999
8,0.8,6,4.51321270433800414635876801868,-0.0904008519661587539325942053983
8,0.95,0,1.01686162567466008131234439467,-0.0000000161954919916398657269228090227
8,0.95,1,1.0748085247877453017633554817,0.00000000407205587707559006838356334084
8,0.95,2,1.13492493328927648368731152885,-0.0000000021837081608735130173900165543
8,0.95,3,1.19799315099629439002433651792,0.00000000207776912657947224850449181952
8,0.95,4,1.26449192329481313150754698947,-0.00000000336527534190694708503069713396
8,0.95,5,1.33496294448156070622964925628,0.00000000969217709706681207900672664121
8,0.95,6,1.41048056589313860292268544981,-0.0000000599627122004127620647574932274
9,0.2,0,2.8894908941629105597565492361,-0.685093687818988883618364372147
9,0.2,1,17.3528574389030858916970419195,10.2753710329011402176971982835
9,0.2,2,95.2591169433426957416694023744,-927.893864904544040700592782667
9,0.2,3,503.894035445196775191196366772,454710.286172546608959292120828
9,0.2,4,2615.51964709618259765387386686,-1169696687.15910044116942787399
9,0.2,5,13430.6429275030769832912225275,15617743262935.0782813447588423
9,0.2,6,68529.5096625817935042688343726,-1098125017211036452.89467509092
9,0.2,7,348832.487817652897002957305428,461544614315660170029491.842415
9,0.5,0,1.41865786404484756911295762668,-0.0541086169487040483974985235938
9,0.5,1,3.06969134488603732582489021795,0.106426410701249416531913710941
9,0.5,2,6.44668151455140075732354818786,-0.570858164976693198440943741223
9,0.5,3,13.346998108584633471890464782,7.10570684652784499962110390899
9,0.5,4,27.4034915371127004628116878716,-195.521054015456342251478421994
9,0.5,5,55.9766896728381916301755399775,11930.1859831379437112808541606
9,0.5,6,114.037638493472262570234790103,-1715312.99420915641445763843389
9,0.5,7,232.522373686732148434848343456,715486083.033290547717090275392
9,0.8,0,1.08706191134015318250900280391,-0.000246819366590315000977798684754
9,0.8,1,1.38641848868949776797689004769,0.000112657324356541026824343174386
9,0.8,2,1.75776101591300906174364658031,-0.000109662803745366057260671194589
9,0.8,3,2.22277670825530361485528809819,0.000188667102740985403207091826896
9,0.8,4,2.80702180273585763574447444809,-0.00054111394555360895833218882151
9,0.8,5,3.54282194383484489988877480763,0.00259512455343729632819185123305
9,0.8,6,4.47271924303664743394263065267,-0.022248329881528797288685641748
9,0.8,7,5.65881656414607529222818145041,0.42039123247455261674397638291
9,0.95,0,1.01641864115187154303497220957,-0.00000000527229846539778359470629685675
9,0.95,1,1.07412319393575156625091757853,0.00000000116940718324412856720768782801
9,0.95,2,1.13397078862558062824502545022,-5.40217027967671727652175735246e-10
9,0.95,3,1.19670025274101690303376876426,4.27305807520506851707217936007e-10
9,0.95,4,1.26272592205695422637454695074,-5.44145073343875085545211565912e-10
9,0.95,5,1.33243734666207546911332266882,0.00000000111641455698573388532266425299
9,0.95,6,1.4063494255407520569612966712,-0.0000000039330032264754864057653354058
9,0.95,7,1.48553699868815761762312039333,0.0000000290897472253537263808197748332
10,0.2,0,2.88948988373809659479220009833,-0.685092674278316124007251960085
10,0.2,1,17.3528388084780954584490499891,10.2752797397412305676951080674
10,0.2,2,95.2587912489919588982755559477,-927.848609122613341316947945741
10,0.2,3,503.88819097817511687680284277,454592.974442727146421578887815
10,0.2,4,2615.41087682402104236215824403,-1168130325.01852266512478984149
10,0.2,5,13428.543365535490591383761853,15510356412550.6651269013164846
10,0.2,6,68487.008066282889858148609993,-1059606918317821197.65714054835
10,0.2,7,347846.350852863708320610317383,379227462130745985911051.150166
10,0.2,8,1764268.69752757450691966683288,-809799402868541716584323597751.0
10,0.5,0,1.41843644446661687303233408813,-0.0539587036202503213199899826306
10,0.5,1,3.06884118628430180534868332063,0.10578842047882877807858271436
10,0.5,2,6.44376465279645938787178171362,-0.563672015684439044410643765674
10,0.5,3,13.3372514821126607495525268326,6.92054033944927692878856999436
10,0.5,4,27.3707639966686471633564611673,-185.062528376699989800072673837
10,0.5,5,55.8636430559308022487733433325,10627.1776299512080509003712256
10,0.5,6,113.620496867408834251672753807,-1333955.22700338838601621362448
10,0.5,7,230.685332225216739026868008182,391809882.48338110603289948561
10,0.5,8,468.891470089114938493524107556,-333430599348.906559705251474272
10,0.8,0,1.08617695256743619848778986856,-0.000210822375869145070723846171966
10,0.8,1,1.38473191935358389971641955946,0.0000917065997723287999687327451718
10,0.8,2,1.75489309170995700697985721912,-0.0000838119728930880187532982369682
10,0.8,3,2.21806794801632180576961863177,0.000132440452849364431726900073945
10,0.8,4,2.79932153250974489623740030698,-0.000337526783607573620902890140785
10,0.8,5,3.52996719883730573554085358858,0.00136334087142717262067669816475
10,0.8,6,4.44999805206350366333646310689,-0.00892570693553199985091057592802
10,0.8,7,5.61204018071856259214930326298,0.102378467442877009738683837498
10,0.8,8,7.09241581038081076428229445567,-2.55728505027882280863976185266
10,0.95,0,1.0160509647785812172383703948,-0.0000000018954928585331558435208441236
10,0.95,1,1.07356112412389524445715052737,3.77966940079178746233002717677e-10
10,0.95,2,1.13320040618850090657725216539,-1.5426391579873501578535598849e-10
10,0.95,3,1.19567934761537611058217644761,1.05161056481917563391404723727e-10
10,0.95,4,1.2613791140413912152251282357,-1.11327550837663674539674071372e-10
10,0.95,5,1.33062767982277773252109349196,1.79518855865421363269335167511e-10
10,0.95,6,1.40378819374997322224934258175,-4.50117082919267648482959706753e-10
10,0.95,7,1.4813710472372763477547809964,0.00000000189127649848551809149561841399
10,0.95,8,1.5644640714103195936788449698,-0.0000000164094340106020990490910588238
5,0.8401533783083766586629364318891329431014,0,1.07140444134961002750760569700328876430677242,-0.000295418321326036978942747465329242197437155822
5,0.8401533783083766586629364318891329431014,1,1.29928952185558748499925267965700916014307938,0.000183897889163352197915381949757043990557204256
5,0.8401533783083766586629364318891329431014,2,1.57016858246233469943945124306849329178388143,-0.000295418321326036978942747465329242197437155822
5,0.8401533783083766586629364318891329431014,3,1.89939232573584867884916745198750453717619908,0.00123809794716003217804521278200538773837811155
