n,q,interval_k,critical_point,critical_value
3,0.2,0,2.90964751622663743717403826811,-0.705448590136156144287425811588
3,0.2,1,17.7570191504400292294926283986,12.3866337753213413294726109968
3,0.5,0,1.45141622964513646983279474879,-0.0788912886801123530880676877359
3,0.5,1,3.21525043702153019683387191788,0.264076473865297538273252872921
3,0.8,0,1.10811979841861136678896410967,-0.00356875213176209183372141747112
3,0.8,1,1.43354686824805529987770255699,0.00525393731694727701890660265631
3,0.95,0,1.02236501245788635919429964651,-0.0000497190593202124976167111390674
3,0.95,1,1.08474486750517919943912602293,0.0000543385643770990970022170707171
4,0.2,0,2.89345317165655756874157554519,-0.689073452965464943242051773929
4,0.2,1,17.4270452679113005659603972126,10.6432868407091728973786909274
4,0.2,2,96.6795015604321418652980272422,-1139.63818138774370795413663915
4,0.5,0,1.43346008067199048199122284065,-0.0646672305543979197801077052188
4,0.5,1,3.12986277861129815537883596559,0.15934054433180336524179072405
4,0.5,2,6.68667714071671136262994119377,-1.46936813799615544546168301883
4,0.8,0,1.0999934218287181780688367075,-0.00155151360505208649642343371225
4,0.8,1,1.41317332172910099882716240732,0.0014249960091821597013557844023
4,0.8,2,1.81105200644218082310400088518,-0.00421231217707929195493235069006
4,0.95,0,1.02032429728512465470829168335,-0.00000618205826457087323227853779523
4,0.95,1,1.0806164747515303021356701962,0.00000389816296637793133705127314172
4,0.95,2,1.14432092791960688890614746583,-0.00000777607964882522424813287350609
5,0.2,0,2.89027968454562146616646694242,-0.685885119700756256893513067008
5,0.2,1,17.3674453168401478363255825807,10.3470241014694498121013359384
5,0.2,2,95.5184144262341289099329139176,-964.400792862563941019873352314
5,0.2,3,509.023860572380101787575036559,565234.669559185363055464665529
5,0.5,0,1.42554483492035313003807410561,-0.0588896448307513424491281501946
5,0.5,1,3.09681602487496124838266526786,0.128335101781292098654999187992
5,0.5,2,6.5453374231083553390514305705,-0.861683570325080013913696164497
5,0.5,3,13.732301717096330282527830056,18.4552556133745392577078251267
5,0.8,0,1.09517395137261297623210340331,-0.000854013045743727470447967083986
5,0.8,1,1.40264256276088099923639796569,0.000603237419811454744146722471743
5,0.8,2,1.78762168979539127197850980195,-0.00110752363585737024044210459357
5,0.8,3,2.28018679607111475255298882905,0.00535884767042264296674334920581
5,0.95,0,1.01902304101669865094570912325,-0.00000104771411193766237096630805317
5,0.95,1,1.07831625917464005720584435323,0.000000470795894567210689074021654056
5,0.95,2,1.14019155994386965579713162271,-0.000000541275698418837297855015381898
5,0.95,3,1.20627175034199791899880609564,0.0000015973967765203654619285002573
6,0.2,0,2.88964753614636834832149625762,-0.68525082113017949704697466623
6,0.2,1,17.3557473740730472141056134012,10.2895390235412531372476126678
6,0.2,2,95.3098035937248813069511260862,-934.955164866212653220847831386
6,0.2,3,504.819907913865713264387101947,473541.964546846592157022769597
6,0.2,4,2634.62489358218998986623466231,-1464630160.69894388928657744212
6,0.5,0,1.42181172762044258021472732685,-0.056269651636370608627777490845
6,0.5,1,3.08194422635742239875572364483,0.115945204726656279522562208968
6,0.5,2,6.48981084169590869178726319731,-0.686176793030121471257789284123
6,0.5,3,13.4999267360667630019106958152,10.601222521394456226770562289
6,0.5,4,28.0065064682594633273315900158,-493.594550936148223942032557723
6,0.8,0,1.0920148447315591860234689574,-0.000547981219265509218950751958728
6,0.8,1,1.3961397291062629664074871989,0.000326623203849103333612841736445
6,0.8,2,1.7750503310268671459124829355,-0.000461043859378444136499248162727
6,0.8,3,2.25341267223007324295416391265,0.00137790040679202453049308586968
6,0.8,4,2.86570664165523745870239699556,-0.00995741310717264110573615819756
6,0.95,0,1.01810209022524837697154582568,-0.000000221968260840822105291829399272
6,0.95,1,1.07678343492369061651164206652,0.0000000782540433968138740044858831881
6,0.95,2,1.13779209257303512149824769647,-0.0000000642328717559280310992658470421
6,0.95,3,1.20216013789447153453116009674,0.000000108899639669757534512641012397
6,0.95,4,1.271086159380491064245618344,-0.000000431987618281937580070764786251
7,0.2,0,2.88952120791244633851101310243,-0.685124095366114993152560928792
7,0.2,1,17.3534164369391555993313550372,10.2781105020529300382793880361
7,0.2,2,95.2688955866897348168905980892,-929.253323268669362832663731674
7,0.2,3,504.070120303739045708115036316,458253.891192187206953076280705
7,0.2,4,2618.85853475853036381757460205,-1218403103.28170667530820827849
7,0.2,5,13502.4166545633321108624345383,19544365054490.666157639836957
7,0.5,0,1.41999706417221561427109902593,-0.055020374038862219582739084528
7,0.5,1,3.07486102124497340974496758215,0.110368233343316933646644556625
7,0.5,2,6.46462221153928531111924584431,-0.616730919678963968097944662985
7,0.5,3,13.4084706570385789935884738781,8.37256150165049892559865334633
7,0.5,4,27.6224177770316613087687620125,-279.048172778954546305421798105
7,0.5,5,56.8667741261161425053645945141,27371.9272811886365645850965242
7,0.8,0,1.08981944201788820434105420504,-0.000391271754573557220898184702073
7,0.8,1,1.39176729213402082696914977188,0.000207270156906815888772362207156
