quantity,value
iterations,16
final_fixed_point_sup_error,4.88498130835068878e-15
mass,9.99999999999999778e-01
mass_error,2.22044604925031308e-16
reflection_sup_error,0.00000000000000000e+00
central_plateau_sup_error,4.44089209850062616e-16
support_half_width,5.00000000000000000e-01
central_gap_half_width,1.66666666666666657e-01
