z,lhs,rhs,absolute_error,relative_error
1e-08,3846.1538311075492,3846.1538311075487,4.5474735088646412e-13,1.1823431169301769e-16
1.446106407142117e-08,3198.3539542882327,3198.3539542882322,4.5474735088646412e-13,1.4218168388672428e-16
2.0912237407774821e-08,2659.6616927309487,2659.6616927309487,0,0
3.0241320503060288e-08,2211.7002723642072,2211.7002723642072,0,0
4.3732167339913754e-08,1839.1880817703382,1839.1880817703384,2.2737367544323206e-13,1.2362720142486464e-16
6.3241367388460505e-08,1529.4173602222165,1529.4173602222165,0,0
9.1453746576881263e-08,1271.8206892323446,1271.8206892323446,0,0
1.3225184888197945e-07,1057.610499046765,1057.6104990467647,2.2737367544323206e-13,2.1498810351085419e-16
1.9125024602462151e-07,879.47929232465412,879.47929232465412,0,0
2.7656820614371137e-07,731.3503585308531,731.35035853085321,1.1368683772161603e-13,1.5544784574932284e-16
3.9994705491622361e-07,608.17047499252794,608.17047499252794,0,0
5.7836599863197102e-07,505.73752289068574,505.73752289068585,1.1368683772161603e-13,2.2479415225472445e-16
8.3637877629484225e-07,420.55713753404706,420.55713753404706,0,0
1.2094927071976546e-06,349.72350272897336,349.72350272897336,0,0
1.7490551532701929e-06,290.82022270302497,290.82022270302491,5.6843418860808015e-14,1.9545896200916691e-16
2.5293198635889685e-06,241.83788995891467,241.83788995891462,5.6843418860808015e-14,2.3504761338459009e-16
3.6576656604478251e-06,201.10553699522649,201.10553699522646,2.8421709430404007e-14,1.4132733417021051e-16
5.2893737467573143e-06,167.23363345999462,167.23363345999465,2.8421709430404007e-14,1.6995211335405806e-16
7.6489972649550578e-06,139.06668416043598,139.06668416043598,0,0
1.1061263953064038e-05,115.64381087262544,115.64381087262545,1.4210854715202004e-14,1.2288469748592414e-16
1.5995764673616045e-05,96.165973251687973,96.165973251687973,0,0
2.3131577781653697e-05,79.96871062721479,79.96871062721479,0,0
3.3450722837355713e-05,66.499474806314296,66.499474806314311,1.4210854715202004e-14,2.1369875110431162e-16
4.8373304618635139e-05,55.298780622873544,55.298780622873529,1.4210854715202004e-14,2.5698314782232084e-16
6.9952945743645775e-05,45.984531208974033,45.984531208974012,2.1316282072803006e-14,4.6355331917884293e-16
0.00010115940303835104,38.238983265890404,38.23898326589039,1.4210854715202004e-14,3.7163265080529071e-16
0.00014628726087643118,31.797907672223101,31.79790767222309,1.0658141036401503e-14,3.3518372171738419e-16
0.00021154694523667746,26.44157565782286,26.441575657822867,7.1054273576010019e-15,2.6872178305678343e-16
0.00030591939291810179,21.987263049049471,21.987263049049467,3.5527136788005009e-15,1.6158053282371078e-16
0.0004423919941678947,18.283016878124116,18.283016878124116,0,0
0.00063974589723457054,15.202471713602652,15.202471713602657,5.3290705182007514e-15,3.5053974239152701e-16
0.00092514064093379483,12.640538879509648,12.640538879509645,3.5527136788005009e-15,2.8105713788511504e-16
0.0013378518083619255,10.509821509277483,10.509821509277481,1.7763568394002505e-15,1.6901874478383691e-16
0.0019346760718788479,8.7376331435432011,8.7376331435431975,3.5527136788005009e-15,4.0659908929980993e-16
0.0027977474632885448,7.2635181734564878,7.2635181734564904,2.6645352591003757e-15,3.668381073014378e-16
0.0040458405322271697,6.0371895570201097,6.037189557020108,1.7763568394002505e-15,2.9423572386172361e-16
0.0058507159159289944,5.0168134812308391,5.0168134812308374,1.7763568394002505e-15,3.5408070203248499e-16
0.0084607577723932788,4.167582496612785,4.1675824966127859,8.8817841970012523e-16,2.1311597800931228e-16
0.012235156023935385,3.4605285230840188,3.4605285230840197,8.8817841970012523e-16,2.56659759853267e-16
0.01769333751859643,2.8715353632495386,2.8715353632495377,8.8817841970012523e-16,3.0930436416253246e-16
0.0255864487493703,2.3805172582233243,2.3805172582233234,8.8817841970012523e-16,3.7310312144639039e-16
0.037000727472477797,1.9707358440712328,1.9707358440712326,2.2204460492503131e-16,1.1267091203168143e-16
0.053506989066869605,1.6282328562698822,1.6282328562698825,2.2204460492503131e-16,1.3637152945906837e-16
0.077376799716483341,1.3413603243136967,1.3413603243136978,1.1102230246251565e-15,8.2768440701658462e-16
0.1118950858341589,1.1003940511962853,1.1003940511962853,0,0
0.16181220055249432,0.89722015740793881,0.89722015740793859,2.2204460492503131e-16,2.4748062456210998e-16
