n,exact_variance_of_Z_n,exact_standardized_kappa_4,exact_standardized_kappa_6,empirical_standardized_variance,empirical_standardized_kappa_4
1,0.0486111111111111,-0.4555102040808481,1.088118046052174,1.002198811926156,-0.4625623979940223
4,0.001736111111111111,-0.2137499999996318,0.2267219387754965,1.001131693705164,-0.2253492385318392
16,3.363109297222561e-10,-0.06816568047325536,0.02240532079923322,1.004498466808835,-0.07814739090406908
64,1.599978421952558e-38,-0.0182923781757286,0.001598667499537181,0.9975438582784049,-0.01278712242330471
