block_index_n,M,atoms,u_n,Q_2n_at_zero,leading_Q_asymptotic,Q_asymptotic_ratio,central_atom_coefficient,block_coefficient_l1,max_abs_Q_on_lattice
0,1,3,0.5,1.0,nan,nan,0.5,1.5,1.0
1,4,15,-0.8333333333333334,-0.6666666666666666,-0.2744486434757273,2.4291126318706975,0.1388888888888889,4.383680555555556,3.9270833333333335
2,16,63,0.36666666666666664,0.9925925925925926,0.2433152873024532,4.079450180040475,0.02274691358024691,9.056995141064677,37.61822901125307
3,64,255,0.02522045855379189,-2.5149911816578485,-0.6101615744670609,4.121844584943817,-0.000991081732189904,3.105149597389877,317.3181651852761
4,256,1023,-0.08572604350382128,10.496128920704084,3.013836780731158,3.4826467670083048,-0.003514810954992168,45.54878507042831,2098.106286078804
5,1024,4095,0.03987988205431455,-70.4944663183771,-24.658264926725867,2.858857528210416,-0.0027454209006432897,81.85166560505934,11196.725234177286
6,4096,16383,-0.026786041781521986,728.2947335130136,301.6823541147716,2.4141111456454034,-0.004762727822544434,230.7058369887096,53026.983975048526
