n,T,rho,theta_mod_1,psi,actual,G0,G1,G2,rel0,rel1,rel2
15,106.189665013148204947940637285508262650369043,17.5042453769437988017467132945407865469600644,0.446940417832762209106637975542678684386710384,-0.000000939585326697274815990491415288458960991370349,0.000030517578125,0.0000244923807969178833811152492043189883862739615,0.000030945979782345424859987883723210132396050354,0.0000304667271571880160081417223428029762837071892,-0.19743366604659479736761551407287538855857483,0.0140378655078948818120829738421496183537780014,-0.00166628451326309144521204227103207313548282451
16,119.575073389762988947147378339449467753713473,18.5747336666421634916428698163642064738124367,0.517428707531126899002794497366098611239082613,-0.00000166595358803540908053630271636161916340020298,0.0000152587890625,0.0000123754534379109092782412222464065345566968339,0.0000154516369004132640410445452262472724880628905,0.000015237053778660793863048941138495203418462897,-0.188962283493070649541183258859501351292316291,0.0126384759054836721938953159473412497776895926,-0.00142444356168621339122459354757834876761558003
17,133.706315613171063954761784598072033083926737,19.6416617662893520539020667095671786174894372,0.5843568071783154612619913905690707549160832,-0.00000205962555380912351001120542473572110740350361,0.00000762939453125,0.0000062465380828040465349608815647752902994676948,0.00000771672613948880121495351069922216527345907778,0.00000762002113996781167188333818797556515931520798,-0.181253760410708012569607331541773149868170307,0.0114467285550761528463865543684476467228282423,-0.00122858914213898854290709702566672343823705962
18,148.580579424289942604498354965774338808186919,20.7053840876150787655868709526555734623551952,0.648079128504042172946795633657465599781841151,-0.00000210127355107656322549830947578119487127304586,0.000003814697265625,0.00000315015649402099548850844262864926573498356245,0.00000385445622436262206223791312185737866601804499,0.0000038106229061118738261876419201785449665246059,-0.174205376031360158660442815555366883168469006,0.0104225724793151978832954974161806730246343863,-0.00106806890020894770786679647671550829537371143
19,164.195345689152238997847898234033553803025567,21.7662036636060616910104473283857467148473957,0.708898704495025098370372009387638852274041692,-0.00000183055706703356111186856359216010308132378395,0.0000019073486328125,0.0000015874242640362756045906012064489075640934028,0.00000192553576984708341071656306827053407442291603,0.00000190556506090520752644196633351808790656111934,-0.167732507456949135820402874673315151036598032,0.0095352977015876672377654179374217688110417991,-0.000935105348130556376794354932468727644883862865
20,180.548344112128197495378155732796962380334856,22.8243817305652958861406313373487294109572425,0.767076771454259293500556018350621548383888469,-0.00000132354097335422418604523544872006906012606862,0.00000095367431640625,0.000000799403433077614228453789211006358055931767648,0.000000962029469610641310424588091384910981299601315,0.000000952888564874845573630197944916944358460488325,-0.161764745757207582784839524279797095143290807,0.00876101312644782271977288251202441712721074846,-0.00082392019779392778514155971077015238293499368
21,197.637517509819982493656292570951111859188767,23.880145158898132670461709077354577416690951,0.822840199787096077821633758356469554117596976,-0.000000672297666249588666160472863317006117956559924,0.000000476837158203125,0.000000402334698521569758873848052500880682914190945,0.000000480690427375345386875914983852301406327951777,0.000000476488994358535769015435332899638993810972567,-0.156242982326092937038191809001673074065138631,0.00808089115106032877759886021582159888347672495,-0.000730152503007994937741760738856284851331259741
22,215.460992674330397786619110594271744087950837,24.9336922912058790173743584784575439273869739,0.876387332094842424734283159459436064813619811,0.0000000310459137793321408940549459949934522420191443,0.0000002384185791015625,0.000000202389432884693347177159276366975907933898892,0.00000024020193138258694383151450381616163195155932,0.000000238263496405641549426817907916963317636664736,-0.151117192093999155161452138496887481449216143,0.00747992160570994886029660941414199754095306194,-0.000650463971832026672899941552249088983266549165
23,234.017056372012155351746251243483569299945435,25.9851975829061161733238787954499817607023177,0.92789262379507958068380347645187389812896363,0.000000705243800210112336604711863906458067575329415,0.00000011920928955078125,0.000000101763638834851973845345239900569454932698741,0.000000120037318662224434626688973089799433972518401,0.000000119139878017505851721757336005015989936465045,-0.146344725160850053385146157808163865795923883,0.00694601162848519010492013317287625021733963593,-0.000582266143326272200052637129634826691049828943
24,253.304135390349147046428377264697029646940755,27.0348153300266982092633726898332287314955426,0.977510370915661616623297370835120868922188527,0.00000128624845979182110664714312895543583765214448,0.000000059604644775390625,0.0000000511474028397133567533689146396320371098229008,0.0000000599902466058364349141223883908252307205256093,0.0000000595734400452298518247932059401416546949664224,-0.141888974719115635663670991405331152888485472,0.00646932519938472922417276046876731404809378065,-0.000523528498129006287450228609760388585134218606
25,273.320779809514977307726884999250154681873468,28.0826826924740783137854746967847277109561604,0.0253777333630417211453993777866198483828063352,0.00000172977003702292142127582922206378450681925624,0.0000000298023223876953125,0.0000000256979964031189051743785926057594253249051438,0.0000000299823818111424938660935563623517566400627704,0.0000000297882365790398892578133580232680849283852467,-0.137718327155302108411865372154342554576392446,0.006041791680017652740253342598699378259534706,-0.000472641308693410611171209516596626500272371111
26,294.065648867838711258253526168131782724601021,29.1289221674069542101417773255055109878625115,0.0716172082959176175017020065074031252891574239,0.0000020110694893226715218553763672717974516416438,0.00000001490116119384765625,0.000000012907306457589963312005839614714139920978444,0.0000000149854531206092659240742514042125653418673722,0.0000000148947787859447958021315405981393130331608768,-0.133805326331273384329610542090336385166086855,0.00565673544934282403853326338711007461849098598,-0.000428316143945587006983531888990188604179228554
27,315.537498932872787015118638359329449765849298,30.1736436290005305344816848576401425964875716,0.116338669889493941841609538642034733914217578,0.00000212292179859301190175873835370380771351300261,0.000000007450580596923828125,0.00000000648106632932051774521083672154041236512690673,0.00000000749013270112540309133631340284476366930094003,0.00000000744767850125357502346032324315566993702145513,-0.130126002261300324454118614255877192169560147,0.00530859356355464600333646882577291639051551972,-0.000389512687300008473608716158054430735077205457
28,337.735173196294976053177810091766112290987238,31.2169460230839979802084293462701672504835308,0.159641063972961387568354027272059387910176735,0.00000207253793271261344951273574370156949225007119,0.0000000037252902984619140625,0.00000000325344753530747783809346572966453040590535364,0.00000000374388954877486161094797873123924149891210674,0.00000000372396638908969505601682858525118022089283142,-0.126659327287661086321486356237129053464931304,0.00499269823901421787171526299850723685459487677,-0.000355384216034282737177075044264562866452070631
29,360.657592791382849667408384890456026443254025,32.2589187847044617756164502657522320963916104,0.20161382559342518297637494675412423381825637,0.00000187805629673256189381831488493038957931085968,0.00000000186264514923095703125,0.00000000163281937670762954646278384711593209183676347,0.00000000187140909515647794792666024931590637910632291,0.0000000018620393490428027328893970356523871222976483,-0.12338677209570336803237886194000096812552904,0.00470510764175309861127459716437803385742932599,-0.000325236499504169757577018339206410675006023603
30,384.303749093231459205417107532341695081280127,33.2996430314753222287512887264657803936056789,0.242338072364285636111213407467672531032324872,0.00000156504132888137875938390804218836985677680273,0.000000000931322574615478515625,0.000000000819291974778265644629671264352181892888610201,0.00000000093545995007095971028323244627674715929304459,0.000000000931044578112362933174652507600792731317862649,-0.120291940613023051178800972094102035950011054,0.00444247306814120875002956348117650360613224846,-0.000298496472320947183058505922550948828816235653
31,408.672697009194795393684557162488525442851433,34.3391925741384676179642626517209445420738576,0.281887615027431025324187332722836679500503528,0.0000011632764179106944154291619483749111156181766,0.0000000004656612873077392578125,0.00000000041101115394481671144381685104826974605999743,0.000000000467617965217470979529027525467855376661335025,0.000000000465533375686477435216891316098144309634660086,-0.117360267757895417817268841666989061643043093,0.00420193381555169245312935228412297100909780103,-0.000274688115048933150746565286035931915318611548
32,433.763549103784827692333491337990211722037838,35.3776347770855574120032156158052181509061622,0.320329817974520819363140296807110288332808144,0.000000704017164243601598315919591602274500562627172,0.00000000023283064365386962890625,0.000000000206153195432264079482991410218189254464148787,0.000000000233757550203687051008693111831939193857882781,0.000000000232771641176664917607698311366347373119631692,-0.114578767652529195385007304863956927737858954,0.00398103331791402270102072701864948588021061652,-0.000253413709977220524401194847112957475672386045
