n,vertices,cardinality,count
46,137,80,9945640643719495109728
46,137,81,852560410053345900041
46,137,82,61686841721574242252
46,137,83,3691652569409335701
46,137,84,178002767839238751
46,137,85,6677891314694028
46,137,86,185700043591517
46,137,87,3565900668110
46,137,88,42303539520
46,137,89,255540620
46,137,90,532245
46,137,91,137
47,140,0,1
47,140,1,140
47,140,2,9730
47,140,3,447440
47,140,4,15310435
47,140,5,415661708
47,140,6,9323099590
47,140,7,177631912660
47,140,8,2933685531805
47,140,9,42649362946960
47,140,10,552390633593358
47,140,11,6435924974935820
47,140,12,67989185985599270
47,140,13,655520352452345100
47,140,14,5800316384795365210
47,140,15,47323772387064049408
47,140,16,357455791037192352120
47,140,17,2508395169014735246400
47,140,18,16402794449354149108860
47,140,19,100216518923905715846200
47,140,20,573416613545178512043375
47,140,21,3078925766779562286552560
47,140,22,15542092939448591014144870
47,140,23,73874176291759083357717040
47,140,24,331100177533156157779404360
47,140,25,1401034921500598862626040844
47,140,26,5603206568758646563090654230
47,140,27,21200226378249303901447939840
47,140,28,75949851293234211752356757920
47,140,29,257819277250682251518102909500
47,140,30,829817430452900649539103719626
47,140,31,2533762409065978765277633738960
47,140,32,7342885289706311310239564800930
47,140,33,20204730912836990412487951908440
47,140,34,52803390100427001856466986698750
47,140,35,131099478882685666423823021652732
47,140,36,309279757005502008088654999428700
47,140,37,693376171720601394905591601092980
47,140,38,1477354621838306529673678149811320
47,140,39,2991629922363352240674900475039460
47,140,40,5757388605863606868277116384105465
47,140,41,10529421741337303950015321598463120
47,140,42,18297504475345168963792464943115570
47,140,43,30207564222384121413735092453893260
47,140,44,47368094549690091035964272903781150
47,140,45,70533361462106856085088018794485072
47,140,46,99704888264302929267659736919056350
47,140,47,133754744659145493530612004433336740
47,140,48,170221174189864627556769199176334315
47,140,49,205425090152045268003287105840070680
47,140,50,234982644399602885199333056623479476
47,140,51,254653757758835187948425976705288000
47,140,52,261317376856749590845702279457995485
47,140,53,253772151597271787272281089566790160
47,140,54,233083505199854563961597257982612480
47,140,55,202341656082369496361517807451820180
47,140,56,165904472338978693699540141791430030
47,140,57,128380728659336957400451341363574880
47,140,58,93681903640607674558179065172696870
47,140,59,64408625957574431229815274887689980
47,140,60,41682506963510572612781579677253268
47,140,61,25365413018748157245726928920338420
47,140,62,14498721797859962025366800898866870
47,140,63,7774979207308083621382081730966440
47,140,64,3906509395941138572970351928254140
47,140,65,1836488562125566361605016604458236
47,140,66,806551759100181825475849129765040
47,140,67,330365262311613046976129755107780
47,140,68,125973339234995059557755355124320
47,140,69,44628295538006644981320646434900
47,140,70,14656318155653146386425380343682
47,140,71,4450975454226741675195995926080
47,140,72,1246567542851350036004878290975
47,140,73,320984749827292066450868914260
47,140,74,75731938824843126843453585870
47,140,75,16309125487158013964753497296
47,140,76,3191893397202660464399494150
47,140,77,564906635715221385776170880
47,140,78,89896074896752530639071230
47,140,79,12778386529917571469317180
47,140,80,1610038554696460626605203
47,140,81,178184830610180954400120
47,140,82,17133932868314569835990
47,140,83,1412760346891608693580
47,140,84,98274287557824836390
47,140,85,5650321602853487700
47,140,86,261502132733552130
47,140,87,9404320737219240
47,140,88,250252265747435
47,140,89,4587301508300
47,140,90,51772685146
47,140,91,296097080
47,140,92,580405
47,140,93,140
48,143,0,1
48,143,1,143
48,143,2,10153
48,143,3,477048
48,143,4,16681665
48,143,5,462915882
48,143,6,10615122375
48,143,7,206817659906
48,143,8,3493723040379
48,143,9,51964796269672
48,143,10,688787895187964
48,143,11,8215251758908922
48,143,12,88870215659863209
48,143,13,877713199598390595
48,143,14,7958289668627939784
48,143,15,66559304950092073119
48,143,16,515562476086657423996
48,143,17,3711601263661162103518
48,143,18,24910094708828393403339
48,143,19,156273023012242135568855
48,143,20,918558057674033182906357
48,143,21,5069223757259115671068995
48,143,22,26313705819044232760886221
48,143,23,128685682014671425792298579
48,143,24,593755455883109288586076116
48,143,25,2588001096530984049651529937
48,143,26,10668112162974498544953518218
48,143,27,41630044531020746249688724342
48,143,28,153922093297360695219131093875
48,143,29,539637235139340242371341842539
48,143,30,1795144475508163132900921582923
48,143,31,5669494420369899300979320777540
48,143,32,17007945654056574790798086660084
48,143,33,48484640794123039519737116012178
48,143,34,131387152453415186794095601704447
48,143,35,338548676066741588110432413456241
48,143,36,829669857824380631647326944921572
48,143,37,1934091247324490500958527266295559
48,143,38,4289276209627282803955650578147909
48,143,39,9050075347665484346707316652234846
48,143,40,18167122457862049282090463562671807
48,143,41,34695283480915406018268474934476418
48,143,42,63033367004886807836343270444830763
48,143,43,108926459974471128786763882531096910
48,143,44,179014597322302103243311823348433062
48,143,45,279735710587203611778366687888942984
48,143,46,415534773231506200965106569628251064
48,143,47,586605504016922082857685425464600040
48,143,48,786733182817081073236575457520429883
48,143,49,1002071625215735100126967931239525922
48,143,50,1211690064310417444427482047521836126
48,143,51,1390341118069982529111350487365846850
48,143,52,1513169443806981580838044411016768578
48,143,53,1561251487575282298062704009717769053
48,143,54,1526310331825057451040663344857615808
48,143,55,1413009823042479923229087044235225500
48,143,56,1237966097584135173991624545820832384
48,143,57,1025752298151279939629905324047742932
48,143,58,803219199104609919254968867175423341
48,143,59,593947784646620079060771698036817092
48,143,60,414405066514667593983922102230652077
48,143,61,272569646644708304892854581732687111
48,143,62,168845356378641162703599934651842866
48,143,63,98403621804721396188762173515961311
48,143,64,53896273478780279619788672432061014
48,143,65,27708167258649988220168670514312751
48,143,66,13353339382403267964219410374358970
48,143,67,6024033533144040443297578832040805
48,143,68,2539963634322534404049696663106646
48,143,69,999252880832889567392511128488935
48,143,70,366122327713771617378033789023736
48,143,71,124679648830724224272240630784359
48,143,72,39373917934273262871612898788543
48,143,73,11502360184621456765039470132945
48,143,74,3099794517026963156538177896856
48,143,75,768264513657160725639109093704
48,143,76,174511488933575868558012887930
48,143,77,36189891708077657025858851794
48,143,78,6821685546993521341593037659
48,143,79,1162951221262180905430043597
48,143,80,178278467902119022273407429
48,143,81,24412543829613112590495936
48,143,82,2962968865545085426069898
48,143,83,315830655678582255335696
48,143,84,29243490732285638006913
48,143,85,2320986382274147211481
48,143,86,155329515398699992922
48,143,87,8586025825720080309
48,143,88,381667935774650551
48,143,89,13166491064770043
48,143,90,335499344882416
48,143,91,5874795053567
48,143,92,63123527324
48,143,93,342092322
48,143,94,631774
48,143,95,143
49,146,0,1
49,146,1,146
49,146,2,10585
49,146,3,507934
49,146,4,18142982
49,146,5,514371724
49,146,6,12052962183
49,146,7,240018499304
49,146,8,4145099607054
49,146,9,63045326950188
49,146,10,854753590564784
49,146,11,10430607066553642
49,146,12,115480018986734463
49,146,13,1167618682088100732
49,146,14,10841996813396022673
49,146,15,92894587552981473318
49,146,16,737418200704839117680
49,146,17,5442665822735076936844
49,146,18,37464394899309730927881
49,146,19,241159333095361305520600
49,146,20,1455110320614711681599920
49,146,21,8247106944555284917468360
49,146,22,43986964928187295827271289
49,146,23,221143734970749055693654722
49,146,24,1049506235204388470298744797
49,146,25,4707775061600748974364277382
49,146,26,19983156842891905055324646808
49,146,27,80347255437476651437139153276
49,146,28,306285493537703843507503794861
49,146,29,1107832115975677485002861882216
49,146,30,3804655123752678972312876529206
49,146,31,12414055892664429986226831331980
49,146,32,38503220763640509071247286981409
49,146,33,113569232187753241176251268203796
49,146,34,318690914061930766069925879695465
49,146,35,851061663479254822993457713752682
49,146,36,2163443110989539133158936083135977
49,146,37,5236115281035836674694338460862000
49,146,38,12067442233883839367684122064377375
49,146,39,26485293547032851151890753041366968
49,146,40,55360302788162064345377814528273774
49,146,41,110203954210991451096595523684662778
49,146,42,208921532320877765255808846812482453
49,146,43,377155885028841839345836505630423270
49,146,44,648272219443798957384983282667109933
49,146,45,1060775239586614725337992056535107064
49,146,46,1652088579586697526327575333178402098
49,146,47,2448421582509419751666505582404021632
49,146,48,3451958818445349685559688532251846755
49,146,49,4628498216592834409098135891831659686
49,146,50,5900153229426490284003785977924671702
49,146,51,7147824122726933942679178067836764148
49,146,52,8226128000368312334033944075405073596
49,146,53,8989520436393138553710364967185411232
49,146,54,9323733748513005551681828468620054063
49,146,55,9173439650063909384712782950463965320
49,146,56,8557039540881788804465525512147730494
49,146,57,7563211804518224827525615330176690954
49,146,58,6330007245753235932670388494951914831
49,146,59,5013273600841108774355330618051928036
49,146,60,3754401136641643020667147161988696736
49,146,61,2656573962600077437983306085088220428
49,146,62,1774598785228923716409990393146127509
49,146,63,1118107161368025742467555598372112670
49,146,64,663819362909663543887607060274821020
49,146,65,370975498380011462325300320329217500
49,146,66,194930080698124307166561886854242472
49,146,67,96187873299087073622821838028627894
49,146,68,44513793361305734909877856415876172
49,146,69,19291989967233547182565066024211420
49,146,70,7817848338975599445057478083082640
49,146,71,2957210919641769750742016586138222
49,146,72,1042194050647543551884748757894071
49,146,73,341501303414189174616055621483986
49,146,74,103807477198831798048500068107482
49,146,75,29198999442362115634183668376782
49,146,76,7578805202338508351697296478816
49,146,77,1809581725368549889897395949684
49,146,78,396085947610111829204920989991
49,146,79,79164994092398420316429246294
49,146,80,14384106533400852411284707458
49,146,81,2363975099266083866911710134
49,146,82,349375801080600933456847770
49,146,83,46122824512930768382435506
49,146,84,5396412576493798773563673
49,146,85,554419217534439652311480
49,146,86,49466059628384177967399
49,146,87,3781647807051583831562
49,146,88,243648957798937072649
49,146,89,12956699670010171838
49,146,90,553556399867777886
49,146,91,18329847194748382
49,146,92,447541208522092
49,146,93,7491081830652
49,146,94,76684363071
49,146,95,394125978
49,146,96,686492
49,146,97,146
50,149,0,1
50,149,1,149
50,149,2,11026
50,149,3,540125
50,149,4,19698247
50,149,5,570303311
50,149,6,13649491723
50,149,7,277684306834
50,149,8,4900289567305
50,149,9,76176726585440
50,149,10,1055849034456569
50,149,11,13175810025917649
50,149,12,149211889340779039
50,149,13,1543672797488859355
50,149,14,14670903746735908668
50,149,15,128698727409362758742
50,149,16,1046367236458773668530
50,149,17,7912725371703472891468
50,149,18,55826798036770586883382
50,149,19,368477542247789225996278
50,149,20,2280695914076220462072875
50,149,21,13265621185813970982123733
50,149,22,72644566052077034763884371
50,149,23,375158307321797983817403470
50,149,24,1829795625569945038402004350
50,149,25,8439899118503230547559077187
50,149,26,36857493742267165684093463307
50,149,27,152552445946281511808701772412
50,149,28,598987390976909426202744777153
50,149,29,2232933399869349585393678504460
50,149,30,7908719937532781285819276260852
50,149,31,26630762532823157093078100925835
50,149,32,85299726803374173072868992193194
50,149,33,260019374654312812535042635523392
50,149,34,754632228617873872054837278342293
50,149,35,2085865739998153313067045385932533
50,149,36,5492658876935084300045610269681004
50,149,37,13782368855549978575711801698585450
50,149,38,32959985448305085703066221162192251
50,149,39,75132450629810098174768763204537003
50,149,40,163260352338508257020568909104503975
50,149,41,338191386593345850942679194492537903
50,149,42,667837354582809539830042968070640357
50,149,43,1257145286641822708910464624440515582
50,149,44,2255642912988337868165606542538360150
50,149,45,3857205310512663739770548459391823767
50,149,46,6285279153803673567098181933748215479
50,149,47,9757590692178878653794601085711745616
50,149,48,14428757801648708579677391442548684351
50,149,49,20317549574835962814919698960722721263
50,149,50,27235997031903322862973230996379025966
50,149,51,34745954557090629077070535421559831599
50,149,52,42169614510860756029946067384792293286
50,149,53,48669925131945666670329438512176458876
50,149,54,53395455012513921476720910346427076714
50,149,55,55658655142785912653933383330118339253
50,149,56,55097646710657378288298550412810596856
50,149,57,51769829384446107628046293917531054233
50,149,58,46144371119158071199365205475663041534
50,149,59,38993899132217328179528919828117459009
50,149,60,31219770995839254166446864468096225767
50,149,61,23665590167693839774278391517024218008
50,149,62,16972185895027396680219495666982076157
50,149,63,11506581256803883850023048888055812518
50,149,64,7368400585265294261722597579768087180
50,149,65,4452680823431748926514756647560484152
50,149,66,2536672657099671425500475810898144852
50,149,67,1360949418252022842479716696150840264
50,149,68,686843837661058852902721221643714626
50,149,69,325668615164560456051627907587443074
50,149,70,144881923780821458113712134410347040
50,149,71,60386699021016406910976398076132312
50,149,72,23543412392211644430552633746812487
50,149,73,8571319319599602917553043250968095
50,149,74,2908398629290330822493985921021876
50,149,75,917878600156271336417172959041797
50,149,76,268810786810913102715479391001194
50,149,77,72868206121893276036602535079443
50,149,78,18232157804780721383525863547730
50,149,79,4197445893546643340498745872971
50,149,80,886041772217464135994500473445
50,149,81,170815979663963053904376810959
50,149,82,29940845522843320547317618389
50,149,83,4747288989023920997200509650
50,149,84,676909659790462032650138423
50,149,85,86213817083783291797988575
50,149,86,9730775522339804315518014
50,149,87,964239839883761308664096
50,149,88,82954451658287101369101
50,149,89,6112640023209709648257
50,149,90,379396722459332107314
50,149,91,19421794896151064641
50,149,92,797997586187394424
50,149,93,25379334004472244
50,149,94,594124750044670
50,149,95,9512134282749
50,149,96,92833053572
50,149,97,452849889
50,149,98,744702
50,149,99,149
