tower_level_m,mu_2m,mu_2m_plus_2_over_mu_2m,gap,leading_gap,gap_over_leading
172,6.4487092366513606e-13,0.95002101289580576,0.049978987104194239,0.048989911364547084,1.02018937597758
173,6.1264092808740643e-13,0.95025446235536337,0.049745537644636628,0.048755076460327895,1.0203150370426488
174,5.8216477573658923e-13,0.9504855678500882,0.049514432149911802,0.048522663769245571,1.0204392814331604
175,5.5333921744831124e-13,0.95071436552987676,0.049285634470123241,0.048292634924756161,1.0205621322364011
176,5.2606754303916973e-13,0.95094089079409827,0.04905910920590173,0.048064952378621004,1.0206836120308509
177,5.002591379955307e-13,0.95116517830809966,0.048834821691900343,0.047839579378999991,1.0208037429638697
178,4.7582907219177521e-13,0.95138726202710511,0.048612737972894893,0.047616479949249432,1.0209225466625691
179,4.5269771818543073e-13,0.95160717520978333,0.048392824790216671,0.047395618867398084,1.021040044346895
180,4.307903968263523e-13,0.95182495043724713,0.04817504956275287,0.047176961646275974,1.0211562568179013
181,4.1003704810808481e-13,0.95204061963439479,0.047959380365605209,0.046960474514271856,1.0212712043833752
182,3.903719253538792e-13,0.95225421408050825,0.047745785919491746,0.046746124396696134,1.0213849069991836
183,3.7173331097695306e-13,0.95246576443088815,0.047534235569111849,0.046533878897727005,1.0214973841657053
184,3.5406325220408864e-13,0.95267530072820517,0.047324699271794834,0.046323706282918549,1.0216086550321082
185,3.3730731527033649e-13,0.95288285242258974,0.047117147577410257,0.046115575462250334,1.0217187383030664
186,3.2141435671780399e-13,0.95308844838116236,0.046911551618837644,0.045909455973699088,1.0218276523623508
187,3.0633631053160123e-13,0.95329211690738991,0.046707883092610092,0.045705317967313565,1.0219354151745212
188,2.9202798995226969e-13,0.95349388575107275,0.046506114248927255,0.045503132189774663,1.0220420443799247
189,2.7844690288766487e-13,0.95369378212387645,0.046306217876123545,0.045302869969423676,1.0221475572602146
190,2.6555307993561685e-13,0.95389183271391265,0.046108167286087354,0.045104503201741836,1.0222519707146838
191,2.5330891410260971e-13,0.95408806369400745,0.045911936305992551,0.044908004335265705,1.0223553013674773
192,2.4167901137259056e-13,0.95428250073907595,0.045717499260924055,0.044713346357922693,1.0224575654652035
193,2.306300513487833e-13,0.95447516903487672,0.045524830965123275,0.044520502783772439,1.0225587789569373
194,2.2013065724565224e-13,0.95466609329169194,0.045333906708308058,0.044329447640139838,1.0226589574569545
195,2.1015127456643929e-13,0.95485529775338429,0.045144702246615709,0.044140155455126208,1.0227581163032093
196,2.0066405784939061e-13,0.95504280621007764,0.044957193789922356,0.043952601245485758,1.0228562705271005
197,1.9164276491398337e-13,0.95522864200946267,0.04477135799053733,0.043766760504854701,1.022953434846319
198,1.8306265807972303e-13,0.95541282806648065,0.044587171933519354,0.043582609192321264,1.0230496236874014
199,1.7490041186931535e-13,0.95559538687037293,0.044404613129627069,0.043400123721324867,1.0231448512624548
200,1.6713402674404597e-13,0.95577634050130922,0.044223659498690782,0.043219280948873617,1.0232391314192686
201,1.5974274845467221e-13,0.95595571063338081,0.044044289366619194,0.043040058165069298,1.0233324777977395
202,1.5270699261751557e-13,0.95613351854674855,0.043866481453251449,0.042862433082929675,1.0234249037701419
