m,sample_count,empirical_mean,empirical_variance,exact_variance,relative_variance_error
1,30000,0.00054088101167450305,0.084025942972002846,0.084444444444444433,-0.0049559384894398706
3,30000,0.00059935864653100715,0.059677126116178439,0.059556273052388538,0.0020292247582986978
10,30000,-0.0015915273452809327,0.030910232007821364,0.030709978496042505,0.0065207962227868954
30,30000,0.00054188742631384253,0.013280864804358623,0.013369574366791379,-0.006635182242831994
