N,minimum_eigenvalue,maximum_eigenvalue,theta_lower,theta_upper
4,0.4369895922100764,1.591814903471021,0.35792312728995995,1.6914596816817151
8,0.38633033708430564,1.65456324411426,0.35792312728995995,1.6914596816817151
16,0.36665456126222296,1.6799152923735343,0.35792312728995995,1.6914596816817151
32,0.3603621926031593,1.68820446484008,0.35792312728995995,1.6914596816817151
