n,a_n,reduced_core_r_n
870,337573316178072815176681636826061333922563826085816301085807195687938939673120444634543556420857281848642985491215215189271942863952506124554961778339588429459582583052505082169581969727105935089098627246076471297565321130604598948815565259907424490093915513791765106666291518082421878979121513423428164298608506620383214187662701299850779111121421770786430618030514226856745497288618265581277024028778357010809682095243629826581137370748938273320819888836319832970907081871,108887618918343207737194111955257722590426646412135762645908009200275734132923022870251081432794111255123351523178197563981986895728731433834783222040617311204081840556487499959877457042501336111097035366843432018300101725068431035948943140986593779818238465554585760196673762441207922111666425499032982409536706162007983042556966914837669972325889552755096972462632957024823465707604477729712106775978816479731881319030295947240854073920699893619047642927486041231947119187
871,1195129156734147817025916452474997015321479203007246770929270981332334453108989068259015069864351670200669981042656419629971327621740456015390495445681827662671353897684151328705445616661156173901573340593063729644572644468058640242113497434779101178011114891608581905446696232107604413197904519206177085355510755455893918585730245500129460692522389682208983942722944148937878316830928846338206681022099508713327112224711776293208448743730227209597190551634556738370294382091,385500091065863762731493603236784031389339388098439385343843679306304350818003546490976135780928042666594829020774159312800728118319687591547869697911465802672315844717479983871315534827127690764259610729794134406029963143005452846505843723615771148795831984754924957008651378700567722202705464529602209328295172709710430638580936686230503906467560041569049699562316765698451294965561214759012068149027100444595050437710995947583268432876921254262935885259256627296762436725
872,4231189056144117479734692075041398563642041233753985941865878287192045065756352522891653361254828322382795036421728258457281880963260004356138027815450195417145572710433057685846108566029043271520741795173190492501648137897917741776034036890070521746643007207133368660271295075220167531883023294702811526096082043015060499572799234187003822042918946354496399813955903754558703578841589115604451096724251624436882323604561929153641485189987970425403016855262964424703568328661,1364807272467073502471910076355018505813016176489306532898395434116432027635165765416367581601133827869718123169479181716329151485148226389402565728162572681319361619600912741394551738124969548676764260780248899906700648318185753831746029673226884382874241077424059167737340114938686211860970127457125656521821492864849464952703378951310256569970518683793770924246538905887138438647592632051054124227465714731280014590745449598000382739870451922246104897553245702549682184345
873,14979967638314886976157947780022571981716236488532341499398712867340671730648090098303600648547045468733357758739003288509011684793745235363457515672777852292757812613902631485426993772272812150558662964076018956339234312904871770825990840210404139190590626473855183235386643163263896530278187130478387014761107623158110532204374191165597626951374087105673408557596356648499814990885036613528702342074808854157855859446105882203300341415020783788848415496438835887027250747945,4831912132703943303983796708351235251799887158833319600448258741403017862155844663676619893563374262772891541663122881484855449598647007315851131568601254369999527496582264122454047501769607449180393209477992751548449974909990435355784715069882766211816483674364193822392204425305696332938718384606907984622989518949953305744006695768583781395148396895427876901973460106284061364828849157585449473899682952833280873308552192616604851200881203224835789751521533170750092494853
874,53034706898117657221680167028977653444559729430811583455307822199969719288172389877916539347834423072475520387762284283360910595132110331484186905781382622915608278224407523446702863733354882746699863088993658343081259483062022610195659307078481225952571558057793289814530016056786915542354532628366004680962577123402979714214708368582210001250249531743714578394121090342858830275278067996836825329717456667174865969851008104245021939298332137618835897591400326915653994222332,17106752947283075933726555267381562472206886306163135076639558492333115282401127133660516329929830007576811783052610866241522621183212565303241316793914448769432180731610174443809206702078138297912962909608875045904859760114340039932476634459752642768992625091569726434311130237489696124030093216744376194597329859026022711145318947872058877477153210226582026017365067391642209672038221498851437420490120478493756117023054944248914222558586182936860225250548763230207710549271
875,187763132630362848896445285790912025518601239561756866218168645184011367605116438397985593639034565401731442558618431730436268262158883324293575717334676993790458139781822832345162900969944806762514340624266430997095289665064235949859806210288079647433198621652335355875127371258553604029719011905093799146799147752938642304552505512011980832943009680420386615275053341314694357582220458377742404938758543302179621411576958922197298692534206153527768180900567710636736991110834,60564340425536951272911962063580618030756514995908901611726696355390989933706813190967119480771116621392854043026324358262406854729570811186173323426156134205434644066202494462339783003450160216762965484918780405536408802795295629689477567262298493505289709664793688735239593755816357112480564855682925941761700057388098041401909601287450781341860009123071313606023663633646490446544153929873158036939592246676275286254876343977371052953199855907200112115697100629645444879967
876,664754554184217991553298755376832154531373028368895757312503982275308168570623344937143896448548566391272131390721956759303701873714406065212458575118092394903171378295929542398973535422920786562919256322600624123399943981300388371580608021568579579446109506752820752099669898783223620908302087575423018292678258744471713313968521023546305404816750513448081539448438853233551991681715286595997145113122422677222229529016582555412200171541980298539074052047396311748398950090405,214420967679651397391405148564758021075551471561522051852877609755545427540740040005037472737896846927428923262446210465878386178110969333958980852846514449009220090320766258803984979031289939551709674839612526762373097606138072017280665866231666127749213181808325470882706816748263532200620420212893403135880356453133325052304662856022483517528861197604822060209738113690112696508411704783366564489571972721847605659138143813877837680001855900704518509379612627943709668794519
877,2353494392542546261783819485159211626394452394424824672509273794020017928393892588515442853207429757382681636847253466857700639847338393419003062874646852341140400932888592211128212606196603309812180941288263649233956486876957597076809144327810733054317756564206702453765796827620860677000239990730726664005876731430067783397317512028437108515185237853020785552431121823335509445150657717468447173478735054431655427573732602841747170239057203488970519618204829112420696125738985,759133856144843141189679486594535332263794399639697111082191921568053339021850706708121159060025725304492275147368059090435180932736246692347686527384116391840994325546991903498093689137187505108807682701495602088193012583990947189889616676335335925088625631638067796250138467556658293878833910667305776045582047888862233057052960753611092194017624926108897001413084848702925141355713434016084073240908136020564366726809523499023812001114088816279192090926031949730783325317465
878,8332318457550812580634447248403763915717363365745611247981122267203457285304122582705975967490576235618100869454445814224878579222191049233861311498703263662910108750788717753032213648357540742113372000558520121964639656394058685184402858237661945396818568787849764649121772073261020746480189361729018744564308367955904575392637565146146061183586107141789450422032070751327238364510809027651994359201436070634682598911181458713591346220807497283423399878832817081114165277372601,2687635179501063303336223460202246813769592740471624704007757962528497421736023386754901243528629273881974924650871729516654358680806331713721557436430894178653365842227453745938097047253622973468217567365455518742029187635646377942276753383202968260621040981279809457109489250361594063346459446558392148610143121600237832169191555194618570397463655879242053766747693449690502448014171047131330114557772418536947063039270326759880194652274811722645965238999709773359584669311905
879,29499822045508370031322526906973965208799529296214817726903488469849896201557681724085415732208022504683330847841192017565319319285245085971163435672247988453848031950359713602594628107011046097634416167232832042127772810909636025833209003413276778117431699764369139760401146960967371731685948801240829110539755587239020097470878588447671867152571291918639413327569430467600213735878389938465205909441785220259490009853559203502995742004796900883814718645851522118709813706723143,9515313882241091903934090048882044255778501646227974350280200836894453469030031014801015968696283959096254375601690139218869967313783288450167341261287292243698071732674993074484375364270424611750772082619453962998681874107280764047858208889846845525450490290062917776584230294720965694436862088793238371728147580551279347085603190657209578204583158552307259354233739400498517952406432770269677161563638090520017474672165029640976426858990218553355553234075334652536912980189785
880,104441661951641950345862885853974653862820575684463199187377912622464018074718645526372128356534320674831592889374178118244083416403232119260125106634308985280083588405528683530477226565529635528587842104876685112873699374605751337562166668507566461412382056930274352586788717573114829811660444633166469843336719706174623819215468305554267335012629927083499289063318743757512376696369558657267868590876978265031616103607683479388050008095031850157765757264548223253374639518930218,33688119140510069208273740972299482801801823225410073148043226933737549726853679588801861903928115297280826688841076300516595799593340588951846908313645884356629612766330435434715797717622867108923024896900894440878070437014242881962959882923772566056375860592427073099353678470982382459044594253784935804388458265474354707952285701964868417308083382533645701486829871474508905397170153655329695050732307430813218666219622391300528674651730562726509580896453657921083922122040715
881,369767716935309003025466441200175990145585374261109765259295204312513307051028407620195936927578629768784695172499937948791811819567733631048752804264663740973692816231117207977820814132992907162668639613641265405875817324465024074893779655297721086143817375829439706229939100785678899921099137720780851387567375801226484961267402471782607862180236160221182429983689186036894463009556538773314166389781234858781436222881855664728876687732667763320921592654324129908445743795819086,119270008801269947854479618711138339340564267383144575855543089621224485000602293347673283622210837424186435709684802967145253992491140862571917428798903726969626781953075472761408018245925988782841045507104714150872284894294351426572948354724887760770641744508791895371802278495565309394575246793303759473945154088577174259966118625175401714638601601596006347591723200042469105596911531112004715195349959565526104549358231248473521066760557323993472815308418452410127096437406695
882,1309136849891030772841153918162174880799040828441272044306591488310655402647299685315931311320783402768766470431923520249229870604590734223289113798126776835199456295803672880847462750626100825282113480632094798005664922084407269918121035298122261517974046530547031754290967087019456842080825499716962972657753403147153547809955314511470416961928898830174622958186735878835325302090247928719162841416924657884410158167200179116086065801440299103803252744845045595335139163891506395,422266450800314668334881824562870465509666879880386301786977930900016441924374355419701327040489833118750715670077124377300238393944939366474692530429242128603447365338291922263812091282279119913965891480549112293252857295932367211665361212890979606771737715967489895102848734162121996499705833731828517249834051107081403038049534760501874599423457652901683145580861949163590975147325526835658289631716915745602822630982459314266524258285427090406958580745647830891854042983307675
883,4634916767651584619749715064515967356065419468894554295662072103606505647191307028035816075349777157161650868428993886302554149225103802624193013995038946305859498742646976635176654403996860569615220804927330221536656780637963405586032494958434148103509285919985215818382746530964072215264295548874071408438783635108029315656304663759474503720613454512289694766758440728454313297418716353903045018070498398677504698740694761596174853972285211252312317913313108884524325208736886099,1495005334834171937979197565307970938963202048008150384491038008790456048056946100432776358056262709044088216119207802646146761244806011240802028776206882644901910946498208423740221928126351113808819326024364659343008795420510996162386501798166714873947375100386548157065859600638122558704864711432842983486055902056511980544892358501775774861560216698492933159061889104542818359688559568226537289290963010893075386618685870434484542532834724897489477210320273764701647439798452285
884,16409663138720128089630244077675587670744548403034903781673652152610761071738922459864115672714418004248353701983865476084234665590334933299729638029309870115434514349395119623980548497633454545540250453170016861204562114187293588887123479722758722630883348878157885596987243279971733841145144229882869085487896937835878435052085482834401397723554067164917808744116060875278463166793485552704027623645574116150766025455847251578864384513363681004238966519477259143606011975223099597,5292973781733095737377535426536614595710721356474055711877495464272115839048440665274468809786812953794159186392517829533034011566934383939814558253733079070374272685324421341043848962192603630210424873545109223053663325496998451331005416940833694836474905528076253203420902578193793813118818267822698029902011530543696716034176195271466311274314957408163640652963466319093623874815244587506828900621053418678893223969055983787451480724147663282202646000095200421679255416179333625
885,58097604318891309637285960611201042490220893630713950976089942301142284346904326059446119399836053645566871249681142172160452361327874723668822404215788884705507623286555033300848861164748388835919171841499352881335660959899905704498629420134416953570253803656693524622836371084451420021531132044988242531573499364954307082783723350422832570754459377228747734041940822040824052011710985144527636077237393665998867486095325871188636631516448617639819189189268752199756749384969666357,18739481793995733404217653956925058729907687552446467788488127231572677210807256174931535528422151055875044711189880166411946146727425670918605262684174329229467592665016023302556448289143963731920313779546492518784516718798508241691736770740812097960416212150601530495769862250712044200446267688160476280903536245666878480705929083838798758181178360989839625873206261904973389374361341706889202924822686651675180463440734087776138335929674175905900810173455065413141141405048274125
886,205692100658201554070535889666405784366278613182680889114446433116996375114697435638020446671257746448550354812656657913567032459404445370205216092643663717549282485623720216535969754541508385071873993640683703437802032850125932860807689342849439744161134410975510277708253952680886702253824221379258230199139498027436520213668900821963366716643631481835572698948636329263670792980160464327863673029504946354046841321530219579200067868716962328896265396582307620213934599216022318584,66346229026244662716399671181448204132870869672096341458912082064292226593829424179102931279434772788697172354772703977128661120822925296447122432435263431355352104844465357948497182747204983745341898469133302384394881792286419171251107442927936173388664214619440578399008081208646200211784982796953122344608630817427550983926471239521158590577282338405766800375077585273483163322465309888991270426265794817181246168343988689467286967915576883921508641989204505962022027666450119855
887,728245535989954092761131839488400361136403379787216525053407288239784280473595336612485907702897099318450318696163736662212450806733966430983572207706055222712704529971142379803260090014980769025827867514281216454358966224011460247461002852259164110694332294147385424868246838260220164458853451097382854133638149572878157500193594658821477768677565218744996002174144041802680193601734537361751198446194746640002973363331864451389227466608014918841460041273569846941277036743684816310,234896064327717469281690463748753742677245330446883728426365654706506942555484223239806690786259728459035999254765933430284895844029076074113978854192439641004310772917919395434077366933286071057514285267839740278597283186624250054426000355518311275340605191093670262277850342255803147947350077341353267639635099745586225261824070469366735146174924461079536034737904805648530057993599302245906560456939233114200474641780501422147414941808695063543631440988942631477171371555556355455
888,2578332218772288697220939645764376741536281223612300340367741588223530501718893511740659235463158871886677855439231595009836529153649410973959038774671995416829159310619645243481462073038520844835797365492147053699707241660128521579513232333906381805070534005850875282318091108848916622878857299860105509318383357935372365471372479786679105063493135593464554694139472030153092116880623499727063538014167161044225456349102909611957086608316042229825351805606320236769504171950159374921,831641331975930192733939642231335888163876816657691557693558176610098560993973516207963010761961989328041841802226402391521597574528447179246045499333804708223680697648462683412678453604107092452631373270509225263754232857047300996564553186638307623110058883467930306839247790425588508967391773467614958929442153618633344520801052778928181206610960719506275943475506623583090164345706061879978471063945603862671879787400613440717606554780285596437078634829864068424322552798198880815
889,9128527850069330070406591712315000317197174632324349942745139803203524307310950151432066774061392254228358894727512129594806192125488088595162305655294386663619888205653160381955961171056313281153090780603462621240790419465617267466034101181934011860621834587983231924096927071613366284800891691953597913940673036696704525779087012222637448432439532517166470427373430013921067141248048334843444045588766670848170801230005854323329978469459349420604886167588754271204491513699262692513,2944402764947200908992299088701891742398036333287575314930146322698753127081534529710986276022718069907089162758561127100101012041620732549808745859550246458681580367067639226880473005753394974041943260135109071339632128021566390756882724818650778090722855197186573677423754164684267152188844686383508463840413387398083048006811654472664896716484358396742429011046342121419702787402434178903153343354926792769784615090318509209216602861328701849646074257460432453748113566409608668465
890,32319410982635167740977528949402431176555660899180762003190221642283969056653099205122107164168504640679302266390486229652342365477579685789593334487742129730046316977647434154870201945608206903117002817458728522993058778597977448319853514231656551338156040190469649215365499199834540702122822454992487357769264509568673545993140795453408350987959853702704301229020523654364181759675440104052105389023085210571502354541718566993430301055526920610491847039507745143989664006248665961233,10424595039551513444271563448858904544926588313550344333369078591868118346572576162642669882407550721865553115023980953508848075777972629449398534307593497106721535844034854561311549831336084847097734970145461372600025257179367967133737052261156458862015046501978543377234018036000735786935793587289885471634905495973086326815659547631671183064899306579768559829114796981871677643718936793962095048857718586619330025025813965418115879816559257252351167323549423898243697452583815348865
891,114426588656429368947411641183872385040423875143655054795215377212213806579645375318108694798362026213032168127553493064276757757161413815446155392388084888497470140215703729697866113975672000649473057115636893674042905998962518681371904561246086499031871808510790747975429504488181320023882618637546851347211497400820180810780395101794732384266917109255480943015812921671208361522443527127231364869863664019677747792936209476272457475322342945722249620730050586536816477302515355375051,36908125789371074371728788771291103835993454741660383600655302166636876198637260694430786688286371966798596635531175847448084279826929072580740381058209444527458520381986822037955476768074753842516585427128782880865212792778657545572660825176643060131437803802244077998085286913701227286942347988317135088274936439265999201667933946024387461880205551194632619489651829214120968199232278535622856383601295933270752627622503116322415038718606697337661673984392815238603340416821009734065
892,405127089128902071350535406754035392721105275686039430106722997139304439179439878336303139959154075807692938613837755912265398488785186582646340184029552097867401608424970082521820185113967823593880673905582688647863183405688451291039506482635727349645971964534293121814556080441107799924349204788796981756496806455446574713405209629274038399097545064924364521077324084494631214101508290550295546412471549387809160911265045882752396456473443853076841697707539903768220553087558319471470,130672924856617087150213724409261613714341427383163668285658935330979534401811672819375534842094237619662448427698685661655710338547785337529964822634889117722017230339811896886618776671136992050226525875531037670405923296389776274589997041255533480653635776430614218465173187382518856894124743613760597968971153316417445030646271437079651482851193596426603106567319946083271218162865179817685834689560932889341302475591127542011120010700628907130102111277573275543988055232789073775315
893,1434354280985858812115519753171683727379216668611415850522645748309368788382331978894844223302635793450360127708733283872585281720328698193373582139790170153807950407545676225784299499122918956567767794133268492704627052527224325786847548009102102522634883523132343622370366299098158490847183762314839280915835683923556390285394082211753453707974486674031991759901118368694446852776493788351513659759352195542236738378686023424642413267398951241158213280528386373179833737437444390197594,462647320356289750356330260311343979546138670553766404859601172861512811609548463275446292710435616005929862730513463916813996337073515277379805937145964304107314107493882980802565278744933194293255236426698119351576509447958780323707666048024314977103919468741673436278663705296953656011787075882751735827234170801237932580614375930950812752440558387797244568015432155010960414494083031028685205099311631083323456603742293536573800211653798654069397681126034256087201501659842773591815
894,5078347320366010145480472294472506918539064843777132973071210304773558024738015795750768766879780292034469552108405620590095523718483501863604617748043823462833745233587061814706759476561692299718976087100463088841653422913538775653502327652836088179941350799021322615447013506975864029798471891927561387162423125712138187206875620277157876802511219353571568020746529222309086844946340735429986610294441752331292982417315235053555111602527538631450940223025298892904895087428150397716967,1638005317940325898310785204578964989652084332345941809977936727385383105932511146575994151550962386460966834403339384631225676270846725793216898262304726122814273432024452810775011188850581385710030388048794363660557491065155810139473296895191403707650062943509188525627065934763259342044357248462341924528062651397801584020493005424092084394411380473470866392423096363872746325626242660215374988167058630471408337221833894001566372608839986066487709798678653517270740532856002632313955
895,17979978989361939036960881267892880896530232922934905237583370944192385667289104966511103305292408018259103686230125824487563379368057223776817446090384351806026817935069983527195581189092689186960899201585347954152076662589023306551934770298661921124595009788131660938235189543383628266910163851080777396858632013009222327554478153522060718275135747167524277827485588377365632304537383364731312648224026439294566414768668310301509824942103114015427022780783907782213580356586089863402827,5799377498449852196157903969123531218622188572423573279875379800847759637069762300809011636754805597876184894840448410259260281354647218661482834100888793182796033765638268375762204893246868300767856116088085462843585978996438191580108450707923809764983567700775682962285175281727613238783016432925047104615162603584177485761999802301411362439148454451754220864153225463213147582755347254340146978093523669351251246823697756789461478741284076834642889113231813073966003711174174405498885
896,63658554354538422633031185851986817784370458373587871951256042944830435269661103036364925376477626334693241652270141519071446613169751675309826348030691197463011718553038000686050113784827845432014565679055989217992974865741829478597874422135977221667372752832828881480402982984156641681695847037302777287503860121023517074887675933085290989768362806624642279914937734816359066257073045949849415579237176786781433566594011317261040676146452953363554766253704819537374388252889013590649509,20532804142907403283555036399754976725838054624128114877754496421413197825609053466142145317787920955110800548249514781461036176434026694487019062195654669679549270138137462226007775669177534352390063395418007498032144318654300520260577613790393861561859180300408110292558623286012214550291701186315259229493448295188917682071641026088575161240144737784047137559913082239586797452843972489576362385146398596425257672467870501157128659954420746782603232216799702604457714229110028794890265
897,225385085555286222612672815943648106668964724049451611275365717620245414570157190599276701426390451454458874471282035677005618780130846681637081965644660712145597030084968083226214207545458947173752222916770098610841021710670286970798210262669500459102221085931323601071833246494068935129327611664221705972955110986824564072203679875006986965454655029267486399931246232239646776296124316364456763357677696682571686698202477229442146207005025484406709118863097090147754563140197461100139585,72696911720871526022011727503873459958596767831008987028903264549392511660895267459994792167128575679459731239304349018890532935542151635083332343801713351831870587165368785782393898885515866137727895476462408578525299513685156782572080083359554484531197193760341978416491466132790797934727507063010958495122521485534063904549470471228373221178040690598892107435324885371250553133155502518700318002006432084275486772095889415891699075280278819589422701980241527727365766527058698478753045
898,797984369355455223404593643577923478963428782742940484048280734754111649345618670888575880955045608542217611608900180348731439132932770206402368158156018492571404886428446033193366057617273411348443870333724840754060607800275735504519600255470803639576244761709524453668211042635475135908407109831667595705442616017651464523512986308825050775366544106156656037498447513450380501728317346736457895203630018765406202236898953666915245367638092752418137211242421489623928465134110027627053076,257385732297344515863067444421139140431506278637661627628072074363975881076395927925483467019347170601399669249812482969464853573019202852627984157832395403198510929529014314837026671741463435127345871201858100308225781472856127121487786902877914812953510068651497309277976321320978701006721532768242627112243276236177695794515476616712890184587241050930002348216066119709394602364722654724715587784160311619869929842079545535399041165416699635450446266116400099166409752902647459191500295
899,2825298909541000647356640536746516905523487372564266377467250008456824440921223205943924374975188521444309905603591177415371421642272754119218947928581205950703909402655374866789413504925991981485660787874842282424390590209995918008774592173628327060553394240033758506500599115456506881629618699026254653960097558197971334564892419590362640742296526735088368451020075579296842081413485580943587122894380083433353064518398077850286875173017659232471534335955401324713285080481105127688905258,911284082145123892910572296158905726804481955383417085375107391042718779540076179621332734087293270433415955610787366745577810283872100551311515787413008817014527477081072035236931267686032130771442373838742282446650770388606099170420075824937362615138371951181854564717934694593497327060867905026444370885750668450493857168579937060178442273056850198815888633734373166280628515713665958753793459107474290536095473252637368830847553798736231983485910429286610765175772527352311320157505375
900,10003114130635595521988951797564542303285579672578407160752042065206146002820885121217653790844126727150805320310430112487600775332830860114340787106548967457233946433142444813406864543202462048830960278740133060744401669982119260288429349671511627602406610513458917217642621096526529295902042737175081200511216618268627994320363158764574468040915704083312924143699451042339670287376288288495426128727801006304861101493306458230074373308755510705999843360267334395173334862432954630854770893,3226442324187619834209669265360697921164582855224693463852837981088724860763530227099284628755040999059210207182072038119685846036147463897766567084017152761610036280466969702969811746667145827450620297479566326724108386208399997026529534562943931637291062060804120569269196946026487577947014059177074839040388026124614738238735487226381888173593597106656884145728720139958784383878053087408832396356836214831563256971973912126390557334508382795559562592080612444101193930932218853761602055
901,35416598575503104161551786135738277512620771095207645385932715127726002009326982600757232754422915425641643111273944200464647852325429293637616597108569534762026803114643050978269607601833139090776399481015005098300824425834412449627259985191417561647780586042505979062445618921626724277764264300001777018560820731789051739692158351698616802189774613368913367770434987847827777051346495736842111815048161957147768362785015593564225553490819736203650023446951408571450230735393837411768204201,11423385485874387204474483571427280500869623983021269916079290332721846230536901997842852261804920909550331304044979200755960582478601678964698196311007307002228904821258452723566374063830684951080646801741109152202658779779284876295249339580300932616748778919589415161836320474402069831110235847964508283932521968930943255726254980075886850663941362513834953672166710873490499680018388027319365855199022998086314968644770404952881551151938177930867262465067089964621579196547611148403062985
902,125394727333770130922157056805708451682584402541792362773330942950026733355396862058569906750030600393047110992336646620651262413008657372924574350573503781732845838604451860530980837850808777143330447259907193278019040279878153818854360858017209855335890435586256932856189947732781797444886624327967856636673914879167568410672382729532797965479036437449122448253278338160882521917893089677409289212848117892825645191537058613454727447154034403669690189080988051574174630443661745018326585545,40445160356998414292526954870238059612704233433604389047496579709010212011714476890528666747762841021452975666310176403303168584067961585428857329407140107034762812601460916615301402171440611325191861577611813516147834032720434153719993702329089387426571276521702796247300720251525392520389011616569272205861717176483795973060025218082316313143153620044357838383325160351086168856973714292448163367583966882849126585639154090095467131368033905062901197437152969866428390825878964524904994465
903,443968851377225746169112472292915162151157232369052998782758941483541836667448822904844112030300217660655880079149837466169970260727120647669995933267994733152663232229062505531137245350882400835544500248927270573425016978729441253455738295001529588698196289312205541793606885027569344738483102723443841351172765681976477384479040255102611444609346332645885690168349084713259351463277088101891088730522619041985243797058323299637851391133704534384910277016216733853270843764361400658367044719,143198705455408827222575371281056446072143301132318939161164147811079345056595364062274124005731645752646602259615500689063945852839312353379926315793861807934482533015938870078976132296511307786462477424629538924112543293156269809677088507202920599395026308328982750425400781628535018152516086860355888435899278197492185826810594418146063551431844913512173039502020263801973283970690460722481807139488753995853902106815918657548531598195769618749329200153641967095245303796759965315817041225
904,1571905830811481000023276712796103012206363446085985729660858815412370068396877133681948158746096413864550642022474711669236426452995163216357421791312326161365525943748255990902584173122947868664962394988371896331352805178356781150492955317583038187447605278517686418576988360789907005617232482780020635534336370581077930132796435309414885453496301644089344826115276315665056358770392064338953754095342019055687463047626163362030518942908721481956811915885851350924915978525322942952991395122,507005209069980319319891435039658055120515266849394120457014072989955780932230480883918929448300734143375325773852752166220677615559529576683264075663181637611620268550967399079430089717589187219331847111526115756355226178642865695711653457910421797244881360475744450074960900882401361816836487429099359188676204693543819357830898209909667856683717630924936505931027737378538301604751564404114770902818403625708306278220926758177396743601357917802951555394485445455708995674137930534261440155
905,5565463572191366411414429089605836205280713125655050281346183088921594984087344632206054141365652296292552679205837794363307341142086800767416979054624811364750528438055935804715360891694827349263137803698882991311407074483692439103868785834653875152591032926000860413325933478620296639129681175056602201357863660782431535722973007296236674321484909259382685836047297359878854004935452772085835011541246490459384444146256967121211537530175412445653418531997932857080228174057708813914344513302,1795091325983172186982508064625575325251787692813621790776078838274263123513185352621766770619450403210434285759206311673819417641417391739771141401403837860693390942712832706752919697670287944706301955988978849971074204813991430442519806217861080506321257720203954280227391899076454524728721272669335074387585414462335449151045605596791861585857386279601355498659114216939532682980076109006774569883292593422098464626939131399412655339989048285867600598160734381579652335663762585486103172455
906,19705023551740135289270898583130895393917106662028194593876662144693267581327790232465744631108666243228039162139777654328616681459746617484761432731290173562013779980981543225138300536449014470419863792077289326677193752396884683711065639842270436514023763147697556641272858881311535869944263807169956376564590089596167590605218866146049966318427282278762974719849840630349915810525563579607844282434703820901110404949202102881490237197672028352219892033089918526272254388328392279806697100659,6355671924341849463839463817146740729522950852015546989896919784324862937146243273186418805967147363477622176781121904531619101519227122553186210767022059721128547515033878749875917227067357320320519722564199728319771089466532287703045426687243943010434460952192890492133255653792046864509070593523572205480732282816272266103339614742912421104651398194985469549807898626699813246106082412087055814075690889108028999787538646059242517482929978787766655748445659826222201978779725389834855443755
907,69767532685715412464547913462002747572899565837959046880271125049648274501918762424149349870825437062075075103238542326459379542292030558330813081451533539735630297628635750633418253372212576563557697312215135347281134053909842319546651640535894319612703765266000568200101525953274254970775079378156645224302187870747169430855327611533774570077610561735076666859410148254259277221679047096754851057349162685428968970361355366715282613920150659288589703167511684225759058813495106580522170615155,22502832516011195765520494513529215807974912399280540920210234391520290817472045913377778096480695645827940731905881986811927055056593556167670483969048601080240368386089229887760713293189430910807701938098237260128157885125218540767330254351205483702655207271208420492500499757230213729673901896206346069966189390990233241881674604819264198483511462966017979658629981536825493449444525745777554511880684735493245310939067972771727285385583606988930787639987457340239756006660671613407928688205
908,247019115022084451967508507018780231090258786807546739673226072553345712163748306503007473523437771608883879852857583736711014183148773096348651680104401278422596772554086611072359216782469368457463804691346003646830364988863531572674378027347883141180739211576088050015088092656898636063571242490889389878987251812297381221327725638208921357477635760847540966665604802663101492492219249299931902558180779860766880250920576374947976002676374336559392674636649202626327940031816487854066026049501,79673463481808120907944437265247250699289725717176904768547685678479950436159912595461689573121929209531710408400916028186910172734971266623586475373009929356081973664329715748515577313877284087183738334704770888957583570044761007163724141023129220994399872115519168803620594966133349283332930888917034616051810867868636536776824423960021577353980887676761066158027383075869830545163243854825317661885450486248687315586450456156404153353480912276939262284674488160234756931736970661480323992825
909,874598135955169147526862801164573252600072385605914565213462915593332024823527750931329728413283659608032337223021058012046536133369215341846287008477856037553182128663566053428271439720839126801784394334983873437322073957183130623929801904440203342296718844802207340001878084060737791820161960471584671276985682941511124815526272501427052754728403763133860219572770564113129977700427074026914998917390683076065482191644659158513710350742580273341587012979846010780722893196272550058717193615373,282092146968715885807661000361122148449403289865619360483680042542685301221465555605980355871654164330116442350158014041645032327677254909810752061796547008257419348007717212730923760252050642912453204800874154757176640145248157330766055904022752751499705779839850069450051666617598201330348910378464207087644171667281595560988805424783803874989189796326882407883764302251089477560110813522280957213603944339348904998752135571033095471411037271672767470717761216422311484905300284272514412668765
910,3096615765588164301106173212887111325854522733137780019915418491775510751375803029782892754835716893232037274112672164066497561566771742051641059282933042278965186485852620954173263117556533803694308198907366629725309367648019970529785648106794404855581337209235549197390328657263534545249448791263884466960104496738564914509695232594221470645155429886722152803604083374263827956882926775123033141449273490060819654191832814965944738839445631855986466353009210333505446590919273034928348148334608,998778268527875616010411931220851980605006171536190504119936018064934830468538846370661779605164324669183648714774526919539376484983569312367469323324428097753312297055898292866462749146367827462514344588747987887256323829300367041807572022005150985138967818066137348004661926272140451866618443022886058189873023270319136601898380336888285165508076075538143879792217524257869554141622660613719167390793559854778745820304604607508287967755717056321047378197500094452137050484705919875693497107615
911,10963945781747150950277903224866663325912231971502515973645974887123531046931186531449311926101917220081298047659851740131269425522735859795554891188334376374059622302406602992220684024193490344145095307080441721608107656989005661208326011767479805312968741477203659287313896686436886576962537793749496128371882291007200154851095203977944854259560432804917193051693462534226403283054080715294286718746858542289848922471340575074764693522738987527545045372823923745102167902012128009623984032542286,3536290705521746609557474466580452087447982109142735486477388498869337217077721111799200226366175474561414586472914079891611492015989576034100428829074968589683164541592513117780966907708533980586448481741595972819022502376354137358352628010296641704772559781993496446698488555772929629205000627149660684970450476900475626243468437757789621299001921475135483428620854609989131496688397093336305255766361649644765970477878245963086420483521075321344736367416987896153893733044450818765759823197695
