alpha,terms,partial_sum,reference_series,series_tail_proxy,grid_quadrature,grid_difference
-2,8,1.2282743901401438,1.3148861440026451,8.661175e-02,1.3148861440230899,8.661175e-02
-2,16,1.2979625175924465,1.3148861440026451,1.692363e-02,1.3148861440230899,1.692363e-02
-2,32,1.3130678796421558,1.3148861440026451,1.818264e-03,1.3148861440230899,1.818264e-03
-2,64,1.3147841909386477,1.3148861440026451,1.019531e-04,1.3148861440230899,1.019531e-04
-2,128,1.3148832422539434,1.3148861440026451,2.901749e-06,1.3148861440230899,2.901769e-06
-2,256,1.3148861025778193,1.3148861440026451,4.142483e-08,1.3148861440230899,4.144527e-08
-2,512,1.3148861437101138,1.3148861440026451,2.925313e-10,1.3148861440230899,3.129761e-10
-2,900,1.3148861440026451,1.3148861440026451,0.000000e+00,1.3148861440230899,2.044476e-11
-1,8,0.75107111184665909,0.75824000040440565,7.168889e-03,0.75824000040584294,7.168889e-03
-1,16,0.75746240671656528,0.75824000040440565,7.775937e-04,0.75824000040584294,7.775937e-04
-1,32,0.75819526718277197,0.75824000040440565,4.473322e-05,0.75824000040584294,4.473322e-05
-1,64,0.75823868743636769,0.75824000040440565,1.312968e-06,0.75824000040584294,1.312969e-06
-1,128,0.75823998111708446,0.75824000040440565,1.928732e-08,0.75824000040584294,1.928876e-08
-1,256,0.75824000026354377,0.75824000040440565,1.408619e-10,0.75824000040584294,1.422992e-10
-1,512,0.75824000040389772,0.75824000040440565,5.079270e-13,0.75824000040584294,1.945222e-12
-1,900,0.75824000040440565,0.75824000040440565,0.000000e+00,0.75824000040584294,1.437295e-12
-0.5,8,0.60614248727759168,0.60738631074316973,1.243823e-03,0.60738631074332927,1.243823e-03
-0.5,16,0.6072884293068227,0.60738631074316973,9.788144e-05,0.60738631074332927,9.788144e-05
-0.5,32,0.60738225351498065,0.60738631074316973,4.057228e-06,0.60738631074332927,4.057228e-06
-0.5,64,0.60738622534731934,0.60738631074316973,8.539585e-08,0.60738631074332927,8.539601e-08
-0.5,128,0.60738630984659392,0.60738631074316973,8.965758e-10,0.60738631074332927,8.967354e-10
-0.5,256,0.60738631073850313,0.60738631074316973,4.666600e-12,0.60738631074332927,4.826139e-12
-0.5,512,0.60738631074316007,0.60738631074316973,9.658940e-15,0.60738631074332927,1.691980e-13
-0.5,900,0.60738631074316973,0.60738631074316973,0.000000e+00,0.60738631074332927,1.595390e-13
0.5,8,0.42103515072559056,0.42096817334026781,6.697739e-05,0.42096817334057313,6.697739e-05
0.5,16,0.4209707958965852,0.42096817334026781,2.622556e-06,0.42096817334057313,2.622556e-06
0.5,32,0.42096822811441281,0.42096817334026781,5.477414e-08,0.42096817334057313,5.477384e-08
0.5,64,0.42096817392351427,0.42096817334026781,5.832465e-10,0.42096817334057313,5.829411e-10
0.5,128,0.42096817334336661,0.42096817334026781,3.098799e-12,0.42096817334057313,2.793488e-12
0.5,256,0.42096817334027531,0.42096817334026781,7.494005e-15,0.42096817334057313,2.978173e-13
0.5,512,0.42096817334026781,0.42096817334026781,0.000000e+00,0.42096817334057313,3.053113e-13
0.5,900,0.42096817334026781,0.42096817334026781,0.000000e+00,0.42096817334057313,3.053113e-13
1.5,8,0.31462663517253925,0.31463955820801276,1.292304e-05,0.3146395582094112,1.292304e-05
1.5,16,0.31463932665224426,0.31463955820801276,2.315558e-07,0.3146395582094112,2.315572e-07
1.5,32,0.31463955586723552,0.31463955820801276,2.340777e-09,0.3146395582094112,2.342176e-09
1.5,64,0.3146395581956633,0.31463955820801276,1.234945e-11,0.3146395582094112,1.374789e-11
1.5,128,0.31463955820798029,0.31463955820801276,3.247402e-14,0.3146395582094112,1.430911e-12
1.5,256,0.31463955820801276,0.31463955820801276,0.000000e+00,0.3146395582094112,1.398437e-12
1.5,512,0.31463955820801276,0.31463955820801276,0.000000e+00,0.3146395582094112,1.398437e-12
1.5,900,0.31463955820801276,0.31463955820801276,0.000000e+00,0.3146395582094112,1.398437e-12
1.4142135623731,8,0.32183008661745893,0.32184399407184178,1.390745e-05,0.32184399407313585,1.390746e-05
1.4142135623731,16,0.32184372661875205,0.32184399407184178,2.674531e-07,0.32184399407313585,2.674544e-07
1.4142135623731,32,0.321843991189878,0.32184399407184178,2.881964e-09,0.32184399407313585,2.883258e-09
1.4142135623731,64,0.32184399405568004,0.32184399407184178,1.616174e-11,0.32184399407313585,1.745581e-11
1.4142135623731,128,0.32184399407179676,0.32184399407184178,4.501954e-14,0.32184399407313585,1.339096e-12
1.4142135623731,256,0.32184399407184178,0.32184399407184178,0.000000e+00,0.32184399407313585,1.294076e-12
1.4142135623731,512,0.32184399407184178,0.32184399407184178,0.000000e+00,0.32184399407313585,1.294076e-12
1.4142135623731,900,0.32184399407184178,0.32184399407184178,0.000000e+00,0.32184399407313585,1.294076e-12
