N,entropy_gap,entropy_prediction,entropy_ratio,forward_KL,KL_prediction,KL_ratio,W2,W2_prediction,W2_ratio,Fisher_N,Fisher_limit
3.0,0.010576006259006066,0.010243672346717988,1.032442848720611,0.0005896793745417612,0.0006102557725637852,0.9662823377555625,0.0030186657842983817,0.0029819585325519477,1.0123097794103193,13.180783985352868,11.800710543419124
4.0,0.0025806418541143294,0.002560918086679497,1.0077018345637154,3.7620853374384215e-05,3.814098578523657e-05,0.9863629006921555,0.0007477592329810162,0.0007454896331379869,1.0030444418569253,12.040777692157626,11.800710543419124
5.0,0.000641439437862823,0.0006402295216698743,1.001889816311177,2.373648885882227e-06,2.383811611577286e-06,0.9957367748165575,0.00018651385871894753,0.00018637240828449673,1.000758966607519,11.85519449200732,11.800710543419124
6.0,0.00016013255384961234,0.00016005738041746857,1.0004696655158776,1.4881432418586786e-07,1.4898822572358036e-07,0.9988327833500404,4.660192046604673e-05,4.659310207112418e-05,1.0001892639581946,11.813993286314652,11.800710543419124
7.0,4.001903562489417e-05,4.001434510436714e-05,1.000117220974498,9.30896111110347e-09,9.311764107723773e-09,0.9996989832873905,1.1648810923701821e-05,1.1648275517781046e-05,1.00004596439361,11.804010299672708,11.800710543419124
8.0,1.0003879305664487e-05,1.0003586276091785e-05,1.000029292452188,5.819410575284355e-10,5.819852567327358e-10,0.9999240544261406,2.9120861685493346e-06,2.9120688794452614e-06,1.0000059370518999,11.801534183923462,11.800710543419124
9.0,2.5009148815757776e-06,2.5008965690229463e-06,1.0000073223951194,3.637338910027188e-11,3.637407854579599e-11,0.9999810456910065,7.280062388701885e-07,7.280172198613154e-07,0.9999849165777577,11.800916372670162,11.800710543419124
10.0,6.252252869876074e-07,6.252241422557366e-07,1.0000018309143768,2.2733714387571696e-12,2.273379909112249e-12,0.9999962741136905,1.820097152152507e-07,1.8200430496532884e-07,1.0000297259447952,11.800761995685527,11.800710543419124
