n,log10_y,w,rho,W_carrier_relerr,W_order1_relerr,W_order2_relerr,W_order3_relerr,rho_carrier_relerr,rho_order1_relerr,rho_order2_relerr,scaled_W2_w3,scaled_W3_w4
5,-6.24209136589359513,6.06575708624185428,6.43984140786335885,-0.00479109582814961919,-0.00479135651942469514,0.000858030125623500974,-0.00041259861293852142,-0.382509557843622243,0.0789488563355033552,-0.0216956852648809896,0.191495061799921981,-0.558557413802172692
10,-21.9655588131061312,11.8445095601020355,12.0803979190387568,-0.00134832235808749851,-0.00134822934243080825,0.000136175632789466852,-0.0000332415553702667235,-0.256964465738620078,0.0268824521764821473,-0.00439948403421150295,0.226282334437839376,-0.654258942628895485
20,-78.4111495646667431,22.6797620617522287,22.8243817305652959,-0.000384117304480823001,-0.000384023630567146507,0.0000210915791834649633,-2.95190615007825561e-6,-0.161764745757207583,0.00876101312644782272,-0.000823920197793927785,0.246050685692916453,-0.781009868960011777
40,-286.802800865697119,43.5655137525051653,43.651764726941906,-0.000106666661287418852,-0.000106630243209123172,3.16454363504512113e-6,-2.30469039645116011e-7,-0.0965552341317373661,0.00271602316625852695,-0.000143280113855090882,0.261661368270805267,-0.830202337156167655
80,-1075.75848114619283,84.4908661310683115,84.5410234363518321,-0.0000287470117510073725,-0.0000287378253376050866,4.49697221970957753e-7,-1.66262864580887343e-8,-0.0553438508502642982,0.000804967914436997061,-0.0000234032051616655487,0.271237349090322036,-0.847294344211660267
100,-1654.28561511228767,104.795261502319967,104.837186740292971,-0.0000187540080491101417,-0.0000187387019648210349,2.37268165584952037e-7,-6.95382981431960212e-9,-0.0459578221230312621,0.000539808587755288645,-0.0000129188504190346101,0.273063976106197556,-0.838669097021769371
160,-4121.29388986460201,165.444360004055852,165.472909928053446,-7.55143142674534347e-6,-7.55038387233575653e-6,6.10683409208048713e-8,-1.13955069414350459e-9,-0.0308134632044645962,0.000230222494035212768,-3.63867798814525733e-6,0.276548954782368025,-0.853771231126051729
