r,sample_size,ks_to_normal,empirical_excess,exact_excess,absolute_excess_error
0.5,260000,0.02817561148298875,-0.7190847785868288,-0.72,0.00091522141317113
0.8,230000,0.008040286574879318,-0.26109978001386436,-0.26341463414634136,0.0023148541324770067
0.95,180000,0.002213211562291484,-0.05054316256728608,-0.06149802890932985,0.010954866342043769
0.98,120000,0.001595476568059584,-0.034958142772773204,-0.02423995103040201,0.010718191742371194
