m,u,v,g1,g2,g3,H_discriminant,G_discriminant_formula,G_degree,G_all_real,H_all_real
1,2,1,2,1,0,0,0,2,True,True
2,5,6,5,7,2,1,5,3,True,True
3,7,14,8,20,13,-7,-147,3,False,False
4,10,25,11,38,39,0,-31,3,False,True
5,12,39,14,63,86,-12,-556,3,False,False
6,15,55,17,93,161,5,32,3,True,True
7,17,77,20,130,266,-19,-1612,3,False,False
8,20,102,23,172,410,-8,-1156,3,False,False
9,22,130,26,221,599,-36,-5279,3,False,False
10,24,161,29,276,839,-68,-13231,3,False,False
11,27,191,32,336,1140,-35,-6960,3,False,False
12,29,229,35,403,1499,-75,-18700,3,False,False
13,32,272,38,475,1925,-64,-18775,3,False,False
14,34,317,41,554,2427,-112,-40207,3,False,False
15,37,365,44,638,3010,-91,-36204,3,False,False
16,39,414,47,729,3682,-135,-61691,3,False,False
17,42,464,50,825,4449,-92,-44727,3,False,False
18,44,523,53,928,5309,-156,-87703,3,False,False
19,47,586,56,1036,6273,-135,-84699,3,False,False
20,49,651,59,1151,7349,-203,-144896,3,False,False
21,51,719,62,1272,8542,-275,-225644,3,False,False
22,54,780,65,1398,9868,-204,-165836,3,False,False
23,56,857,68,1531,11310,-292,-273240,3,False,False
24,59,937,71,1669,12887,-267,-268192,3,False,False
25,61,1020,74,1814,14605,-359,-407595,3,False,False
26,64,1105,77,1964,16471,-324,-388287,3,False,False
27,66,1189,80,2121,18494,-400,-522256,3,False,False
28,69,1272,83,2283,20680,-327,-435707,3,False,False
29,71,1370,86,2452,23019,-439,-651027,3,False,False
30,73,1470,89,2627,25530,-551,-908683,3,False,False
31,76,1573,92,2807,28218,-516,-889864,3,False,False
32,78,1676,95,2994,31092,-620,-1164684,3,False,False
33,81,1770,98,3186,34167,-519,-971331,3,False,False
34,83,1884,101,3385,37420,-647,-1329155,3,False,False
35,86,2002,104,3589,40873,-612,-1318127,3,False,False
36,88,2122,107,3800,44534,-744,-1743860,3,False,False
37,91,2244,110,4016,48409,-695,-1690251,3,False,False
38,93,2362,113,4239,52510,-799,-2061947,3,False,False
39,96,2481,116,4467,56838,-708,-1858200,3,False,False
40,98,2616,119,4702,61384,-860,-2439068,3,False,False
41,100,2754,122,4943,66167,-1016,-3116303,3,False,False
42,103,2893,125,5189,71195,-963,-3044876,3,False,False
43,105,3032,128,5442,76475,-1103,-3715651,3,False,False
44,108,3159,131,5700,82025,-972,-3268975,3,False,False
45,110,3312,134,5965,87813,-1148,-4152231,3,False,False
46,113,3467,137,6235,93869,-1099,-4111660,3,False,False
47,115,3624,140,6512,100199,-1271,-5071979,3,False,False
48,118,3782,143,6794,106810,-1204,-4933992,3,False,False
49,120,3934,146,7083,113715,-1336,-5728599,3,False,False
50,122,4089,149,7378,120911,-1472,-6608791,3,False,False
51,125,4262,152,7678,128389,-1423,-6584675,3,False,False
52,127,4437,155,7985,136171,-1619,-7961232,3,False,False
53,130,4614,158,8297,144263,-1556,-7846919,3,False,False
54,132,4788,161,8616,152676,-1728,-9153216,3,False,False
55,135,4948,164,8940,161427,-1567,-8293875,3,False,False
56,137,5138,167,9271,170478,-1783,-9995091,3,False,False
57,140,5332,170,9607,179861,-1728,-9965119,3,False,False
58,142,5526,173,9950,189586,-1940,-11786040,3,False,False
59,145,5720,176,10298,199659,-1855,-11504611,3,False,False
60,147,5905,179,10653,210095,-2011,-12925264,3,False,False
61,149,6097,182,11014,220884,-2187,-14626656,3,False,False
62,152,6308,185,11380,232020,-2128,-14590800,3,False,False
63,154,6520,188,11753,243527,-2364,-17034167,3,False,False
64,157,6733,191,12131,255411,-2283,-16781356,3,False,False
65,159,6943,194,12516,267682,-2491,-19074764,3,False,False
66,162,7136,197,12906,280360,-2300,-17606300,3,False,False
67,164,7365,200,13303,293398,-2564,-20611016,3,False,False
68,167,7596,203,13705,306836,-2495,-20520835,3,False,False
69,169,7828,206,14114,320681,-2751,-23653379,3,False,False
70,171,8058,209,14529,334942,-2991,-26791019,3,False,False
71,174,8273,212,14949,349638,-2816,-25307904,3,False,False
72,176,8504,215,15376,364744,-3040,-28328096,3,False,False
73,179,8753,218,15808,380264,-2971,-28278208,3,False,False
74,181,9003,221,16247,396221,-3251,-32289068,3,False,False
75,184,9253,224,16691,412622,-3156,-31881944,3,False,False
76,186,9497,227,17142,429479,-3392,-35446783,3,False,False
77,189,9725,230,17598,446808,-3179,-33254736,3,False,False
78,191,9991,233,18061,464561,-3483,-37977376,3,False,False
79,194,10260,236,18529,482779,-3404,-37855055,3,False,False
80,196,10529,239,19004,501471,-3700,-42746455,3,False,False
81,198,10795,242,19485,520646,-3976,-47573764,3,False,False
82,201,11038,245,19971,540330,-3751,-44890419,3,False,False
83,203,11311,248,20464,560476,-4035,-49981616,3,False,False
84,206,11598,251,20962,581106,-3956,-49915368,3,False,False
85,208,11885,254,21467,602240,-4276,-55975208,3,False,False
86,211,12172,257,21977,623884,-4167,-55361403,3,False,False
87,213,12451,260,22494,646052,-4435,-60674704,3,False,False
88,216,12713,263,23016,668759,-4196,-57480703,3,False,False
89,218,13017,266,23545,691952,-4544,-64555456,3,False,False
90,220,13323,269,24080,715677,-4892,-72038935,3,False,False
91,223,13629,272,24620,739942,-4787,-71519052,3,False,False
92,225,13931,275,25167,764757,-5099,-78552000,3,False,False
93,228,14196,278,25719,790161,-4800,-73656831,3,False,False
94,230,14518,281,26278,816066,-5172,-82202136,3,False,False
95,233,14843,284,26842,842532,-5083,-82117200,3,False,False
96,235,15167,287,27413,869569,-5443,-90828300,3,False,False
97,238,15490,290,27989,897183,-5316,-89848639,3,False,False
98,240,15803,293,28572,925389,-5612,-97300143,3,False,False
99,242,16101,296,29161,954198,-5840,-103241424,3,False,False
100,245,16443,299,29755,983557,-5747,-103146800,3,False,False
101,247,16787,302,30356,1013514,-6139,-113768236,3,False,False
102,250,17129,305,30962,1044079,-6016,-112893399,3,False,False
103,252,17467,308,31575,1075260,-6364,-122721180,3,False,False
104,255,17765,311,32193,1107099,-6035,-116022816,3,False,False
105,257,18125,314,32818,1139500,-6451,-127977824,3,False,False
106,260,18487,317,33448,1172529,-6348,-127754175,3,False,False
107,262,18849,320,34085,1206194,-6752,-139914272,3,False,False
108,265,19208,323,34727,1240504,-6607,-138452883,3,False,False
109,267,19555,326,35376,1275474,-6931,-148552044,3,False,False
110,269,19889,329,36031,1311111,-7195,-157042944,3,False,False
111,272,20269,332,36691,1347362,-7092,-156926200,3,False,False
112,274,20649,335,37358,1384279,-7520,-171187695,3,False,False
113,277,21029,338,38030,1421868,-7387,-170114272,3,False,False
114,279,21402,341,38709,1460142,-7767,-183255147,3,False,False
115,282,21733,344,39393,1499142,-7408,-174362352,3,False,False
116,284,22132,347,40084,1538764,-7872,-190670096,3,False,False
117,287,22531,350,40780,1579082,-7755,-190253548,3,False,False
118,289,22930,353,41483,1620102,-8199,-206522707,3,False,False
119,291,23326,356,42192,1661833,-8623,-222680075,3,False,False
120,294,23705,359,42906,1704295,-8384,-217601303,3,False,False
121,296,24076,362,43627,1747485,-8688,-229425231,3,False,False
122,299,24494,365,44353,1791354,-8575,-229284075,3,False,False
123,301,24912,368,45086,1835955,-9047,-248256115,3,False,False
124,304,25328,371,45824,1881296,-8896,-246636224,3,False,False
125,306,25736,374,46569,1927389,-9308,-263757399,3,False,False
126,309,26102,377,47319,1974274,-8927,-252571571,3,False,False
127,311,26538,380,48076,2021845,-9431,-273841379,3,False,False
128,314,26975,383,48838,2070177,-9304,-273342207,3,False,False
129,316,27411,386,49607,2119278,-9788,-294557500,3,False,False
130,318,27843,389,50382,2169157,-10248,-315453575,3,False,False
131,321,28253,392,51162,2219838,-9971,-308123724,3,False,False
132,323,28663,395,51949,2271305,-10323,-324407596,3,False,False
133,326,29119,398,52741,2323518,-10200,-324239700,3,False,False
134,328,29574,401,53540,2376530,-10712,-348667220,3,False,False
135,331,30027,404,54344,2430348,-10547,-346553392,3,False,False
136,333,30470,407,55155,2484986,-10991,-368388979,3,False,False
137,336,30870,410,55971,2540483,-10584,-354364807,3,False,False
138,338,31344,413,56794,2596728,-11132,-381709596,3,False,False
139,340,31818,416,57623,2653801,-11672,-409646631,3,False,False
140,343,32291,419,58457,2711709,-11515,-407986348,3,False,False
141,345,32759,422,59298,2770462,-12011,-434462828,3,False,False
142,348,33199,425,60144,2830089,-11692,-424137903,3,False,False
143,350,33650,428,60997,2890557,-12100,-446276799,3,False,False
144,353,34143,431,61855,2951841,-11963,-445860096,3,False,False
145,355,34636,434,62720,3013989,-12519,-476921731,3,False,False
146,358,35125,437,63590,3077011,-12336,-473995959,3,False,False
147,360,35603,440,64467,3140920,-12812,-501335852,3,False,False
148,363,36038,443,65349,3205754,-12383,-484267387,3,False,False
149,365,36549,446,66238,3271400,-12971,-518511184,3,False,False
150,367,37061,449,67133,3337939,-13555,-553677036,3,False,False
151,370,37571,452,68033,3405380,-13384,-551502212,3,False,False
152,372,38075,455,68940,3473733,-13916,-584476503,3,False,False
153,375,38543,458,69852,3543034,-13547,-570005228,3,False,False
154,377,39037,461,70771,3613227,-14019,-599692848,3,False,False
155,380,39568,464,71695,3684307,-13872,-599209775,3,False,False
156,382,40098,467,72626,3756318,-14468,-637757416,3,False,False
157,385,40623,470,73562,3829270,-14267,-633849612,3,False,False
158,387,41135,473,74505,3903177,-14771,-667282704,3,False,False
159,389,41605,476,75454,3978074,-15099,-689501260,3,False,False
160,392,42155,479,76408,4053845,-14956,-689530399,3,False,False
161,394,42704,482,77369,4130577,-15580,-732805111,3,False,False
162,397,43251,485,78335,4208277,-15395,-730021708,3,False,False
163,399,43790,488,79308,4286957,-15959,-770192467,3,False,False
164,402,44281,491,80286,4366663,-15520,-749290319,3,False,False
165,404,44823,494,81271,4447302,-16076,-789396684,3,False,False
166,407,45392,497,82261,4528904,-15919,-788842411,3,False,False
167,409,45959,500,83258,4611504,-16555,-835984480,3,False,False
168,412,46521,503,84260,4695111,-16340,-831209815,3,False,False
169,414,47065,506,85269,4779744,-16864,-870965040,3,False,False
170,416,47573,509,86284,4865427,-17236,-899750679,3,False,False
171,419,48160,512,87304,4952051,-17079,-899471827,3,False,False
172,421,48747,515,88331,5039701,-17747,-952328496,3,False,False
173,424,49330,518,89363,5128387,-17544,-948514287,3,False,False
174,426,49904,521,90402,5218120,-18140,-996851228,3,False,False
175,429,50403,524,91446,5308972,-17571,-963342224,3,False,False
176,431,51009,527,92497,5400767,-18275,-1021006864,3,False,False
177,434,51615,530,93553,5493618,-18104,-1020044196,3,False,False
178,436,52219,533,94616,5587533,-18780,-1076965255,3,False,False
179,438,52818,536,95685,5682521,-19428,-1132976431,3,False,False
180,441,53395,539,96759,5778605,-19099,-1118356480,3,False,False
181,443,53940,542,97840,5875801,-19511,-1154473739,3,False,False
182,446,54565,545,98926,5974003,-19344,-1154157767,3,False,False
183,448,55189,548,100019,6073298,-20052,-1217555096,3,False,False
184,451,55809,551,101117,6173695,-19835,-1212879648,3,False,False
185,453,56418,554,102222,6275207,-20463,-1270421875,3,False,False
186,456,56951,557,103332,6377905,-19868,-1231098071,3,False,False
187,458,57595,560,104449,6481608,-20616,-1300295364,3,False,False
188,461,58239,563,105571,6586433,-20435,-1299208960,3,False,False
189,463,58880,566,106700,6692389,-21151,-1367189043,3,False,False
190,465,59514,569,107835,6799486,-21831,-1433353043,3,False,False
191,468,60123,572,108975,6907748,-21468,-1414555324,3,False,False
192,470,60706,575,110122,7017182,-21924,-1459504840,3,False,False
193,473,61369,578,111274,7127688,-21747,-1459149456,3,False,False
194,475,62031,581,112433,7239353,-22499,-1534802912,3,False,False
195,478,62687,584,113597,7352188,-22264,-1528739652,3,False,False
196,480,63331,587,114768,7466205,-22924,-1596579567,3,False,False
197,483,63899,590,115944,7581474,-22307,-1551231468,3,False,False
198,485,64581,593,117127,7697811,-23099,-1633407408,3,False,False
199,487,65262,596,118316,7815337,-23879,-1716407403,3,False,False
200,490,65940,599,119510,7934060,-23660,-1712147660,3,False,False
201,492,66610,602,120711,8053991,-24376,-1790051503,3,False,False
202,495,67250,605,121917,8175158,-23975,-1765977115,3,False,False
203,497,67873,608,123130,8297554,-24483,-1821924044,3,False,False
204,500,68573,611,124348,8421091,-24292,-1821082991,3,False,False
205,502,69272,614,125573,8545853,-25084,-1910026967,3,False,False
206,505,69965,617,126803,8671851,-24835,-1902808768,3,False,False
207,507,70643,620,128040,8799100,-25523,-1981646000,3,False,False
208,509,71246,623,129283,8927666,-25903,-2025874675,3,False,False
209,512,71966,626,130531,9057363,-25720,-2026393239,3,False,False
210,514,72684,629,131786,9188316,-26540,-2123509324,3,False,False
211,517,73399,632,133046,9320532,-26307,-2118292240,3,False,False
212,519,74105,635,134313,9454023,-27059,-2209241376,3,False,False
213,522,74775,638,135585,9588822,-26616,-2178602724,3,False,False
214,524,75439,641,136864,9724905,-27180,-2247589935,3,False,False
215,527,76177,644,138148,9862198,-26979,-2246655692,3,False,False
216,529,76913,647,139439,10000783,-27811,-2350365324,3,False,False
217,532,77643,650,140735,10140670,-27548,-2341854300,3,False,False
218,534,78355,653,142038,10281877,-28264,-2432813687,3,False,False
219,536,78993,656,143347,10424466,-28676,-2485937688,3,False,False
220,539,79751,659,144661,10568249,-28483,-2486511916,3,False,False
221,541,80507,662,145982,10713354,-29347,-2599793548,3,False,False
222,544,81259,665,147308,10859789,-29100,-2593490975,3,False,False
223,546,81999,668,148641,11007568,-29880,-2697800180,3,False,False
224,549,82698,671,149979,11156726,-29391,-2659103659,3,False,False
225,551,83405,674,151324,11307220,-30019,-2743970480,3,False,False
226,554,84181,677,152674,11458995,-29808,-2742938127,3,False,False
227,556,84954,680,154031,11612129,-30680,-2862966311,3,False,False
228,558,85719,683,155394,11766633,-31512,-2979881031,3,False,False
229,561,86465,686,156762,11922524,-31139,-2956146592,3,False,False
230,563,87140,689,158137,12079860,-31591,-3020387883,3,False,False
231,566,87936,692,159517,12238455,-31388,-3021020631,3,False,False
232,568,88729,695,160904,12398439,-32292,-3151588063,3,False,False
233,571,89517,698,162296,12559820,-32027,-3143482160,3,False,False
234,573,90293,701,163695,12722611,-32843,-3263557376,3,False,False
235,576,91017,704,165099,12886858,-32292,-3213315032,3,False,False
236,578,91771,707,166510,13052485,-33000,-3318509495,3,False,False
237,581,92584,710,167926,13219469,-32775,-3316775131,3,False,False
238,583,93394,713,169349,13387878,-33687,-3454740211,3,False,False
239,585,94196,716,170778,13557723,-34559,-3589279347,3,False,False
240,588,94974,719,172212,13729026,-34152,-3559503012,3,False,False
241,590,95687,722,173653,13901834,-34648,-3636855700,3,False,False
242,593,96520,725,175099,14075968,-34431,-3636922619,3,False,False
243,595,97351,728,176552,14251556,-35379,-3787080368,3,False,False
244,598,98176,731,178010,14428608,-35100,-3777555100,3,False,False
245,600,98987,734,179475,14607138,-35948,-3914275596,3,False,False
246,603,99731,737,180945,14787205,-35315,-3847614560,3,False,False
247,605,100536,740,182422,14968687,-36119,-3978368075,3,False,False
248,607,101387,743,183905,15151605,-37099,-4140694540,3,False,False
249,610,102234,746,185393,15336015,-36836,-4134078319,3,False,False
250,612,103072,749,186888,15521928,-37744,-4287253152,3,False,False
251,615,103883,752,188388,15709368,-37307,-4251314112,3,False,False
252,617,104634,755,189895,15898374,-37847,-4343344827,3,False,False
253,620,105504,758,191407,16088773,-37616,-4342732439,3,False,False
254,622,106372,761,192926,16280692,-38604,-4513653228,3,False,False
255,625,107233,764,194450,16474142,-38307,-4501858220,3,False,False
256,627,108079,767,195981,16669137,-39187,-4656671340,3,False,False
257,630,108823,770,197517,16865770,-38392,-4557222452,3,False,False
258,632,109702,773,199060,17063810,-39384,-4732988980,3,False,False
259,634,110590,776,200609,17263389,-40404,-4917179815,3,False,False
260,637,111474,779,202163,17464526,-40127,-4909240931,3,False,False
261,639,112347,782,203724,17667234,-41067,-5081959116,3,False,False
262,642,113190,785,205290,17871538,-40596,-5038394888,3,False,False
263,644,113980,788,206863,18077467,-41184,-5147486087,3,False,False
264,647,114888,791,208441,18284856,-40943,-5146819251,3,False,False
265,649,115793,794,210026,18493832,-41971,-5340337424,3,False,False
266,652,116691,797,211616,18704405,-41660,-5326748135,3,False,False
267,654,117571,800,213213,18916592,-42568,-5500426516,3,False,False
268,656,118339,803,214816,19130493,-43020,-5587920495,3,False,False
269,659,119267,806,216424,19345842,-42787,-5589559212,3,False,False
270,661,120192,809,218039,19562808,-43847,-5797482187,3,False,False
271,664,121113,812,219659,19781398,-43556,-5788070424,3,False,False
272,666,122022,815,221286,20001626,-44532,-5982716056,3,False,False
273,669,122895,818,222918,20223522,-44019,-5929033932,3,False,False
274,671,123726,821,224557,20447098,-44663,-6058649075,3,False,False
275,674,124671,824,226201,20672204,-44408,-6057116116,3,False,False
276,676,125614,827,227852,20898962,-45480,-6275953124,3,False,False
277,679,126548,830,229508,21127385,-45151,-6259575323,3,False,False
278,681,127462,833,231171,21357490,-46087,-6453572555,3,False,False
279,683,128266,836,232840,21589373,-46575,-6555889075,3,False,False
280,686,129231,839,234514,21822769,-46328,-6556821719,3,False,False
281,688,130194,842,236195,22057847,-47432,-6791277647,3,False,False
282,691,131151,845,237881,22294617,-47123,-6779378272,3,False,False
283,693,132096,848,239574,22533091,-48135,-6997723091,3,False,False
284,696,132999,851,241272,22773305,-47580,-6932728423,3,False,False
285,698,133871,854,242977,23015254,-48280,-7085074148,3,False,False
286,701,134855,857,244687,23258801,-48019,-7084291468,3,False,False
287,703,135834,860,246404,23504069,-49127,-7328803523,3,False,False
288,705,136804,863,248127,23751068,-50191,-7567505539,3,False,False
289,708,137752,866,249855,23999817,-49744,-7525149351,3,False,False
290,710,138592,869,251590,24250408,-50268,-7643779676,3,False,False
291,713,139595,872,253330,24502576,-50011,-7644786464,3,False,False
292,715,140596,875,255077,24756492,-51159,-7907946235,3,False,False
293,718,141590,878,256829,25012167,-50836,-7894181479,3,False,False
294,720,142569,881,258588,25269615,-51876,-8136218079,3,False,False
295,723,143501,884,260352,25528874,-51275,-8057721868,3,False,False
296,725,144417,887,262123,25789919,-52043,-8237932300,3,False,False
297,727,145438,890,263900,26052635,-53223,-8518697075,3,False,False
298,730,146454,893,265682,26317138,-52916,-8509207464,3,False,False
299,732,147460,896,267471,26583439,-54016,-8775026039,3,False,False
300,735,148442,899,269265,26851558,-53543,-8725525931,3,False,False
301,737,149319,902,271066,27121582,-54107,-8863016300,3,False,False
302,740,150360,905,272872,27393248,-53840,-8864100160,3,False,False
303,742,151397,908,274685,27666730,-55024,-9156246240,3,False,False
304,745,152428,911,276503,27942036,-54687,-9140440291,3,False,False
305,747,153442,914,278328,28219183,-55759,-9408805307,3,False,False
306,750,154401,917,280158,28498215,-55104,-9313338687,3,False,False
307,752,155362,920,281995,28779081,-55944,-9525261447,3,False,False
308,754,156420,923,283838,29061692,-57164,-9837295052,3,False,False
309,757,157473,926,285686,29346156,-56843,-9826066336,3,False,False
310,759,158516,929,287541,29632484,-57983,-10122014611,3,False,False
311,762,159530,932,289401,29920701,-57476,-10062587103,3,False,False
312,764,160445,935,291268,30210883,-58084,-10221754511,3,False,False
313,767,161523,938,293140,30502774,-57803,-10221866924,3,False,False
314,769,162598,941,295019,30796546,-59031,-10547153379,3,False,False
315,772,163665,944,296903,31092210,-58676,-10528054984,3,False,False
316,774,164715,947,298794,31389781,-59784,-10825657967,3,False,False
317,776,165696,950,300691,31689317,-60608,-11049666487,3,False,False
318,779,166707,953,302593,31990725,-59987,-10958164512,3,False,False
319,781,167802,956,304502,32293957,-61247,-11303709747,3,False,False
320,784,168892,959,306416,32599108,-60912,-11290567968,3,False,False
321,786,169970,962,308337,32906191,-62084,-11616605183,3,False,False
322,789,171017,965,310263,33215231,-61547,-11547348400,3,False,False
323,791,171971,968,312196,33526296,-62203,-11731317696,3,False,False
324,794,173087,971,314134,33839137,-61912,-11731437887,3,False,False
325,796,174199,974,316079,34153926,-63180,-12091159660,3,False,False
