m,u,v,g1,g2,g3,H_discriminant,G_discriminant_formula,G_degree,G_all_real,H_all_real
721,1766,857892,2162,1557757,373947469,-312812,-295021145663,3,False,False
722,1769,859991,2165,1562083,375507057,-310603,-292823931276,3,False,False
723,1771,862487,2168,1566416,377070580,-313507,-296921862960,3,False,False
724,1773,864970,2171,1570755,378638454,-316351,-300962712723,3,False,False
725,1776,867432,2174,1575099,380210693,-315552,-300752382247,3,False,False
726,1778,869853,2177,1579450,381787323,-318128,-304434734319,3,False,False
727,1781,872146,2180,1583806,383368437,-316623,-303214960947,3,False,False
728,1783,874410,2183,1588169,384953942,-318551,-305980125539,3,False,False
729,1786,876919,2186,1592537,386543570,-317880,-305957753348,3,False,False
730,1788,879411,2189,1596912,388137589,-320700,-310024691783,3,False,False
731,1791,881874,2192,1601292,389736017,-319815,-309695508859,3,False,False
732,1793,884269,2195,1605679,391338899,-322227,-313193489548,3,False,False
733,1795,886413,2198,1610072,392946424,-323627,-315232832448,3,False,False
734,1798,888946,2201,1614470,394557958,-322980,-315250981080,3,False,False
735,1800,891465,2204,1618875,396173910,-325860,-319467131160,3,False,False
736,1803,893963,2207,1623285,397794293,-325043,-319238683564,3,False,False
737,1805,896416,2210,1627702,399419137,-327639,-323061708275,3,False,False
738,1808,898722,2213,1632124,401048550,-326024,-321657738852,3,False,False
739,1810,901050,2216,1636553,402682369,-328100,-324724686831,3,False,False
740,1813,903596,2219,1640987,404320404,-327415,-324695715763,3,False,False
741,1815,906124,2222,1645428,405962897,-330271,-328938575083,3,False,False
742,1818,908621,2225,1649874,407609867,-329360,-328575663199,3,False,False
743,1820,911044,2228,1654327,409261363,-331776,-332184375959,3,False,False
744,1822,913234,2231,1658786,410917550,-333252,-334398730568,3,False,False
745,1825,915804,2234,1663250,412577821,-332591,-334411410843,3,False,False
746,1827,918360,2237,1667721,414242576,-335511,-338813865643,3,False,False
747,1830,920893,2240,1672197,415911830,-334672,-338560456192,3,False,False
748,1832,923379,2243,1676680,417585613,-337292,-342533623967,3,False,False
749,1835,925689,2246,1681168,419264060,-335531,-340881546544,3,False,False
750,1837,928090,2249,1685663,420946910,-337791,-344319105419,3,False,False
751,1840,930673,2252,1690163,422634078,-337092,-344283173272,3,False,False
752,1842,933237,2255,1694670,424325771,-339984,-348706953607,3,False,False
753,1844,935767,2258,1699183,426022010,-342732,-352936616812,3,False,False
754,1847,938218,2261,1703701,427722846,-341463,-352023947211,3,False,False
755,1849,940455,2264,1708226,429428420,-343019,-354427108688,3,False,False
756,1852,943062,2267,1712756,431138154,-342344,-354433973956,3,False,False
757,1854,945655,2270,1717293,432852438,-345304,-359028151476,3,False,False
758,1857,948222,2273,1721835,434571290,-344439,-358742386795,3,False,False
759,1859,950740,2276,1726384,436294739,-347079,-362863216915,3,False,False
760,1862,953041,2279,1730938,438022959,-345120,-360869224551,3,False,False
761,1864,955530,2282,1735499,439755551,-347624,-364788733247,3,False,False
762,1867,958149,2285,1740065,441492579,-346907,-364739192332,3,False,False
763,1869,960749,2288,1744638,443234198,-349835,-369348924268,3,False,False
764,1871,963313,2291,1749217,444980431,-352611,-373746073568,3,False,False
765,1874,965789,2294,1753801,446731336,-351280,-372724365344,3,False,False
766,1876,968076,2297,1758392,448487020,-352928,-375343505376,3,False,False
767,1879,970720,2300,1762988,450246943,-352239,-375344201211,3,False,False
768,1881,973349,2303,1767591,452011483,-355235,-380129188460,3,False,False
769,1884,975951,2306,1772199,453780658,-354348,-379815925964,3,False,False
770,1886,978500,2309,1776814,455554500,-357004,-384081477900,3,False,False
771,1889,980721,2312,1781434,457333290,-354563,-381272196972,3,False,False
772,1891,983369,2315,1786061,459116279,-357595,-386152836176,3,False,False
773,1893,986025,2318,1790694,460903892,-360651,-391103504224,3,False,False
774,1896,988660,2321,1795332,462696164,-359824,-390889729552,3,False,False
775,1898,991258,2324,1799977,464493117,-362628,-395458653375,3,False,False
776,1901,993758,2327,1804627,466294818,-361231,-394316282019,3,False,False
777,1903,996096,2330,1809284,468101337,-362975,-397167281659,3,False,False
778,1906,998777,2333,1813946,469912175,-362272,-397161445895,3,False,False
779,1908,1001442,2336,1818615,471727697,-365304,-402142409431,3,False,False
780,1911,1004080,2339,1823289,473547920,-364399,-401807024395,3,False,False
781,1913,1006659,2342,1827970,475372882,-367067,-406213847372,3,False,False
782,1916,1008902,2345,1832656,477202866,-364552,-403219004916,3,False,False
783,1918,1011608,2348,1837349,479037079,-367708,-408443604327,3,False,False
784,1920,1014300,2351,1842048,480876004,-370800,-413594855456,3,False,False
785,1923,1016971,2354,1846752,482719654,-369955,-413361652748,3,False,False
786,1925,1019602,2357,1851463,484568054,-372783,-418100009875,3,False,False
787,1928,1022124,2360,1856179,486421279,-371312,-416817989783,3,False,False
788,1930,1024516,2363,1860902,488279356,-373164,-419930903148,3,False,False
789,1933,1027234,2366,1865630,490141835,-372447,-419918165915,3,False,False
790,1935,1029935,2369,1870365,492009065,-375515,-425100382240,3,False,False
791,1938,1032607,2372,1875105,493881064,-374584,-424728457460,3,False,False
792,1940,1035216,2375,1879852,495757872,-377264,-429279313200,3,False,False
793,1942,1037504,2378,1884605,497639753,-378652,-431645777207,3,False,False
794,1945,1040246,2381,1889363,499525938,-377959,-431680672147,3,False,False
795,1947,1042975,2384,1894128,501416900,-381091,-437044675504,3,False,False
796,1950,1045681,2387,1898898,503312655,-380224,-436784342487,3,False,False
797,1952,1048345,2390,1903675,505213228,-383076,-441696154568,3,False,False
798,1955,1050887,2393,1908457,507118705,-381523,-440254276496,3,False,False
799,1957,1053336,2396,1913246,509029063,-383495,-443661020379,3,False,False
800,1960,1056091,2399,1918040,510943909,-382764,-443641004031,3,False,False
801,1962,1058828,2402,1922841,512863573,-385868,-449029819631,3,False,False
802,1964,1061534,2405,1927648,514788074,-388840,-454219944340,3,False,False
803,1967,1064172,2408,1932460,516717455,-387599,-453310465915,3,False,False
804,1969,1066505,2411,1937279,518651959,-389059,-455868487020,3,False,False
805,1972,1069284,2414,1942103,520590841,-388352,-455897328351,3,False,False
806,1974,1072050,2417,1946934,522534566,-391524,-461479871512,3,False,False
807,1977,1074791,2420,1951770,524483152,-390635,-461191181408,3,False,False
808,1979,1077488,2423,1956613,526436624,-393511,-466280554603,3,False,False
809,1982,1080046,2426,1961461,528395083,-391860,-464643172679,3,False,False
810,1984,1082556,2429,1966316,530358444,-393968,-468384657136,3,False,False
811,1987,1085347,2432,1971176,532326384,-393219,-468349862656,3,False,False
812,1989,1088120,2435,1976043,534299208,-396359,-473950651611,3,False,False
813,1991,1090861,2438,1980916,536276936,-399363,-479340004096,3,False,False
814,1994,1093527,2441,1985794,538259617,-398072,-478333811927,3,False,False
815,1996,1095906,2444,1990679,540247469,-399608,-481098357719,3,False,False
816,1999,1098722,2447,1995569,542239774,-398887,-481120775571,3,False,False
817,2001,1101524,2450,2000466,544236989,-402095,-486920470651,3,False,False
818,2004,1104301,2453,2005368,546239131,-401188,-486609426575,3,False,False
819,2006,1107029,2456,2010277,548246230,-404080,-491865933728,3,False,False
820,2009,1109600,2459,2015191,550258400,-402319,-490002273523,3,False,False
821,2011,1112175,2462,2020112,552275486,-404579,-494121903788,3,False,False
822,2013,1115003,2465,2025039,554297245,-407843,-500102096876,3,False,False
823,2016,1117812,2468,2029971,556323955,-406992,-499897106855,3,False,False
824,2018,1120586,2471,2034910,558355638,-410020,-505475928120,3,False,False
825,2021,1123280,2474,2039854,560392345,-408679,-504368833475,3,False,False
826,2023,1125706,2477,2044805,562434270,-410295,-507355569115,3,False,False
827,2026,1128560,2480,2049761,564480723,-409564,-507378589687,3,False,False
828,2028,1131398,2483,2054724,566532154,-412808,-513400990532,3,False,False
829,2031,1134209,2486,2059692,568588580,-411875,-513051817648,3,False,False
830,2033,1136970,2489,2064667,570650030,-414791,-518493769843,3,False,False
831,2036,1139545,2492,2069647,572716646,-412884,-516326308168,3,False,False
832,2038,1142194,2495,2074634,574788174,-415332,-520907446408,3,False,False
833,2040,1145059,2498,2079627,576864478,-418636,-527122556204,3,False,False
834,2043,1147903,2501,2084625,578945801,-417763,-526889465056,3,False,False
835,2045,1150711,2504,2089630,581032164,-420819,-532669598736,3,False,False
836,2048,1153432,2507,2094640,583123624,-419424,-531449743520,3,False,False
837,2050,1155906,2510,2099657,585220347,-421124,-534675088495,3,False,False
838,2053,1158797,2513,2104679,587321675,-420379,-534691119152,3,False,False
839,2055,1161671,2516,2109708,589428048,-423659,-540941805312,3,False,False
840,2058,1164518,2519,2114742,591539482,-422708,-540568103000,3,False,False
841,2060,1167309,2522,2119783,593656012,-425636,-546176733848,3,False,False
842,2062,1169877,2525,2124830,595777811,-427664,-550078360967,3,False,False
843,2065,1172613,2528,2129882,597904494,-426227,-548769420748,3,False,False
844,2067,1175514,2531,2134941,600036070,-429567,-555217782563,3,False,False
845,2070,1178394,2534,2140005,602172731,-428676,-554963072383,3,False,False
846,2072,1181236,2537,2145076,604314500,-431760,-560949260560,3,False,False
847,2075,1183981,2540,2150152,606461442,-430299,-559588563180,3,False,False
848,2077,1186506,2543,2155235,608613686,-432095,-563085238235,3,False,False
849,2080,1189434,2546,2160323,610770615,-431336,-563093888479,3,False,False
850,2082,1192344,2549,2165418,612932656,-434652,-569578552796,3,False,False
851,2085,1195225,2552,2170518,615099826,-433675,-569163717068,3,False,False
852,2087,1198047,2555,2175625,617272161,-436619,-574949916492,3,False,False
853,2089,1200574,2558,2180738,619449903,-438375,-578415123043,3,False,False
854,2092,1203431,2561,2185856,621632433,-437260,-577728435199,3,False,False
855,2094,1206369,2564,2190981,623820006,-440640,-584423705664,3,False,False
856,2097,1209285,2567,2196111,626012731,-439731,-584146492268,3,False,False
857,2099,1212159,2570,2201248,628210634,-442835,-590327558860,3,False,False
858,2102,1214928,2573,2206390,630413784,-441308,-588819995484,3,False,False
859,2104,1217506,2576,2211539,632622273,-443208,-592614713959,3,False,False
860,2107,1220470,2579,2216693,634835530,-442431,-592607583819,3,False,False
861,2109,1223417,2582,2221854,637053964,-445787,-599339990816,3,False,False
862,2111,1226332,2585,2227021,639277596,-449007,-605835303171,3,False,False
863,2114,1229185,2588,2232193,641506462,-447744,-604849560272,3,False,False
864,2116,1231660,2591,2237372,643740884,-449184,-607763254832,3,False,False
865,2119,1234649,2594,2242556,645979976,-448435,-607820866304,3,False,False
866,2121,1237623,2597,2247747,648224273,-451851,-614761127884,3,False,False
867,2124,1240574,2600,2252943,650473789,-450920,-614452365695,3,False,False
868,2126,1243482,2603,2258146,652728550,-454052,-620848641800,3,False,False
869,2129,1246272,2606,2263354,654988637,-452447,-619163525227,3,False,False
870,2131,1248905,2609,2268569,657254095,-454459,-623284378380,3,False,False
871,2134,1251906,2612,2273789,659524405,-453668,-623268859167,3,False,False
872,2136,1254889,2615,2279016,661799959,-457060,-630246998591,3,False,False
873,2138,1257839,2618,2284249,664080778,-460312,-636973585796,3,False,False
874,2141,1260720,2621,2289487,666366904,-458999,-635879930147,3,False,False
875,2143,1263240,2624,2294732,668658635,-460511,-639016888643,3,False,False
876,2146,1266266,2627,2299982,670955110,-459748,-639067652376,3,False,False
877,2148,1269277,2630,2305239,673256856,-463204,-646267112088,3,False,False
878,2151,1272264,2633,2310501,675563888,-462255,-645933827755,3,False,False
879,2153,1275203,2636,2315770,677876236,-465403,-652525065296,3,False,False
880,2156,1278013,2639,2321044,680193987,-463716,-650646542799,3,False,False
881,2158,1280704,2642,2326325,682517137,-465852,-655131465687,3,False,False
882,2160,1283742,2645,2331612,684845226,-469368,-662547485844,3,False,False
883,2163,1286760,2648,2336904,687178627,-468471,-662328458099,3,False,False
884,2165,1289744,2651,2342203,689517360,-471751,-669283181499,3,False,False
885,2168,1292655,2654,2347507,691861470,-470396,-668094152028,3,False,False
886,2170,1295220,2657,2352818,694211236,-471980,-671462789388,3,False,False
887,2173,1298284,2660,2358134,696565819,-471207,-671514824883,3,False,False
888,2175,1301331,2663,2363457,698925741,-474699,-678971349228,3,False,False
889,2178,1304352,2666,2368785,701291017,-473724,-678595484471,3,False,False
890,2180,1307324,2669,2374120,703661676,-476896,-685402508448,3,False,False
891,2182,1310149,2672,2379461,706037822,-479472,-690955519520,3,False,False
892,2185,1312903,2675,2384807,708419385,-477387,-688185783472,3,False,False
893,2187,1315978,2678,2390160,710805979,-480943,-695872755779,3,False,False
894,2190,1319031,2681,2395518,713197953,-480024,-695622278367,3,False,False
895,2192,1322049,2684,2400883,715595326,-483332,-702810187736,3,False,False
896,2195,1324988,2687,2406253,717998148,-481927,-701504668467,3,False,False
897,2197,1327600,2690,2411630,720406673,-483591,-705130951283,3,False,False
898,2200,1330701,2693,2417012,722820091,-482804,-705175545783,3,False,False
899,2202,1333784,2696,2422401,725238915,-486332,-712895127303,3,False,False
900,2205,1336840,2699,2427795,727663160,-485335,-712483664635,3,False,False
901,2207,1339844,2702,2433196,730092857,-488527,-719502234235,3,False,False
902,2209,1342681,2705,2438603,732528127,-491043,-725058649776,3,False,False
903,2212,1345501,2708,2444015,734968826,-489060,-722468677640,3,False,False
904,2214,1348613,2711,2449434,737414651,-492656,-730433081359,3,False,False
905,2217,1351702,2714,2454858,739865923,-491719,-730158694667,3,False,False
906,2219,1354754,2717,2460289,742322662,-495055,-737584894211,3,False,False
907,2222,1357719,2720,2465725,744784924,-493592,-736140432452,3,False,False
908,2224,1360380,2723,2471168,747252932,-495344,-740051741792,3,False,False
909,2227,1363517,2726,2476616,749725912,-494539,-740079542208,3,False,False
910,2229,1366637,2729,2482071,752204363,-498107,-748077232048,3,False,False
911,2231,1369728,2732,2487532,754688303,-501551,-755837727259,3,False,False
912,2234,1372763,2735,2492998,757177765,-500296,-754854053543,3,False,False
913,2236,1375605,2738,2498471,759672892,-502724,-760345654776,3,False,False
914,2239,1378499,2741,2503949,762173445,-500875,-758019107680,3,False,False
915,2241,1381647,2744,2509434,764679228,-504507,-766258448592,3,False,False
916,2244,1384772,2747,2514924,767190524,-503552,-765959218576,3,False,False
917,2246,1387857,2750,2520421,769707356,-506912,-773619679216,3,False,False
918,2249,1390848,2753,2525923,772229784,-505391,-772030739763,3,False,False
919,2251,1393559,2756,2531432,774758000,-507235,-776246743808,3,False,False
920,2254,1396734,2759,2536946,777291266,-506420,-776275214984,3,False,False
921,2256,1399889,2762,2542467,779830072,-510020,-784539259784,3,False,False
922,2258,1403015,2765,2547994,782374433,-513496,-792560160199,3,False,False
923,2261,1406081,2768,2553526,784924386,-512203,-791488135116,3,False,False
924,2263,1408916,2771,2559065,787480108,-514495,-796795675395,3,False,False
925,2266,1411897,2774,2564609,790041228,-512832,-794867993152,3,False,False
926,2268,1415081,2777,2570160,792607695,-516500,-803388517815,3,False,False
927,2271,1418242,2780,2575716,795179741,-515527,-803063493331,3,False,False
928,2273,1421360,2783,2581279,797757392,-518911,-810962991259,3,False,False
929,2276,1424376,2786,2586847,800340713,-517328,-809214579175,3,False,False
930,2278,1427139,2789,2592422,802929861,-519272,-813765168247,3,False,False
931,2280,1430349,2792,2598003,805524142,-522996,-822518068088,3,False,False
932,2283,1433541,2795,2603589,808124027,-522075,-822321155104,3,False,False
933,2285,1436701,2798,2609182,810729536,-525579,-830598727888,3,False,False
934,2288,1439797,2801,2614780,813340707,-524244,-829425539271,3,False,False
935,2290,1442602,2804,2620385,815957773,-526308,-834317317311,3,False,False
936,2293,1445695,2807,2625995,818580161,-524931,-833046626864,3,False,False
937,2295,1448915,2810,2631612,821208038,-528635,-841854651820,3,False,False
938,2298,1452111,2813,2637234,823841561,-527640,-841493331271,3,False,False
939,2300,1455262,2816,2642863,826480757,-531048,-849636643327,3,False,False
940,2303,1458300,2819,2648497,829125700,-529391,-847693881443,3,False,False
941,2305,1461117,2822,2654138,831776504,-531443,-852610365200,3,False,False
942,2307,1464365,2825,2659785,834432523,-535211,-861675300908,3,False,False
943,2310,1467593,2828,2665437,837094214,-534272,-861454459648,3,False,False
944,2312,1470787,2831,2671096,839761597,-537804,-869994063023,3,False,False
945,2315,1473913,2834,2676760,842434712,-536427,-868715861440,3,False,False
946,2317,1476618,2837,2682431,845113918,-537983,-872488523091,3,False,False
947,2320,1479892,2840,2688107,847798231,-537168,-872576965479,3,False,False
948,2322,1483149,2843,2693790,850488243,-540912,-881688586647,3,False,False
949,2325,1486380,2846,2699478,853183969,-539895,-881289542051,3,False,False
950,2327,1489563,2849,2705173,855885437,-543323,-889671733072,3,False,False
951,2329,1492622,2852,2710874,858592729,-546247,-896852878971,3,False,False
952,2332,1495496,2855,2716580,861305912,-543760,-892842316688,3,False,False
953,2334,1498780,2858,2722293,864024397,-547564,-902206936367,3,False,False
954,2337,1502044,2861,2728011,866748620,-546607,-901961216803,3,False,False
955,2339,1505272,2864,2733736,869478603,-550167,-910768215363,3,False,False
956,2342,1508427,2867,2739466,872214389,-548744,-909371184751,3,False,False
957,2344,1511178,2870,2745203,874956315,-550376,-913419749983,3,False,False
958,2347,1514488,2873,2750945,877703424,-549543,-913490373139,3,False,False
959,2349,1517782,2876,2756694,880456297,-553327,-922912446107,3,False,False
960,2352,1521048,2879,2762448,883214952,-552288,-922474228512,3,False,False
961,2354,1524263,2882,2768209,885979418,-555736,-931099716004,3,False,False
962,2356,1527341,2885,2773976,888749787,-558628,-938365259407,3,False,False
963,2359,1530274,2888,2779748,891526073,-556215,-934473824363,3,False,False
964,2361,1533595,2891,2785527,894307749,-560059,-944154697152,3,False,False
965,2364,1536894,2894,2791311,897095231,-559080,-943873034359,3,False,False
966,2366,1540156,2897,2797102,899888540,-562668,-952952845996,3,False,False
967,2369,1543340,2900,2802898,902687723,-561199,-951432568051,3,False,False
968,2371,1546138,2903,2808701,905493094,-562911,-955776816843,3,False,False
969,2374,1549485,2906,2814509,908303724,-562064,-955838895760,3,False,False
970,2376,1552814,2909,2820324,911120186,-565880,-965558028340,3,False,False
971,2378,1556115,2912,2826145,913942496,-569576,-975018380164,3,False,False
972,2381,1559363,2915,2831971,916770685,-568291,-973962663344,3,False,False
973,2383,1562456,2918,2837804,919604861,-571135,-981269665091,3,False,False
974,2386,1565452,2921,2843642,922444972,-568812,-977547077292,3,False,False
975,2388,1568809,2924,2849487,925290566,-572692,-987540923272,3,False,False
976,2391,1572144,2927,2855337,928142032,-571695,-987232205459,3,False,False
977,2393,1575440,2930,2861194,930999393,-575311,-996590350179,3,False,False
978,2396,1578651,2933,2867056,933862701,-573788,-994921594071,3,False,False
979,2398,1581497,2936,2872925,936732242,-575584,-999582117536,3,False,False
980,2400,1584881,2939,2878800,939607119,-579524,-1009844342991,3,False,False
981,2403,1588246,2942,2884680,942487895,-578575,-1009667933515,3,False,False
982,2405,1591582,2945,2890567,945374586,-582303,-1019425378899,3,False,False
983,2408,1594861,2948,2896459,948267226,-580980,-1018272461336,3,False,False
984,2410,1597965,2951,2902358,951165939,-583760,-1025575082791,3,False,False
985,2413,1601029,2954,2908262,954070596,-581547,-1022084531872,3,False,False
986,2415,1604423,2957,2914173,956980833,-585467,-1032408522192,3,False,False
987,2418,1607794,2960,2920089,959897009,-584452,-1032071749183,3,False,False
988,2420,1611123,2963,2926012,962819149,-588092,-1041703192823,3,False,False
989,2423,1614360,2966,2931940,965747309,-586511,-1039869876163,3,False,False
990,2425,1617256,2969,2937875,968681744,-588399,-1044878737331,3,False,False
991,2427,1620676,2972,2943816,971621595,-592375,-1055466403875,3,False,False
992,2430,1624078,2975,2949762,974567410,-591412,-1055275375112,3,False,False
993,2432,1627448,2978,2955715,977519209,-595168,-1065325316519,3,False,False
994,2435,1630758,2981,2961673,980477026,-593807,-1064071668731,3,False,False
995,2437,1633867,2984,2967638,983441008,-596499,-1071299713632,3,False,False
996,2440,1637006,2987,2973608,986410930,-594424,-1068129566052,3,False,False
997,2442,1640437,2990,2979585,989386536,-598384,-1078790901792,3,False,False
998,2445,1643843,2993,2985567,992368149,-597347,-1078414263948,3,False,False
999,2447,1647205,2996,2991556,995355794,-601011,-1088324116204,3,False,False
1000,2449,1650467,2999,2997551,998349533,-604267,-1097168491568,3,False,False
