m,u,v,g1,g2,g3,H_discriminant,G_discriminant_formula,G_degree,G_all_real,H_all_real
768,5538,8101027,6911,15329886,10863534941,-1734664,824651670258451769,3,True,False
769,5545,8121808,6920,15369841,10906036808,-1740207,831109317363809468,3,True,False
770,5553,8142511,6929,15409847,10948649489,-1734235,837613394604628852,3,True,False
771,5560,8164550,6938,15449906,10991371714,-1744600,844155403152341652,3,True,False
772,5567,8185672,6947,15490017,11034205880,-1751199,850739981831570549,3,True,False
773,5574,8206582,6956,15530180,11077151426,-1756852,857367319287389524,3,True,False
774,5581,8227405,6965,15570395,11120208371,-1762059,864037631550245968,3,True,False
775,5589,8249460,6974,15610661,11163375540,-1760919,870755530609518512,3,True,False
776,5596,8270753,6983,15650980,11206655071,-1767796,877512453943529305,3,True,False
777,5603,8291794,6992,15691351,11250046598,-1773567,884313030253958744,3,True,False
778,5610,8312737,7001,15731774,11293550111,-1778848,891157477630131121,3,True,False
779,5617,8334789,7010,15772249,11337164547,-1788467,898045965394319001,3,True,False
780,5625,8356269,7019,15812775,11380891731,-1784451,904983365376676212,3,True,False
781,5632,8377444,7028,15853354,11424731540,-1790352,911960784363455408,3,True,False
782,5639,8398508,7037,15893985,11468683924,-1795711,918982984709493325,3,True,False
783,5646,8420525,7046,15934668,11512747963,-1804784,926050145482323373,3,True,False
784,5654,8442220,7055,15975402,11556925076,-1801164,933167217211037396,3,True,False
785,5661,8463531,7064,16016189,11601215469,-1807203,940325138679841481,3,True,False
786,5668,8484718,7073,16057028,11645619026,-1812648,947528765887350700,3,True,False
787,5675,8506645,7082,16097919,11690135027,-1820955,954778290549806489,3,True,False
788,5682,8528603,7091,16138862,11734764325,-1829288,962073980491095177,3,True,False
789,5690,8550056,7100,16179856,11779507600,-1824124,969420875388103936,3,True,False
790,5697,8571367,7109,16220903,11824364633,-1829659,976809660054850228,3,True,False
791,5704,8593057,7118,16262002,11869335047,-1836612,984245300829487661,3,True,False
792,5711,8615419,7127,16303153,11914418693,-1846155,991728020899607348,3,True,False
793,5718,8637017,7136,16344356,11959617151,-1852544,999258128522278629,3,True,False
794,5726,8658453,7145,16385610,12004929963,-1846736,1006840734306800337,3,True,False
795,5733,8679817,7154,16426917,12050357183,-1851979,1014466298167825313,3,True,False
796,5740,8702665,7163,16468276,12095897399,-1863060,1022139860818113017,3,True,False
797,5747,8724415,7172,16509687,12141553337,-1869651,1029861790870368641,3,True,False
798,5754,8745979,7181,16551150,12187324229,-1875400,1037632286826342137,3,True,False
799,5762,8767461,7190,16592664,12233210115,-1869200,1045456611622415949,3,True,False
800,5769,8790338,7199,16634231,12279209662,-1879991,1053324913922019261,3,True,False
801,5776,8812249,7208,16675850,12325325375,-1886820,1061242555387625125,3,True,False
802,5783,8833942,7217,16717521,12371556650,-1892679,1069209745887031805,3,True,False
803,5791,8855544,7226,16759243,12417903504,-1886495,1077231851507869944,3,True,False
804,5798,8878435,7235,16801018,12464364701,-1896936,1085298827835088385,3,True,False
805,5805,8900518,7244,16842845,12510942482,-1904047,1093416128434185280,3,True,False
806,5812,8922343,7253,16884724,12557636441,-1910028,1101583976431331609,3,True,False
807,5819,8944066,7262,16926655,12604446566,-1915503,1109802615437259476,3,True,False
808,5827,8966951,7271,16968637,12651371737,-1913875,1118077486585815508,3,True,False
809,5834,8989223,7280,17010672,12698413873,-1921336,1126398453159162565,3,True,False
810,5841,9011182,7289,17052759,12745572818,-1927447,1134770981242821293,3,True,False
811,5848,9033027,7298,17094898,12792848517,-1933004,1143195315965971413,3,True,False
812,5855,9055874,7307,17137089,12840239998,-1942471,1151671656405946261,3,True,False
813,5863,9078361,7316,17179331,12887748767,-1938675,1160205712172929297,3,True,False
814,5870,9100458,7325,17221626,12935374998,-1944932,1168787003009141688,3,True,False
815,5877,9122426,7334,17263973,12983118574,-1950575,1177421131418588844,3,True,False
816,5884,9145183,7343,17306372,13030978721,-1959276,1186108309972330417,3,True,False
817,5891,9167933,7352,17348823,13078956379,-1967851,1194848840367523825,3,True,False
818,5899,9190171,7361,17391325,13127052197,-1962483,1203648526605539504,3,True,False
819,5906,9212263,7370,17433880,13175265953,-1968216,1212496607598406757,3,True,False
820,5913,9234796,7379,17476487,13223597204,-1975615,1221398805726929317,3,True,False
821,5920,9257936,7388,17519146,13272045928,-1985344,1230355376813588320,3,True,False
822,5928,9280321,7397,17561856,13320613631,-1980100,1239372281541270617,3,True,False
823,5935,9302540,7406,17604619,13369299868,-1985935,1248438535438795096,3,True,False
824,5942,9324682,7415,17647434,13418104694,-1991364,1257559998210915032,3,True,False
825,5949,9348370,7424,17690301,13467026630,-2002879,1266736852894293152,3,True,False
826,5956,9370908,7433,17733220,13516068516,-2009696,1275969510984332400,3,True,False
827,5964,9393254,7442,17776190,13565229538,-2003720,1285263953780064756,3,True,False
828,5971,9415516,7451,17819213,13614509732,-2009223,1294608952822306693,3,True,False
829,5978,9439231,7460,17862288,13663907705,-2020440,1304010432241284437,3,True,False
830,5985,9461930,7469,17905415,13713426070,-2027495,1313468796722803005,3,True,False
831,5992,9484406,7478,17948594,13763064178,-2033560,1322984278782390324,3,True,False
832,6000,9506788,7487,17991824,13812822044,-2027152,1332563047774068544,3,True,False
833,6007,9530515,7496,18035107,13862698373,-2038011,1342193529779403425,3,True,False
834,6014,9553388,7505,18078442,13912695508,-2045356,1351881992723743060,3,True,False
835,6021,9575996,7514,18121829,13962813004,-2051543,1361628683672831376,3,True,False
836,6028,9598499,7523,18165268,14013050845,-2057212,1371433873568170873,3,True,False
837,6036,9622218,7532,18208758,14063407854,-2055576,1381303814167511700,3,True,False
838,6043,9645281,7541,18252301,14113886047,-2063275,1391226831274168372,3,True,False
839,6050,9668024,7550,18295896,14164485232,-2069596,1401209203606379008,3,True,False
840,6057,9690649,7559,18339543,14215205351,-2075347,1411251203789408564,3,True,False
841,6065,9714329,7568,18383241,14266045375,-2073091,1421359210634383585,3,True,False
842,6072,9737608,7577,18426992,14317006904,-2081248,1431521301456637792,3,True,False
843,6079,9760489,7586,18470795,14368090079,-2087715,1441743892240632337,3,True,False
844,6086,9783238,7595,18514650,14419294778,-2093556,1452027256088107832,3,True,False
845,6093,9806826,7604,18558557,14470620174,-2102655,1462371627934738112,3,True,False
846,6101,9830367,7613,18602515,14522067297,-2099267,1472783651672005716,3,True,False
847,6108,9853391,7622,18646526,14573636761,-2105900,1483251063059111757,3,True,False
848,6115,9876265,7631,18690589,14625328343,-2111835,1493780409353705696,3,True,False
849,6122,9899638,7640,18734704,14677141538,-2119668,1504371947124350996,3,True,False
850,6129,9923559,7649,18778871,14729076441,-2129595,1515025967174624276,3,True,False
851,6137,9946730,7658,18823089,14781134494,-2124151,1525749291906875788,3,True,False
852,6144,9969730,7667,18867360,14833315262,-2130184,1536529305405305708,3,True,False
853,6151,9992652,7676,18911683,14885618796,-2135807,1547372724143687124,3,True,False
854,6158,10017180,7685,18956058,14938043556,-2147756,1558279750924597620,3,True,False
855,6165,10040505,7694,19000485,14990592495,-2154795,1569250843272470505,3,True,False
856,6173,10063634,7703,19044963,15043264750,-2148607,1580292851485941733,3,True,False
857,6180,10086675,7712,19089494,15096060357,-2154300,1591392887519171069,3,True,False
858,6187,10111228,7721,19134077,15148977860,-2165943,1602557738589567277,3,True,False
859,6194,10134716,7730,19178712,15202019980,-2173228,1613787854647572688,3,True,False
860,6202,10157975,7739,19223398,15255186025,-2167096,1625090222997585841,3,True,False
861,6209,10181137,7748,19268137,15308476007,-2172867,1636451711764914041,3,True,False
862,6216,10205700,7757,19312928,15361888572,-2184144,1647879240579719072,3,True,False
863,6223,10229363,7766,19357771,15415426165,-2191723,1659373249093287337,3,True,False
864,6230,10252754,7775,19402666,15469088302,-2198116,1670934009960777208,3,True,False
865,6238,10276037,7784,19447612,15522874963,-2191504,1682568710754491053,3,True,False
866,6245,10300590,7793,19492611,15576784914,-2202335,1694263839260052117,3,True,False
867,6252,10324444,7802,19537662,15630820268,-2210272,1706026677059434016,3,True,False
868,6259,10347971,7811,19582765,15684980797,-2216803,1717857515654472244,3,True,False
869,6266,10371377,7820,19627920,15739266439,-2222752,1729756657091029333,3,True,False
870,6274,10395889,7829,19673126,15793676111,-2220480,1741731391496190721,3,True,False
871,6281,10419959,7838,19718385,15848211505,-2228875,1753768063831089985,3,True,False
872,6288,10443625,7847,19763696,15902872727,-2235556,1765874004090851665,3,True,False
873,6295,10467154,7856,19809059,15957659654,-2241591,1778049515007867400,3,True,False
874,6303,10491574,7865,19854473,16012571402,-2238487,1790302031862424669,3,True,False
875,6310,10515907,7874,19899940,16067609093,-2247528,1802617612254189389,3,True,False
876,6317,10539716,7883,19945459,16122773308,-2254375,1815003747823290349,3,True,False
877,6324,10563371,7892,19991030,16178063821,-2260508,1827460739482977981,3,True,False
878,6331,10587583,7901,20036653,16233480065,-2268771,1839988868640412976,3,True,False
879,6339,10612286,7910,20082327,16289022250,-2266223,1852595805302763268,3,True,False
880,6346,10636243,7919,20128054,16344691757,-2273256,1865267300174270921,3,True,False
881,6353,10660025,7928,20173833,16400488159,-2279491,1878010954530218257,3,True,False
882,6360,10683725,7937,20219664,16456411507,-2285300,1890827091122140609,3,True,False
883,6367,10709095,7946,20265547,16512460193,-2297691,1903715933470765625,3,True,False
884,6375,10733207,7955,20311481,16568637289,-2292203,1916685497635847604,3,True,False
885,6382,10757118,7964,20357468,16624941882,-2298548,1929721067801605748,3,True,False
886,6389,10780938,7973,20403507,16681374006,-2304431,1942830445207212357,3,True,False
887,6396,10806331,7982,20449598,16737932141,-2316508,1956013862319496357,3,True,False
888,6403,10830607,7991,20495741,16794619121,-2324019,1969271817912175924,3,True,False
889,6411,10854648,8000,20541935,16851434208,-2317671,1982612273718962372,3,True,False
890,6418,10878589,8009,20588182,16908377411,-2323632,1996020235060197353,3,True,False
891,6425,10903990,8018,20634481,16965447314,-2335335,2009503589251626332,3,True,False
892,6432,10928442,8027,20680832,17022646470,-2343144,2023062823764914924,3,True,False
893,6440,10952617,8036,20727234,17079974351,-2336868,2036706055596643541,3,True,False
894,6447,10976680,8045,20773689,17137430936,-2342911,2050418016681734597,3,True,False
895,6454,11002068,8054,20820196,17195014932,-2354156,2064206743516293456,3,True,False
896,6461,11026711,8063,20866755,17252728553,-2362323,2078072708418574928,3,True,False
897,6468,11051022,8072,20913366,17310571530,-2369064,2092016231339408340,3,True,False
898,6476,11075208,8081,20960028,17368543800,-2362256,2106045638789348016,3,True,False
899,6483,11100554,8090,21006743,17426644222,-2372927,2120145247875701124,3,True,False
900,6490,11125415,8099,21053510,17484874585,-2381560,2134323467533282065,3,True,False
901,6497,11149865,8108,21100329,17543234959,-2388451,2148580643345908633,3,True,False
902,6504,11174175,8117,21147200,17601725217,-2394684,2162917109557084913,3,True,False
903,6512,11199428,8126,21194122,17660344420,-2391568,2177341321385388832,3,True,False
904,6519,11224550,8135,21241097,17719093786,-2400839,2191837393445924901,3,True,False
905,6526,11249145,8144,21288124,17777973855,-2407904,2206413840903049125,3,True,False
906,6533,11273581,8153,21335203,17836984403,-2414235,2221070996438158592,3,True,False
907,6540,11298632,8162,21382334,17896124800,-2422928,2235809167772582448,3,True,False
908,6548,11324118,8171,21429516,17955395370,-2420168,2250637077131238492,3,True,False
909,6555,11348861,8180,21476751,18014797435,-2427419,2265538490331801721,3,True,False
910,6562,11373425,8189,21524038,18074330575,-2433856,2280522048268037761,3,True,False
911,6569,11397904,8198,21571377,18133994840,-2439855,2295588106749473984,3,True,False
912,6577,11424114,8207,21618767,18193788558,-2439527,2310745411684899341,3,True,False
913,6584,11449014,8216,21666210,18253714914,-2447000,2325977560167824052,3,True,False
914,6591,11473707,8225,21713705,18313772949,-2453547,2341293309642551648,3,True,False
915,6598,11498306,8234,21761252,18373962694,-2459620,2356693019439847572,3,True,False
916,6605,11524538,8243,21808851,18434282566,-2472127,2372176945023808669,3,True,False
917,6613,11549602,8252,21856501,18494735510,-2466639,2387754324158303840,3,True,False
918,6620,11574426,8261,21904204,18555320742,-2473304,2403408130912134108,3,True,False
919,6627,11599147,8270,21951959,18616038269,-2479459,2419147377046969897,3,True,False
920,6634,11625385,8279,21999766,18676886615,-2491584,2434972328948493377,3,True,False
921,6641,11650626,8288,22047625,18737868438,-2499623,2450883525056317968,3,True,False
922,6649,11675584,8297,22095535,18798983168,-2493135,2466890170612726901,3,True,False
923,6656,11700426,8306,22143498,18860230782,-2499368,2482974915813886068,3,True,False
924,6663,11726650,8315,22191513,18921609926,-2511031,2499146877626781845,3,True,False
925,6670,11752084,8324,22239580,18983122916,-2519436,2515406578149052112,3,True,False
926,6677,11777178,8333,22287699,19044769446,-2526383,2531754367831324629,3,True,False
927,6685,11802144,8342,22335869,19106549448,-2519351,2548199683614440336,3,True,False
928,6692,11828324,8351,22384092,19168461724,-2530432,2564724717993631408,3,True,False
929,6699,11853975,8360,22432367,19230508161,-2539299,2581339001451970841,3,True,False
930,6706,11879210,8369,22480694,19292688790,-2546404,2598042911613737640,3,True,False
931,6714,11904301,8378,22529072,19355003483,-2539408,2614846042866959101,3,True,False
932,6721,11930387,8387,22577503,19417451245,-2549707,2631730292904990208,3,True,False
933,6728,11956299,8396,22625986,19480033389,-2559212,2648705315647820541,3,True,False
934,6735,11981679,8405,22674521,19542750417,-2566491,2665771525320687008,3,True,False
935,6742,12006896,8414,22723108,19605602104,-2573020,2682929288330804224,3,True,False
936,6750,12032785,8423,22771746,19668587759,-2568640,2700188365460595017,3,True,False
937,6757,12059054,8432,22820437,19731707818,-2579167,2717530360134159616,3,True,False
938,6764,12084584,8441,22869180,19794963544,-2586640,2734965128344159792,3,True,False
939,6771,12109929,8450,22917975,19858354527,-2593275,2752493028804176817,3,True,False
940,6778,12135186,8459,22966822,19921880814,-2599460,2770114452429342792,3,True,False
941,6786,12162239,8468,23015720,19985540665,-2599160,2787839295570643605,3,True,False
942,6793,12187925,8477,23064671,20049337387,-2606851,2805648962024493120,3,True,False
943,6800,12213400,8486,23113674,20113269968,-2613600,2823553360236118256,3,True,False
944,6807,12238778,8495,23162729,20177338438,-2619863,2841552885005977101,3,True,False
945,6814,12265850,8504,23211836,20241541150,-2632804,2859647816193861012,3,True,False
946,6822,12291702,8513,23260994,20305881162,-2627124,2877848592479119256,3,True,False
947,6829,12317309,8522,23310205,20370357643,-2633995,2896135930363441561,3,True,False
948,6836,12342808,8531,23359468,20434970600,-2640336,2914520018861257136,3,True,False
949,6843,12369885,8540,23408783,20499718491,-2652891,2933001149312071625,3,True,False
950,6851,12395914,8549,23458149,20564604086,-2647455,2951589913446472805,3,True,False
951,6858,12421655,8558,23507568,20629626769,-2654456,2970266715239424997,3,True,False
952,6865,12447277,8567,23557039,20694786515,-2660883,2989041912400636148,3,True,False
953,6872,12474338,8576,23606562,20760081910,-2672968,3007915809528064852,3,True,False
954,6879,12500561,8585,23656137,20825515375,-2681603,3026888982085251988,3,True,False
955,6887,12526439,8594,23705763,20891086561,-2674987,3045972021813561289,3,True,False
956,6894,12552185,8603,23755442,20956795399,-2681504,3065144955832246137,3,True,False
957,6901,12579199,8612,23805173,21022640633,-2692995,3084418271163011353,3,True,False
958,6908,12605640,8621,23854956,21088624248,-2702096,3103792518883838256,3,True,False
959,6915,12631660,8630,23904791,21154746236,-2709415,3123268110568480264,3,True,False
960,6923,12657531,8639,23954677,21221006469,-2702195,3142855873973253012,3,True,False
961,6930,12684450,8648,24004616,21287403894,-2712900,3162535344373756532,3,True,False
962,6937,12711152,8657,24054607,21353939920,-2722639,3182317418439830629,3,True,False
963,6944,12737317,8666,24104650,21420615011,-2730132,3202202546722121909,3,True,False
964,6952,12763315,8675,24154744,21487428941,-2722956,3222201728924190977,3,True,False
965,6959,12790043,8684,24204891,21554380957,-2732491,3242294179580274361,3,True,False
966,6966,12817096,8693,24255090,21621471608,-2743228,3262490912662066628,3,True,False
967,6973,12843411,8702,24305341,21688702101,-2750915,3282792437821150857,3,True,False
968,6980,12869537,8711,24355644,21756072031,-2757748,3303199149651851401,3,True,False
969,6988,12895574,8720,24405998,21823581442,-2750152,3323722294067866164,3,True,False
970,6995,12923468,8729,24456405,21891228532,-2763847,3344340575278513405,3,True,False
971,7002,12949941,8738,24506864,21959016723,-2771760,3365065443205187789,3,True,False
972,7009,12976198,8747,24557375,22026944954,-2778711,3385897249879570525,3,True,False
973,7016,13002355,8756,24607938,22095013253,-2785164,3406836427759605773,3,True,False
974,7024,13030267,8765,24658552,22163219909,-2784492,3427894324248835241,3,True,False
975,7031,13056907,8774,24709219,22231568093,-2792667,3449049567298387193,3,True,False
976,7038,13083296,8783,24759938,22300056928,-2799740,3470313523539544932,3,True,False
977,7045,13109575,8792,24810709,22368686417,-2806275,3491686628996414849,3,True,False
978,7052,13137490,8801,24861532,22437454958,-2819256,3513169201914266300,3,True,False
979,7060,13164307,8810,24912406,22506365429,-2813628,3534773162688819749,3,True,False
980,7067,13190831,8819,24963333,22575417169,-2820835,3556476410516989684,3,True,False
981,7074,13217233,8828,25014312,22644610151,-2827456,3578290607704083797,3,True,False
982,7081,13245130,8837,25065343,22713942902,-2839959,3600216086646519197,3,True,False
983,7089,13272142,8846,25116425,22783417946,-2834647,3622264932631505644,3,True,False
984,7096,13298804,8855,25167560,22853034892,-2842000,3644414702228527872,3,True,False
985,7103,13325330,8864,25218747,22922793670,-2848711,3666677243644785832,3,True,False
986,7110,13353179,8873,25269986,22992692965,-2860616,3689052905807827425,3,True,False
987,7117,13380410,8882,25321277,23062734862,-2869951,3711542294808351036,3,True,False
988,7125,13407214,8891,25372619,23132919314,-2863231,3734157544732089445,3,True,False
989,7132,13433865,8900,25424014,23203246191,-2870036,3756875771945646837,3,True,False
990,7139,13461619,8909,25475461,23273714381,-2881155,3779708985122564576,3,True,False
991,7146,13489111,8918,25526960,23344325393,-2891128,3802657753381275493,3,True,False
992,7153,13516060,8927,25578511,23415079652,-2898831,3825722565565677005,3,True,False
993,7161,13542839,8936,25630113,23485976929,-2891435,3848915785700119729,3,True,False
994,7168,13570405,8945,25681768,23557016411,-2901396,3872214011267620385,3,True,False
995,7175,13598242,8954,25733475,23628198758,-2912343,3895629628804483124,3,True,False
996,7182,13625343,8963,25785234,23699525121,-2920248,3919163188548792969,3,True,False
997,7189,13652251,8972,25837045,23770995101,-2927283,3942815123365945601,3,True,False
998,7197,13679065,8981,25888907,23842608743,-2919451,3966598065707771200,3,True,False
999,7204,13707802,8990,25940822,23914364174,-2933592,3990488056970364916,3,True,False
1000,7211,13735062,8999,25992789,23986264938,-2941727,4014497954038538733,3,True,False
