alpha,q,N,theta,residual
1.3,0.1,2,0.12083333333333333,-0.5619428315873529
1.3,0.1,2,0.125,-0.5616602806456057
1.3,0.1,2,0.12916666666666665,-0.5613761901219778
1.3,0.1,2,0.13333333333333333,-0.5610907472300264
1.3,0.1,2,0.1375,-0.5608041396212169
1.3,0.1,2,0.14166666666666666,-0.5605165552865694
1.3,0.1,2,0.14583333333333334,-0.5602281824589914
1.3,0.1,2,0.15,-0.5599392095163402
1.3,0.1,2,0.15416666666666667,-0.5596498248851396
1.3,0.1,2,0.15833333333333333,-0.5593602169449601
1.3,0.1,2,0.1625,-0.5590705739333584
1.3,0.1,2,0.16666666666666666,-0.558781083851493
1.3,0.1,2,0.17083333333333334,-0.558491934370219
1.3,0.1,2,0.175,-0.558203312736739
1.3,0.1,2,0.17916666666666667,-0.5579154056817837
1.3,0.1,2,0.18333333333333332,-0.5576283993272257
1.3,0.1,2,0.1875,-0.5573424790941424
1.3,0.1,2,0.19166666666666665,-0.5570578296113444
1.3,0.1,2,0.19583333333333333,-0.5567746346242588
1.3,0.1,2,0.2,-0.5564930769041947
1.3,0.1,2,0.20416666666666666,-0.5562133381579568
1.3,0.1,2,0.20833333333333334,-0.5559355989378307
1.3,0.1,2,0.2125,-0.5556600385518444
1.3,0.1,2,0.21666666666666667,-0.5553868349742999
1.3,0.1,2,0.22083333333333333,-0.5551161647566816
1.3,0.1,2,0.225,-0.55484820293877
1.3,0.1,2,0.22916666666666666,-0.5545831229600027
1.3,0.1,2,0.23333333333333334,-0.5543210965711842
1.3,0.1,2,0.2375,-0.5540622937463451
1.3,0.1,2,0.24166666666666667,-0.5538068825949201
1.3,0.1,2,0.24583333333333332,-0.5535550292741753
1.3,0.1,2,0.25,-0.5533068979018188
1.3,0.1,2,0.25416666666666665,-0.553062650469017
1.3,0.1,2,0.2583333333333333,-0.5528224467535239
1.3,0.1,2,0.2625,-0.5525864442332016
1.3,0.1,2,0.26666666666666666,-0.5523547979998078
1.3,0.1,2,0.2708333333333333,-0.5521276606730847
1.3,0.1,2,0.275,-0.5519051823151879
1.3,0.1,2,0.2791666666666667,-0.5516875103455039
1.3,0.1,2,0.2833333333333333,-0.5514747894558183
1.3,0.1,2,0.2875,-0.5512671615259039
1.3,0.1,2,0.2916666666666667,-0.5510647655395595
1.3,0.1,2,0.29583333333333334,-0.5508677375011284
1.3,0.1,2,0.3,-0.5506762103525293
1.3,0.1,2,0.30416666666666664,-0.5504903138908426
1.3,0.1,2,0.30833333333333335,-0.5503101746864769
1.3,0.1,2,0.3125,-0.5501359160020232
1.3,0.1,2,0.31666666666666665,-0.5499676577117252
1.3,0.1,2,0.3208333333333333,-0.5498055162217792
1.3,0.1,2,0.325,-0.5496496043913481
1.3,0.1,2,0.32916666666666666,-0.5495000314544329
1.3,0.1,2,0.3333333333333333,-0.5493569029427325
1.3,0.1,2,0.3375,-0.5492203206093578
1.3,0.1,2,0.3416666666666667,-0.5490903823535991
1.3,0.1,2,0.3458333333333333,-0.5489671821468485
1.3,0.1,2,0.35,-0.5488508099596272
1.3,0.1,2,0.3541666666666667,-0.5487413516898267
1.3,0.1,2,0.35833333333333334,-0.548638889092274
1.3,0.1,2,0.3625,-0.5485434997096945
1.3,0.1,2,0.36666666666666664,-0.5484552568050547
1.3,0.1,2,0.37083333333333335,-0.5483742292954621
1.3,0.1,2,0.375,-0.5483004816877286
1.3,0.1,2,0.37916666666666665,-0.5482340740154577
1.3,0.1,2,0.3833333333333333,-0.5481750617781036
1.3,0.1,2,0.3875,-0.5481234958816845
1.3,0.1,2,0.39166666666666666,-0.5480794225815684
1.3,0.1,2,0.3958333333333333,-0.5480428834271942
1.3,0.1,2,0.4,-0.5480139152089638
1.3,0.1,2,0.4041666666666667,-0.5479925499072724
1.3,0.1,2,0.4083333333333333,-0.5479788146438644
1.3,0.1,2,0.4125,-0.5479727316355611
1.3,0.1,2,0.4166666666666667,-0.54797431815043
1.3,0.1,2,0.42083333333333334,-0.5479835864665588
1.3,0.1,2,0.425,-0.5480005438334374
1.3,0.1,2,0.42916666666666664,-0.5480251924361199
1.3,0.1,2,0.43333333333333335,-0.5480575293621972
1.3,0.1,2,0.4375,-0.5480975465717384
1.3,0.1,2,0.44166666666666665,-0.5481452308701975
1.3,0.1,2,0.4458333333333333,-0.5482005638845155
1.3,0.1,2,0.45,-0.5482635220423462
1.3,0.1,2,0.45416666666666666,-0.5483340765546609
1.3,0.1,2,0.4583333333333333,-0.5484121934016715
1.3,0.1,2,0.46249999999999997,-0.5484978333222887
1.3,0.1,2,0.4666666666666667,-0.5485909518071121
1.3,0.1,2,0.4708333333333333,-0.5486914990950997
1.3,0.1,2,0.475,-0.5487994201739435
1.3,0.1,2,0.4791666666666667,-0.5489146547842831
1.3,0.1,2,0.48333333333333334,-0.5490371374278431
1.3,0.1,2,0.4875,-0.5491667973794834
1.3,0.1,2,0.49166666666666664,-0.5493035587033828
1.3,0.1,2,0.49583333333333335,-0.5494473402732991
1.3,0.1,2,0.5,-0.5495980557969995
1.3,0.1,2,0.5041666666666667,-0.5497556138450488
1.3,0.1,2,0.5083333333333333,-0.5499199178838072
1.3,0.1,2,0.5125,-0.5500908663128752
1.3,0.1,2,0.5166666666666666,-0.5502683525069711
1.3,0.1,2,0.5208333333333334,-0.5504522648622774
1.3,0.1,2,0.525,-0.5506424868473085
1.3,0.1,2,0.5291666666666667,-0.5508388970583713
1.3,0.1,2,0.5333333333333333,-0.5510413692796168
1.3,0.1,2,0.5375,-0.5512497725477425
1.3,0.1,2,0.5416666666666666,-0.5514639712213252
1.3,0.1,2,0.5458333333333333,-0.5516838250548748
1.3,0.1,2,0.55,-0.5519091892775077
1.3,0.1,2,0.5541666666666667,-0.5521399146763906
1.3,0.1,2,0.5583333333333333,-0.5523758476848344
1.3,0.1,2,0.5625,-0.5526168304750789
1.3,0.1,2,0.5666666666666667,-0.5528627010557461
1.3,0.1,2,0.5708333333333333,-0.5531132933739702
1.3,0.1,2,0.575,-0.5533684374220766
1.3,0.1,2,0.5791666666666666,-0.5536279593489573
1.3,0.1,2,0.5833333333333334,-0.5538916815758426
1.3,0.1,2,0.5875,-0.5541594229167082
1.3,0.1,2,0.5916666666666667,-0.5544309987029181
1.3,0.1,2,0.5958333333333333,-0.5547062209124829
1.3,0.1,2,0.6,-0.554984898303327
1.3,0.1,2,0.6041666666666666,-0.5552668365508544
1.3,0.1,2,0.6083333333333333,-0.5555518383897677
1.3,0.1,2,0.6125,-0.5558397037595832
1.3,0.1,2,0.6166666666666667,-0.5561302299542779
1.3,0.1,2,0.6208333333333333,-0.5564232117755865
1.3,0.1,2,0.625,-0.5567184416899571
1.3,0.1,2,0.6291666666666667,-0.5570157099890576
1.3,0.1,2,0.6333333333333333,-0.5573148049535566
1.3,0.1,2,0.6375,-0.5576155130201692
1.3,0.1,2,0.6416666666666666,-0.5579176189517598
1.3,0.1,2,0.6458333333333334,-0.5582209060102601
1.3,0.1,2,0.65,-0.5585251561323332
1.3,0.1,2,0.6541666666666667,-0.5588301501075694
1.3,0.1,2,0.6583333333333333,-0.5591356677589436
1.3,0.1,2,0.6625,-0.5594414881254512
1.3,0.1,2,0.6666666666666666,-0.5597473896466769
1.3,0.1,2,0.6708333333333333,-0.5600531503489985
1.3,0.1,2,0.675,-0.5603585480333799
1.3,0.1,2,0.6791666666666667,-0.5606633604643485
1.3,0.1,2,0.6833333333333333,-0.5609673655600593
1.3,0.1,2,0.6875,-0.5612703415831417
1.3,0.1,2,0.6916666666666667,-0.5615720673321132
1.3,0.1,2,0.6958333333333333,-0.5618723223331354
1.3,0.1,2,0.7,-0.5621708870318121
1.3,0.1,2,0.7041666666666666,-0.5624675429848187
1.3,0.1,2,0.7083333333333334,-0.5627620730511529
1.3,0.1,2,0.7125,-0.5630542615826162
1.3,0.1,2,0.7166666666666667,-0.5633438946134373
1.3,0.1,2,0.7208333333333333,-0.5636307600486559
1.3,0.1,2,0.725,-0.5639146478510559
1.3,0.1,2,0.7291666666666666,-0.564195350226429
1.3,0.1,2,0.7333333333333333,-0.5644726618067923
1.3,0.1,2,0.7375,-0.5647463798314996
1.3,0.1,2,0.7416666666666667,-0.5650163043257437
1.3,0.1,2,0.7458333333333333,-0.5652822382764766
1.3,0.1,2,0.75,-0.5655439878052255
1.3,0.1,2,0.7541666666666667,-0.5658013623378069
1.3,0.1,2,0.7583333333333333,-0.5660541747705174
1.3,0.1,2,0.7625,-0.5663022416327146
1.3,0.1,2,0.7666666666666666,-0.5665453832453702
1.3,0.1,2,0.7708333333333334,-0.5667834238756586
1.3,0.1,2,0.775,-0.5670161918870598
1.3,0.1,2,0.7791666666666667,-0.5672435198849666
1.3,0.1,2,0.7833333333333333,-0.5674652448576283
1.3,0.1,2,0.7875,-0.5676812083120124
1.3,0.1,2,0.7916666666666666,-0.5678912564046636
1.3,0.1,2,0.7958333333333333,-0.5680952400672865
1.3,0.1,2,0.8,-0.5682930151268111
1.3,0.1,2,0.8041666666666667,-0.5684844424199604
1.3,0.1,2,0.8083333333333333,-0.5686693879020579
1.3,0.1,2,0.8125,-0.5688477227499837
1.3,0.1,2,0.8166666666666667,-0.5690193234591785
1.3,0.1,2,0.8208333333333333,-0.5691840719345742
1.3,0.1,2,0.825,-0.5693418555754151
1.3,0.1,2,0.8291666666666666,-0.5694925673537936
1.3,0.1,2,0.8333333333333334,-0.5696361058869281
1.3,0.1,2,0.8375,-0.5697723755030975
1.3,0.1,2,0.8416666666666667,-0.5699012863011839
1.3,0.1,2,0.8458333333333333,-0.5700227542038201
1.3,0.1,2,0.85,-0.5701367010040999
1.3,0.1,2,0.8541666666666666,-0.5702430544058976
1.3,0.1,2,0.8583333333333333,-0.5703417480577873
1.3,0.1,2,0.8624999999999999,-0.5704327215804903
1.3,0.1,2,0.8666666666666667,-0.5705159205881651
1.3,0.1,2,0.8708333333333333,-0.5705912967032138
1.3,0.1,2,0.875,-0.5706588075649903
1.3,0.1,2,0.8791666666666667,-0.5707184168323138
1.3,0.1,2,0.8833333333333333,-0.5707700941798977
1.3,0.1,2,0.8875,-0.5708138152888353
1.3,0.1,2,0.8916666666666666,-0.570849561831213
1.3,0.1,2,0.8958333333333334,-0.5708773214489637
1.3,0.1,2,0.9,-0.5708970877271593
1.3,0.1,2,0.9041666666666667,-0.5709088601617047
1.3,0.1,2,0.9083333333333333,-0.5709126441217665
1.3,0.1,2,0.9125,-0.5709084508070523
1.3,0.1,2,0.9166666666666666,-0.5708962971999672
1.3,0.1,2,0.9208333333333333,-0.5708762060129415
1.3,0.1,2,0.9249999999999999,-0.570848205631084
1.3,0.1,2,0.9291666666666667,-0.5708123300503183
1.3,0.1,2,0.9333333333333333,-0.5707686188111039
1.3,0.1,2,0.9375,-0.5707171169281628
1.3,0.1,2,0.9416666666666667,-0.5706578748160678
1.3,0.1,2,0.9458333333333333,-0.5705909482112053
1.3,0.1,2,0.95,-0.570516398090096
1.3,0.1,2,0.9541666666666666,-0.5704342905843385
1.3,0.1,2,0.9583333333333334,-0.5703446968923394
1.3,0.1,2,0.9625,-0.5702476931881808
1.3,0.1,2,0.9666666666666667,-0.570143360527517
1.3,0.1,2,0.9708333333333333,-0.5700317847510386
1.3,0.1,2,0.975,-0.5699130563853521
1.3,0.1,2,0.9791666666666666,-0.569787270541875
1.3,0.1,2,0.9833333333333333,-0.5696545268134834
1.3,0.1,2,0.9874999999999999,-0.5695149291694355
1.3,0.1,2,0.9916666666666667,-0.5693685858486046
1.3,0.1,2,0.9958333333333333,-0.5692156092512421
1.3,0.1,5,0.0,-0.5690990197690926
1.3,0.1,5,0.004166666666666667,-0.5689327202219241
1.3,0.1,5,0.008333333333333333,-0.5687601523783377
1.3,0.1,5,0.0125,-0.5685814441401478
1.3,0.1,5,0.016666666666666666,-0.5683967270132051
1.3,0.1,5,0.020833333333333332,-0.5682061359933739
1.3,0.1,5,0.025,-0.5680098094525343
1.3,0.1,5,0.029166666666666667,-0.5678078890239453
1.3,0.1,5,0.03333333333333333,-0.5676005194877529
1.3,0.1,5,0.0375,-0.5673878486561792
1.3,0.1,5,0.041666666666666664,-0.5671700272589986
1.3,0.1,5,0.04583333333333333,-0.566947208828922
1.3,0.1,5,0.05,-0.5667195495875381
1.3,0.1,5,0.05416666666666667,-0.5664872083313579
1.3,0.1,5,0.058333333333333334,-0.5662503463183945
1.3,0.1,5,0.0625,-0.5660091271550725
1.3,0.1,5,0.06666666666666667,-0.5657637166839402
1.3,0.1,5,0.07083333333333333,-0.5655142828718445
1.3,0.1,5,0.075,-0.5652609956985994
1.3,0.1,5,0.07916666666666666,-0.5650040270467445
1.3,0.1,5,0.08333333333333333,-0.5647435505916674
1.3,0.1,5,0.0875,-0.5644797416927227
1.3,0.1,5,0.09166666666666666,-0.5642127772849932
1.3,0.1,5,0.09583333333333333,-0.5639428357721084
1.3,0.1,5,0.1,-0.5636700969195481
1.3,0.1,5,0.10416666666666667,-0.5633947417489882
1.3,0.1,5,0.10833333333333334,-0.5631169524336466
1.3,0.1,5,0.1125,-0.5628369121940082
1.3,0.1,5,0.11666666666666667,-0.5625548051948766
1.3,0.1,5,0.12083333333333333,-0.5622708164429859
1.3,0.1,5,0.125,-0.5619851316854918
1.3,0.1,5,0.12916666666666665,-0.5616979373092708
1.3,0.1,5,0.13333333333333333,-0.561409420241012
1.3,0.1,5,0.1375,-0.5611197678480249
1.3,0.1,5,0.14166666666666666,-0.5608291678399517
1.3,0.1,5,0.14583333333333334,-0.5605378081710368
1.3,0.1,5,0.15,-0.5602458769431218
1.3,0.1,5,0.15416666666666667,-0.5599535623093663
1.3,0.1,5,0.15833333333333333,-0.5596610523785497
1.3,0.1,5,0.1625,-0.5593685351201758
1.3,0.1,5,0.16666666666666666,-0.5590761982697741
1.3,0.1,5,0.17083333333333334,-0.5587842292351519
1.3,0.1,5,0.175,-0.5584928150030919
1.3,0.1,5,0.17916666666666667,-0.5582021420462757
1.3,0.1,5,0.18333333333333332,-0.5579123962310293
1.3,0.1,5,0.1875,-0.5576237627254148
1.3,0.1,5,0.19166666666666665,-0.5573364259075726
1.3,0.1,5,0.19583333333333333,-0.5570505692747139
1.3,0.1,5,0.2,-0.5567663753522591
1.3,0.1,5,0.20416666666666666,-0.5564840256035204
1.3,0.1,5,0.20833333333333334,-0.5562037003396396
1.3,0.1,5,0.2125,-0.5559255786297692
1.3,0.1,5,0.21666666666666667,-0.5556498382116715
1.3,0.1,5,0.22083333333333333,-0.5553766554025383
1.3,0.1,5,0.225,-0.555106205010067
1.3,0.1,5,0.22916666666666666,-0.5548386602439548
1.3,0.1,5,0.23333333333333334,-0.5545741926273005
1.3,0.1,5,0.2375,-0.5543129719087991
1.3,0.1,5,0.24166666666666667,-0.5540551659745656
1.3,0.1,5,0.24583333333333332,-0.5538009407606843
1.3,0.1,5,0.25,-0.5535504601659751
1.3,0.1,5,0.25416666666666665,-0.553303885964568
1.3,0.1,5,0.2583333333333333,-0.5530613777195015
1.3,0.1,5,0.2625,-0.5528230926957729
1.3,0.1,5,0.26666666666666666,-0.5525891857744556
1.3,0.1,5,0.2708333333333333,-0.5523598093665596
1.3,0.1,5,0.275,-0.5521351133275951
1.3,0.1,5,0.2791666666666667,-0.5519152448721263
1.3,0.1,5,0.2833333333333333,-0.5517003484892395
1.3,0.1,5,0.2875,-0.5514905658578435
1.3,0.1,5,0.2916666666666667,-0.5512860357628728
1.3,0.1,5,0.29583333333333334,-0.5510868940116476
1.3,0.1,5,0.3,-0.5508932733510008
1.3,0.1,5,0.30416666666666664,-0.5507053033847864
1.3,0.1,5,0.30833333333333335,-0.5505231104920192
1.3,0.1,5,0.3125,-0.5503468177457433
1.3,0.1,5,0.31666666666666665,-0.5501765448324765
1.3,0.1,5,0.3208333333333333,-0.5500124079724813
1.3,0.1,5,0.325,-0.5498545198407472
1.3,0.1,5,0.32916666666666666,-0.5497029894889174
1.3,0.1,5,0.3333333333333333,-0.5495579222680247
1.3,0.1,5,0.3375,-0.549419419752291
1.3,0.1,5,0.3416666666666667,-0.5492875796638108
1.3,0.1,5,0.3458333333333333,-0.5491624957984751
1.3,0.1,5,0.35,-0.54904425795299
1.3,0.1,5,0.3541666666666667,-0.5489329518530779
1.3,0.1,5,0.35833333333333334,-0.5488286590830933
1.3,0.1,5,0.3625,-0.5487314570168706
1.3,0.1,5,0.36666666666666664,-0.5486414187501358
1.3,0.1,5,0.37083333333333335,-0.5485586130343414
1.3,0.1,5,0.375,-0.5484831042122398
1.3,0.1,5,0.37916666666666665,-0.5484149521549435
1.3,0.1,5,0.3833333333333333,-0.548354212200941
1.3,0.1,5,0.3875,-0.5483009350969308
1.3,0.1,5,0.39166666666666666,-0.548255166940347
1.3,0.1,5,0.3958333333333333,-0.5482169491243196
1.3,0.1,5,0.4,-0.5481863182843449
1.3,0.1,5,0.4041666666666667,-0.5481633062474529
1.3,0.1,5,0.4083333333333333,-0.5481479399834992
1.3,0.1,5,0.4125,-0.5481402415588663
1.3,0.1,5,0.4166666666666667,-0.5481402280925796
1.3,0.1,5,0.42083333333333334,-0.5481479117151489
1.3,0.1,5,0.425,-0.5481632995299037
1.3,0.1,5,0.42916666666666664,-0.548186393577117
1.3,0.1,5,0.43333333333333335,-0.5482171908010152
1.3,0.1,5,0.4375,-0.5482556830196073
1.3,0.1,5,0.44166666666666665,-0.5483018568977531
1.3,0.1,5,0.4458333333333333,-0.5483556939230212
1.3,0.1,5,0.45,-0.5484171703851697
1.3,0.1,5,0.45416666666666666,-0.5484862573584595
1.3,0.1,5,0.4583333333333333,-0.548562920687754
1.3,0.1,5,0.46249999999999997,-0.5486471209779467
1.3,0.1,5,0.4666666666666667,-0.5487388135868647
1.3,0.1,5,0.4708333333333333,-0.5488379486219781
1.3,0.1,5,0.475,-0.5489444709406941
1.3,0.1,5,0.4791666666666667,-0.5490583201547299
1.3,0.1,5,0.48333333333333334,-0.5491794306379996
1.3,0.1,5,0.4875,-0.5493077315388817
1.3,0.1,5,0.49166666666666664,-0.5494431467961922
1.3,0.1,5,0.49583333333333335,-0.5495855951595807
1.3,0.1,5,0.5,-0.5497349902139161
1.3,0.1,5,0.5041666666666667,-0.5498912404079537
1.3,0.1,5,0.5083333333333333,-0.5500542490874816
1.3,0.1,5,0.5125,-0.5502239145326424
1.3,0.1,5,0.5166666666666666,-0.550400129999904
1.3,0.1,5,0.5208333333333334,-0.5505827837682586
1.3,0.1,5,0.525,-0.5507717591901988
1.3,0.1,5,0.5291666666666667,-0.550966934747052
1.3,0.1,5,0.5333333333333333,-0.5511681841091498
1.3,0.1,5,0.5375,-0.5513753762005082
1.3,0.1,5,0.5416666666666666,-0.5515883752679853
1.3,0.1,5,0.5458333333333333,-0.5518070409554969
1.3,0.1,5,0.55,-0.5520312283826598
1.3,0.1,5,0.5541666666666667,-0.552260788228109
1.3,0.1,5,0.5583333333333333,-0.5524955668177007
1.3,0.1,5,0.5625,-0.5527354062173115
1.3,0.1,5,0.5666666666666667,-0.5529801443301006
1.3,0.1,5,0.5708333333333333,-0.553229614998827
1.3,0.1,5,0.575,-0.5534836481124099
1.3,0.1,5,0.5791666666666666,-0.553742069717349
1.3,0.1,5,0.5833333333333334,-0.5540047021334642
1.3,0.1,5,0.5875,-0.5542713640741974
1.3,0.1,5,0.5916666666666667,-0.5545418707715228
1.3,0.1,5,0.5958333333333333,-0.5548160341047952
1.3,0.1,5,0.6,-0.5550936627343619
1.3,0.1,5,0.6041666666666666,-0.5553745622390469
1.3,0.1,5,0.6083333333333333,-0.5556585352577352
1.3,0.1,5,0.6125,-0.5559453816350981
1.3,0.1,5,0.6166666666666667,-0.5562348985712458
1.3,0.1,5,0.6208333333333333,-0.5565268807748502
1.3,0.1,5,0.625,-0.5568211206202305
1.3,0.1,5,0.6291666666666667,-0.5571174083078194
1.3,0.1,5,0.6333333333333333,-0.5574155320278749
1.3,0.1,5,0.6375,-0.5577152781276506
1.3,0.1,5,0.6416666666666666,-0.5580164312812927
1.3,0.1,5,0.6458333333333334,-0.5583187746629541
1.3,0.1,5,0.65,-0.558622090122328
1.3,0.1,5,0.6541666666666667,-0.5589261583628717
1.3,0.1,5,0.6583333333333333,-0.5592307591222276
1.3,0.1,5,0.6625,-0.5595356713548769
1.3,0.1,5,0.6666666666666666,-0.5598406734167396
1.3,0.1,5,0.6708333333333333,-0.56014554325131
1.3,0.1,5,0.675,-0.5604500585774375
1.3,0.1,5,0.6791666666666667,-0.5607539970783133
1.3,0.1,5,0.6833333333333333,-0.5610571365915904
1.3,0.1,5,0.6875,-0.561359255300121
1.3,0.1,5,0.6916666666666667,-0.561660131923448
1.3,0.1,5,0.6958333333333333,-0.5619595459094393
1.3,0.1,5,0.7,-0.5622572776262285
1.3,0.1,5,0.7041666666666666,-0.5625531085537325
1.3,0.1,5,0.7083333333333334,-0.5628468214748805
1.3,0.1,5,0.7125,-0.5631382006662458
1.3,0.1,5,0.7166666666666667,-0.5634270320874535
1.3,0.1,5,0.7208333333333333,-0.5637131035696594
1.3,0.1,5,0.725,-0.5639962050025078
1.3,0.1,5,0.7291666666666666,-0.564276128519313
1.3,0.1,5,0.7333333333333333,-0.5645526686803795
1.3,0.1,5,0.7375,-0.564825622653899
1.3,0.1,5,0.7416666666666667,-0.5650947903947641
1.3,0.1,5,0.7458333333333333,-0.5653599748200868
1.3,0.1,5,0.75,-0.5656209819824225
1.3,0.1,5,0.7541666666666667,-0.5658776212391823
1.3,0.1,5,0.7583333333333333,-0.5661297054188665
1.3,0.1,5,0.7625,-0.56637705098378
1.3,0.1,5,0.7666666666666666,-0.5666194781883833
1.3,0.1,5,0.7708333333333334,-0.5668568112341061
1.3,0.1,5,0.775,-0.5670888784191641
1.3,0.1,5,0.7791666666666667,-0.5673155122844449
1.3,0.1,5,0.7833333333333333,-0.5675365497541867
1.3,0.1,5,0.7875,-0.5677518322720561
1.3,0.1,5,0.7916666666666666,-0.5679612059318675
1.3,0.1,5,0.7958333333333333,-0.568164521603145
1.3,0.1,5,0.8,-0.5683616350513248
1.3,0.1,5,0.8041666666666667,-0.5685524070521577
1.3,0.1,5,0.8083333333333333,-0.568736703500587
1.3,0.1,5,0.8125,-0.5689143955137466
1.3,0.1,5,0.8166666666666667,-0.5690853595277847
1.3,0.1,5,0.8208333333333333,-0.5692494773890155
1.3,0.1,5,0.825,-0.5694066364386128
1.3,0.1,5,0.8291666666666666,-0.5695567295910893
1.3,0.1,5,0.8333333333333334,-0.5696996554066907
1.3,0.1,5,0.8375,-0.5698353181572395
1.3,0.1,5,0.8416666666666667,-0.5699636278857474
1.3,0.1,5,0.8458333333333333,-0.5700845004594424
1.3,0.1,5,0.85,-0.5701978576165816
1.3,0.1,5,0.8541666666666666,-0.570303627006747
1.3,0.1,5,0.8583333333333333,-0.5704017422246688
1.3,0.1,5,0.8624999999999999,-0.5704921428378071
1.3,0.1,5,0.8666666666666667,-0.5705747744075662
1.3,0.1,5,0.8708333333333333,-0.5706495885040654
1.3,0.1,5,0.875,-0.5707165427148508
1.3,0.1,5,0.8791666666666667,-0.5707756006475311
1.3,0.1,5,0.8833333333333333,-0.5708267319259912
1.3,0.1,5,0.8875,-0.5708699121810294
1.3,0.1,5,0.8916666666666666,-0.5709051230349091
1.3,0.1,5,0.8958333333333334,-0.5709323520802512
1.3,0.1,5,0.9,-0.5709515928532207
1.3,0.1,5,0.9041666666666667,-0.5709628448013007
1.3,0.1,5,0.9083333333333333,-0.5709661132457793
1.3,0.1,5,0.9125,-0.5709614093388327
1.3,0.1,5,0.9166666666666666,-0.5709487500158401
1.3,0.1,5,0.9208333333333333,-0.570928157942669
1.3,0.1,5,0.9249999999999999,-0.5708996614582844
1.3,0.1,5,0.9291666666666667,-0.5708632945129084
1.3,0.1,5,0.9333333333333333,-0.5708190966017348
1.3,0.1,5,0.9375,-0.5707671126946705
1.3,0.1,5,0.9416666666666667,-0.5707073931618982
1.3,0.1,5,0.9458333333333333,-0.5706399936958206
1.3,0.1,5,0.95,-0.5705649752294146
1.3,0.1,5,0.9541666666666666,-0.5704824038511207
1.3,0.1,5,0.9583333333333334,-0.5703923507166557
1.3,0.1,5,0.9625,-0.5702948919578015
1.3,0.1,5,0.9666666666666667,-0.5701901085882142
1.3,0.1,5,0.9708333333333333,-0.5700780864071566
1.3,0.1,5,0.975,-0.5699589159000507
1.3,0.1,5,0.9791666666666666,-0.5698326921376538
1.3,0.1,5,0.9833333333333333,-0.5696995146724939
1.3,0.1,5,0.9874999999999999,-0.5695594874338568
1.3,0.1,5,0.9916666666666667,-0.5694127186211073
1.3,0.1,5,0.9958333333333333,-0.5692593205952399
1.3,0.1,15,0.0,-0.5690994531027567
1.3,0.1,15,0.004166666666666667,-0.56893314941812
1.3,0.1,15,0.008333333333333333,-0.5687605774764446
1.3,0.1,15,0.0125,-0.5685818651792314
1.3,0.1,15,0.016666666666666666,-0.5683971440321915
1.3,0.1,15,0.020833333333333332,-0.5682065490305472
1.3,0.1,15,0.025,-0.5680102185457923
1.3,0.1,15,0.029166666666666667,-0.5678082942112006
1.3,0.1,15,0.03333333333333333,-0.5676009208061679
1.3,0.1,15,0.0375,-0.5673882461426771
1.3,0.1,15,0.041666666666666664,-0.5671704209502693
1.3,0.1,15,0.04583333333333333,-0.5669475987611392
1.3,0.1,15,0.05,-0.5667199357966872
1.3,0.1,15,0.05416666666666667,-0.5664875908529332
1.3,0.1,15,0.058333333333333334,-0.5662507251876026
1.3,0.1,15,0.0625,-0.5660095024065708
1.3,0.1,15,0.06666666666666667,-0.5657640883523936
1.3,0.1,15,0.07083333333333333,-0.5655146509915152
1.3,0.1,15,0.075,-0.5652613603034933
1.3,0.1,15,0.07916666666666666,-0.5650043881703741
1.3,0.1,15,0.08333333333333333,-0.5647439082671095
1.3,0.1,15,0.0875,-0.5644800959530354
1.3,0.1,15,0.09166666666666666,-0.5642131281627822
1.3,0.1,15,0.09583333333333333,-0.5639431832994752
1.3,0.1,15,0.1,-0.5636704411285507
1.3,0.1,15,0.10416666666666667,-0.563395082671633
1.3,0.1,15,0.10833333333333334,-0.5631172901009052
1.3,0.1,15,0.1125,-0.5628372466373115
1.3,0.1,15,0.11666666666666667,-0.5625551364448391
1.3,0.1,15,0.12083333333333333,-0.5622711445299942
1.3,0.1,15,0.125,-0.561985456639853
1.3,0.1,15,0.12916666666666665,-0.5616982591610249
1.3,0.1,15,0.13333333333333333,-0.561409739019572
1.3,0.1,15,0.1375,-0.5611200835827095
1.3,0.1,15,0.14166666666666666,-0.5608294805599758
1.3,0.1,15,0.14583333333333334,-0.5605381179050948
1.3,0.1,15,0.15,-0.5602461837197108
1.3,0.1,15,0.15416666666666667,-0.5599538661570147
1.3,0.1,15,0.15833333333333333,-0.5596613533248398
1.3,0.1,15,0.1625,-0.559368833193
1.3,0.1,15,0.16666666666666666,-0.5590764934966685
1.3,0.1,15,0.17083333333333334,-0.558784521642913
1.3,0.1,15,0.175,-0.5584931046189503
1.3,0.1,15,0.17916666666666667,-0.5582024288967808
1.3,0.1,15,0.18333333333333332,-0.5579126803427243
1.3,0.1,15,0.1875,-0.5576240441243954
1.3,0.1,15,0.19166666666666665,-0.5573367046196154
1.3,0.1,15,0.19583333333333333,-0.5570508453255893
1.3,0.1,15,0.2,-0.5567666487672742
1.3,0.1,15,0.20416666666666666,-0.5564842964077936
1.3,0.1,15,0.20833333333333334,-0.5562039685582274
1.3,0.1,15,0.2125,-0.5559258442873354
1.3,0.1,15,0.21666666666666667,-0.5556501013327217
1.3,0.1,15,0.22083333333333333,-0.5553769160112996
1.3,0.1,15,0.225,-0.5551064631304019
1.3,0.1,15,0.22916666666666666,-0.55483891589971
1.3,0.1,15,0.23333333333333334,-0.5545744458420785
1.3,0.1,15,0.2375,-0.5543132227058258
