d,k,ell,q_resonance
3,1,13,0.4515509989000358
3,1,14,0.4407269099130312
3,1,15,0.43087153676228185
3,1,16,0.4218426405428323
3,1,17,0.41352606313046836
3,1,18,0.4058289209506338
3,1,19,0.398674722194179
3,1,20,0.39199979430197357
3,1,21,0.3857506240888055
3,1,22,0.3798818462415228
3,1,23,0.3743547006737681
3,1,24,0.36913583437148095
3,1,25,0.36419636003165745
3,1,26,0.3595111086524104
3,1,27,0.35505803037933525
3,1,28,0.3508177099334382
3,1,29,0.3467729714969451
3,1,30,0.3429085540991762
3,1,31,0.3392108430464489
3,1,32,0.3356676462649422
3,1,33,0.3322680069077215
3,1,34,0.32900204544885175
3,1,35,0.3258608259121072
3,1,36,0.3228362419755249
3,1,37,0.3199209195396843
3,1,38,0.31710813300799756
3,1,39,0.31439173304617757
3,1,40,0.3117660839985248
3,1,41,0.30922600946548984
3,1,42,0.3067667448087671
3,1,43,0.3043838955611099
3,1,44,0.3020734008889367
3,1,45,0.29983150139496245
3,2,3,0.8834832532193753
3,2,4,0.8075073249667646
3,2,5,0.7524042855760487
3,2,6,0.7098265258090348
3,2,7,0.67550729294214
3,2,8,0.6469949439661565
3,2,9,0.6227615024315969
3,2,10,0.6017957440174121
3,2,11,0.583396739201159
3,2,12,0.5670604194594897
3,2,13,0.5524132415039411
3,2,14,0.5391713926359198
3,2,15,0.5271146401501577
3,2,16,0.5160689734592665
3,2,17,0.5058947351168118
3,2,18,0.4964782942890053
3,2,19,0.48772607331054707
3,2,20,0.4795601771820468
3,2,21,0.4719151395615447
3,2,22,0.4647354619566201
3,2,23,0.45797372650085716
3,2,24,0.4515891301694462
3,2,25,0.4455463331475499
3,2,26,0.4398145444725709
3,2,27,0.4343667890485046
3,2,28,0.42917931483575905
3,2,29,0.42423110948092296
3,2,30,0.4195035031940895
3,2,31,0.414979840188675
3,2,32,0.41064520506633806
3,2,33,0.4064861935663272
3,2,34,0.40249071938840253
3,2,35,0.398647850541261
3,2,36,0.3949476700064416
3,2,37,0.3913811565434332
3,2,38,0.3879400822696241
3,2,39,0.38461692428351507
3,2,40,0.38140478810177963
3,2,41,0.3782973410805715
3,2,42,0.37528875431175557
3,2,43,0.3723736517427876
3,2,44,0.3695470654780203
3,2,45,0.3668043963894585
3,3,4,0.9140041104619046
3,3,5,0.8516338966633715
3,3,6,0.8034408385472586
3,3,7,0.7645954696714625
3,3,8,0.732322816090214
3,3,9,0.7048933866740321
3,3,10,0.6811625934328627
3,3,11,0.6603370658982909
3,3,12,0.6418462572925357
3,3,13,0.6252673601802534
3,3,14,0.6102791316883509
3,3,15,0.5966322940807022
3,3,16,0.5841298876676306
3,3,17,0.5726138365083356
3,3,18,0.5619555237519892
3,3,19,0.552049030395646
3,3,20,0.5428061883850656
3,3,21,0.5341528974566366
3,3,22,0.5260263397898532
3,3,23,0.5183728438903855
3,3,24,0.5111462254930975
3,3,25,0.5043064840493559
3,3,26,0.49781876778071965
3,3,27,0.491652544024678
3,3,28,0.48578092824266667
3,3,29,0.48018013690134237
3,3,30,0.47482903797603027
3,3,31,0.46970877905891956
3,3,32,0.4648024776587043
3,3,33,0.460094961715583
3,3,34,0.4555725509473366
3,3,35,0.4512228716148328
3,3,36,0.447034698809818
3,3,37,0.44299782154020123
3,3,38,0.4391029268025025
3,3,39,0.43534149954963763
3,3,40,0.4317057360306003
3,3,41,0.428188468431147
3,3,42,0.42478309910710743
3,3,43,0.4214835429940227
3,3,44,0.41828417701343695
3,3,45,0.4151797954888663
3,4,5,0.9317615609332289
3,4,6,0.8790341633597564
3,4,7,0.8365339509086713
3,4,8,0.8012248607067255
3,4,9,0.7712146790213061
3,4,10,0.7452511270311769
3,4,11,0.7224661884338578
3,4,12,0.7022356354263768
3,4,13,0.6840968798972534
3,4,14,0.6676984542005375
3,4,15,0.6527676268098902
3,4,16,0.6390889066925887
3,4,17,0.6264893450194194
3,4,18,0.6148282237680498
3,4,19,0.6039896583360664
3,4,20,0.5938771852029757
3,4,21,0.5844097322348968
3,4,22,0.5755185712720905
3,4,23,0.5671449810312327
3,4,24,0.5592384319090018
3,4,25,0.5517551598258105
3,4,26,0.5446570339045195
3,4,27,0.537910648756508
3,4,28,0.5314865903580791
3,4,29,0.5253588374549834
3,4,30,0.519504269774092
3,4,31,0.5139022611414141
3,4,32,0.508534340642965
3,4,33,0.5033839087256049
3,4,34,0.49843599797062926
3,4,35,0.4936770704311178
3,4,36,0.4890948450810608
3,4,37,0.48467815020692434
3,4,38,0.4804167965728248
3,4,39,0.4763014679765848
3,4,40,0.4723236264358066
3,4,41,0.4684754297382274
3,4,42,0.46474965948723956
3,4,43,0.46113965809302565
3,4,44,0.45763927341864064
3,4,45,0.4542428100012039
3,5,6,0.9434110616017878
3,5,7,0.8977983059000846
3,5,8,0.8599033210859642
3,5,9,0.82769531536467
3,5,10,0.7998302980912328
3,5,11,0.7753766829683915
3,5,12,0.7536645262797012
3,5,13,0.7341973618358748
3,5,14,0.7165979819255343
3,5,15,0.7005736812710911
3,5,16,0.6858931871502548
3,5,17,0.6723708846627495
3,5,18,0.6598557501688022
3,5,19,0.6482234121475515
3,5,20,0.6373703424813569
3,5,21,0.6272095316419436
3,5,22,0.6176672180977992
3,5,23,0.6086803800568834
3,5,24,0.6001947873325905
3,5,25,0.5921634707415773
3,5,26,0.5845455068558577
3,5,27,0.5773050438115844
3,5,28,0.5704105134212185
3,5,29,0.563833988739348
3,5,30,0.5575506562577766
3,5,31,0.5515383792251556
3,5,32,0.5457773339926469
3,5,33,0.540249705323139
3,5,34,0.5349394296448635
3,5,35,0.5298319775465553
3,5,36,0.5249141685896506
3,5,37,0.5201740128896098
3,5,38,0.5156005749922239
3,5,39,0.5111838564144385
3,5,40,0.5069146938866411
3,5,41,0.5027846708647373
3,5,42,0.4987860403060178
3,5,43,0.4949116570457788
3,5,44,0.49115491838950803
3,5,45,0.48750971176171487
3,6,7,0.9516512392548601
3,6,8,0.9114831870064801
3,6,9,0.8773432378027796
3,6,10,0.8478067839624716
3,6,11,0.8218863595386553
3,6,12,0.7988718353588922
3,6,13,0.7782369655379113
3,6,14,0.7595819161891585
3,6,15,0.742596424597364
3,6,16,0.7270353455318813
3,6,17,0.7127019302923502
3,6,18,0.6994360963379569
3,6,19,0.6871060119296816
3,6,20,0.6756019389884892
3,6,21,0.6648316488647318
3,6,22,0.6547169555645039
3,6,23,0.6451910570387253
3,6,24,0.6361964701935323
3,6,25,0.6276834084774898
3,6,26,0.6196084937390669
3,6,27,0.6119337236001837
3,6,28,0.6046256363082457
3,6,29,0.5976546297666173
3,6,30,0.5909944020702163
3,6,31,0.5846214886316004
3,6,32,0.5785148767134327
3,6,33,0.5726556824613293
3,6,34,0.5670268787569724
3,6,35,0.561613064666605
3,6,36,0.5564002691450484
3,6,37,0.5513757831145448
3,6,38,0.5465280151759107
3,6,39,0.5418463671037688
3,6,40,0.5373211259850681
3,6,41,0.5329433704233605
3,6,42,0.5287048886825058
3,6,43,0.5245981070070176
3,6,44,0.5206160266507704
3,6,45,0.516752168385632
3,7,8,0.9577912048117213
3,7,9,0.9219167712004837
3,7,10,0.8908797141128105
3,7,11,0.8636423992703354
3,7,12,0.8394586192988162
3,7,13,0.8177753923246802
3,7,14,0.7981725708505447
3,7,15,0.7803241292249192
3,7,16,0.7639724675829223
3,7,17,0.7489108413817582
3,7,18,0.73497103506702
3,7,19,0.7220145191716278
3,7,20,0.7099259803596571
3,7,21,0.69860850429333
3,7,22,0.6879799327295
3,7,23,0.6779700697325922
3,7,24,0.6685185117729391
3,7,25,0.6595729428871064
3,7,26,0.6510877810911258
3,7,27,0.6430230932913259
3,7,28,0.6353437177065683
3,7,29,0.6280185483019799
3,7,30,0.6210199469008868
3,7,31,0.6143232567945344
3,7,32,0.6079063976908264
3,7,33,0.6017495263387844
3,7,34,0.5958347505552062
3,7,35,0.5901458869599604
3,7,36,0.5846682547071635
3,7,37,0.5793884990327657
3,7,38,0.5742944396350919
3,7,39,0.5693749398445934
3,7,40,0.5646197932824517
3,7,41,0.5600196252995514
3,7,42,0.5555658069614663
3,7,43,0.5512503797271112
3,7,44,0.5470659892781847
3,7,45,0.5430058272085552
3,8,9,0.9625446199223664
3,8,10,0.9301397941819022
3,8,11,0.9017021611094317
3,8,12,0.8764526288000666
3,8,13,0.8538138460829102
3,8,14,0.83334715002676
3,8,15,0.8147121473915729
3,8,16,0.7976398861723738
3,8,17,0.781914510823866
3,8,18,0.7673603927188888
3,8,19,0.7538328975505246
3,8,20,0.7412116302521399
3,8,21,0.7293954055786717
3,8,22,0.7182984446643987
3,8,23,0.7078474581167874
3,8,24,0.6979793804896692
3,8,25,0.6886395903131753
3,8,26,0.6797804968559028
3,8,27,0.6713604072170706
3,8,28,0.6633426100748769
3,8,29,0.6556946285860218
3,8,30,0.6483876065900651
3,8,31,0.641395800784468
3,8,32,0.6346961578231721
3,8,33,0.6282679599851555
3,8,34,0.6220925265985638
3,8,35,0.6161529610996678
3,8,36,0.6104339356740024
3,8,37,0.6049215070278908
3,8,38,0.5996029580872841
3,8,39,0.5944666614019689
3,8,40,0.589501960809342
3,8,41,0.5846990685299076
3,8,42,0.5800489753616783
3,8,43,0.5755433720394977
3,8,44,0.5711745801484205
3,8,45,0.5669354912434147
3,9,10,0.9663342092722124
3,9,11,0.9367899860914064
3,9,12,0.9105579218454897
3,9,13,0.8870381989686611
3,9,14,0.8657750848931796
3,9,15,0.8464149406988355
3,9,16,0.828678348684456
3,9,17,0.8123410537445329
3,9,18,0.7972205930367985
3,9,19,0.7831667041173891
3,9,20,0.7700543070012921
3,9,21,0.7577782790344834
3,9,22,0.7462495034488197
3,9,23,0.7353918389506748
3,9,24,0.7251397660359521
3,9,25,0.7154365377562625
3,9,26,0.7062327114879415
3,9,27,0.6974849719395023
3,9,28,0.6891551792460059
3,9,29,0.6812095927967542
3,9,30,0.6736182335550953
3,9,31,0.6663543564725337
3,9,32,0.659394011130999
3,9,33,0.6527156736233466
3,9,34,0.6462999363590421
3,9,35,0.640129245280456
3,9,36,0.6341876761237694
3,9,37,0.6284607430216383
3,9,38,0.62293523404208
3,9,39,0.6175990692773446
3,9,40,0.6124411779028883
3,9,41,0.6074513912685588
3,9,42,0.6026203495984029
3,9,43,0.597939420289854
3,9,44,0.5934006261387532
3,9,45,0.5889965820900236
3,10,11,0.9694264956188843
3,10,12,0.9422805413577044
3,10,13,0.9179414228093276
3,10,14,0.8959375302932013
3,10,15,0.8759029045823667
3,10,16,0.8575483934368515
3,10,17,0.8406419290033639
3,10,18,0.8249946916783785
3,10,19,0.8104511840755647
3,10,20,0.796881968590611
3,10,21,0.7841782602368994
3,10,22,0.7722478375373382
3,10,23,0.7610119065375217
3,10,24,0.7504026651215069
3,10,25,0.74036138935316
3,10,26,0.7308369140939712
3,10,27,0.7217844150056615
3,10,28,0.7131644234814352
3,10,29,0.7049420234328683
3,10,30,0.6970861913937891
3,10,31,0.6895692505540022
3,10,32,0.6823664160949211
3,10,33,0.6754554142452793
3,10,34,0.6688161612800588
3,10,35,0.6624304915817528
3,10,36,0.6562819261065002
3,10,37,0.6503554743187235
3,10,38,0.6446374640004094
3,10,39,0.6391153943959874
3,10,40,0.6337778089882008
3,10,41,0.6286141848647337
3,10,42,0.6236148361675636
3,10,43,0.6187708295458026
3,10,44,0.6140739098801735
3,10,45,0.609516434830163
3,11,12,0.9719979241501443
3,11,13,0.9468912052205788
3,11,14,0.9241933600352367
3,11,15,0.9035268878463943
3,11,16,0.8845935172108025
3,11,17,0.8671538613834728
3,11,18,0.8510131458205088
3,11,19,0.8360109691020675
3,11,20,0.8220138114565143
3,11,21,0.8089094570664463
3,11,22,0.7966027759993637
3,11,23,0.785012489318945
3,11,24,0.7740686565848893
3,11,25,0.7637107018418261
3,11,26,0.7538858463192747
3,11,27,0.7445478520213876
3,11,28,0.7356560055913772
3,11,29,0.727174289766891
3,11,30,0.7190707026722718
3,11,31,0.7113166946337478
3,11,32,0.7038866991759872
3,11,33,0.6967577400636928
3,11,34,0.6899091001768886
3,11,35,0.6833220409958524
3,11,36,0.6769795637652014
3,11,37,0.6708662051819978
3,11,38,0.6649678618376025
3,11,39,0.6592716387310774
3,11,40,0.6537657180326967
3,11,41,0.64843924496145
3,11,42,0.6432822281894063
3,11,43,0.6382854526281312
3,11,44,0.6334404028106816
3,11,45,0.6287391953745253
3,12,13,0.974169987089718
3,12,14,0.9508182446411035
3,12,15,0.9295563965698621
3,12,16,0.9100775785958979
3,12,17,0.8921355075337833
3,12,18,0.8755297976223384
3,12,19,0.8600954264722577
3,12,20,0.845695027769975
3,12,21,0.832213152897119
3,12,22,0.819551931343747
3,12,23,0.8076277426264177
3,12,24,0.7963686314059649
3,12,25,0.7857122766075535
3,12,26,0.7756043789686345
3,12,27,0.7659973684330394
3,12,28,0.7568493587417792
3,12,29,0.7481232950190586
3,12,30,0.7397862534541761
3,12,31,0.7318088618920454
3,12,32,0.724164817318332
3,12,33,0.7168304815803956
3,12,34,0.7097845407232767
3,12,35,0.7030077163933324
3,12,36,0.6964825201217493
3,12,37,0.6901930431266736
3,12,38,0.6841247756974479
3,12,39,0.6782644513438691
3,12,40,0.6725999117789367
3,12,41,0.6671199895086254
3,12,42,0.6618144053670207
3,12,43,0.6566736787902187
3,12,44,0.6516890489910492
3,12,45,0.6468524054969114
4,1,2,0.8596705423332046
4,1,3,0.7833949842770834
4,1,4,0.732304829462891
4,1,5,0.6944971866364984
4,1,6,0.6648079646929489
4,1,7,0.6405522734940496
4,1,8,0.6201656539982214
4,1,9,0.602661382680626
4,1,10,0.587379627324451
4,1,11,0.5738587967650757
4,1,12,0.5617641836336956
4,1,13,0.5508458799873018
4,1,14,0.5409126975970293
4,1,15,0.531815332693645
4,1,16,0.5234351190881122
4,1,17,0.5156762917303028
4,1,18,0.5084605290305306
4,1,19,0.5017230170758618
4,1,20,0.49540955585192226
4,1,21,0.4894743947289656
4,1,22,0.4838785883909853
4,1,23,0.47858873072568353
4,1,24,0.47357596755224574
4,1,25,0.468815218010306
4,1,26,0.4642845541316409
4,1,27,0.4599647017559769
4,1,28,0.45583863554819903
4,1,29,0.4518912477240358
4,1,30,0.44810907504668157
4,1,31,0.444480072286238
4,1,32,0.4409934230226859
4,1,33,0.43763938068633246
4,1,34,0.43440913425205424
4,1,35,0.431294694165511
4,1,36,0.4282887949739021
4,1,37,0.4253848118279471
4,1,38,0.42257668856454783
4,1,39,0.4198588755070854
4,1,40,0.4172262754592786
4,1,41,0.4146741966390386
4,1,42,0.4121983115159261
4,1,43,0.40979462069117617
4,1,44,0.4074594211016143
4,1,45,0.4051892779449648
4,2,3,0.9112735003701486
4,2,4,0.8518435765815188
4,2,5,0.807864353187659
4,2,6,0.7733287718439376
4,2,7,0.74511367082039
4,2,8,0.7213992145351978
4,2,9,0.7010376103442625
4,2,10,0.6832613174464051
4,2,11,0.6675333962329145
4,2,12,0.653464502935077
4,2,13,0.6407639355563683
4,2,14,0.6292092970045888
4,2,15,0.6186269117123193
4,2,16,0.6088787428582507
4,2,17,0.599853393057673
4,2,18,0.5914597557926482
4,2,19,0.5836224371654647
4,2,20,0.5762783897507373
4,2,21,0.5693743947541795
4,2,22,0.5628651495696313
4,2,23,0.5567117949938833
4,2,24,0.5508807667957636
4,2,25,0.5453428900075016
4,2,26,0.5400726572199867
4,2,27,0.5350476480299083
4,2,28,0.5302480579490624
4,2,29,0.5256563130540359
4,2,30,0.5212567524187613
4,2,31,0.5170353645943115
4,2,32,0.5129795675280435
4,2,33,0.5090780236560732
4,2,34,0.5053204836739411
4,2,35,0.50169765384184
4,2,36,0.49820108272117475
4,2,37,0.494823064046633
4,2,38,0.4915565530693256
4,2,39,0.48839509420383265
4,2,40,0.4853327582062984
4,2,41,0.48236408742538095
4,2,42,0.47948404792048793
4,2,43,0.4766879874457086
4,2,44,0.47397159846345505
4,2,45,0.47133088548696034
4,3,4,0.9347836585125211
4,3,5,0.886522380887312
4,3,6,0.8486242292021225
4,3,7,0.8176619538675639
4,3,8,0.7916385303009184
4,3,9,0.7692944105798195
4,3,10,0.7497873219937509
4,3,11,0.7325280455996693
4,3,12,0.717089329021032
4,3,13,0.7031521659480908
4,3,14,0.690472505509061
4,3,15,0.6788597621471931
4,3,16,0.6681624590322568
4,3,17,0.6582583525297505
4,3,18,0.6490474655000986
4,3,19,0.6404470632893462
4,3,20,0.632387959834956
4,3,21,0.6248117546739878
4,3,22,0.6176687342943716
4,3,23,0.6109162559514278
4,3,24,0.6045174874195313
4,3,25,0.5984404130988004
4,3,26,0.5926570420412922
4,3,27,0.5871427708723871
4,3,28,0.581875866832166
4,3,29,0.5768370449053115
4,3,30,0.5720091193335841
4,3,31,0.5673767144378694
4,3,32,0.5629260231090635
4,3,33,0.5586446038969548
4,3,34,0.5545212095695593
4,3,35,0.5505456414984703
4,3,36,0.5467086253674789
4,3,37,0.5430017045877463
4,3,38,0.5394171484956614
4,3,39,0.535947872955213
4,3,40,0.5325873714194058
4,3,41,0.5293296548505474
4,3,42,0.526169199176457
4,3,43,0.5231008991834871
4,3,44,0.5201200279289734
4,3,45,0.5172222009040219
4,4,5,0.9483717144756199
4,4,6,0.907829551227393
4,4,7,0.8747071543469987
4,4,8,0.8468681743544992
4,4,9,0.8229651894043194
4,4,10,0.8020971645854973
4,4,11,0.7836337733645323
4,4,12,0.7671179555728473
4,4,13,0.7522084490297841
4,4,14,0.7386441763517547
4,4,15,0.7262212555442314
4,4,16,0.7147776418080237
4,4,17,0.7041825630298322
4,4,18,0.6943290670409221
4,4,19,0.6851286471015772
4,4,20,0.6765072902977854
4,4,21,0.668402521785867
4,4,22,0.6607611597289151
4,4,23,0.6535375863582716
4,4,24,0.646692399802402
4,4,25,0.6401913508533851
4,4,26,0.6340044957400737
4,4,27,0.6281055146028984
4,4,28,0.622471158468986
4,4,29,0.6170807968800035
4,4,30,0.6119160450919696
4,4,31,0.6069604547224439
4,4,32,0.6021992553922286
4,4,33,0.5976191376579055
4,4,34,0.5932080696103993
4,4,35,0.5889551411013417
4,4,36,0.5848504307803494
4,4,37,0.5808848920741729
4,4,38,0.577050254979865
4,4,39,0.5733389411278782
4,4,40,0.5697439900338951
4,4,41,0.5662589948275794
4,4,42,0.5628780460430023
4,4,43,0.5595956822949536
4,4,44,0.5564068468597502
4,4,45,0.5533068493377967
4,5,6,0.9572507671523672
4,5,7,0.9223252243774982
4,5,8,0.8929707217414802
4,5,9,0.8677664852745623
4,5,10,0.8457624287424031
4,5,11,0.826293911346591
4,5,12,0.8088789910789436
4,5,13,0.7931578278309368
4,5,14,0.7788551314609492
4,5,15,0.7657559208688322
4,5,16,0.7536893297194587
4,5,17,0.7425174668133091
4,5,18,0.7321275576263208
4,5,19,0.722426277211782
4,5,20,0.7133355834761947
4,5,21,0.7047896005159164
4,5,22,0.6967322513348763
4,5,23,0.6891154347845877
4,5,24,0.6818976040001103
4,5,25,0.6750426452853079
4,5,26,0.6685189847639349
4,5,27,0.6622988697529795
4,5,28,0.6563577856317309
4,5,29,0.650673978842994
4,5,30,0.6452280637980798
4,5,31,0.640002696683176
4,5,32,0.634982303036316
4,5,33,0.6301528488630063
4,5,34,0.6255016472506246
4,5,35,0.6210171941146418
4,5,36,0.6166890279975598
4,5,37,0.6125076098408943
4,5,38,0.6084642194320732
4,5,39,0.6045508658436662
4,5,40,0.6007602096704474
4,5,41,0.597085495259292
4,5,42,0.5935204914396173
4,5,43,0.5900594395145674
4,5,44,0.5866970074781305
4,5,45,0.5834282495906522
4,6,7,0.9635147403655098
4,6,8,0.9328493142898098
4,6,9,0.9065194983922519
4,6,10,0.883532777161809
4,6,11,0.8631948280434947
4,6,12,0.8450021862977446
4,6,13,0.8285789419531366
4,6,14,0.8136375108665517
4,6,15,0.7999533112381882
4,6,16,0.7873478461255624
4,6,17,0.7756770663367056
4,6,18,0.7648231610242071
4,6,19,0.7546886375038989
4,6,20,0.7451919684517232
4,6,21,0.7362643360553546
4,6,22,0.7278471590130116
4,6,23,0.7198901880586323
4,6,24,0.7123500209131424
4,6,25,0.7051889311025855
4,6,26,0.6983739347137295
4,6,27,0.6918760396747327
4,6,28,0.6856696365825501
4,6,29,0.6797320004021737
4,6,30,0.6740428798166508
4,6,31,0.6685841564661872
4,6,32,0.6633395603591559
4,6,33,0.6582944307661274
4,6,34,0.6534355141979871
4,6,35,0.648750792816856
4,6,36,0.6442293379738816
4,6,37,0.6398611846120362
4,6,38,0.6356372230885063
4,6,39,0.6315491056142856
4,6,40,0.6275891650184735
4,6,41,0.6237503439516731
4,6,42,0.6200261329695499
4,6,43,0.6164105162013901
4,6,44,0.61289792352263
4,6,45,0.6094831883250786
4,7,8,0.9681733711058048
4,7,9,0.9408465282517249
4,7,10,0.9169893724995224
4,7,11,0.8958812894923033
4,7,12,0.8769997498711776
4,7,13,0.8599546091415423
4,7,14,0.8444473932572095
4,7,15,0.8302450162150354
4,7,16,0.8171622219571666
4,7,17,0.8050495066037622
4,7,18,0.7937845981827648
4,7,19,0.7832663122700203
4,7,20,0.77341003435924
4,7,21,0.76414434072493
4,7,22,0.7554084317764587
4,7,23,0.7471501554667878
4,7,24,0.7393244660096348
4,7,25,0.7318922083486463
4,7,26,0.7248191495739869
4,7,27,0.7180751997756352
4,7,28,0.7116337798033489
4,7,29,0.705471304096829
4,7,30,0.6995667544857199
4,7,31,0.6939013265251754
4,7,32,0.6884581341303795
4,7,33,0.68322196141639
4,7,34,0.6781790530263252
4,7,35,0.6733169360447481
4,7,36,0.6686242679893957
4,7,37,0.6640907064580087
4,7,38,0.6597067968543762
4,7,39,0.6554638752850912
4,7,40,0.651353984247711
4,7,41,0.6473697991533094
4,7,42,0.6435045640654575
4,7,43,0.6397520353114209
4,7,44,0.6361064318436134
4,7,45,0.6325623914107125
4,8,9,0.9717748456323805
4,8,10,0.947133436909319
4,8,11,0.9253314708181525
4,8,12,0.9058292409648773
4,8,13,0.888223777689052
4,8,14,0.8722067952485815
4,8,15,0.8575375454364814
4,8,16,0.8440246822982128
4,8,17,0.8315137873336367
4,8,18,0.8198785691411232
4,8,19,0.8090145170749823
4,8,20,0.7988342351080008
4,8,21,0.789263951612466
4,8,22,0.7802408683412401
4,8,23,0.7717111188602781
4,8,24,0.7636281765994153
4,8,25,0.7559515993635638
4,8,26,0.7486460289091927
4,8,27,0.7416803861848436
4,8,28,0.7350272183075561
4,8,29,0.72866216439218
4,8,30,0.7225635153409619
4,8,31,0.7167118485531492
4,8,32,0.7110897228500026
4,8,33,0.7056814221569058
4,8,34,0.7004727389390385
4,8,35,0.6954507902605452
4,8,36,0.6906038607793175
4,8,37,0.6859212681087414
4,8,38,0.6813932468529766
4,8,39,0.6770108483116504
4,8,40,0.6727658533964461
4,8,41,0.6686506967382425
4,8,42,0.6646584003136495
4,8,43,0.6607825152025453
4,8,44,0.6570170703177685
4,8,45,0.6533565271354528
4,9,10,0.9746428827276074
4,9,11,0.9522076795638755
4,9,12,0.932139008368148
4,9,13,0.9140221952452805
4,9,14,0.8975400003083993
4,9,15,0.8824446828302502
4,9,16,0.868539339222107
4,9,17,0.8556650659058074
4,9,18,0.8436919033519424
4,9,19,0.8325123054080679
4,9,20,0.8220363376334988
4,9,21,0.81218808570709
4,9,22,0.8029029274095892
4,9,23,0.7941254317589262
4,9,24,0.7858077208229092
4,9,25,0.7779081777648091
4,9,26,0.7703904173625865
4,9,27,0.7632224578752052
4,9,28,0.7563760490520195
4,9,29,0.7498261224471237
4,9,30,0.7435503384230482
4,9,31,0.7375287102505215
4,9,32,0.7317432901725939
4,9,33,0.726177905642006
4,9,34,0.7208179364667618
4,9,35,0.7156501255267439
4,9,36,0.7106624172082869
4,9,37,0.7058438188553642
4,9,38,0.7011842814366752
4,9,39,0.6966745963372688
4,9,40,0.6923063057457977
4,9,41,0.6880716245573525
4,9,42,0.6839633720721845
4,9,43,0.6799749120615921
4,9,44,0.6761001000084704
4,9,45,0.6723332365227898
4,10,11,0.976981103990679
4,10,12,0.9563903096070335
4,10,13,0.937802154454075
4,10,14,0.9208911450690225
4,10,15,0.9054030952964701
4,10,16,0.891135978740683
4,10,17,0.8779267576562688
4,10,18,0.865642091378958
4,10,19,0.8541716357464418
4,10,20,0.8434231165090661
4,10,21,0.8333186442957692
4,10,22,0.823791915622067
4,10,23,0.8147860573675045
4,10,24,0.8062519459679123
4,10,25,0.7981468818484344
4,10,26,0.7904335331589292
4,10,27,0.7830790860948709
4,10,28,0.7760545554236721
4,10,29,0.7693342204979551
4,10,30,0.7628951604737211
4,10,31,0.7567168686303798
4,10,32,0.7507809302672568
4,10,33,0.7450707520786953
4,10,34,0.7395713335016633
4,10,35,0.7342690725078156
4,10,36,0.7291515998346468
4,10,37,0.7242076368320776
4,10,38,0.7194268730248777
4,10,39,0.7147998602191353
4,10,40,0.7103179205580709
4,10,41,0.7059730663930313
4,10,42,0.7017579302052301
4,10,43,0.697665703112338
4,10,44,0.6936900807363989
4,10,45,0.6898252154073269
4,11,12,0.9789240607627536
4,11,13,0.9598979454397127
4,11,14,0.9425884915352554
4,11,15,0.9267355239504288
4,11,16,0.912132256295087
4,11,17,0.8986118094507638
4,11,18,0.8860377010804672
4,11,19,0.8742969871754974
4,11,20,0.8632952193895379
4,11,21,0.8529526731805854
4,11,22,0.8432014828711841
4,11,23,0.8339834353390709
4,11,24,0.8252482496075016
4,11,25,0.8169522200462634
4,11,26,0.8090571352201613
4,11,27,0.8015294081904188
4,11,28,0.7943393707961379
4,11,29,0.7874606963793387
4,11,30,0.7808699240522872
4,11,31,0.7745460639304231
4,11,32,0.7684702674397066
4,11,33,0.7626255503154581
4,11,34,0.7569965585626305
4,11,35,0.7515693696720883
4,11,36,0.7463313229460408
4,11,37,0.7412708739953142
4,11,38,0.7363774694169946
4,11,39,0.7316414384059111
4,11,40,0.7270538986441315
4,11,41,0.7226066742840164
4,11,42,0.7182922242188272
4,11,43,0.7141035791404562
4,11,44,0.7100342861319222
4,11,45,0.7060783597447227
4,12,13,0.980564258162971
4,12,14,0.9628821369461625
4,12,15,0.9466878597593558
4,12,16,0.9317701881639071
4,12,17,0.917958650184354
4,12,18,0.9051138250602282
4,12,19,0.8931203371324499
4,12,20,0.8818817046103448
4,12,21,0.8713164865066098
4,12,22,0.8613553560162596
4,12,23,0.8519388467060984
4,12,24,0.8430155950651457
4,12,25,0.8345409544941762
4,12,26,0.8264758908773412
4,12,27,0.8187860941592209
4,12,28,0.8114412574323775
4,12,29,0.8044144872338397
4,12,30,0.7976818175700497
4,12,31,0.791221806650575
4,12,32,0.7850152000972714
4,12,33,0.7790446479793733
4,12,34,0.7732944657349593
4,12,35,0.7677504311074793
4,12,36,0.7623996108181442
4,12,37,0.7572302119305702
4,12,38,0.7522314538302668
4,12,39,0.7473934575025504
4,12,40,0.7427071493958672
4,12,41,0.7381641776390488
4,12,42,0.7337568387676073
4,12,43,0.7294780134263368
4,12,44,0.7253211097689036
4,12,45,0.7212800134819075
