a,support_halfwidth_b,central_half_gap_b1,Cantor_dimension,mean_local_degree,variance_local_degree,variance_Xa
2.05,0.9523809523809526,0.02322880371660852,0.9656014993512615,40.00000000000014,1640.0000000000116,0.10408534998698935
2.2,0.8333333333333333,0.07575757575757582,0.8791181557867741,9.999999999999991,109.99999999999982,0.08680555555555554
2.5,0.6666666666666666,0.13333333333333333,0.75647079736603,4.0,20.0,0.06349206349206349
3.0,0.5,0.16666666666666666,0.6309297535714574,2.0,6.0,0.041666666666666664
4.0,0.3333333333333333,0.16666666666666666,0.5,1.0,2.0,0.022222222222222223
8.0,0.14285714285714285,0.10714285714285714,0.33333333333333337,0.3333333333333333,0.4444444444444444,0.005291005291005291
