a,A_a,B_a,B_a/A_a
2.0,0.12112420800258042,2.128936827211876,17.576476761495282
3.0,0.35792312728995995,1.6914596816817151,4.725762468853914
4.0,0.5078048710711284,1.5078201298601945,2.9692904021966218
10.0,0.8001999980000003,1.2002000020000008,1.4998750374903154
