m,family,n,cells
6,78274232814927936,9,26
6,78274232819122176,9,27
6,78274232819122304,10,30
6,78274232819138560,10,30
6,78274232819138592,11,32
6,78274232819138600,12,34
6,78274232819138688,11,33
6,78274232819154944,10,31
6,78274232848482400,10,28
6,78274232850579520,10,29
6,78274232850595840,10,30
6,78274232850595968,11,33
6,78274232852676640,10,29
6,78274232852693024,11,32
6,78274232882036832,11,31
6,78274232915591264,10,29
6,78274232917688384,10,30
6,78274232917704704,10,31
6,78274232917704832,11,34
6,78274232919801888,11,33
6,78274233049809024,9,27
6,78274233050341440,11,32
6,78274233051922432,10,30
6,78274233051922440,11,32
6,78274233054035968,10,31
6,78274233058197504,9,28
6,78274233058230272,10,32
6,78274233083363392,10,29
6,78274233116917856,11,31
6,78274233116917864,12,33
6,78274233116917888,10,30
6,78274233150472192,10,30
6,78274233150472256,11,32
6,78274233150472288,12,34
6,78274233150472296,13,36
6,78274233150472320,11,33
6,78274233184026624,9,28
6,78274233184026688,10,30
6,78274233184026720,11,32
6,78274233184026752,10,31
6,78274233186123840,11,33
6,78274233186140160,11,34
6,78274233186140288,12,37
6,78274233188220928,10,31
6,78274233188221056,11,34
6,78274233188237312,11,34
6,78274233188237344,12,36
6,78274233188237440,12,37
6,78274233188253696,11,35
6,78274233192415232,10,32
6,78274233192448000,11,36
6,78274233318244416,9,27
6,78274233322438656,9,28
6,78274233322455040,10,31
6,78274233322471424,10,32
6,78274233452462144,10,31
6,78274233456656384,10,32
6,78274233456656512,11,35
6,78274233456672768,11,35
6,78274233456672896,12,38
6,78274233456689152,11,36
6,78274233855115392,9,28
6,78274233863503872,9,29
6,78274233863536640,10,33
6,78274234391986176,9,29
6,78274234391986304,10,32
6,78274234400374784,10,33
6,78274234400407552,11,37
6,78274234526203904,10,33
6,78274234526204032,11,36
6,78274234928857088,8,26
6,78274267143225344,10,30
6,78274267178876960,12,35
6,78274267180974080,12,36
6,78274267214536704,13,39
6,78274267281645568,13,40
6,78274267409547392,10,30
6,78274267410079808,12,35
6,78274267411660800,11,33
6,78274267412185088,12,36
6,78274267413774336,11,34
6,78274267414290432,13,39
6,78274267415840768,12,36
6,78274267417935872,10,31
6,78274267417968640,11,35
6,78274267443101760,11,32
6,78274267447296000,11,33
6,78274267447296128,12,36
6,78274267447312384,12,36
6,78274267447312416,13,38
6,78274267447312512,13,39
6,78274267447328768,12,37
6,78274267476656224,12,34
6,78274267478753344,12,35
6,78274267478769664,12,36
6,78274267478769792,13,39
6,78274267480850464,12,35
6,78274267480866848,13,38
6,78274267510210656,13,37
6,78274267512307776,13,38
6,78274267512324096,13,39
6,78274267512324224,14,42
6,78274267514421280,14,41
6,78274267543765088,12,35
6,78274267545862208,12,36
6,78274267545878528,12,37
6,78274267545878656,13,40
6,78274267547975712,13,39
6,78274267550056448,12,37
6,78274267550072832,13,40
6,78274267550081024,14,43
6,78274267550089216,13,41
6,78274267677982784,10,30
6,78274267682177024,10,31
6,78274267682193408,11,34
6,78274267682209792,11,35
6,78274268751724544,10,32
6,78274268751724672,11,35
6,78274268760113152,11,36
6,78274268760145920,12,40
6,78274370258092032,11,33
6,78274370289549312,11,33
6,78274370489303040,11,33
6,78274370526527488,12,36
6,78274370526527496,13,38
6,78274370555871360,11,33
6,78274370556403776,13,38
6,78274370557984768,12,36
6,78274370557984776,13,38
6,78274370560098304,12,37
6,78274370564259840,11,34
6,78274370564292608,12,38
6,78274370589425728,12,35
6,78274370593619968,12,36
6,78274370593620096,13,39
6,78274370593636352,13,39
6,78274370593636480,14,42
6,78274370593652736,13,40
6,78274370622980160,11,33
6,78274370627174400,11,34
6,78274370627190784,12,37
6,78274370627207168,12,38
6,78274370824306752,11,33
6,78274370828500992,11,34
6,78274370828517376,12,37
6,78274370828533760,12,38
6,78274370895626240,12,38
6,78274404617830400,12,36
6,78274404649287680,12,36
6,78274404687036416,14,42
6,78274404886265856,13,39
6,78274404915609728,12,36
6,78274404916142144,14,41
6,78274404917723136,13,39
6,78274404918247424,14,42
6,78274404919836672,13,40
6,78274404920336384,14,42
6,78274404920352768,15,45
6,78274404923998208,12,37
6,78274404924030976,13,41
6,78274404949164096,13,38
6,78274404953358336,13,39
6,78274404953358464,14,42
6,78274404953374720,14,42
6,78274404953374848,15,45
6,78274404953391104,14,43
6,78274404953907200,16,48
6,78274404953907328,17,51
6,78274404955471872,15,45
6,78274404982718528,12,36
6,78274404986912768,12,37
6,78274404986929152,13,40
6,78274404986945536,13,41
6,78274405255364608,13,41
6,78274507697029120,10,30
6,78274507697045504,11,33
6,78274507697061888,11,34
6,78274507697577984,13,39
6,78274507726389280,10,29
6,78274507728486400,10,30
6,78274507728502784,11,33
6,78274507728519168,11,34
6,78274507729035264,13,39
6,78274507762057216,12,36
6,78274507762057344,13,39
6,78274507764138016,12,35
6,78274507764154400,13,38
6,78274507795611648,11,34
6,78274507965464576,11,33
6,78274507965480960,12,36
6,78274507965497344,12,37
6,78274507994824736,11,32
6,78274507994824744,12,34
6,78274507994824832,11,33
6,78274507995349024,12,35
6,78274507995357184,12,36
6,78274507995357312,13,39
6,78274507995365408,13,38
6,78274507996921856,11,33
6,78274507996938240,12,36
6,78274507996954624,12,37
6,78274507999051776,12,37
6,78274508003213312,11,34
6,78274508003246080,12,38
6,78274508028379136,11,33
6,78274508028379264,12,36
6,78274508032573440,12,36
6,78274508032573472,13,38
6,78274508032573480,14,40
6,78274508032573568,13,39
6,78274508032589824,13,39
6,78274508032589856,14,41
6,78274508032589864,15,43
6,78274508032589952,14,42
6,78274508032606208,13,40
6,78274508036767744,12,37
6,78274508036800512,13,41
6,78274508061933568,10,31
6,78274508061933696,11,34
6,78274508064047104,12,37
6,78274508066127872,11,34
6,78274508066144256,12,37
6,78274508066160640,12,38
6,78274508070322176,11,35
6,78274508070354944,12,39
6,78274508334563328,11,35
6,78274508334579712,12,38
6,78274508334596096,12,39
6,78274508733554688,11,34
6,78274508766576640,10,31
6,78274508766576768,11,34
6,78274508774965248,11,35
6,78274508774998016,12,39
6,78274508867239968,11,34
6,78274508869337088,11,35
6,78274508869369856,12,39
6,78274509269893120,10,32
6,78274509404110848,11,36
6,78274509404110976,12,39
6,78274509412499456,12,40
6,78274509412532224,13,44
6,78274509806764032,9,29
6,78274542125998080,15,45
6,78274542325202944,12,36
6,78274542325219328,13,39
6,78274542325235712,13,40
6,78274542325751808,15,45
6,78274542354563104,12,35
6,78274542356660224,12,36
6,78274542356676608,13,39
6,78274542356692992,13,40
6,78274542357209088,15,45
6,78274542390231040,14,42
6,78274542390231168,15,45
6,78274542392311840,14,41
6,78274542392328224,15,44
6,78274542394408960,14,42
6,78274542394425344,15,45
6,78274542394433536,16,48
6,78274542394441728,15,46
6,78274542423785472,13,40
6,78274543629631488,11,35
6,78274645135982592,11,33
6,78274645135998976,12,36
6,78274645136015360,12,37
6,78274645136531456,14,42
6,78274645201010688,13,39
6,78274645205188608,13,39
6,78274645205204992,14,42
6,78274645205213184,15,45
6,78274645205213192,16,47
6,78274645205221376,14,43
6,78274645366669320,11,32
6,78274645367193600,11,33
6,78274645367209984,12,36
6,78274645367226368,12,37
6,78274645369309184,14,42
6,78274645400764416,13,39
6,78274645404418048,12,36
6,78274645404418056,13,38
6,78274645404434432,13,39
6,78274645404434440,14,41
6,78274645404450816,13,40
6,78274645404942336,13,39
6,78274645404958720,14,42
6,78274645404966912,15,45
6,78274645404975104,14,43
6,78274645438005248,13,40
6,78274645438504960,14,42
6,78274645438521344,15,45
6,78274645440071680,14,42
6,78274645442166784,12,37
6,78274645442199552,13,41
6,78274645467332608,12,36
6,78274645467332736,13,39
6,78274645469446144,14,42
6,78274645469446152,15,44
6,78274645471526912,13,39
6,78274645471543296,14,42
6,78274645471559680,14,43
6,78274645473624064,14,42
6,78274645473624072,15,44
6,78274645473626112,15,45
6,78274645473626240,16,48
6,78274645473640448,15,45
6,78274645473640456,16,47
6,78274645473648640,16,48
6,78274645473648648,17,50
6,78274645473656832,15,46
6,78274645475721216,13,40
6,78274645475753984,14,44
6,78274645500887040,11,34
6,78274645509275648,12,38
6,78274645509308416,13,42
6,78274645635645440,12,37
6,78274645702213632,11,34
6,78274645706407936,12,37
6,78274645706424320,13,40
6,78274645706440704,13,41
6,78274645710602240,12,38
6,78274645710635008,13,42
6,78274646708846592,11,35
6,78274646708846600,12,37
6,78274646709370880,12,38
6,78274646709403648,13,42
6,78274646843064320,12,39
6,78274646851452928,13,43
6,78274646851485696,14,47
6,78274647245717504,10,32
6,78274679495720960,12,36
6,78274679495737344,13,39
6,78274679495753728,13,40
6,78274679496269824,15,45
6,78274679560749056,14,42
6,78274679564926976,14,42
6,78274679564943360,15,45
6,78274679564951552,16,48
6,78274679564959744,15,46
6,78274679565475840,17,51
6,78274679764156416,13,39
6,78274679764172800,14,42
6,78274679764189184,14,43
6,78274679764705280,16,48
6,78274679797743616,14,43
6,78274679798243328,15,45
6,78274679798259712,16,48
6,78274679800358912,18,54
6,78274679801905152,13,40
6,78274679801937920,14,44
6,78274679827070976,13,39
6,78274679827071104,14,42
6,78274679829184512,15,45
6,78274679829708800,16,48
6,78274679831265280,14,42
6,78274679831281664,15,45
6,78274679831298048,15,46
6,78274679831814144,17,51
6,78274679833362432,15,45
6,78274679833378816,16,48
6,78274679833387008,17,51
6,78274679833395200,16,49
6,78274679833886720,16,48
6,78274679833903104,17,51
6,78274679833911296,18,54
6,78274679833913344,19,57
6,78274679833913472,20,60
6,78274679833919488,17,52
6,78274679835459584,14,43
6,78274679835492352,15,47
6,78274679860625408,12,37
6,78274679869014016,13,41
6,78274679869046784,14,45
6,78274681068584960,12,38
6,78274681202802688,13,42
6,78274681211191296,14,46
6,78274681211224064,15,50
6,78274681605455872,11,35
6,78274782539300864,10,31
6,78274782539825152,11,34
6,78274782541414400,10,32
6,78274782541930496,12,37
6,78274782544029696,14,43
6,78274782545608704,10,33
6,78274782574936064,10,31
6,78274782574952448,11,34
6,78274782574968832,11,35
6,78274782575484928,13,40
6,78274782577049600,12,37
6,78274782606409728,11,34
6,78274782610587648,11,34
6,78274782610604032,12,37
6,78274782610612224,13,40
6,78274782610620416,12,38
6,78274782639964160,12,37
6,78274782673518592,11,35
6,78274782677696512,11,35
6,78274782677712896,12,38
6,78274782677721088,13,41
6,78274782677729280,12,39
6,78274782807736320,11,34
6,78274782808260608,12,37
6,78274782809849856,11,35
6,78274782810365952,13,40
6,78274782811916288,12,37
6,78274782814011392,10,32
6,78274782814044160,11,36
6,78274782843371520,11,34
6,78274782843387904,12,37
6,78274782843404288,12,38
6,78274782874845184,12,37
6,78274782876958720,12,38
6,78274782881120256,11,35
6,78274782881153024,12,39
6,78274782906286080,11,34
6,78274782914674688,12,38
6,78274782914707456,13,42
6,78274782939840512,10,32
6,78274782941954048,12,38
6,78274782944034816,11,35
6,78274782944051200,12,38
6,78274782944067584,12,39
6,78274782946131968,12,38
6,78274782946148352,13,41
6,78274782946156544,14,44
6,78274782946164736,13,42
6,78274782948229120,11,36
6,78274782948261888,12,40
6,78274783078252544,10,32
6,78274783078268928,11,35
6,78274783078285312,11,36
6,78274783212470272,11,36
6,78274783212486656,12,39
6,78274783212503040,12,40
6,78274783619317760,10,33
6,78274783619350528,11,37
6,78274784147800064,10,33
6,78274784156188672,11,37
6,78274784156221440,12,41
6,78274784282017792,11,37
6,78274784290406400,12,41
6,78274784290439168,13,45
6,78274784684670976,9,30
6,78276431805177856,9,28
6,78276431838183488,8,24
6,78276431838199808,8,25
6,78276431838199936,9,28
6,78276431871746112,9,27
6,78276431871754272,9,27
6,78276431938854976,9,28
6,78276432073097216,8,26
6,78276432207282176,8,26
6,78276432207282240,9,28
6,78276432207282304,9,29
6,78276432207290432,10,31
6,78276432207298560,9,29
6,78276432207298688,10,32
6,78276432207314944,9,30
6,78276432341516288,8,26
6,78276432408608768,8,26
6,78276432408608832,9,28
6,78276432408608896,9,29
6,78276432408625152,9,29
6,78276432408625280,10,32
6,78276432408641536,9,30
6,78276432475717696,9,29
6,78276432475734016,9,30
6,78276432475734144,10,33
6,78276432878403584,8,27
6,78276433415241728,8,27
6,78276433415274496,9,31
6,78276433952112640,7,24
6,78276569310724096,9,29
6,78276569311240192,11,34
6,78276569344245824,10,30
6,78276569344262144,10,31
6,78276569344262272,11,34
6,78276569377816576,9,29
6,78276569579159552,10,32
6,78276569646252032,10,32
6,78276569847578624,10,32
6,78276569848102912,11,35
6,78276570451542016,9,30
6,78276570451574784,10,34
6,78276706716106752,9,28
6,78276706749652992,9,28
6,78276706783215648,11,33
6,78276706984542208,10,31
6,78276707018088448,10,31
6,78276707018113024,10,32
6,78276707085189120,9,29
6,78276707085205504,10,32
6,78276707085221888,10,33
6,78276707286515712,9,29
6,78276707286532096,10,32
6,78276707286548480,10,33
6,78276707353640960,10,33
6,78276707789832192,9,29
6,78276707789864960,10,33
6,78276707890503680,10,33
6,78276708427366400,10,34
6,78276708427399168,11,38
6,78276844222169088,11,34
6,78276844222185472,11,35
6,78276844222701568,13,40
6,78276844490588160,11,34
6,78276844490604544,12,37
6,78276844490620928,12,38
6,78276981560991744,10,32
6,78276981594013696,9,29
6,78276981598191616,9,29
6,78276981598208000,10,32
6,78276981598216192,11,35
6,78276981598224384,10,33
6,78276981602402304,10,33
6,78276981631754240,10,32
6,78276981631770624,11,35
6,78276981635964928,11,36
6,78276981703073792,11,37
6,78276981828911104,9,30
6,78276981829402624,9,29
6,78276981829419008,10,32
6,78276981829427200,11,35
6,78276981829435392,10,33
6,78276981862449152,10,32
6,78276981896019968,10,33
6,78276981963096064,9,30
6,78276981963112448,10,33
6,78276981963128832,10,34
6,78276981971484672,10,34
6,78276981971501056,11,37
6,78276981971509248,12,40
6,78276981971517440,11,38
6,78276982097330176,9,30
6,78276982097854464,10,33
6,78276982164422656,9,30
6,78276982164439040,10,33
6,78276982164455424,10,34
6,78276982172811264,10,34
6,78276982172827648,11,37
6,78276982172844032,11,38
6,78276982231547904,10,34
6,78276982239936512,11,38
6,78276982634217472,9,31
6,78276983171055616,9,31
6,78276983171088384,10,35
6,78276983171579904,10,34
6,78276983171612672,11,38
6,78276983305273344,10,35
6,78276983305306112,11,39
6,78276983707926528,8,28
6,78285228434523200,8,24
6,78285228971425792,7,24
6,78285502809128960,8,25
6,78285503043995648,8,25
6,78285503044012032,9,28
6,78285503312430080,8,25
6,78285503312447488,9,29
6,78285503379537920,8,26
6,78285503379554304,9,29
6,78285503379570688,9,30
6,78285503446663168,9,30
6,78285503882854400,8,26
6,78285503882887168,9,30
6,78285504386172928,9,30
6,78285537437302784,10,31
6,78285777921918976,9,29
6,78289626212630528,8,26
6,78289626481049600,8,26
6,78289627554775040,8,27
6,78289627554807808,9,31
6,78289900857737216,10,31
6,78289901090537472,9,29
6,78289901092603904,10,31
6,78289901092620288,11,34
6,78289901124075520,10,31
6,78289901124091904,10,32
6,78289901358956544,9,29
6,78289901358972928,9,30
6,78289901931462656,10,32
6,78289901931495424,11,36
6,78289902432681984,9,30
6,78289902432714752,10,34
6,78289935485911040,12,37
6,78290175968444416,9,30
6,78290175970527232,11,35
6,78290176001982464,10,32
6,78290176236863488,9,30
6,78290177310588928,9,31
6,78290177310621696,10,35
6,78294025064448000,8,28
6,78294298902151168,9,29
6,78294299170586624,10,32
6,78294299204157440,10,33
6,78294299271233536,9,30
6,78294299271249920,10,33
6,78294299271266304,10,34
6,78294299539685376,10,34
6,78294299975876608,9,30
6,78294299975909376,10,34
6,78294300613410816,10,35
6,78294300613443584,11,39
6,78294573784252416,10,33
6,78294574082064384,10,34
6,78294574149156864,10,34
6,78294574820261888,9,32
6,78320413343482368,7,22
6,78320413343482496,8,25
6,78320413343490048,7,23
6,78320413343492096,8,26
6,78320413343492224,9,29
6,78320413343514624,7,24
6,78320446897946624,8,26
6,78320447703228416,8,26
6,78320448240091136,8,27
6,78320448240123904,9,31
6,78320584404008960,10,32
6,78320962092670976,8,26
6,78320963099296256,8,26
6,78320963099305984,9,30
6,78320963233521664,9,31
6,78322612366770176,8,27
6,78322783431458816,12,38
6,78323161120120832,10,32
6,78323161384386560,10,33
6,78323162122584064,9,31
6,78329208631230464,8,27
6,78329209436512256,8,27
6,78329209973374976,8,28
6,78329209973407744,9,32
6,78329346137292800,10,33
6,78329758387044352,9,31
6,78329758454128640,10,33
6,78329759192326144,9,31
6,78329759729188864,9,32
6,78329759729221632,10,36
6,78355596910264328,8,25
6,78355596910266368,8,26
6,78355596910266496,9,29
6,78355596910297088,8,27
6,78355597715603456,8,28
6,78355598252441600,8,28
6,78355598252441608,9,30
6,78355598252443648,9,31
6,78355598252443776,10,34
6,78355598252474368,9,32
6,78355598789312512,7,25
6,78355631270035456,9,30
6,78355632612179968,9,31
6,78355632612212736,10,35
6,78356146666080256,9,30
6,78356146733219840,10,34
6,78356146800295936,9,31
6,78356146800328704,10,35
6,78356147001622528,9,31
6,78356147001655296,10,35
6,78356148008257536,10,35
6,78356148142473216,10,36
6,78356148142505984,11,40
6,78364392772599808,9,30
6,78364392772632576,10,34
6,78364393070395520,10,33
6,78364393137504256,9,31
6,78364393137504384,10,34
6,78364394345463808,9,32
6,78364394479681536,10,36
6,78364394479681664,11,39
6,78364394882334720,8,29
6,78364942528413696,10,34
6,78364942528446464,11,38
6,78364942796849152,11,37
6,78364942796881920,12,41
6,78364942830436352,12,41
6,78364942834597888,11,38
6,78364942834630656,12,42
6,78364942859763712,11,37
6,78364942893318144,10,35
6,78364942901706752,11,39
6,78364942901739520,12,43
6,78364944101277696,10,36
6,78364944235495424,11,40
6,78364944243884032,12,44
6,78364944243916800,13,48
6,78364944638148608,9,33
6,78390783161401344,6,22
6,78813130922132992,7,20
6,78813130951492672,7,20
6,78813130985046592,7,20
6,78813130985078784,6,20
6,78813131052171264,6,20
6,78813131991681024,6,20
6,78813268424007680,6,19
6,78813269430632960,6,19
6,78813405896511488,8,24
6,78813405896523776,8,25
6,78813405896540160,8,26
6,78813406097835008,8,24
6,78813406131390464,8,25
6,78813406399825920,8,26
6,78813543771669504,6,20
6,78815330012528640,8,26
6,78815330016706560,8,26
6,78815467382244352,7,21
6,78815467417894912,7,22
6,78815467417895968,9,26
6,78815467417899008,8,24
6,78815467417911296,8,25
6,78815467417927680,8,26
6,78815467422105600,8,26
6,78815467449352192,7,22
6,78815467449356288,8,24
6,78815467449368576,8,25
6,78815467449384960,8,26
6,78815467451457536,8,25
6,78815467455647744,8,25
6,78815467455651840,8,26
6,78815467518562304,8,25
6,78815467522756608,8,26
6,78815467650679808,8,24
6,78815467652777984,8,25
6,78815467656971264,8,25
6,78815467656972288,8,26
6,78815467715690624,8,25
6,78815467782799360,7,23
6,78815467921212416,8,25
6,78815467921213440,8,26
6,78815467925406720,8,26
6,78815467984125952,7,23
6,78815467984126080,8,26
6,78815468487442432,7,23
6,78815468990758912,7,24
6,78815469527629824,6,21
6,78815604856849408,9,27
6,78815604923957248,9,28
6,78815604923961344,10,30
6,78815604923973632,10,31
6,78815604923990016,10,32
6,78815604928167936,10,32
6,78815605125284864,10,30
6,78815605158840320,10,31
6,78815605163034624,10,32
6,78815605427275776,10,32
6,78815606027059200,8,27
6,78815742333554688,8,26
6,78815742396469248,8,26
6,78815742530684928,8,26
6,78815742534878208,8,26
6,78815742799119360,8,26
6,78817666673936384,8,25
6,78817666676032000,8,24
6,78817666680226304,8,25
6,78817667479241216,8,25
6,78817803947216896,10,30
6,78817803947220992,10,31
6,78817803951411200,10,31
6,78817804148541440,10,31
6,78817804179998720,10,31
6,78817804182094336,10,30
6,78817804186288640,10,31
6,78817804211453952,9,28
6,78817804211454080,10,31
6,78817804245008384,8,26
6,78817804446334976,8,26
6,78817804949651456,8,26
6,78817805587185664,9,31
6,78817941553938944,8,25
6,78817942891921408,7,25
6,78819728331636736,9,29
6,78819728394551296,9,29
6,78819728595877888,9,29
6,78819865732841472,9,28
6,78819865764298752,9,28
6,78820002903359488,9,28
6,78820002972565504,11,34
6,78820002972569600,12,36
6,78820002972581888,12,37
6,78820002972598272,12,38
6,78820003171794944,10,31
6,78820003207448576,12,37
6,78820003209543680,10,32
6,78820003238903808,11,34
6,78820003243098112,11,35
6,78820003276652544,10,33
6,78820003473784832,10,32
6,78820003477979136,10,33
6,78820004618829824,11,38
6,78820140445077504,10,32
6,78820140579293184,10,32
6,78820140581388288,8,27
6,78820140610748416,9,29
6,78820140845629440,8,27
6,78820141923565568,9,32
6,78822202257965056,9,29
6,78822340938432512,7,26
6,78830998350987264,9,28
6,78831136024821760,7,24
6,78833059603939328,8,25
6,78833059635396608,8,25
6,78833059641688064,8,26
6,78833059704602624,8,26
6,78833059708796928,8,27
6,78833059872374784,9,28
6,78833059903832064,9,28
6,78833059910123520,9,29
6,78833059973038080,9,29
6,78833059977232384,9,30
6,78833060174364672,9,29
6,78833060178558976,9,30
6,78833060241473536,9,30
6,78833060782538752,9,31
6,78833197110001664,10,31
6,78833197378437120,11,34
6,78833334519595008,8,27
6,78833334582509568,8,27
6,78833334788030464,9,30
6,78833334850945024,9,30
6,78833335052271616,9,30
6,78833335660445696,9,32
6,78835396133257216,10,31
6,78835396137451520,10,32
6,78835396401692672,11,34
6,78835396405886976,11,35
6,78835533505101824,8,26
6,78835533536559104,8,26
6,78835534075527168,9,30
6,78835534079721472,9,31
6,78835534142636032,9,31
6,78835534583037952,9,31
6,78835534677409792,9,31
6,78837595158609920,12,37
6,78837595427045376,13,40
6,78837732564008960,10,32
6,78837732631117824,10,33
6,78837732899553280,11,36
6,78839381791604800,7,22
6,78839382362030080,7,24
6,78839382362030144,8,26
6,78839382362030208,8,27
6,78839382429139008,8,27
6,78839383368663040,7,25
6,78839519297667136,9,28
6,78839520404963328,8,28
6,78839657239937024,8,27
6,78839657743253504,8,27
6,78839658380787712,9,32
6,78839794444009472,10,32
6,78839931551612928,8,27
6,78839931551629312,9,30
6,78839931551645696,9,31
6,78839932117843968,8,28
6,78839932122038272,9,31
6,78839932122054656,10,34
6,78839932122071040,10,35
6,78839932126232576,9,32
6,78839932126265344,10,36
6,78839933124476928,8,29
6,78839933258694656,9,33
6,78848178387944512,7,22
6,78848178924847104,6,22
6,78848452762550272,7,23
6,78848452997416960,7,23
6,78848453265851392,7,23
6,78848453332959232,7,24
6,78848453332975616,8,27
6,78848453332992000,8,28
6,78848453400084480,8,28
6,78848453836275712,7,24
6,78848453836308480,8,28
6,78848453936939008,7,25
6,78848454339594240,8,28
6,78848728814845952,7,26
6,78852575931138112,7,22
6,78852576568672320,8,27
6,78852577004879872,7,24
6,78852577004880000,8,27
6,78852577508196352,7,25
6,78852578045067264,6,22
6,78852850777589760,8,26
6,78852850811158528,9,29
6,78852850813239296,8,26
6,78852850813255680,9,29
6,78852850813272064,9,30
6,78852850817433600,8,27
6,78852850817466368,9,31
6,78852851046025216,9,29
6,78852851178143744,8,27
6,78852851383664640,9,30
6,78852851387858944,9,31
6,78852851446579200,8,28
6,78852851454967808,9,32
6,78852851455000576,10,36
6,78852851851331584,9,30
6,78852851882786816,8,27
6,78852851884883968,9,30
6,78852851884886016,10,33
6,78852851884886144,11,36
6,78852851884916736,10,34
6,78852851891175424,9,31
6,78852851891208192,10,35
6,78852852386103296,8,28
6,78852852520321024,9,32
6,78852852922974208,7,25
6,78853125691146240,8,27
6,78853125691162624,9,30
6,78853125691179008,9,31
6,78853125722603520,8,27
6,78853125722619904,9,30
6,78853125722636288,9,31
6,78853125789728768,9,31
6,78853126056050688,8,28
6,78853126265765888,9,32
6,78853126328680448,9,32
6,78853126328696832,10,35
6,78853126328713216,10,36
6,78853126729238528,9,31
6,78853126760693760,8,28
6,78853126769082368,9,32
6,78853126769115136,10,36
6,78853126863454208,9,32
6,78853126863486976,10,36
6,78853127264010240,8,29
6,78853127398227968,9,33
6,78853127800881152,7,26
6,78857249224654848,8,28
6,78857249425981440,8,28
6,78857249929297920,8,28
6,78857250566832128,9,33
6,78857523737673728,9,31
6,78883363296903680,6,20
6,78883363296903808,7,23
6,78883363296911360,6,21
6,78883499729256448,7,24
6,78883500735858688,7,24
6,78883500870074368,7,25
6,78883500870107136,8,29
6,78883912046092288,7,24
6,78883913052717568,7,24
6,78883913186942976,8,29
6,78883913589590016,8,29
6,78885698756706304,9,30
6,78886111073542144,9,30
6,78886111274862592,9,30
6,78892159926796288,7,26
6,78892709682610176,8,30
6,78918546599446528,7,24
6,78918546603640832,7,25
6,78918548205862912,7,26
6,78918548742733824,6,23
6,78919096388814848,9,31
6,78919096753717248,8,29
6,78919096955043840,8,29
6,78919097559023616,8,30
6,78919098095894528,9,34
6,78927342726021120,8,28
6,78927892481835008,9,32
6,78927892750270464,10,35
6,78927892788019200,10,36
6,78927892855128064,10,37
6,78927893052260352,10,36
6,78927893056454656,10,37
6,78927894197305344,11,42
6,81082695018610688,8,24
6,81100253750624256,6,22
6,81104650626924544,7,23
6,81104650858135552,7,23
6,81104651264458752,8,28
6,81104651704860672,8,28
6,81104652200312832,8,28
6,81104685255098368,9,29
6,81135198007197696,6,22
6,82193167138426880,8,24
6,82193168711286784,7,24
6,82208285653991432,6,18
6,82208320017924608,8,24
6,82208320047284288,8,24
6,82208321355907072,7,24
6,82208560565452808,8,24
6,82208835544023040,7,24
6,82208836248666112,7,24
6,82210759324467200,8,25
6,82210759555678208,8,25
6,82210759592902656,9,28
6,82210759592902664,10,30
6,82210759630651392,9,29
6,82210759693565952,9,29
6,82210759697760256,9,30
6,82210759894892544,9,29
6,82210759899086848,9,30
6,82210759962001408,9,30
6,82210760402403328,9,30
6,82210760897855488,9,30
6,82210793952641024,10,31
6,82211034508558336,9,30
6,82211034571472896,9,30
6,82211034772799488,9,30
6,82217082019643392,7,24
6,82226153556803584,7,24
6,82230550798008448,9,29
6,82234950153142272,8,29
6,82263260971147264,7,23
6,82263261235380352,7,23
6,82263262577557504,7,25
6,82263262577557632,8,28
6,82263295599321088,9,29
6,82263812333371392,8,29
6,82296246584213512,7,23
6,82296247926390792,8,28
6,82296282286129152,8,29
6,82296796474245120,8,29
6,82296797178888192,8,29
6,82296797816422400,9,34
6,82305042685624320,8,29
6,82305042949865472,8,29
6,82305592470798336,10,35
6,83316868051378176,6,20
6,83316869058003456,6,20
6,83319067045281792,8,26
6,83319067078828032,8,26
6,83319067083018240,8,26
6,83319067145932800,8,26
6,83319067343061120,8,26
6,83320991421300864,6,20
6,83321266303402496,8,25
6,83321266307596800,8,26
6,83321266332762240,8,26
6,83321542519291904,7,26
6,83323465330851840,8,27
6,83323465360211968,9,29
6,83323465360212096,10,32
6,83323465595092992,8,27
6,83323466673029120,9,32
6,83325665687896064,7,26
6,83336659537494016,9,30
6,83336659600408576,9,30
6,83336659801735168,9,30
6,83339133132472320,8,27
6,83339133438656512,9,31
6,83339133501571072,9,31
6,83339133505765376,9,32
6,83339133770006528,9,32
6,83339134210408448,9,32
6,83342982467551232,7,26
6,83343256301076480,8,27
6,83343256670175232,9,31
6,83343256674369536,9,32
6,83343256871501824,9,31
6,83343256875696128,9,32
6,83343256938610688,9,32
6,83343257379012608,9,32
6,83360848487137280,9,31
6,83386962924306432,6,23
6,83387512713641984,7,26
6,83395757947756544,7,25
6,83395758211989632,7,25
6,83395759554166784,7,27
6,83395759554166912,8,30
6,83396309309980672,8,31
6,83430943397773312,8,31
6,83431492415389696,10,37
6,83431492478304256,10,37
6,90076528301834240,6,19
6,90076529106747392,6,19
6,90076562730254336,8,25
6,90093992446263296,8,25
6,90094154916823040,10,31
6,90142369948631072,6,18
6,90142370955796480,7,23
6,90142371089481760,7,23
6,90142396758622240,7,23
6,90142397261938688,6,22
6,90142533492932608,7,24
6,90142534197575680,7,24
6,90142534835109888,8,29
6,90144594951405568,7,24
6,90144595750420480,7,24
6,90144596293582848,8,29
6,90144732457467904,9,30
